"ProductNo";"Brand";"Model";"CCM";"From_"
"BC.TRS.00.108.20001";"Aprilia";"ETV 1000 Caponord";"1000";"2005"
"BC.TRS.00.108.20001";"Aprilia";"ETV 1000 Caponord";"1000";"2006"
"BC.TRS.00.108.20001";"Aprilia";"ETV 1000 Caponord";"1000";"2007"
"BC.TRS.00.110.20001";"Aprilia";"ETV 1000 Caponord";"1000";"2001"
"BC.TRS.00.110.20001";"Aprilia";"ETV 1000 Caponord";"1000";"2002"
"BC.TRS.00.110.20001";"Aprilia";"ETV 1000 Caponord";"1000";"2003"
"BC.TRS.00.110.20001";"Aprilia";"ETV 1000 Caponord";"1000";"2004"
"BC.TRS.00.110.20001";"Aprilia";"ETV 1000 Caponord";"1000";"2005"
"BC.TRS.00.110.20001";"Aprilia";"ETV 1000 Caponord";"1000";"2006"
"BC.TRS.00.110.20001";"Aprilia";"ETV 1000 Caponord";"1000";"2007"
"BC.TRS.00.130.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2001"
"BC.TRS.00.130.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2002"
"BC.TRS.00.130.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2003"
"BC.TRS.00.130.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2004"
"BC.TRS.00.130.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2005"
"BC.TRS.00.130.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2006"
"BC.TRS.00.130.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2007"
"BC.TRS.00.131.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2001"
"BC.TRS.00.131.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2002"
"BC.TRS.00.131.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2003"
"BC.TRS.00.131.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2004"
"BC.TRS.00.131.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2005"
"BC.TRS.00.131.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2006"
"BC.TRS.00.131.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2007"
"BC.TRS.00.201.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2001"
"BC.TRS.00.201.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2002"
"BC.TRS.00.201.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2003"
"BC.TRS.00.201.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2004"
"BC.TRS.00.201.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2005"
"BC.TRS.00.201.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2006"
"BC.TRS.00.201.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2007"
"BC.TRS.00.204.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2001"
"BC.TRS.00.204.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2002"
"BC.TRS.00.204.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2003"
"BC.TRS.00.204.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2004"
"BC.TRS.00.204.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2005"
"BC.TRS.00.204.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2006"
"BC.TRS.00.204.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2007"
"BC.WPB.00.001.10001";"Aprilia";"ETV 1000 Caponord";"1000";"2001"
"BC.WPB.00.001.10001";"Aprilia";"ETV 1000 Caponord";"1000";"2002"
"BC.WPB.00.001.10001";"Aprilia";"ETV 1000 Caponord";"1000";"2003"
"BC.WPB.00.001.10001";"Aprilia";"ETV 1000 Caponord";"1000";"2004"
"BC.WPB.00.001.10001";"Aprilia";"ETV 1000 Caponord";"1000";"2005"
"BC.WPB.00.001.10001";"Aprilia";"ETV 1000 Caponord";"1000";"2006"
"BC.WPB.00.001.10001";"Aprilia";"ETV 1000 Caponord";"1000";"2007"
"BC.WPB.00.001.10001/Y";"Aprilia";"ETV 1000 Caponord";"1000";"2001"
"BC.WPB.00.001.10001/Y";"Aprilia";"ETV 1000 Caponord";"1000";"2002"
"BC.WPB.00.001.10001/Y";"Aprilia";"ETV 1000 Caponord";"1000";"2003"
"BC.WPB.00.001.10001/Y";"Aprilia";"ETV 1000 Caponord";"1000";"2004"
"BC.WPB.00.001.10001/Y";"Aprilia";"ETV 1000 Caponord";"1000";"2005"
"BC.WPB.00.001.10001/Y";"Aprilia";"ETV 1000 Caponord";"1000";"2006"
"BC.WPB.00.001.10001/Y";"Aprilia";"ETV 1000 Caponord";"1000";"2007"
"BC.WPB.00.002.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2001"
"BC.WPB.00.002.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2002"
"BC.WPB.00.002.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2003"
"BC.WPB.00.002.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2004"
"BC.WPB.00.002.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2005"
"BC.WPB.00.002.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2006"
"BC.WPB.00.002.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2007"
"BC.WPB.00.002.10001";"Aprilia";"ETV 1000 Caponord";"1000";"2001"
"BC.WPB.00.002.10001";"Aprilia";"ETV 1000 Caponord";"1000";"2002"
"BC.WPB.00.002.10001";"Aprilia";"ETV 1000 Caponord";"1000";"2003"
"BC.WPB.00.002.10001";"Aprilia";"ETV 1000 Caponord";"1000";"2004"
"BC.WPB.00.002.10001";"Aprilia";"ETV 1000 Caponord";"1000";"2005"
"BC.WPB.00.002.10001";"Aprilia";"ETV 1000 Caponord";"1000";"2006"
"BC.WPB.00.002.10001";"Aprilia";"ETV 1000 Caponord";"1000";"2007"
"BC.WPB.00.002.10001/Y";"Aprilia";"ETV 1000 Caponord";"1000";"2001"
"BC.WPB.00.002.10001/Y";"Aprilia";"ETV 1000 Caponord";"1000";"2002"
"BC.WPB.00.002.10001/Y";"Aprilia";"ETV 1000 Caponord";"1000";"2003"
"BC.WPB.00.002.10001/Y";"Aprilia";"ETV 1000 Caponord";"1000";"2004"
"BC.WPB.00.002.10001/Y";"Aprilia";"ETV 1000 Caponord";"1000";"2005"
"BC.WPB.00.002.10001/Y";"Aprilia";"ETV 1000 Caponord";"1000";"2006"
"BC.WPB.00.002.10001/Y";"Aprilia";"ETV 1000 Caponord";"1000";"2007"
"BC.WPB.00.006.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2001"
"BC.WPB.00.006.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2002"
"BC.WPB.00.006.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2003"
"BC.WPB.00.006.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2004"
"BC.WPB.00.006.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2005"
"BC.WPB.00.006.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2006"
"BC.WPB.00.006.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2007"
"BC.WPB.00.007.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2001"
"BC.WPB.00.007.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2002"
"BC.WPB.00.007.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2003"
"BC.WPB.00.007.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2004"
"BC.WPB.00.007.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2005"
"BC.WPB.00.007.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2006"
"BC.WPB.00.007.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2007"
"BC.WPB.00.008.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2001"
"BC.WPB.00.008.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2002"
"BC.WPB.00.008.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2003"
"BC.WPB.00.008.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2004"
"BC.WPB.00.008.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2005"
"BC.WPB.00.008.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2006"
"BC.WPB.00.008.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2007"
"BC.WPB.00.009.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2001"
"BC.WPB.00.009.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2002"
"BC.WPB.00.009.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2003"
"BC.WPB.00.009.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2004"
"BC.WPB.00.009.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2005"
"BC.WPB.00.009.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2006"
"BC.WPB.00.009.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2007"
"BC.WPB.00.010.10001";"Aprilia";"ETV 1000 Caponord";"1000";"2001"
"BC.WPB.00.010.10001";"Aprilia";"ETV 1000 Caponord";"1000";"2002"
"BC.WPB.00.010.10001";"Aprilia";"ETV 1000 Caponord";"1000";"2003"
"BC.WPB.00.010.10001";"Aprilia";"ETV 1000 Caponord";"1000";"2004"
"BC.WPB.00.010.10001";"Aprilia";"ETV 1000 Caponord";"1000";"2005"
"BC.WPB.00.010.10001";"Aprilia";"ETV 1000 Caponord";"1000";"2006"
"BC.WPB.00.010.10001";"Aprilia";"ETV 1000 Caponord";"1000";"2007"
"BC.WPB.00.012.20000";"Aprilia";"ETV 1000 Caponord";"1000";"2001"
"BC.WPB.00.012.20000";"Aprilia";"ETV 1000 Caponord";"1000";"2002"
"BC.WPB.00.012.20000";"Aprilia";"ETV 1000 Caponord";"1000";"2003"
"BC.WPB.00.012.20000";"Aprilia";"ETV 1000 Caponord";"1000";"2004"
"BC.WPB.00.012.20000";"Aprilia";"ETV 1000 Caponord";"1000";"2005"
"BC.WPB.00.012.20000";"Aprilia";"ETV 1000 Caponord";"1000";"2006"
"BC.WPB.00.012.20000";"Aprilia";"ETV 1000 Caponord";"1000";"2007"
"BC.WPB.00.012.20000/Y";"Aprilia";"ETV 1000 Caponord";"1000";"2001"
"BC.WPB.00.012.20000/Y";"Aprilia";"ETV 1000 Caponord";"1000";"2002"
"BC.WPB.00.012.20000/Y";"Aprilia";"ETV 1000 Caponord";"1000";"2003"
"BC.WPB.00.012.20000/Y";"Aprilia";"ETV 1000 Caponord";"1000";"2004"
"BC.WPB.00.012.20000/Y";"Aprilia";"ETV 1000 Caponord";"1000";"2005"
"BC.WPB.00.012.20000/Y";"Aprilia";"ETV 1000 Caponord";"1000";"2006"
"BC.WPB.00.012.20000/Y";"Aprilia";"ETV 1000 Caponord";"1000";"2007"
"BC.WPB.00.018.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2001"
"BC.WPB.00.018.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2002"
"BC.WPB.00.018.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2003"
"BC.WPB.00.018.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2004"
"BC.WPB.00.018.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2005"
"BC.WPB.00.018.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2006"
"BC.WPB.00.018.10000";"Aprilia";"ETV 1000 Caponord";"1000";"2007"
"TRT.00.475.17500/B";"Aprilia";"ETV 1000 Caponord";"1000";"2001"
"TRT.00.475.17500/B";"Aprilia";"ETV 1000 Caponord";"1000";"2002"
"TRT.00.475.17500/B";"Aprilia";"ETV 1000 Caponord";"1000";"2003"
"TRT.00.475.17500/B";"Aprilia";"ETV 1000 Caponord";"1000";"2004"
"TRT.00.475.17500/B";"Aprilia";"ETV 1000 Caponord";"1000";"2005"
"TRT.00.475.17500/B";"Aprilia";"ETV 1000 Caponord";"1000";"2006"
"TRT.00.475.17500/B";"Aprilia";"ETV 1000 Caponord";"1000";"2007"
"TRT.00.640.17500/B";"Aprilia";"ETV 1000 Caponord";"1000";"2001"
"TRT.00.640.17500/B";"Aprilia";"ETV 1000 Caponord";"1000";"2002"
"TRT.00.640.17500/B";"Aprilia";"ETV 1000 Caponord";"1000";"2003"
"TRT.00.640.17500/B";"Aprilia";"ETV 1000 Caponord";"1000";"2004"
"TRT.00.640.17500/B";"Aprilia";"ETV 1000 Caponord";"1000";"2005"
"TRT.00.640.17500/B";"Aprilia";"ETV 1000 Caponord";"1000";"2006"
"TRT.00.640.17500/B";"Aprilia";"ETV 1000 Caponord";"1000";"2007"
"BC.HTA.00.301.10000";"Aprilia";"SL 1000 Falco";"1000";"2000"
"BC.HTA.00.301.10000";"Aprilia";"SL 1000 Falco";"1000";"2001"
"BC.HTA.00.301.10000";"Aprilia";"SL 1000 Falco";"1000";"2002"
"BC.HTA.00.301.10000";"Aprilia";"SL 1000 Falco";"1000";"2003"
"BC.HTA.00.301.10000";"Aprilia";"SL 1000 Falco";"1000";"2004"
"BC.HTA.00.301.10000";"Aprilia";"SL 1000 Falco";"1000";"2005"
"BC.HTA.00.302.10000";"Aprilia";"SL 1000 Falco";"1000";"2000"
"BC.HTA.00.302.10000";"Aprilia";"SL 1000 Falco";"1000";"2001"
"BC.HTA.00.302.10000";"Aprilia";"SL 1000 Falco";"1000";"2002"
"BC.HTA.00.302.10000";"Aprilia";"SL 1000 Falco";"1000";"2003"
"BC.HTA.00.302.10000";"Aprilia";"SL 1000 Falco";"1000";"2004"
"BC.HTA.00.302.10000";"Aprilia";"SL 1000 Falco";"1000";"2005"
"BC.HTA.00.304.10000";"Aprilia";"SL 1000 Falco";"1000";"2000"
"BC.HTA.00.304.10000";"Aprilia";"SL 1000 Falco";"1000";"2001"
"BC.HTA.00.304.10000";"Aprilia";"SL 1000 Falco";"1000";"2002"
"BC.HTA.00.304.10000";"Aprilia";"SL 1000 Falco";"1000";"2003"
"BC.HTA.00.304.10000";"Aprilia";"SL 1000 Falco";"1000";"2004"
"BC.HTA.00.304.10000";"Aprilia";"SL 1000 Falco";"1000";"2005"
"BC.HTA.00.306.10000";"Aprilia";"SL 1000 Falco";"1000";"2000"
"BC.HTA.00.306.10000";"Aprilia";"SL 1000 Falco";"1000";"2001"
"BC.HTA.00.306.10000";"Aprilia";"SL 1000 Falco";"1000";"2002"
"BC.HTA.00.306.10000";"Aprilia";"SL 1000 Falco";"1000";"2003"
"BC.HTA.00.306.10000";"Aprilia";"SL 1000 Falco";"1000";"2004"
"BC.HTA.00.306.10000";"Aprilia";"SL 1000 Falco";"1000";"2005"
"BC.HTA.00.307.10000";"Aprilia";"SL 1000 Falco";"1000";"2000"
"BC.HTA.00.307.10000";"Aprilia";"SL 1000 Falco";"1000";"2001"
"BC.HTA.00.307.10000";"Aprilia";"SL 1000 Falco";"1000";"2002"
"BC.HTA.00.307.10000";"Aprilia";"SL 1000 Falco";"1000";"2003"
"BC.HTA.00.307.10000";"Aprilia";"SL 1000 Falco";"1000";"2004"
"BC.HTA.00.307.10000";"Aprilia";"SL 1000 Falco";"1000";"2005"
"BC.TRE.00.101.20000";"Aprilia";"SL 1000 Falco";"1000";"2000"
"BC.TRE.00.101.20000";"Aprilia";"SL 1000 Falco";"1000";"2001"
"BC.TRE.00.102.20000";"Aprilia";"SL 1000 Falco";"1000";"2000"
"BC.TRE.00.102.20000";"Aprilia";"SL 1000 Falco";"1000";"2001"
"BC.TRE.00.108.20000";"Aprilia";"SL 1000 Falco";"1000";"2000"
"BC.TRE.00.108.20000";"Aprilia";"SL 1000 Falco";"1000";"2001"
"BC.TRE.00.110.20000";"Aprilia";"SL 1000 Falco";"1000";"2000"
"BC.TRE.00.110.20000";"Aprilia";"SL 1000 Falco";"1000";"2001"
"BC.TRS.00.101.20001";"Aprilia";"SL 1000 Falco";"1000";"2000"
"BC.TRS.00.101.20001";"Aprilia";"SL 1000 Falco";"1000";"2001"
"BC.TRS.00.102.20001";"Aprilia";"SL 1000 Falco";"1000";"2000"
"BC.TRS.00.102.20001";"Aprilia";"SL 1000 Falco";"1000";"2001"
"BC.TRS.00.108.20001";"Aprilia";"SL 1000 Falco";"1000";"2000"
"BC.TRS.00.108.20001";"Aprilia";"SL 1000 Falco";"1000";"2001"
"BC.TRS.00.110.20001";"Aprilia";"SL 1000 Falco";"1000";"2000"
"BC.TRS.00.110.20001";"Aprilia";"SL 1000 Falco";"1000";"2001"
"BC.TRS.00.201.10000";"Aprilia";"SL 1000 Falco";"1000";"2000"
"BC.TRS.00.201.10000";"Aprilia";"SL 1000 Falco";"1000";"2001"
"BC.TRS.00.202.10000";"Aprilia";"SL 1000 Falco";"1000";"2000"
"BC.TRS.00.202.10000";"Aprilia";"SL 1000 Falco";"1000";"2001"
"BC.TRS.00.203.10000";"Aprilia";"SL 1000 Falco";"1000";"2000"
"BC.TRS.00.203.10000";"Aprilia";"SL 1000 Falco";"1000";"2001"
"BC.WPB.00.001.10001";"Aprilia";"SL 1000 Falco";"1000";"2000"
"BC.WPB.00.001.10001";"Aprilia";"SL 1000 Falco";"1000";"2001"
"BC.WPB.00.001.10001";"Aprilia";"SL 1000 Falco";"1000";"2002"
"BC.WPB.00.001.10001";"Aprilia";"SL 1000 Falco";"1000";"2003"
"BC.WPB.00.001.10001";"Aprilia";"SL 1000 Falco";"1000";"2004"
"BC.WPB.00.001.10001";"Aprilia";"SL 1000 Falco";"1000";"2005"
"BC.WPB.00.001.10001/Y";"Aprilia";"SL 1000 Falco";"1000";"2000"
"BC.WPB.00.001.10001/Y";"Aprilia";"SL 1000 Falco";"1000";"2001"
"BC.WPB.00.001.10001/Y";"Aprilia";"SL 1000 Falco";"1000";"2002"
"BC.WPB.00.001.10001/Y";"Aprilia";"SL 1000 Falco";"1000";"2003"
"BC.WPB.00.001.10001/Y";"Aprilia";"SL 1000 Falco";"1000";"2004"
"BC.WPB.00.001.10001/Y";"Aprilia";"SL 1000 Falco";"1000";"2005"
"BC.WPB.00.006.10000";"Aprilia";"SL 1000 Falco";"1000";"2000"
"BC.WPB.00.006.10000";"Aprilia";"SL 1000 Falco";"1000";"2001"
"BC.WPB.00.006.10000";"Aprilia";"SL 1000 Falco";"1000";"2002"
"BC.WPB.00.006.10000";"Aprilia";"SL 1000 Falco";"1000";"2003"
"BC.WPB.00.006.10000";"Aprilia";"SL 1000 Falco";"1000";"2004"
"BC.WPB.00.006.10000";"Aprilia";"SL 1000 Falco";"1000";"2005"
"BC.WPB.00.008.10000";"Aprilia";"SL 1000 Falco";"1000";"2000"
"BC.WPB.00.008.10000";"Aprilia";"SL 1000 Falco";"1000";"2001"
"BC.WPB.00.008.10000";"Aprilia";"SL 1000 Falco";"1000";"2002"
"BC.WPB.00.008.10000";"Aprilia";"SL 1000 Falco";"1000";"2003"
"BC.WPB.00.008.10000";"Aprilia";"SL 1000 Falco";"1000";"2004"
"BC.WPB.00.008.10000";"Aprilia";"SL 1000 Falco";"1000";"2005"
"BC.WPB.00.009.10000";"Aprilia";"SL 1000 Falco";"1000";"2000"
"BC.WPB.00.009.10000";"Aprilia";"SL 1000 Falco";"1000";"2001"
"BC.WPB.00.009.10000";"Aprilia";"SL 1000 Falco";"1000";"2002"
"BC.WPB.00.009.10000";"Aprilia";"SL 1000 Falco";"1000";"2003"
"BC.WPB.00.009.10000";"Aprilia";"SL 1000 Falco";"1000";"2004"
"BC.WPB.00.009.10000";"Aprilia";"SL 1000 Falco";"1000";"2005"
"BC.WPB.00.010.10001";"Aprilia";"SL 1000 Falco";"1000";"2000"
"BC.WPB.00.010.10001";"Aprilia";"SL 1000 Falco";"1000";"2001"
"BC.WPB.00.010.10001";"Aprilia";"SL 1000 Falco";"1000";"2002"
"BC.WPB.00.010.10001";"Aprilia";"SL 1000 Falco";"1000";"2003"
"BC.WPB.00.010.10001";"Aprilia";"SL 1000 Falco";"1000";"2004"
"BC.WPB.00.010.10001";"Aprilia";"SL 1000 Falco";"1000";"2005"
"BC.WPB.00.012.20000";"Aprilia";"SL 1000 Falco";"1000";"2000"
"BC.WPB.00.012.20000";"Aprilia";"SL 1000 Falco";"1000";"2001"
"BC.WPB.00.012.20000/Y";"Aprilia";"SL 1000 Falco";"1000";"2000"
"BC.WPB.00.012.20000/Y";"Aprilia";"SL 1000 Falco";"1000";"2001"
"BC.WPB.00.018.10000";"Aprilia";"SL 1000 Falco";"1000";"2000"
"BC.WPB.00.018.10000";"Aprilia";"SL 1000 Falco";"1000";"2001"
"BC.WPB.00.018.10000";"Aprilia";"SL 1000 Falco";"1000";"2002"
"BC.WPB.00.018.10000";"Aprilia";"SL 1000 Falco";"1000";"2003"
"BC.WPB.00.018.10000";"Aprilia";"SL 1000 Falco";"1000";"2004"
"BC.WPB.00.018.10000";"Aprilia";"SL 1000 Falco";"1000";"2005"
"TRT.00.475.17500/B";"Aprilia";"SL 1000 Falco";"1000";"2000"
"TRT.00.475.17500/B";"Aprilia";"SL 1000 Falco";"1000";"2001"
"TRT.00.640.17500/B";"Aprilia";"SL 1000 Falco";"1000";"2000"
"TRT.00.640.17500/B";"Aprilia";"SL 1000 Falco";"1000";"2001"
"SVL.13.501.107";"Aprilia";"RSV 1000 R";"1000";"2006"
"BC.HTA.00.301.10000";"Aprilia";"RSV 1000 R";"1000";"1998"
"BC.HTA.00.301.10000";"Aprilia";"RSV 1000 R";"1000";"1999"
"BC.HTA.00.301.10000";"Aprilia";"RSV 1000 R";"1000";"2000"
"BC.HTA.00.301.10000";"Aprilia";"RSV 1000 R";"1000";"2001"
"BC.HTA.00.301.10000";"Aprilia";"RSV 1000 R";"1000";"2002"
