ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;;;;Weight;Quantity;;;;;Short description;;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out_of_stock;Advanced stock management;ID / Name of shop\'c2\'a0\;;;Car type casque;Car couleur;Car Ecran;Car public;Car Coque;Car Etancheite;Car Goretex;Att Taille;Att Couleur;Car HighTech (ou sous cat)
10388;;QUICK-LOCK GPS-Halter;288;72.00;;;;;;;;D9375-211-03;D9375-211-03;SW-MOTECH;SW-MOTECH;4052572021354;;;;;;0,5450;1;;;;;Schwarz. Vibrationsgedämpft.;;<b>QUICK-LOCK GPS-Halter Cockpit</b><ul> <li>Abnehmbarer, vibrationsgedämpfter GPS-Gerätehalter</li> <li>Zur Montage an den Lenkerbefestigungsschrauben</li> <li>Oberfläche schwarz, pulverbeschichtet</li> <li>Halteblech ist schwenkbar und wird mittels QUICK-LOCK Verbindung auf der Grundplatte befestigt</li></ul><b>Lieferumfang:</b><!--BL--><ul> <li>QUICK-LOCK GPS-Halter Cockpit</li> <li>Montagematerial</li> <li>Anbauanleitung</li> </ul><!--EL--><b>Besonderheiten:</b><!--BB--><ul><li>Das Lochbild auf dem mitgelieferten Halteblech entspricht dem der Gerätesockel<br>von allen TOMTOM Rider Modellen sowie Garmin Zumo 500 + 550 uvw. sowie allen RAM Applikationen und unseren GPS-Taschen</li><li>Für das Garmin Zumo 340 /350<br>wird ein zusätzliches Adapterkit <b>GPS.00.085.10000/B</b> benötigt.</li> <li>Für die Verwendung von Auto-Navigationsgeräten empfiehlt sich eine spritzwassergeschütze<br>PDA Tasche zum Anschrauben an das Halteblech</li></ul><!--EB-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_05_646_10101_b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_05_646_10101_b_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_05_646_10101_b_3_xl.jpg,,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_05_646_10101_b_5_xl.jpg;;;;;;;;;;;;;;;;;;;;;;
10389;;QUICK-LOCK GPS-Halter;288;72.00;;;;;;;;D9375-243-03;D9375-243-03;SW-MOTECH;SW-MOTECH;4052572003930;;;;;;0,6300;1;;;;;Schwarz. Vibrationsgedämpft.;;<b>QUICK-LOCK GPS-Halter Cockpit</b><ul> <li>Abnehmbarer, vibrationsgedämpfter GPS-Gerätehalter</li> <li>Zur Montage an den Befestigungspunkten der Frontscheibe</li><li>Oberfläche schwarz, pulverbeschichtet</li> <li>Halteblech ist schwenkbar und wird mittels QUICK-LOCK Verbindung auf der Grundplatte befestigt</li></ul><b>Lieferumfang:</b><!--BL--><ul> <li>QUICK-LOCK GPS-Halter Cockpit</li> <li>Montagematerial</li> <li>Anbauanleitung</li> </ul><!--EL--><b>Besonderheiten:</b><!--BB--><ul><li>Das Lochbild auf dem mitgelieferten Halteblech entspricht dem der Gerätesockel<br>von allen TOMTOM Rider Modellen sowie Garmin Zumo 500 + 550 uvw. sowie allen RAM Applikationen und unseren GPS-Taschen</li><li>Für das Garmin Zumo 340 /350<br>wird ein zusätzliches Adapterkit <b>GPS.00.085.10000/B</b> benötigt.</li> <li>Für die Verwendung von Auto-Navigationsgeräten empfiehlt sich eine spritzwassergeschütze<br>PDA Tasche zum Anschrauben an das Halteblech</li></ul><!--EB-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps0564610200b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps0564610200b_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps0564610200b_3_xl.jpg,;;;;;;;;;;;;;;;;;;;;;;
10390;;QUICK-LOCK GPS-Halter;288;72.00;;;;;;;;D9375-253-03;D9375-253-03;SW-MOTECH;SW-MOTECH;4052572027455;;;;;;0,4580;1;;;;;Schwarz. Vibrationsgedämpft.;;<b>QUICK-LOCK GPS-Halter Cockpit</b><ul> <li>Abnehmbarer, vibrationsgedämpfter GPS-Gerätehalter</li><li>Zur Montage an den Lenkerbefestigungsschrauben</li><li>Oberfläche schwarz, pulverbeschichtet</li> <li>Halteblech ist schwenkbar und wird mittels QUICK-LOCK Verbindung auf der Grundplatte befestigt</li></ul><b>Lieferumfang:</b><!--BL--><ul> <li>QUICK-LOCK GPS-Halter Cockpit</li> <li>Montagematerial</li> <li>Anbauanleitung</li> </ul><!--EL--><b>Besonderheiten:</b><!--BB--><ul><li>Das Lochbild auf dem mitgelieferten Halteblech entspricht dem der Gerätesockel<br>von allen TOMTOM Rider Modellen sowie Garmin Zumo 500 + 550 uvw. sowie allen RAM Applikationen und unseren GPS-Taschen</li><li>Für das Garmin Zumo 340 /350<br>wird ein zusätzliches Adapterkit <b>GPS.00.085.10000/B</b> benötigt.</li> <li>Für die Verwendung von Auto-Navigationsgeräten empfiehlt sich eine spritzwassergeschütze<br>PDA Tasche zum Anschrauben an das Halteblech</li></ul><!--EB-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_05_646_10300_b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_05_646_10300_b_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;
10391;;QUICK-LOCK GPS-Halter;288;72.00;;;;;;;;D9375-212-03;D9375-212-03;SW-MOTECH;SW-MOTECH;4052572003947;;;;;;0,7440;1;;;;;Schwarz. Vibrationsgedämpft.;;<b>QUICK-LOCK GPS-Halter Cockpit</b><ul> <li>Abnehmbarer, vibrationsgedämpfter GPS-Gerätehalter</li> <li>Zur Montage an den Lenkerbefestigungsschrauben</li> <li>Oberfläche schwarz, pulverbeschichtet</li> <li>Halteblech ist schwenkbar und wird mittels QUICK-LOCK Verbindung auf der Grundplatte befestigt</li></ul><b>Lieferumfang:</b><!--BL--><ul> <li>QUICK-LOCK GPS-Halter Cockpit</li> <li>Montagematerial</li> <li>Anbauanleitung</li> </ul><!--EL--><b>Besonderheiten:</b><!--BB--><ul><li>Das Lochbild auf dem mitgelieferten Halteblech entspricht dem der Gerätesockel<br>von allen TOMTOM Rider Modellen sowie Garmin Zumo 500 + 550 uvw. sowie allen RAM Applikationen und unseren GPS-Taschen</li><li>Für das Garmin Zumo 340 /350<br>wird ein zusätzliches Adapterkit <b>GPS.00.085.10000/B</b> benötigt.</li> <li>Für die Verwendung von Auto-Navigationsgeräten empfiehlt sich eine spritzwassergeschütze<br>PDA Tasche zum Anschrauben an das Halteblech</li></ul><!--EB-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps0664610000b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps0664610000b_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps0664610000b_3_xl.jpg,,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps0664610000b_5_xl.jpg;;;;;;;;;;;;;;;;;;;;;;
10392;;QUICK-LOCK GPS-Halter;288;72.00;;;;;;;;D9375-213-03;D9375-213-03;SW-MOTECH;SW-MOTECH;4052572003954;;;;;;0,6740;1;;;;;Schwarz. Vibrationsgedämpft.;;<b>QUICK-LOCK GPS-Halter Cockpit</b><ul> <li>Abnehmbarer, vibrationsgedämpfter GPS-Gerätehalter</li> <li>Zur Montage an den Befestigungspunkten der Frontscheibe</li><li>Oberfläche schwarz, pulverbeschichtet</li> <li>Halteblech ist schwenkbar und wird mittels QUICK-LOCK Verbindung auf der Grundplatte befestigt</li></ul><b>Lieferumfang:</b><!--BL--><ul> <li>QUICK-LOCK GPS-Halter Cockpit</li> <li>Montagematerial</li> <li>Anbauanleitung</li> </ul><!--EL--><b>Besonderheiten:</b><!--BB--><ul><li>Das Lochbild auf dem mitgelieferten Halteblech entspricht dem der Gerätesockel<br>von allen TOMTOM Rider Modellen sowie Garmin Zumo 500 + 550 uvw. sowie allen RAM Applikationen und unseren GPS-Taschen</li><li>Für das Garmin Zumo 340 /350<br>wird ein zusätzliches Adapterkit <b>GPS.00.085.10000/B</b> benötigt.</li> <li>Für die Verwendung von Auto-Navigationsgeräten empfiehlt sich eine spritzwassergeschütze<br>PDA Tasche zum Anschrauben an das Halteblech</li></ul><!--EB-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps0664610100b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps0664610100b_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps0664610100b_3_xl.jpg,;;;;;;;;;;;;;;;;;;;;;;
10393;;QUICK-LOCK GPS-Halter;288;72.00;;;;;;;;D9375-214-03;D9375-214-03;SW-MOTECH;SW-MOTECH;4052572003961;;;;;;0,5520;1;;;;;Schwarz. Vibrationsgedämpft.;;<b>QUICK-LOCK GPS-Halter Cockpit</b><ul> <li>Abnehmbarer, vibrationsgedämpfter GPS-Gerätehalter</li> <li>Zur Montage an den Lenkerbefestigungsschrauben</li> <li>Oberfläche schwarz, pulverbeschichtet</li> <li>Halteblech ist schwenkbar und wird mittels QUICK-LOCK Verbindung auf der Grundplatte befestigt</li></ul><b>Lieferumfang:</b><!--BL--><ul> <li>QUICK-LOCK GPS-Halter Cockpit</li> <li>Montagematerial</li> <li>Anbauanleitung</li> </ul><!--EL--><b>Besonderheiten:</b><!--BB--><ul><li>Das Lochbild auf dem mitgelieferten Halteblech entspricht dem der Gerätesockel<br>von allen TOMTOM Rider Modellen sowie Garmin Zumo 500 + 550 uvw. sowie allen RAM Applikationen und unseren GPS-Taschen</li><li>Für das Garmin Zumo 340 /350<br>wird ein zusätzliches Adapterkit <b>GPS.00.085.10000/B</b> benötigt.</li> <li>Für die Verwendung von Auto-Navigationsgeräten empfiehlt sich eine spritzwassergeschütze<br>PDA Tasche zum Anschrauben an das Halteblech</li></ul><!--EB-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_06_646_10200_b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_06_646_10200_b_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;
10394;;QUICK-LOCK GPS-Halter;288;72.00;;;;;;;;D9375-216-03;D9375-216-03;SW-MOTECH;SW-MOTECH;4052572021538;;;;;;0,5240;1;;;;;Schwarz. Vibrationsgedämpft.;;<b>QUICK-LOCK GPS-Halter Cockpit</b><ul> <li>Abnehmbarer, vibrationsgedämpfter GPS-Gerätehalter</li> <li>Zur Montage an den Lenkerbefestigungsschrauben</li> <li>Oberfläche schwarz, pulverbeschichtet</li> <li>Halteblech ist schwenkbar und wird mittels QUICK-LOCK Verbindung auf der Grundplatte befestigt</li></ul><b>Lieferumfang:</b><!--BL--><ul> <li>QUICK-LOCK GPS-Halter Cockpit</li> <li>Montagematerial</li> <li>Anbauanleitung</li> </ul><!--EL--><b>Besonderheiten:</b><!--BB--><ul><li>Das Lochbild auf dem mitgelieferten Halteblech entspricht dem der Gerätesockel<br>von allen TOMTOM Rider Modellen sowie Garmin Zumo 500 + 550 uvw. sowie allen RAM Applikationen und unseren GPS-Taschen</li><li>Für das Garmin Zumo 340 /350<br>wird ein zusätzliches Adapterkit <b>GPS.00.085.10000/B</b> benötigt.</li> <li>Für die Verwendung von Auto-Navigationsgeräten empfiehlt sich eine spritzwassergeschütze<br>PDA Tasche zum Anschrauben an das Halteblech</li></ul><!--EB-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_06_646_10401_b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_06_646_10401_b_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_06_646_10401_b_3_xl.jpg,;;;;;;;;;;;;;;;;;;;;;;
10395;;QUICK-LOCK GPS-Halter;288;72.00;;;;;;;;D9375-217-03;D9375-217-03;SW-MOTECH;SW-MOTECH;4052572003992;;;;;;0,5000;1;;;;;Schwarz. Vibrationsgedämpft.;;<b>QUICK-LOCK GPS-Halter Cockpit</b><ul> <li>Abnehmbarer, vibrationsgedämpfter GPS-Gerätehalter</li> <li>Zur Montage an den Lenkerbefestigungsschrauben</li> <li>Oberfläche schwarz, pulverbeschichtet</li> <li>Halteblech ist schwenkbar und wird mittels QUICK-LOCK Verbindung auf der Grundplatte befestigt</li></ul><b>Lieferumfang:</b><!--BL--><ul> <li>QUICK-LOCK GPS-Halter Cockpit</li> <li>Montagematerial</li> <li>Anbauanleitung</li> </ul><!--EL--><b>Besonderheiten:</b><!--BB--><ul><li>Das Lochbild auf dem mitgelieferten Halteblech entspricht dem der Gerätesockel<br>von allen TOMTOM Rider Modellen sowie Garmin Zumo 500 + 550 uvw. sowie allen RAM Applikationen und unseren GPS-Taschen</li> <li>Für die Verwendung von Auto-Navigationsgeräten empfiehlt sich eine spritzwassergeschütze<br>PDA Tasche zum Anschrauben an das Halteblech</li></ul><!--EB-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_06_646_30000_b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_06_646_30000_b_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;
10396;;Nonshock GPS-Halter Cockpit;288;59.00;;;;;;;;D9375-119-03;D9375-119-03;SW-MOTECH;SW-MOTECH;4052572004074;;;;;;0,3990;1;;;;;Vibrationsged. BMW R 1200 GS Adventure (08-).;;<b>Nonshock GPS-Halter Cockpit</b><ul><li>Vibrationsgedämpfter GPS-Gerätehalter</li><li>Zur Befestigung am Rohrramen der Windschutzscheibe </li><li>CNC-gefräst aus hochfester Aluminium Legierung</li><li>Oberfläche schwarz eloxiert</li><li>Halteblech schwenkbar</li></ul><b>Lieferumfang:</b><!--BL--><ul><li>GPS-Halter Nonshock für Lenkermittelstrebe</li><li>Montagematerial</li> <li>Anbauanleitung</li></ul><!--EL--><b>Besonderheiten:</b><!--BB--><ul><li>Das Lochbild auf dem mitgelieferten Halteblech entspricht dem der Gerätesockel von TOMTOM Rider I + II sowie Garmin Zumo 500 + 550. Für das Garmin Zumo 660 wird ein zusätzliches Adapterkit <b>GPS.00.085.10000/B</b> benötigt.</li><li>Für die Verwendung von Auto Navigationsgeräten empfiehlt sich eine spritzwassergeschütze PDA Tasche zum Anschrauben an das Halteblech z. B. <b>BCK.GPS.00.010.112</b></li></ul><!--EB-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_07_637_10000_b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps0763710000b_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_07_637_10000_b_3_xl.jpg;;;;;;;;;;;;;;;;;;;;;;
10397;;QUICK-LOCK GPS-Halter;288;72.00;;;;;;;;D9375-218-03;D9375-218-03;SW-MOTECH;SW-MOTECH;4052572004104;;;;;;0,5340;1;;;;;Schwarz. Vibrationsgedämpft.;;<b>QUICK-LOCK GPS-Halter Cockpit</b><ul> <li>Abnehmbarer, vibrationsgedämpfter GPS-Gerätehalter</li> <li>Zur Montage an den Lenkerbefestigungsschrauben</li> <li>Oberfläche schwarz, pulverbeschichtet</li> <li>Halteblech ist schwenkbar und wird mittels QUICK-LOCK Verbindung auf der Grundplatte befestigt</li></ul><b>Lieferumfang:</b><!--BL--><ul> <li>QUICK-LOCK GPS-Halter Cockpit</li> <li>Montagematerial</li> <li>Anbauanleitung</li> </ul><!--EL--><b>Besonderheiten:</b><!--BB--><ul><li>Das Lochbild auf dem mitgelieferten Halteblech entspricht dem der Gerätesockel<br>von allen TOMTOM Rider Modellen sowie Garmin Zumo 500 + 550 uvw. sowie allen RAM Applikationen und unseren GPS-Taschen</li><li>Für das Garmin Zumo 340 /350<br>wird ein zusätzliches Adapterkit <b>GPS.00.085.10000/B</b> benötigt.</li> <li>Für die Verwendung von Auto-Navigationsgeräten empfiehlt sich eine spritzwassergeschütze<br>PDA Tasche zum Anschrauben an das Halteblech</li></ul><!--EB-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps0764610000b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps0764610000b_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps0764610000b_3_xl.jpg,;;;;;;;;;;;;;;;;;;;;;;
10398;;QUICK-LOCK GPS-Halter;288;72.00;;;;;;;;D9375-219-03;D9375-219-03;SW-MOTECH;SW-MOTECH;4052572022696;;;;;;0,6280;1;;;;;Schwarz. Vibrationsgedämpft.;;<b>QUICK-LOCK GPS-Halter Cockpit</b><ul> <li>Abnehmbarer, vibrationsgedämpfter GPS-Gerätehalter</li> <li>Zur Montage an den Lenkerbefestigungsschrauben</li> <li>Oberfläche schwarz, pulverbeschichtet</li> <li>Halteblech ist schwenkbar und wird mittels QUICK-LOCK Verbindung auf der Grundplatte befestigt</li></ul><b>Lieferumfang:</b><!--BL--><ul> <li>QUICK-LOCK GPS-Halter Cockpit</li> <li>Montagematerial</li> <li>Anbauanleitung</li> </ul><!--EL--><b>Besonderheiten:</b><!--BB--><ul><li>Das Lochbild auf dem mitgelieferten Halteblech entspricht dem der Gerätesockel<br>von allen TOMTOM Rider Modellen sowie Garmin Zumo 500 + 550 uvw. sowie allen RAM Applikationen und unseren GPS-Taschen</li><li>Für das Garmin Zumo 340 /350<br>wird ein zusätzliches Adapterkit <b>GPS.00.085.10000/B</b> benötigt.</li> <li>Für die Verwendung von Auto-Navigationsgeräten empfiehlt sich eine spritzwassergeschütze<br>PDA Tasche zum Anschrauben an das Halteblech</li></ul><!--EB-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_07_646_10101_b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_07_646_10101_b_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_07_646_10101_b_3_xl.jpg,;;;;;;;;;;;;;;;;;;;;;;
10399;;QUICK-LOCK GPS-Halter;288;72.00;;;;;;;;D9375-220-03;D9375-220-03;SW-MOTECH;SW-MOTECH;4052572004128;;;;;;0,4580;1;;;;;Schwarz. Vibrationsgedämpft.;;<b>QUICK-LOCK GPS-Halter Cockpit</b><ul> <li>Abnehmbarer, vibrationsgedämpfter GPS-Gerätehalter</li> <li>Zur Montage an den Lenkerbefestigungsschrauben</li> <li>Oberfläche schwarz, pulverbeschichtet</li> <li>Halteblech ist schwenkbar und wird mittels QUICK-LOCK Verbindung auf der Grundplatte befestigt</li></ul><b>Lieferumfang:</b><!--BL--><ul> <li>QUICK-LOCK GPS-Halter Cockpit</li> <li>Montagematerial</li> <li>Anbauanleitung</li> </ul><!--EL--><b>Besonderheiten:</b><!--BB--><ul><li>Das Lochbild auf dem mitgelieferten Halteblech entspricht dem der Gerätesockel<br>von allen TOMTOM Rider Modellen sowie Garmin Zumo 500 + 550 uvw. sowie allen RAM Applikationen und unseren GPS-Taschen</li><li>Für das Garmin Zumo 340 /350<br>wird ein zusätzliches Adapterkit <b>GPS.00.085.10000/B</b> benötigt.</li> <li>Für die Verwendung von Auto-Navigationsgeräten empfiehlt sich eine spritzwassergeschütze<br>PDA Tasche zum Anschrauben an das Halteblech</li></ul><!--EB-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_07_646_10200_b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_07_646_10200_b_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;
10400;;QUICK-LOCK GPS-Halter;288;72.00;;;;;;;;D9375-221-03;D9375-221-03;SW-MOTECH;SW-MOTECH;4052572004135;;;;;;0,5280;1;;;;;Schwarz. Vibrationsgedämpft.;;<b>QUICK-LOCK GPS-Halter Cockpit</b><ul> <li>Abnehmbarer, vibrationsgedämpfter GPS-Gerätehalter</li> <li>Zur Montage an den Lenkerbefestigungsschrauben</li> <li>Oberfläche schwarz, pulverbeschichtet</li> <li>Halteblech ist schwenkbar und wird mittels QUICK-LOCK Verbindung auf der Grundplatte befestigt</li></ul><b>Lieferumfang:</b><!--BL--><ul> <li>QUICK-LOCK GPS-Halter Cockpit</li> <li>Montagematerial</li> <li>Anbauanleitung</li> </ul><!--EL--><b>Besonderheiten:</b><!--BB--><ul><li>Das Lochbild auf dem mitgelieferten Halteblech entspricht dem der Gerätesockel<br>von allen TOMTOM Rider Modellen sowie Garmin Zumo 500 + 550 uvw. sowie allen RAM Applikationen und unseren GPS-Taschen</li><li>Für das Garmin Zumo 340 /350<br>wird ein zusätzliches Adapterkit <b>GPS.00.085.10000/B</b> benötigt.</li> <li>Für die Verwendung von Auto-Navigationsgeräten empfiehlt sich eine spritzwassergeschütze<br>PDA Tasche zum Anschrauben an das Halteblech</li></ul><!--EB-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_07_646_10300_b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_07_646_10300_b_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_07_646_10300_b_3_xl.jpg,,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_07_646_10300_b_5_xl.jpg;;;;;;;;;;;;;;;;;;;;;;
10401;;QUICK-LOCK GPS-Halter;288;72.00;;;;;;;;D9375-222-03;D9375-222-03;SW-MOTECH;SW-MOTECH;4052572004142;;;;;;0,4220;1;;;;;Schwarz. Vibrationsgedämpft.;;<b>QUICK-LOCK GPS-Halter Cockpit</b><ul> <li>Abnehmbarer, vibrationsgedämpfter GPS-Gerätehalter</li> <li>Zur Montage an den Lenkerbefestigungsschrauben</li> <li>Oberfläche schwarz, pulverbeschichtet</li> <li>Halteblech ist schwenkbar und wird mittels QUICK-LOCK Verbindung auf der Grundplatte befestigt</li></ul><b>Lieferumfang:</b><!--BL--><ul> <li>QUICK-LOCK GPS-Halter Cockpit</li> <li>Montagematerial</li> <li>Anbauanleitung</li> </ul><!--EL--><b>Besonderheiten:</b><!--BB--><ul><li>Das Lochbild auf dem mitgelieferten Halteblech entspricht dem der Gerätesockel<br>von allen TOMTOM Rider Modellen sowie Garmin Zumo 500 + 550 uvw. sowie allen RAM Applikationen und unseren GPS-Taschen</li><li>Für das Garmin Zumo 340 /350<br>wird ein zusätzliches Adapterkit <b>GPS.00.085.10000/B</b> benötigt.</li> <li>Für die Verwendung von Auto-Navigationsgeräten empfiehlt sich eine spritzwassergeschütze<br>PDA Tasche zum Anschrauben an das Halteblech</li></ul><!--EB-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps0764610400b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps0764610400b_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps0764610400b_3_xl.jpg,,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps0764610400b_5_xl.jpg;;;;;;;;;;;;;;;;;;;;;;
10402;;QUICK-LOCK GPS-Halter;288;72.00;;;;;;;;D9375-223-03;D9375-223-03;SW-MOTECH;SW-MOTECH;4052572004159;;;;;;0,5220;1;;;;;Schwarz. Vibrationsgedämpft.;;<b>QUICK-LOCK GPS-Halter Cockpit</b><ul> <li>Abnehmbarer, vibrationsgedämpfter GPS-Gerätehalter</li> <li>Zur Montage an den Lenkerbefestigungsschrauben</li> <li>Oberfläche schwarz, pulverbeschichtet</li> <li>Halteblech ist schwenkbar und wird mittels QUICK-LOCK Verbindung auf der Grundplatte befestigt</li></ul><b>Lieferumfang:</b><!--BL--><ul> <li>QUICK-LOCK GPS-Halter Cockpit</li> <li>Montagematerial</li> <li>Anbauanleitung</li> </ul><!--EL--><b>Besonderheiten:</b><!--BB--><ul><li>Das Lochbild auf dem mitgelieferten Halteblech entspricht dem der Gerätesockel<br>von allen TOMTOM Rider Modellen sowie Garmin Zumo 500 + 550 uvw. sowie allen RAM Applikationen und unseren GPS-Taschen</li><li>Für das Garmin Zumo 340 /350<br>wird ein zusätzliches Adapterkit <b>GPS.00.085.10000/B</b> benötigt.</li> <li>Für die Verwendung von Auto-Navigationsgeräten empfiehlt sich eine spritzwassergeschütze<br>PDA Tasche zum Anschrauben an das Halteblech</li></ul><!--EB-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_07_646_10500_b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_07_646_10500_b_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;
10403;;QUICK-LOCK GPS-Halter;288;72.00;;;;;;;;D9375-224-03;D9375-224-03;SW-MOTECH;SW-MOTECH;4052572004166;;;;;;0,4050;1;;;;;Schwarz. Vibrationsgedämpft.;;<b>QUICK-LOCK GPS-Halter Cockpit</b><ul> <li>Abnehmbarer, vibrationsgedämpfter GPS-Gerätehalter</li> <li>Zur Montage an den Lenkerbefestigungsschrauben</li> <li>Oberfläche schwarz, pulverbeschichtet</li> <li>Halteblech ist schwenkbar und wird mittels QUICK-LOCK Verbindung auf der Grundplatte befestigt</li></ul><b>Lieferumfang:</b><!--BL--><ul> <li>QUICK-LOCK GPS-Halter Cockpit</li> <li>Montagematerial</li> <li>Anbauanleitung</li> </ul><!--EL--><b>Besonderheiten:</b><!--BB--><ul><li>Das Lochbild auf dem mitgelieferten Halteblech entspricht dem der Gerätesockel<br>von allen TOMTOM Rider Modellen sowie Garmin Zumo 500 + 550 uvw. sowie allen RAM Applikationen und unseren GPS-Taschen</li><li>Für das Garmin Zumo 340 /350<br>wird ein zusätzliches Adapterkit <b>GPS.00.085.10000/B</b> benötigt.</li> <li>Für die Verwendung von Auto-Navigationsgeräten empfiehlt sich eine spritzwassergeschütze<br>PDA Tasche zum Anschrauben an das Halteblech</li></ul><!--EB-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_07_646_10600_b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_07_646_10600_b_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/gps_07_646_10600_b_3_xl.jpg;;;;;;;;;;;;;;;;;;;;;;
