Product ID*;REF;Attribute (Name:Type:Position)*;Value (Value:Position)*;Supplier reference;Reference;EAN13;UPC;Wholesale price;Impact on price;Ecotax;Quantity;Minimal quantity;Impact on weight;Default (0 = No, 1 = Yes);Combination available date;Image position;Image URL;Delete existing images (0 = No, 1 = Yes);ID / Name of shop;Advanced Stock Managment;Depends on stock;Warehouse
84861;;Pointure:select:0;43:19;FBR034-1010-43;FBR034-1010-43;;;;;;0;;;;;;;;;;;
84861;;Pointure:select:0;44:20;FBR034-1010-44;FBR034-1010-44;;;;;;0;;;;;;;;;;;
84861;;Pointure:select:0;45:21;FBR034-1010-45;FBR034-1010-45;;;;;;0;;;;;;;;;;;
84861;;Pointure:select:0;46:22;FBR034-1010-46;FBR034-1010-46;;;;;;0;;;;;;;;;;;
84861;;Pointure:select:0;47:23;FBR034-1010-47;FBR034-1010-47;;;;;;0;;;;;;;;;;;
84862;;Pointure:select:0;35:11;FBR037-1010-35;FBR037-1010-35;;;;;;0;;;;;;;;;;;
84862;;Pointure:select:0;36:12;FBR037-1010-36;FBR037-1010-36;;;;;;10;;;;;;;;;;;
84862;;Pointure:select:0;37:13;FBR037-1010-37;FBR037-1010-37;;;;;;10;;;;;;;;;;;
84862;;Pointure:select:0;38:14;FBR037-1010-38;FBR037-1010-38;;;;;;10;;;;;;;;;;;
84862;;Pointure:select:0;39:15;FBR037-1010-39;FBR037-1010-39;;;;;;10;;;;;;;;;;;
84862;;Pointure:select:0;40:16;FBR037-1010-40;FBR037-1010-40;;;;;;10;;;;;;;;;;;
84862;;Pointure:select:0;41:17;FBR037-1010-41;FBR037-1010-41;;;;;;10;;;;;;;;;;;
84862;;Pointure:select:0;42:18;FBR037-1010-42;FBR037-1010-42;;;;;;10;;;;;;;;;;;
84863;;Pointure:select:0;35:11;FBR037-7560-35;FBR037-7560-35;;;;;;0;;;;;;;;;;;
84863;;Pointure:select:0;36:12;FBR037-7560-36;FBR037-7560-36;;;;;;10;;;;;;;;;;;
84863;;Pointure:select:0;37:13;FBR037-7560-37;FBR037-7560-37;;;;;;10;;;;;;;;;;;
84863;;Pointure:select:0;38:14;FBR037-7560-38;FBR037-7560-38;;;;;;10;;;;;;;;;;;
84863;;Pointure:select:0;39:15;FBR037-7560-39;FBR037-7560-39;;;;;;10;;;;;;;;;;;
84863;;Pointure:select:0;40:16;FBR037-7560-40;FBR037-7560-40;;;;;;10;;;;;;;;;;;
84863;;Pointure:select:0;41:17;FBR037-7560-41;FBR037-7560-41;;;;;;10;;;;;;;;;;;
84863;;Pointure:select:0;42:18;FBR037-7560-42;FBR037-7560-42;;;;;;10;;;;;;;;;;;
84864;;Pointure:select:0;39:15;FBR038-1010-39;FBR038-1010-39;;;;;;5;;;;;;;;;;;
84864;;Pointure:select:0;40:16;FBR038-1010-40;FBR038-1010-40;;;;;;10;;;;;;;;;;;
84864;;Pointure:select:0;41:17;FBR038-1010-41;FBR038-1010-41;;;;;;10;;;;;;;;;;;
84864;;Pointure:select:0;42:18;FBR038-1010-42;FBR038-1010-42;;;;;;10;;;;;;;;;;;
84864;;Pointure:select:0;43:19;FBR038-1010-43;FBR038-1010-43;;;;;;10;;;;;;;;;;;
84864;;Pointure:select:0;44:20;FBR038-1010-44;FBR038-1010-44;;;;;;10;;;;;;;;;;;
84864;;Pointure:select:0;45:21;FBR038-1010-45;FBR038-1010-45;;;;;;5;;;;;;;;;;;
84864;;Pointure:select:0;46:22;FBR038-1010-46;FBR038-1010-46;;;;;;4;;;;;;;;;;;
84865;;Pointure:select:0;39:15;FBR038-7560-39;FBR038-7560-39;;;;;;5;;;;;;;;;;;
84865;;Pointure:select:0;40:16;FBR038-7560-40;FBR038-7560-40;;;;;;10;;;;;;;;;;;
84865;;Pointure:select:0;41:17;FBR038-7560-41;FBR038-7560-41;;;;;;10;;;;;;;;;;;
84865;;Pointure:select:0;42:18;FBR038-7560-42;FBR038-7560-42;;;;;;10;;;;;;;;;;;
84865;;Pointure:select:0;43:19;FBR038-7560-43;FBR038-7560-43;;;;;;10;;;;;;;;;;;
84865;;Pointure:select:0;44:20;FBR038-7560-44;FBR038-7560-44;;;;;;10;;;;;;;;;;;
84865;;Pointure:select:0;45:21;FBR038-7560-45;FBR038-7560-45;;;;;;10;;;;;;;;;;;
84865;;Pointure:select:0;46:22;FBR038-7560-46;FBR038-7560-46;;;;;;10;;;;;;;;;;;
84866;;Pointure:select:0;39:15;FBR039-0700-39;FBR039-0700-39;;;;;;10;;;;;;;;;;;
84866;;Pointure:select:0;40:16;FBR039-0700-40;FBR039-0700-40;;;;;;10;;;;;;;;;;;
84866;;Pointure:select:0;41:17;FBR039-0700-41;FBR039-0700-41;;;;;;10;;;;;;;;;;;
84866;;Pointure:select:0;42:18;FBR039-0700-42;FBR039-0700-42;;;;;;10;;;;;;;;;;;
84866;;Pointure:select:0;43:19;FBR039-0700-43;FBR039-0700-43;;;;;;10;;;;;;;;;;;
84866;;Pointure:select:0;44:20;FBR039-0700-44;FBR039-0700-44;;;;;;10;;;;;;;;;;;
84866;;Pointure:select:0;45:21;FBR039-0700-45;FBR039-0700-45;;;;;;10;;;;;;;;;;;
84866;;Pointure:select:0;46:22;FBR039-0700-46;FBR039-0700-46;;;;;;10;;;;;;;;;;;
84867;;Taille:select:0;S:2;FGW075-0010-S;FGW075-0010-S;;;;;;10;;;;;;;;;;;
84867;;Taille:select:0;M:3;FGW075-0010-M;FGW075-0010-M;;;;;;10;;;;;;;;;;;
84867;;Taille:select:0;L:4;FGW075-0010-L;FGW075-0010-L;;;;;;10;;;;;;;;;;;
84867;;Taille:select:0;XL:5;FGW075-0010-XL;FGW075-0010-XL;;;;;;10;;;;;;;;;;;
84867;;Taille:select:0;XXL:6;FGW075-0010-XXL;FGW075-0010-XXL;;;;;;10;;;;;;;;;;;
84867;;Taille:select:0;XYL:7;FGW075-0010-XYL;FGW075-0010-XYL;;;;;;10;;;;;;;;;;;
84867;;Taille:select:0;XZL:8;FGW075-0010-XZL;FGW075-0010-XZL;;;;;;10;;;;;;;;;;;
84868;;Taille:select:0;S:2;FGW076-0010-S;FGW076-0010-S;;;;;;5;;;;;;;;;;;
84868;;Taille:select:0;M:3;FGW076-0010-M;FGW076-0010-M;;;;;;10;;;;;;;;;;;
84868;;Taille:select:0;L:4;FGW076-0010-L;FGW076-0010-L;;;;;;10;;;;;;;;;;;
84868;;Taille:select:0;XL:5;FGW076-0010-XL;FGW076-0010-XL;;;;;;10;;;;;;;;;;;
84868;;Taille:select:0;XXL:6;FGW076-0010-XXL;FGW076-0010-XXL;;;;;;10;;;;;;;;;;;
84868;;Taille:select:0;XYL:7;FGW076-0010-XYL;FGW076-0010-XYL;;;;;;10;;;;;;;;;;;
84868;;Taille:select:0;XZL:8;FGW076-0010-XZL;FGW076-0010-XZL;;;;;;10;;;;;;;;;;;
84869;;Taille:select:0;S:2;FJT210-0010-S;FJT210-0010-S;;;;;;10;;;;;;;;;;;
84869;;Taille:select:0;M:3;FJT210-0010-M;FJT210-0010-M;;;;;;10;;;;;;;;;;;
84869;;Taille:select:0;L:4;FJT210-0010-L;FJT210-0010-L;;;;;;10;;;;;;;;;;;
84869;;Taille:select:0;XL:5;FJT210-0010-XL;FJT210-0010-XL;;;;;;10;;;;;;;;;;;
84869;;Taille:select:0;XXL:6;FJT210-0010-XXL;FJT210-0010-XXL;;;;;;10;;;;;;;;;;;
84869;;Taille:select:0;XYL:7;FJT210-0010-XYL;FJT210-0010-XYL;;;;;;10;;;;;;;;;;;
84870;;Taille:select:0;S:2;FJT211-0010-S;FJT211-0010-S;;;;;;10;;;;;;;;;;;
84870;;Taille:select:0;M:3;FJT211-0010-M;FJT211-0010-M;;;;;;10;;;;;;;;;;;
84870;;Taille:select:0;L:4;FJT211-0010-L;FJT211-0010-L;;;;;;10;;;;;;;;;;;
84870;;Taille:select:0;XL:5;FJT211-0010-XL;FJT211-0010-XL;;;;;;10;;;;;;;;;;;
84870;;Taille:select:0;XXL:6;FJT211-0010-XXL;FJT211-0010-XXL;;;;;;10;;;;;;;;;;;
84870;;Taille:select:0;XYL:7;FJT211-0010-XYL;FJT211-0010-XYL;;;;;;10;;;;;;;;;;;
84871;;Taille:select:0;S:2;FJT211-0840-S;FJT211-0840-S;;;;;;10;;;;;;;;;;;
84871;;Taille:select:0;M:3;FJT211-0840-M;FJT211-0840-M;;;;;;10;;;;;;;;;;;
84871;;Taille:select:0;L:4;FJT211-0840-L;FJT211-0840-L;;;;;;10;;;;;;;;;;;
84871;;Taille:select:0;XL:5;FJT211-0840-XL;FJT211-0840-XL;;;;;;10;;;;;;;;;;;
84871;;Taille:select:0;XXL:6;FJT211-0840-XXL;FJT211-0840-XXL;;;;;;10;;;;;;;;;;;
84871;;Taille:select:0;XYL:7;FJT211-0840-XYL;FJT211-0840-XYL;;;;;;10;;;;;;;;;;;
84872;;Taille:select:0;S:2;FJT212-0010-S;FJT212-0010-S;;;;;;10;;;;;;;;;;;
84872;;Taille:select:0;M:3;FJT212-0010-M;FJT212-0010-M;;;;;;10;;;;;;;;;;;
84872;;Taille:select:0;L:4;FJT212-0010-L;FJT212-0010-L;;;;;;10;;;;;;;;;;;
84872;;Taille:select:0;XL:5;FJT212-0010-XL;FJT212-0010-XL;;;;;;10;;;;;;;;;;;
84872;;Taille:select:0;XXL:6;FJT212-0010-XXL;FJT212-0010-XXL;;;;;;10;;;;;;;;;;;
84873;;Taille:select:0;S:2;FJT212-0380-S;FJT212-0380-S;;;;;;10;;;;;;;;;;;
84873;;Taille:select:0;M:3;FJT212-0380-M;FJT212-0380-M;;;;;;10;;;;;;;;;;;
84873;;Taille:select:0;L:4;FJT212-0380-L;FJT212-0380-L;;;;;;10;;;;;;;;;;;
84873;;Taille:select:0;XL:5;FJT212-0380-XL;FJT212-0380-XL;;;;;;10;;;;;;;;;;;
84873;;Taille:select:0;XXL:6;FJT212-0380-XXL;FJT212-0380-XXL;;;;;;10;;;;;;;;;;;
84874;;Taille:select:0;S:2;FJT213-0010-S;FJT213-0010-S;;;;;;10;;;;;;;;;;;
84874;;Taille:select:0;M:3;FJT213-0010-M;FJT213-0010-M;;;;;;10;;;;;;;;;;;
84874;;Taille:select:0;L:4;FJT213-0010-L;FJT213-0010-L;;;;;;10;;;;;;;;;;;
84874;;Taille:select:0;XL:5;FJT213-0010-XL;FJT213-0010-XL;;;;;;10;;;;;;;;;;;
84874;;Taille:select:0;XXL:6;FJT213-0010-XXL;FJT213-0010-XXL;;;;;;10;;;;;;;;;;;
84875;;Taille:select:0;S:2;FJT213-0300-S;FJT213-0300-S;;;;;;10;;;;;;;;;;;
84875;;Taille:select:0;M:3;FJT213-0300-M;FJT213-0300-M;;;;;;10;;;;;;;;;;;
84875;;Taille:select:0;L:4;FJT213-0300-L;FJT213-0300-L;;;;;;10;;;;;;;;;;;
84875;;Taille:select:0;XL:5;FJT213-0300-XL;FJT213-0300-XL;;;;;;10;;;;;;;;;;;
84875;;Taille:select:0;XXL:6;FJT213-0300-XXL;FJT213-0300-XXL;;;;;;10;;;;;;;;;;;
84876;;Taille:select:0;S:2;FJT214-0010-S;FJT214-0010-S;;;;;;10;;;;;;;;;;;
84876;;Taille:select:0;M:3;FJT214-0010-M;FJT214-0010-M;;;;;;10;;;;;;;;;;;
84876;;Taille:select:0;L:4;FJT214-0010-L;FJT214-0010-L;;;;;;10;;;;;;;;;;;
84876;;Taille:select:0;XL:5;FJT214-0010-XL;FJT214-0010-XL;;;;;;10;;;;;;;;;;;
84876;;Taille:select:0;XXL:6;FJT214-0010-XXL;FJT214-0010-XXL;;;;;;10;;;;;;;;;;;
84877;;Taille:select:0;XS:1;FJT215-0010-XS;FJT215-0010-XS;;;;;;0;;;;;;;;;;;
84877;;Taille:select:0;S:2;FJT215-0010-S;FJT215-0010-S;;;;;;10;;;;;;;;;;;
84877;;Taille:select:0;M:3;FJT215-0010-M;FJT215-0010-M;;;;;;10;;;;;;;;;;;
84877;;Taille:select:0;L:4;FJT215-0010-L;FJT215-0010-L;;;;;;5;;;;;;;;;;;
84877;;Taille:select:0;XL:5;FJT215-0010-XL;FJT215-0010-XL;;;;;;5;;;;;;;;;;;
84878;;Taille:select:0;S:2;FJT218-0010-S;FJT218-0010-S;;;;;;0;;;;;;;;;;;
84878;;Taille:select:0;M:3;FJT218-0010-M;FJT218-0010-M;;;;;;10;;;;;;;;;;;
84878;;Taille:select:0;L:4;FJT218-0010-L;FJT218-0010-L;;;;;;10;;;;;;;;;;;
84878;;Taille:select:0;XL:5;FJT218-0010-XL;FJT218-0010-XL;;;;;;10;;;;;;;;;;;
84878;;Taille:select:0;XXL:6;FJT218-0010-XXL;FJT218-0010-XXL;;;;;;3;;;;;;;;;;;
84880;;Pointure:select:0;24:1;FPJ025-6352-24;FPJ025-6352-24;;;;;;0;;;;;;;;;;;
84880;;Pointure:select:0;26:2;FPJ025-6352-26;FPJ025-6352-26;;;;;;0;;;;;;;;;;;
84880;;Pointure:select:0;27:3;FPJ025-6352-27;FPJ025-6352-27;;;;;;0;;;;;;;;;;;
84880;;Pointure:select:0;28:4;FPJ025-6352-28;FPJ025-6352-28;;;;;;0;;;;;;;;;;;
84880;;Pointure:select:0;29:5;FPJ025-6352-29;FPJ025-6352-29;;;;;;0;;;;;;;;;;;
84880;;Pointure:select:0;30:6;FPJ025-6352-30;FPJ025-6352-30;;;;;;0;;;;;;;;;;;
84880;;Pointure:select:0;31:7;FPJ025-6352-31;FPJ025-6352-31;;;;;;0;;;;;;;;;;;
84880;;Pointure:select:0;32:8;FPJ025-6352-32;FPJ025-6352-32;;;;;;0;;;;;;;;;;;
84880;;Pointure:select:0;34:10;FPJ025-6352-34;FPJ025-6352-34;;;;;;0;;;;;;;;;;;
84879;;Pointure:select:0;24:1;FPJ025-6162-24;FPJ025-6162-24;;;;;;0;;;;;;;;;;;
84879;;Pointure:select:0;26:2;FPJ025-6162-26;FPJ025-6162-26;;;;;;0;;;;;;;;;;;
84879;;Pointure:select:0;27:3;FPJ025-6162-27;FPJ025-6162-27;;;;;;0;;;;;;;;;;;
84879;;Pointure:select:0;28:4;FPJ025-6162-28;FPJ025-6162-28;;;;;;0;;;;;;;;;;;
84879;;Pointure:select:0;29:5;FPJ025-6162-29;FPJ025-6162-29;;;;;;0;;;;;;;;;;;
84879;;Pointure:select:0;30:6;FPJ025-6162-30;FPJ025-6162-30;;;;;;0;;;;;;;;;;;
84879;;Pointure:select:0;31:7;FPJ025-6162-31;FPJ025-6162-31;;;;;;0;;;;;;;;;;;
84879;;Pointure:select:0;32:8;FPJ025-6162-32;FPJ025-6162-32;;;;;;0;;;;;;;;;;;
84879;;Pointure:select:0;34:10;FPJ025-6162-34;FPJ025-6162-34;;;;;;0;;;;;;;;;;;
84881;;Pointure:select:0;28:4;FPJ027-6161-28;FPJ027-6161-28;;;;;;0;;;;;;;;;;;
84881;;Pointure:select:0;30:6;FPJ027-6161-30;FPJ027-6161-30;;;;;;0;;;;;;;;;;;
84881;;Pointure:select:0;31:7;FPJ027-6161-31;FPJ027-6161-31;;;;;;0;;;;;;;;;;;
84881;;Pointure:select:0;32:8;FPJ027-6161-32;FPJ027-6161-32;;;;;;10;;;;;;;;;;;
84881;;Pointure:select:0;33:9;FPJ027-6161-33;FPJ027-6161-33;;;;;;0;;;;;;;;;;;
84881;;Pointure:select:0;34:10;FPJ027-6161-34;FPJ027-6161-34;;;;;;10;;;;;;;;;;;
84881;;Pointure:select:0;36:12;FPJ027-6161-36;FPJ027-6161-36;;;;;;5;;;;;;;;;;;
84881;;Pointure:select:0;38:14;FPJ027-6161-38;FPJ027-6161-38;;;;;;0;;;;;;;;;;;
84882;;Pointure:select:0;28:4;FPJ027-6341-28;FPJ027-6341-28;;;;;;0;;;;;;;;;;;
84882;;Pointure:select:0;30:6;FPJ027-6341-30;FPJ027-6341-30;;;;;;2;;;;;;;;;;;
84882;;Pointure:select:0;31:7;FPJ027-6341-31;FPJ027-6341-31;;;;;;4;;;;;;;;;;;
84882;;Pointure:select:0;32:8;FPJ027-6341-32;FPJ027-6341-32;;;;;;10;;;;;;;;;;;
84882;;Pointure:select:0;33:9;FPJ027-6341-33;FPJ027-6341-33;;;;;;5;;;;;;;;;;;
84882;;Pointure:select:0;34:10;FPJ027-6341-34;FPJ027-6341-34;;;;;;10;;;;;;;;;;;
84882;;Pointure:select:0;36:12;FPJ027-6341-36;FPJ027-6341-36;;;;;;10;;;;;;;;;;;
84882;;Pointure:select:0;38:14;FPJ027-6341-38;FPJ027-6341-38;;;;;;0;;;;;;;;;;;
84883;;Pointure:select:0;28:4;FPJ029-6151-28;FPJ029-6151-28;;;;;;0;;;;;;;;;;;
84883;;Pointure:select:0;30:6;FPJ029-6151-30;FPJ029-6151-30;;;;;;0;;;;;;;;;;;
84883;;Pointure:select:0;31:7;FPJ029-6151-31;FPJ029-6151-31;;;;;;0;;;;;;;;;;;
84883;;Pointure:select:0;32:8;FPJ029-6151-32;FPJ029-6151-32;;;;;;0;;;;;;;;;;;
84883;;Pointure:select:0;33:9;FPJ029-6151-33;FPJ029-6151-33;;;;;;0;;;;;;;;;;;
84883;;Pointure:select:0;34:10;FPJ029-6151-34;FPJ029-6151-34;;;;;;0;;;;;;;;;;;
84883;;Pointure:select:0;36:12;FPJ029-6151-36;FPJ029-6151-36;;;;;;0;;;;;;;;;;;
84883;;Pointure:select:0;38:14;FPJ029-6151-38;FPJ029-6151-38;;;;;;0;;;;;;;;;;;
84884;;Pointure:select:0;28:4;FPJ029-6371-28;FPJ029-6371-28;;;;;;0;;;;;;;;;;;
84884;;Pointure:select:0;30:6;FPJ029-6371-30;FPJ029-6371-30;;;;;;0;;;;;;;;;;;
84884;;Pointure:select:0;31:7;FPJ029-6371-31;FPJ029-6371-31;;;;;;0;;;;;;;;;;;
84884;;Pointure:select:0;32:8;FPJ029-6371-32;FPJ029-6371-32;;;;;;0;;;;;;;;;;;
84884;;Pointure:select:0;33:9;FPJ029-6371-33;FPJ029-6371-33;;;;;;0;;;;;;;;;;;
84884;;Pointure:select:0;34:10;FPJ029-6371-34;FPJ029-6371-34;;;;;;0;;;;;;;;;;;
84884;;Pointure:select:0;36:12;FPJ029-6371-36;FPJ029-6371-36;;;;;;0;;;;;;;;;;;
84884;;Pointure:select:0;38:14;FPJ029-6371-38;FPJ029-6371-38;;;;;;0;;;;;;;;;;;
84887;;Pointure:select:0;28:4;FPJ031-6371-28;FPJ031-6371-28;;;;;;0;;;;;;;;;;;
84887;;Pointure:select:0;30:6;FPJ031-6371-30;FPJ031-6371-30;;;;;;0;;;;;;;;;;;
84887;;Pointure:select:0;31:7;FPJ031-6371-31;FPJ031-6371-31;;;;;;0;;;;;;;;;;;
84887;;Pointure:select:0;32:8;FPJ031-6371-32;FPJ031-6371-32;;;;;;4;;;;;;;;;;;
84887;;Pointure:select:0;33:9;FPJ031-6371-33;FPJ031-6371-33;;;;;;0;;;;;;;;;;;
84887;;Pointure:select:0;34:10;FPJ031-6371-34;FPJ031-6371-34;;;;;;0;;;;;;;;;;;
84887;;Pointure:select:0;36:12;FPJ031-6371-36;FPJ031-6371-36;;;;;;0;;;;;;;;;;;
84887;;Pointure:select:0;38:14;FPJ031-6371-38;FPJ031-6371-38;;;;;;0;;;;;;;;;;;
84886;;Pointure:select:0;28:4;FPJ031-6351-28;FPJ031-6351-28;;;;;;0;;;;;;;;;;;
84886;;Pointure:select:0;30:6;FPJ031-6351-30;FPJ031-6351-30;;;;;;0;;;;;;;;;;;
84886;;Pointure:select:0;31:7;FPJ031-6351-31;FPJ031-6351-31;;;;;;0;;;;;;;;;;;
84886;;Pointure:select:0;32:8;FPJ031-6351-32;FPJ031-6351-32;;;;;;10;;;;;;;;;;;
84886;;Pointure:select:0;33:9;FPJ031-6351-33;FPJ031-6351-33;;;;;;4;;;;;;;;;;;
84886;;Pointure:select:0;34:10;FPJ031-6351-34;FPJ031-6351-34;;;;;;5;;;;;;;;;;;
84886;;Pointure:select:0;36:12;FPJ031-6351-36;FPJ031-6351-36;;;;;;10;;;;;;;;;;;
84886;;Pointure:select:0;38:14;FPJ031-6351-38;FPJ031-6351-38;;;;;;0;;;;;;;;;;;
84885;;Pointure:select:0;28:4;FPJ031-6161-28;FPJ031-6161-28;;;;;;0;;;;;;;;;;;
84885;;Pointure:select:0;30:6;FPJ031-6161-30;FPJ031-6161-30;;;;;;0;;;;;;;;;;;
84885;;Pointure:select:0;31:7;FPJ031-6161-31;FPJ031-6161-31;;;;;;0;;;;;;;;;;;
84885;;Pointure:select:0;32:8;FPJ031-6161-32;FPJ031-6161-32;;;;;;0;;;;;;;;;;;
84885;;Pointure:select:0;33:9;FPJ031-6161-33;FPJ031-6161-33;;;;;;0;;;;;;;;;;;
84885;;Pointure:select:0;34:10;FPJ031-6161-34;FPJ031-6161-34;;;;;;0;;;;;;;;;;;
84885;;Pointure:select:0;36:12;FPJ031-6161-36;FPJ031-6161-36;;;;;;0;;;;;;;;;;;
84885;;Pointure:select:0;38:14;FPJ031-6161-38;FPJ031-6161-38;;;;;;0;;;;;;;;;;;
84888;;Taille:select:0;M:3;FPT078-1011-M;FPT078-1011-M;;;;;;0;;;;;;;;;;;
84888;;Taille:select:0;L:4;FPT078-1011-L;FPT078-1011-L;;;;;;2;;;;;;;;;;;
84888;;Taille:select:0;XL:5;FPT078-1011-XL;FPT078-1011-XL;;;;;;0;;;;;;;;;;;
84888;;Taille:select:0;XXL:6;FPT078-1011-XXL;FPT078-1011-XXL;;;;;;0;;;;;;;;;;;
84888;;Taille:select:0;XYL:7;FPT078-1011-XYL;FPT078-1011-XYL;;;;;;0;;;;;;;;;;;
84889;;Taille:select:0;M:3;FPT078-3611-M;FPT078-3611-M;;;;;;0;;;;;;;;;;;
84889;;Taille:select:0;L:4;FPT078-3611-L;FPT078-3611-L;;;;;;0;;;;;;;;;;;
84889;;Taille:select:0;XL:5;FPT078-3611-XL;FPT078-3611-XL;;;;;;5;;;;;;;;;;;
84889;;Taille:select:0;XXL:6;FPT078-3611-XXL;FPT078-3611-XXL;;;;;;0;;;;;;;;;;;
84889;;Taille:select:0;XYL:7;FPT078-3611-XYL;FPT078-3611-XYL;;;;;;1;;;;;;;;;;;
