ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;;;;Weight;Quantity;;;;;Short description;;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out_of_stock;Advanced stock management;ID / Name of shop\'c2\'a0\;;;Car type casque;Car couleur;Car Ecran;Car public;Car Coque;Car Etancheite;Car Goretex;Att Taille;Att Couleur;Car HighTech (ou sous cat)
11101;;Schutzbügel;288;129.00;;;;;;;;D9382-616-03;D9382-616-03;SW-MOTECH;SW-MOTECH;4052572011720;;;;;;3,1200;1;;;;;Schwarz. Yamaha FZ 6 / Fazer (03-10);;<b>SW-MOTECH Schutzbügel</b><ul><li>Als zuverlässiger Schutz wichtiger Bauteile</li><li>Belastbare Rahmenanbindung</li><li>Schwarz pulverbeschichtet</li><li>Passend zum Erscheinungsbild des Motorrades</li><li>Rohrdurchmesser 27mm</li></ul><b>Lieferumfang:</b><!--BL--><ul><li>2 Schutzbügel</li><li>Montagematerial</li><li>Anbauanleitung</li></ul><!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/sbl_06_316_100_b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/sbl_06_316_100_b_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;
11102;;Schutzbügel;288;117.00;;;;;;;;D9382-625-03;D9382-625-03;SW-MOTECH;SW-MOTECH;4052572029695;;;;;;2,7800;1;;;;;Schwarz. Yamaha XJR1200 / XJR1300 (95-).;;<b>SW-MOTECH Schutzbügel</b><ul><li>Als zuverlässiger Schutz wichtiger Bauteile</li><li>Belastbare Rahmenanbindung</li><li>Schwarz pulverbeschichtet</li><li>Passend zum Erscheinungsbild des Motorrades</li><li>Rohrdurchmesser 27mm</li></ul><b>Lieferumfang:</b><!--BL--><ul><li>2 Schutzbügel</li><li>Montagematerial</li><li>Anbauanleitung</li></ul><!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/sbl_06_343_10000_b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/sbl_06_343_10000_b_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/sbl_06_343_10000_b_3_xl.jpg;;;;;;;;;;;;;;;;;;;;;;
11103;;Schutzbügel;288;82.00;;;;;;;;D9382-627-03;D9382-627-03;SW-MOTECH;SW-MOTECH;4052572011768;;;;;;1,5380;1;;;;;Schwarz. Yamaha MT-01 (04-);;<b>SW-MOTECH Schutzbügel</b><ul><li>Linker Schutzbügel</li><li>Als zuverlässiger Schutz wichtiger Bauteile</li><li>Belastbare Rahmenanbindung</li><li>Schwarz pulverbeschichtet</li><li>Passend zum Erscheinungsbild des Motorrades</li> <li>Rohrdurchmesser 22mm</li> </ul><b>Lieferumfang:</b><!--BL--><ul><li>1 Schutzbügel</li><li>Montagematerial</li><li>Anbauanleitung</li></ul><!--EL--><b>Besonderheiten:</b><!--BB--><ul><li>Einseitige Konstruktion</li><li>Zum Ölwechsel muss der Schutzbügel demontiert werden</li></ul><!--EB-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/sbl_06_396_100_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/sbl_06_396_100_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;
11104;;Schutzbügel;288;175.00;;;;;;;;D9382-697-03;D9382-697-03;SW-MOTECH;SW-MOTECH;4052572024188;;;;;;3,7000;1;;;;;Schwarz. Yamaha XJ 6 (08-).;;<b>SW-MOTECH Schutzbügel</b><ul><li>Als zuverlässiger Schutz wichtiger Bauteile</li><li>Belastbare Rahmenanbindung</li><li>Schwarz pulverbeschichtet</li><li>Passend zum Erscheinungsbild des Motorrades</li><li>Rohrdurchmesser 27mm</li></ul><b>Lieferumfang:</b><!--BL--><ul><li>2 Schutzbügel</li><li>Montagematerial</li><li>Anbauanleitung</li></ul><!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/sbl_06_480_10001_b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/sbl_06_480_10001_b_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/sbl_06_480_10001_b_3_xl.jpg;;;;;;;;;;;;;;;;;;;;;;
11105;;Schutzbügel;288;187.00;;;;;;;;D9382-640-03;D9382-640-03;SW-MOTECH;SW-MOTECH;4052572028841;;;;;;3,5800;1;;;;;Schwarz. Yamaha MT-09 / Tracer.;;<b>SW MOTECH Schutzbügel</b><p>Höhere Sicherheit bei Sturz oder Kollision: Der robuste Seitenschutzbügel bietet mit einem Rohrdurchmesser von 27 Millimetern zuverlässigen Schutz für Bauteile, Tank und Verkleidung. Der speziell für das Motorradmodell entwickelte Sturzschutz wird an Befestigungspunkten am Originalrahmen angebracht. So wird ein hoher Grad an Stabilität erreicht, zudem sind zur Montage weder Schweißen noch Bohren erforderlich. Eine schwarze Pulverbeschichtung schützt die Stahlrohr-Konstruktion vor Korrosion und Kratzern.</p> <b>Besonderheiten:</b> <!--BB--><ul><li>Belastbare Rahmenanbindung durch Montage an werkseitig vorhandenen Befestigungspunkten</li> <li>Rohrdurchmesser 27 mm</li> <li>Pulverbeschichtete Oberfläche</li> <li>Ohne Bohren und Schweißen anzubringen</li></ul><!--EB--> <b>Lieferumfang:</b> <!--BL--><ul><li>2 Schutzbügel</li> <li>Montagematerial</li> <li>Anbauanleitung</li></ul><!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/sbl_06_525_10000_b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/sbl_06_525_10000_b_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/sbl_06_525_10000_b_3_xl.jpg;;;;;;;;;;;;;;;;;;;;;;
11106;;Schutzbügel;288;152.00;;;;;;;;D9382-620-03;D9382-620-03;SW-MOTECH;SW-MOTECH;4052572011782;;;;;;3,8580;1;;;;;Schwarz. Yamaha FZ1 (05-) / FZ1 Fazer (05-07);;<b>SW-MOTECH Schutzbügel</b><ul><li>Als zuverlässiger Schutz wichtiger Bauteile</li><li>Belastbare Rahmenanbindung</li><li>Schwarz pulverbeschichtet</li><li>Passend zum Erscheinungsbild des Motorrades</li><li>Rohrdurchmesser 27mm</li></ul><b>Lieferumfang:</b><!--BL--><ul><li>2 Schutzbügel</li><li>Montagematerial</li><li>Anbauanleitung</li></ul><!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/sbl_06_542_100_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/sbl_06_542_100_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/sbl_06_542_100_3_xl.jpg,,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/sbl_06_542_100_5_xl.jpg;;;;;;;;;;;;;;;;;;;;;;
11107;;Schutzbügel;288;198.00;;;;;;;;D9382-921-03;D9382-921-03;SW-MOTECH;SW-MOTECH;4052572011812;;;;;;3,6200;1;;;;;Schwarz. BMW F 650 GS / Dakar.;;<b>SW-MOTECH Schutzbügel</b><ul><li>Als zuverlässiger Schutz wichtiger Bauteile</li><li>Belastbare Rahmenanbindung</li><li>Schwarz pulverbeschichtet</li><li>Passend zum Erscheinungsbild des Motorrades</li><li>Rohrdurchmesser 22mm</li></ul><b>Lieferumfang:</b><!--BL--><ul><li>2 Schutzbügel</li><li>Montagematerial</li><li>Anbauanleitung</li></ul><!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/sbl_07_101_100_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;
11108;;Schutzbügel;288;163.00;;;;;;;;D9382-917-93;D9382-917-93;SW-MOTECH;SW-MOTECH;4052572011836;;;;;;3,0760;1;;;;;Silber. BMW F 650 CS Scarver (02-06);;<b>SW-MOTECH Schutzbügel</b><ul><li>Als zuverlässiger Schutz wichtiger Bauteile</li><li>Belastbare Rahmenanbindung</li><li>Silber pulverbeschichtet</li><li>Passend zum Erscheinungsbild des Motorrades</li><li>Rohrdurchmesser 22mm</li></ul><b>Lieferumfang:</b><!--BL--><ul><li>2 Schutzbügel</li><li>Montagematerial</li><li>Anbauanleitung</li></ul><!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/sbl_07_211_100_s_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/sbl_07_211_100_s_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;
11109;;Schutzbügel;288;175.00;;;;;;;;D9382-924-03;D9382-924-03;SW-MOTECH;SW-MOTECH;4052572018750;;;;;;3,9200;1;;;;;Schwarz. BMW F800R (09-) / F800S (06-10).;;<b>SW-MOTECH Schutzbügel</b><ul><li>Zuverlässiger Schutz wichtiger Bauteile</li><li>Äußerst stabile Konstruktion passend zum Erscheinungsbild des Motorrades</li><li>Belastbare und stabile Rahmenanbindung</li><li>Rohrdurchmesser 27mm</li><li>Optimale Schräglagenfreiheit gewährleistet</li><li>Moderne mattschwarze Pulverbeschichtung als wirksamer Korrossionsschutz</li><li>Präzise Passgenauigkeit garantiert</li></ul><b>Lieferumfang:</b><!--BL--><ul><li>2 Schutzbügel</li><li>Montagematerial</li><li>Anbauanleitung</li></ul><!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/sbl0730410000b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/sbl0730410000b_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/sbl0730410000b_3_xl.jpg,,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/sbl0730410000b_5_xl.jpg;;;;;;;;;;;;;;;;;;;;;;
11110;;Schutzbügel;288;222.00;;;;;;;;D9382-923-03;D9382-923-03;SW-MOTECH;SW-MOTECH;4052572011850;;;;;;6,9500;1;;;;;Silber. BMW R 1150 R Roadster/Rockster.;;<b>SW-MOTECH Schutzbügel</b><ul><li>Als zuverlässiger Schutz wichtiger Bauteile</li><li>Belastbare Rahmenanbindung</li><li>Silber pulverbeschichtet</li><li>Passend zum Erscheinungsbild des Motorrades</li><li>Rohrdurchmesser 22mm</li></ul><b>Lieferumfang:</b><!--BL--><ul><li>2 Schutzbügel</li><li>Montagematerial</li><li>Anbauanleitung</li></ul><!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/sbl_07_344_100_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;
