Product ID*;Product reference;Attribute (Name:Type:Position)*;Value (Value:Position)*;Supplier reference;Reference;EAN13;UPC;Price tax excluded or Price tax included;Wholesale price;Impact on price;Ecotax;Quantity;Minimal quantity;Impact on weight;Default (0 = No, 1 = Yes);Combination available date;Image position;Image URL;Delete existing images (0 = No, 1 = Yes);ID / Name of shop;Advanced Stock Managment;Depends on stock;Warehouse
53723;;Couleur:select:0;H=Bleu / V=Anthrazit:13;BKH4-KB149;BKH4-KB149;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KB149_0.jpg;1;;;;
53723;;Couleur:select:0;H=Noir / V=Bleu:27;BKH4-KB154;BKH4-KB154;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KB154_0.jpg;1;;;;
53723;;Couleur:select:0;H=Noir / V=Noir:29;BKH4-KB155;BKH4-KB155;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KB155_0.jpg;1;;;;
53723;;Couleur:select:0;H=Noir / V=Rouge:30;BKH4-KB157;BKH4-KB157;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KB157_0.jpg;1;;;;
53723;;Couleur:select:0;H=Noir / V=Anthrazit:25;BKH4-KB159;BKH4-KB159;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KB159_0.jpg;1;;;;
53723;;Couleur:select:0;H=Rouge / V=Argent:32;BKH4-KB171;BKH4-KB171;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KB171_0.jpg;1;;;;
53723;;Couleur:select:0;H=Rouge / V=d'oré:34;BKH4-KB172;BKH4-KB172;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KB172_0.jpg;1;;;;
53723;;Couleur:select:0;H=Rouge / V=Bleu:33;BKH4-KB174;BKH4-KB174;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KB174_0.jpg;1;;;;
53723;;Couleur:select:0;H=Rouge / V=Rouge:36;BKH4-KB177;BKH4-KB177;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KB177_0.jpg;1;;;;
53723;;Couleur:select:0;H=Rouge / V=Anthrazit:31;BKH4-KB179;BKH4-KB179;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KB179_0.jpg;1;;;;
53724;;Couleur:select:0;H=d'oré / V=Argent:20;BKH4-KK121;BKH4-KK121;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KK121_0.jpg;1;;;;
53724;;Couleur:select:0;H=d'oré / V=d'oré:22;BKH4-KK122;BKH4-KK122;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KK122_0.jpg;1;;;;
53724;;Couleur:select:0;H=d'oré / V=Bleu:21;BKH4-KK124;BKH4-KK124;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KK124_0.jpg;1;;;;
53724;;Couleur:select:0;H=d'oré / V=Noir:23;BKH4-KK125;BKH4-KK125;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KK125_0.jpg;1;;;;
53724;;Couleur:select:0;H=d'oré / V=Rouge:24;BKH4-KK127;BKH4-KK127;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KK127_0.jpg;1;;;;
53724;;Couleur:select:0;H=d'oré / V=Anthrazit:19;BKH4-KK129;BKH4-KK129;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KK129_0.jpg;1;;;;
53724;;Couleur:select:0;H=Bleu / V=Argent:14;BKH4-KK141;BKH4-KK141;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KK141_0.jpg;1;;;;
53724;;Couleur:select:0;H=Bleu / V=d'oré:16;BKH4-KK142;BKH4-KK142;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KK142_0.jpg;1;;;;
53724;;Couleur:select:0;H=Bleu / V=Bleu:15;BKH4-KK144;BKH4-KK144;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KK144_0.jpg;1;;;;
53724;;Couleur:select:0;H=Bleu / V=Noir:17;BKH4-KK145;BKH4-KK145;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KK145_0.jpg;1;;;;
53724;;Couleur:select:0;H=Bleu / V=Rouge:18;BKH4-KK147;BKH4-KK147;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KK147_0.jpg;1;;;;
53724;;Couleur:select:0;H=Bleu / V=Anthrazit:13;BKH4-KK149;BKH4-KK149;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KK149_0.jpg;1;;;;
53724;;Couleur:select:0;H=Noir / V=Argent:26;BKH4-KK151;BKH4-KK151;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KK151_0.jpg;1;;;;
53724;;Couleur:select:0;H=Noir / V=d'oré:28;BKH4-KK152;BKH4-KK152;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KK152_0.jpg;1;;;;
53724;;Couleur:select:0;H=Noir / V=Bleu:27;BKH4-KK154;BKH4-KK154;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KK154_0.jpg;1;;;;
53724;;Couleur:select:0;H=Noir / V=Noir:29;BKH4-KK155;BKH4-KK155;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KK155_0.jpg;1;;;;
53724;;Couleur:select:0;H=Noir / V=Rouge:30;BKH4-KK157;BKH4-KK157;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KK157_0.jpg;1;;;;
53724;;Couleur:select:0;H=Noir / V=Anthrazit:25;BKH4-KK159;BKH4-KK159;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KK159_0.jpg;1;;;;
53724;;Couleur:select:0;H=Rouge / V=Argent:32;BKH4-KK171;BKH4-KK171;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KK171_0.jpg;1;;;;
53724;;Couleur:select:0;H=Rouge / V=d'oré:34;BKH4-KK172;BKH4-KK172;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KK172_0.jpg;1;;;;
53724;;Couleur:select:0;H=Rouge / V=Bleu:33;BKH4-KK174;BKH4-KK174;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KK174_0.jpg;1;;;;
53724;;Couleur:select:0;H=Rouge / V=Noir:35;BKH4-KK175;BKH4-KK175;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KK175_0.jpg;1;;;;
53724;;Couleur:select:0;H=Rouge / V=Rouge:36;BKH4-KK177;BKH4-KK177;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KK177_0.jpg;1;;;;
53724;;Couleur:select:0;H=Rouge / V=Anthrazit:31;BKH4-KK179;BKH4-KK179;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-KK179_0.jpg;1;;;;
53725;;Couleur:select:0;H=d'oré / V=Argent:20;BKH4-LB121;BKH4-LB121;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LB121_0.jpg;1;;;;
53725;;Couleur:select:0;H=d'oré / V=d'oré:22;BKH4-LB122;BKH4-LB122;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LB122_0.jpg;1;;;;
53725;;Couleur:select:0;H=d'oré / V=Bleu:21;BKH4-LB124;BKH4-LB124;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LB124_0.jpg;1;;;;
53725;;Couleur:select:0;H=d'oré / V=Noir:23;BKH4-LB125;BKH4-LB125;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LB125_0.jpg;1;;;;
53725;;Couleur:select:0;H=d'oré / V=Rouge:24;BKH4-LB127;BKH4-LB127;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LB127_0.jpg;1;;;;
53725;;Couleur:select:0;H=d'oré / V=Anthrazit:19;BKH4-LB129;BKH4-LB129;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LB129_0.jpg;1;;;;
53725;;Couleur:select:0;H=Bleu / V=Argent:14;BKH4-LB141;BKH4-LB141;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LB141_0.jpg;1;;;;
53725;;Couleur:select:0;H=Bleu / V=d'oré:16;BKH4-LB142;BKH4-LB142;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LB142_0.jpg;1;;;;
53725;;Couleur:select:0;H=Bleu / V=Bleu:15;BKH4-LB144;BKH4-LB144;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LB144_0.jpg;1;;;;
53725;;Couleur:select:0;H=Bleu / V=Noir:17;BKH4-LB145;BKH4-LB145;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LB145_0.jpg;1;;;;
53725;;Couleur:select:0;H=Bleu / V=Rouge:18;BKH4-LB147;BKH4-LB147;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LB147_0.jpg;1;;;;
53725;;Couleur:select:0;H=Bleu / V=Anthrazit:13;BKH4-LB149;BKH4-LB149;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LB149_0.jpg;1;;;;
53725;;Couleur:select:0;H=Noir / V=Argent:26;BKH4-LB151;BKH4-LB151;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LB151_0.jpg;1;;;;
53725;;Couleur:select:0;H=Noir / V=d'oré:28;BKH4-LB152;BKH4-LB152;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LB152_0.jpg;1;;;;
53725;;Couleur:select:0;H=Noir / V=Bleu:27;BKH4-LB154;BKH4-LB154;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LB154_0.jpg;1;;;;
53725;;Couleur:select:0;H=Noir / V=Noir:29;BKH4-LB155;BKH4-LB155;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LB155_0.jpg;1;;;;
53725;;Couleur:select:0;H=Noir / V=Anthrazit:25;BKH4-LB159;BKH4-LB159;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LB159_0.jpg;1;;;;
53725;;Couleur:select:0;H=Rouge / V=Argent:32;BKH4-LB171;BKH4-LB171;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LB171_0.jpg;1;;;;
53725;;Couleur:select:0;H=Rouge / V=d'oré:34;BKH4-LB172;BKH4-LB172;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LB172_0.jpg;1;;;;
53725;;Couleur:select:0;H=Rouge / V=Bleu:33;BKH4-LB174;BKH4-LB174;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LB174_0.jpg;1;;;;
53725;;Couleur:select:0;H=Rouge / V=Rouge:36;BKH4-LB177;BKH4-LB177;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LB177_0.jpg;1;;;;
53725;;Couleur:select:0;H=Rouge / V=Anthrazit:31;BKH4-LB179;BKH4-LB179;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LB179_0.jpg;1;;;;
53726;;Couleur:select:0;H=d'oré / V=Argent:20;BKH4-LK121;BKH4-LK121;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LK121_0.jpg;1;;;;
53726;;Couleur:select:0;H=d'oré / V=d'oré:22;BKH4-LK122;BKH4-LK122;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LK122_0.jpg;1;;;;
53726;;Couleur:select:0;H=d'oré / V=Bleu:21;BKH4-LK124;BKH4-LK124;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LK124_0.jpg;1;;;;
53726;;Couleur:select:0;H=d'oré / V=Noir:23;BKH4-LK125;BKH4-LK125;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LK125_0.jpg;1;;;;
53726;;Couleur:select:0;H=d'oré / V=Rouge:24;BKH4-LK127;BKH4-LK127;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LK127_0.jpg;1;;;;
53726;;Couleur:select:0;H=d'oré / V=Anthrazit:19;BKH4-LK129;BKH4-LK129;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LK129_0.jpg;1;;;;
53726;;Couleur:select:0;H=Bleu / V=Argent:14;BKH4-LK141;BKH4-LK141;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LK141_0.jpg;1;;;;
53726;;Couleur:select:0;H=Bleu / V=d'oré:16;BKH4-LK142;BKH4-LK142;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LK142_0.jpg;1;;;;
53726;;Couleur:select:0;H=Bleu / V=Bleu:15;BKH4-LK144;BKH4-LK144;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LK144_0.jpg;1;;;;
53726;;Couleur:select:0;H=Bleu / V=Noir:17;BKH4-LK145;BKH4-LK145;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LK145_0.jpg;1;;;;
53726;;Couleur:select:0;H=Bleu / V=Rouge:18;BKH4-LK147;BKH4-LK147;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LK147_0.jpg;1;;;;
53726;;Couleur:select:0;H=Bleu / V=Anthrazit:13;BKH4-LK149;BKH4-LK149;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LK149_0.jpg;1;;;;
53726;;Couleur:select:0;H=Noir / V=Argent:26;BKH4-LK151;BKH4-LK151;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LK151_0.jpg;1;;;;
53726;;Couleur:select:0;H=Noir / V=d'oré:28;BKH4-LK152;BKH4-LK152;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LK152_0.jpg;1;;;;
53726;;Couleur:select:0;H=Noir / V=Bleu:27;BKH4-LK154;BKH4-LK154;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LK154_0.jpg;1;;;;
53726;;Couleur:select:0;H=Noir / V=Noir:29;BKH4-LK155;BKH4-LK155;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LK155_0.jpg;1;;;;
53726;;Couleur:select:0;H=Noir / V=Rouge:30;BKH4-LK157;BKH4-LK157;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LK157_0.jpg;1;;;;
53726;;Couleur:select:0;H=Noir / V=Anthrazit:25;BKH4-LK159;BKH4-LK159;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LK159_0.jpg;1;;;;
53726;;Couleur:select:0;H=Rouge / V=Argent:32;BKH4-LK171;BKH4-LK171;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LK171_0.jpg;1;;;;
53726;;Couleur:select:0;H=Rouge / V=d'oré:34;BKH4-LK172;BKH4-LK172;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LK172_0.jpg;1;;;;
53726;;Couleur:select:0;H=Rouge / V=Bleu:33;BKH4-LK174;BKH4-LK174;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LK174_0.jpg;1;;;;
53726;;Couleur:select:0;H=Rouge / V=Noir:35;BKH4-LK175;BKH4-LK175;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LK175_0.jpg;1;;;;
53726;;Couleur:select:0;H=Rouge / V=Rouge:36;BKH4-LK177;BKH4-LK177;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LK177_0.jpg;1;;;;
53726;;Couleur:select:0;H=Rouge / V=Anthrazit:31;BKH4-LK179;BKH4-LK179;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BKH4-LK179_0.jpg;1;;;;
53819;;Taille:select:0;L:3;GLVL L;GLVL L;;;18.43;11.7952;;;3;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/GLVL L_0.jpg;1;;;;
53819;;Taille:select:0;M:2;GLVL M;GLVL M;;;18.43;11.7952;;;3;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/GLVL M_0.jpg;1;;;;
53823;;Taille:select:0;2XL:4;GNX-1K-2XL;GNX-1K-2XL;;;18.43;14.744;;;1;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/GNX-1K_0.jpg,https://www.motogoodeal.ch/img/import/GNX-1K_1.jpg;1;;;;
53823;;Taille:select:0;L:3;GNX-1K-L;GNX-1K-L;;;18.43;14.744;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/GNX-1K_0.jpg;1;;;;
53823;;Taille:select:0;M:2;GNX-1K-M;GNX-1K-M;;;18.43;14.744;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/GNX-1K_0.jpg;1;;;;
53823;;Taille:select:0;S:1;GNX-1K-S;GNX-1K-S;;;18.43;14.744;;;4;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/GNX-1K_0.jpg,https://www.motogoodeal.ch/img/import/GNX-1K_1.jpg;1;;;;
53823;;Taille:select:0;XL:5;GNX-1K-XL;GNX-1K-XL;;;18.43;14.744;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/GNX-1K_0.jpg;1;;;;
53832;;Taille:select:0;L:3;GPF-6G-L;GPF-6G-L;;;9.17;7.336;;;2;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/GPF-6G_0.jpg;1;;;;
53832;;Taille:select:0;M:2;GPF-6G-M;GPF-6G-M;;;9.17;7.336;;;4;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/GPF-6G_0.jpg;1;;;;
53832;;Taille:select:0;S:1;GPF-6G-S;GPF-6G-S;;;9.17;7.336;;;4;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/GPF-6G_0.jpg,https://www.motogoodeal.ch/img/import/GPF-6G_1.jpg;1;;;;
53832;;Taille:select:0;XL:5;GPF-6G-XL;GPF-6G-XL;;;9.17;7.336;;;4;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/GPF-6G_0.jpg;1;;;;
53833;;Taille:select:0;L:3;GPR-6K-L;GPR-6K-L;;;7.31;5.848;;;4;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/GPR-6K_0.jpg;1;;;;
53833;;Taille:select:0;M:2;GPR-6K-M;GPR-6K-M;;;7.31;5.848;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/GPR-6K_0.jpg;1;;;;
53833;;Taille:select:0;S:1;GPR-6K-S;GPR-6K-S;;;7.31;5.848;;;4;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/GPR-6K_0.jpg,https://www.motogoodeal.ch/img/import/GPR-6K_1.jpg;1;;;;
53833;;Taille:select:0;XL:5;GPR-6K-XL;GPR-6K-XL;;;7.31;5.848;;;4;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/GPR-6K_0.jpg;1;;;;
53890;;Couleur:select:0;H=Argent / V= Argent:8;KH10-EVO111;KH10-EVO111;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH10-EVO111_0.jpg;1;;;;
53890;;Couleur:select:0;H=Argent / V= d'oré:10;KH10-EVO112;KH10-EVO112;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH10-EVO112_0.jpg;1;;;;
53890;;Couleur:select:0;H=Argent / V= Bleu:9;KH10-EVO114;KH10-EVO114;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH10-EVO114_0.jpg;1;;;;
53890;;Couleur:select:0;H=Argent / V= Noir:11;KH10-EVO115;KH10-EVO115;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH10-EVO115_0.jpg;1;;;;
53890;;Couleur:select:0;H=Argent / V= Rouge:12;KH10-EVO117;KH10-EVO117;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH10-EVO117_0.jpg;1;;;;
53890;;Couleur:select:0;H=Argent / V= Anthrazit:7;KH10-EVO119;KH10-EVO119;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH10-EVO119_0.jpg;1;;;;
53890;;Couleur:select:0;H=Noir / V=Argent:26;KH10-EVO151;KH10-EVO151;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH10-EVO151_0.jpg;1;;;;
53890;;Couleur:select:0;H=Noir / V=d'oré:28;KH10-EVO152;KH10-EVO152;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH10-EVO152_0.jpg;1;;;;
53890;;Couleur:select:0;H=Noir / V=Bleu:27;KH10-EVO154;KH10-EVO154;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH10-EVO154_0.jpg;1;;;;
53890;;Couleur:select:0;H=Noir / V=Rouge:30;KH10-EVO157;KH10-EVO157;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH10-EVO157_0.jpg;1;;;;
53890;;Couleur:select:0;H=Noir / V=Anthrazit:25;KH10-EVO159;KH10-EVO159;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH10-EVO159_0.jpg;1;;;;
53890;;Couleur:select:0;H=Anthrazit / V= Argent:2;KH10-EVO191;KH10-EVO191;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH10-EVO191_0.jpg;1;;;;
53890;;Couleur:select:0;H=Anthrazit / V= Gold:4;KH10-EVO192;KH10-EVO192;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH10-EVO192_0.jpg;1;;;;
53890;;Couleur:select:0;H=Anthrazit / V= Noir:5;KH10-EVO195;KH10-EVO195;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH10-EVO195_0.jpg;1;;;;
53890;;Couleur:select:0;H=Anthrazit / V= Rouge:6;KH10-EVO197;KH10-EVO197;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH10-EVO197_0.jpg;1;;;;
53890;;Couleur:select:0;H=Anthrazit / V= Anthrazit:1;KH10-EVO199;KH10-EVO199;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH10-EVO199_0.jpg;1;;;;
53891;;Couleur:select:0;H=d'oré / V=Argent:20;KH10-KH121;KH10-KH121;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH10-KH121_0.jpg;1;;;;
53891;;Couleur:select:0;H=d'oré / V=Bleu:21;KH10-KH124;KH10-KH124;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH10-KH124_0.jpg;1;;;;
53891;;Couleur:select:0;H=d'oré / V=Rouge:24;KH10-KH127;KH10-KH127;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH10-KH127_0.jpg;1;;;;
53891;;Couleur:select:0;H=d'oré / V=Anthrazit:19;KH10-KH129;KH10-KH129;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH10-KH129_0.jpg;1;;;;
53891;;Couleur:select:0;H=Bleu / V=Argent:14;KH10-KH141;KH10-KH141;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH10-KH141_0.jpg;1;;;;
53891;;Couleur:select:0;H=Bleu / V=d'oré:16;KH10-KH142;KH10-KH142;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH10-KH142_0.jpg;1;;;;
53891;;Couleur:select:0;H=Bleu / V=Bleu:15;KH10-KH144;KH10-KH144;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH10-KH144_0.jpg;1;;;;
53891;;Couleur:select:0;H=Bleu / V=Noir:17;KH10-KH145;KH10-KH145;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH10-KH145_0.jpg;1;;;;
53891;;Couleur:select:0;H=Bleu / V=Rouge:18;KH10-KH147;KH10-KH147;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH10-KH147_0.jpg;1;;;;
53891;;Couleur:select:0;H=Bleu / V=Anthrazit:13;KH10-KH149;KH10-KH149;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/KH10-KH149_0.jpg;1;;;;
