Product ID*;Product reference;Attribute (Name:Type:Position)*;Value (Value:Position)*;Supplier reference;Reference;EAN13;UPC;Price tax excluded or Price tax included;Wholesale price;Impact on price;Ecotax;Quantity;Minimal quantity;Impact on weight;Default (0 = No, 1 = Yes);Combination available date;Image position;Image URL;Delete existing images (0 = No, 1 = Yes);ID / Name of shop;Advanced Stock Managment;Depends on stock;Warehouse
53658;;Couleur:select:0;H=Anthrazit / V= Noir:5;BH18-EVO195;BH18-EVO195;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-EVO195_0.jpg;1;;;;
53658;;Couleur:select:0;H=Anthrazit / V= Rouge:6;BH18-EVO197;BH18-EVO197;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-EVO197_0.jpg;1;;;;
53658;;Couleur:select:0;H=Anthrazit / V= Anthrazit:1;BH18-EVO199;BH18-EVO199;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-EVO199_0.jpg;1;;;;
53659;;Couleur:select:0;H=d'oré / V=Argent:20;BH18-KH121;BH18-KH121;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-KH121_0.jpg;1;;;;
53659;;Couleur:select:0;H=d'oré / V=d'oré:22;BH18-KH122;BH18-KH122;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-KH122_0.jpg;1;;;;
53659;;Couleur:select:0;H=d'oré / V=Bleu:21;BH18-KH124;BH18-KH124;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-KH124_0.jpg;1;;;;
53659;;Couleur:select:0;H=d'oré / V=Anthrazit:19;BH18-KH129;BH18-KH129;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-KH129_0.jpg;1;;;;
53659;;Couleur:select:0;H=Bleu / V=Argent:14;BH18-KH141;BH18-KH141;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-KH141_0.jpg;1;;;;
53659;;Couleur:select:0;H=Bleu / V=d'oré:16;BH18-KH142;BH18-KH142;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-KH142_0.jpg;1;;;;
53659;;Couleur:select:0;H=Bleu / V=Bleu:15;BH18-KH144;BH18-KH144;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-KH144_0.jpg;1;;;;
53659;;Couleur:select:0;H=Bleu / V=Rouge:18;BH18-KH147;BH18-KH147;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-KH147_0.jpg;1;;;;
53659;;Couleur:select:0;H=Bleu / V=Anthrazit:13;BH18-KH149;BH18-KH149;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-KH149_0.jpg;1;;;;
53659;;Couleur:select:0;H=Noir / V=Argent:26;BH18-KH151;BH18-KH151;;;137.97;96.579;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-KH151_0.jpg;1;;;;
53659;;Couleur:select:0;H=Noir / V=d'oré:28;BH18-KH152;BH18-KH152;;;137.97;96.579;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-KH152_0.jpg;1;;;;
53659;;Couleur:select:0;H=Noir / V=Bleu:27;BH18-KH154;BH18-KH154;;;137.97;96.579;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-KH154_0.jpg;1;;;;
53659;;Couleur:select:0;H=Noir / V=Noir:29;BH18-KH155;BH18-KH155;;;137.97;96.579;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-KH155_0.jpg;1;;;;
53659;;Couleur:select:0;H=Noir / V=Rouge:30;BH18-KH157;BH18-KH157;;;137.97;96.579;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-KH157_0.jpg;1;;;;
53659;;Couleur:select:0;H=Noir / V=Anthrazit:25;BH18-KH159;BH18-KH159;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-KH159_0.jpg;1;;;;
53659;;Couleur:select:0;H=Rouge / V=Argent:32;BH18-KH171;BH18-KH171;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-KH171_0.jpg;1;;;;
53659;;Couleur:select:0;H=Rouge / V=d'oré:34;BH18-KH172;BH18-KH172;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-KH172_0.jpg;1;;;;
53659;;Couleur:select:0;H=Rouge / V=Bleu:33;BH18-KH174;BH18-KH174;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-KH174_0.jpg;1;;;;
53659;;Couleur:select:0;H=Rouge / V=Noir:35;BH18-KH175;BH18-KH175;;;137.97;96.579;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-KH175_0.jpg;1;;;;
53659;;Couleur:select:0;H=Rouge / V=Rouge:36;BH18-KH177;BH18-KH177;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-KH177_0.jpg;1;;;;
53659;;Couleur:select:0;H=Rouge / V=Anthrazit:31;BH18-KH179;BH18-KH179;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-KH179_0.jpg;1;;;;
53660;;Couleur:select:0;H=d'oré / V=d'oré:22;BH18-LH122;BH18-LH122;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-LH122_0.jpg;1;;;;
53660;;Couleur:select:0;H=d'oré / V=Bleu:21;BH18-LH124;BH18-LH124;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-LH124_0.jpg;1;;;;
53660;;Couleur:select:0;H=d'oré / V=Anthrazit:19;BH18-LH129;BH18-LH129;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-LH129_0.jpg;1;;;;
53660;;Couleur:select:0;H=Bleu / V=Argent:14;BH18-LH141;BH18-LH141;;;137.97;96.579;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-LH141_0.jpg;1;;;;
53660;;Couleur:select:0;H=Bleu / V=Bleu:15;BH18-LH144;BH18-LH144;;;137.97;96.579;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-LH144_0.jpg;1;;;;
53660;;Couleur:select:0;H=Bleu / V=Noir:17;BH18-LH145;BH18-LH145;;;137.97;96.579;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-LH145_0.jpg;1;;;;
53660;;Couleur:select:0;H=Bleu / V=Rouge:18;BH18-LH147;BH18-LH147;;;137.97;96.579;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-LH147_0.jpg;1;;;;
53660;;Couleur:select:0;H=Bleu / V=Anthrazit:13;BH18-LH149;BH18-LH149;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-LH149_0.jpg;1;;;;
53660;;Couleur:select:0;H=Noir / V=Argent:26;BH18-LH151;BH18-LH151;;;137.97;96.579;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-LH151_0.jpg;1;;;;
53660;;Couleur:select:0;H=Noir / V=d'oré:28;BH18-LH152;BH18-LH152;;;137.97;96.579;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-LH152_0.jpg;1;;;;
53660;;Couleur:select:0;H=Noir / V=Noir:29;BH18-LH155;BH18-LH155;;;137.97;96.579;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-LH155_0.jpg;1;;;;
53660;;Couleur:select:0;H=Noir / V=Rouge:30;BH18-LH157;BH18-LH157;;;137.97;96.579;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-LH157_0.jpg;1;;;;
53660;;Couleur:select:0;H=Rouge / V=Argent:32;BH18-LH171;BH18-LH171;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-LH171_0.jpg;1;;;;
53660;;Couleur:select:0;H=Rouge / V=d'oré:34;BH18-LH172;BH18-LH172;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-LH172_0.jpg;1;;;;
53660;;Couleur:select:0;H=Rouge / V=Bleu:33;BH18-LH174;BH18-LH174;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-LH174_0.jpg;1;;;;
53660;;Couleur:select:0;H=Rouge / V=Rouge:36;BH18-LH177;BH18-LH177;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-LH177_0.jpg;1;;;;
53660;;Couleur:select:0;H=Rouge / V=Anthrazit:31;BH18-LH179;BH18-LH179;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH18-LH179_0.jpg;1;;;;
53661;;Couleur:select:0;H=Argent / V= Argent:8;BH19-EVO111;BH19-EVO111;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-EVO111_0.jpg;1;;;;
53661;;Couleur:select:0;H=Argent / V= d'oré:10;BH19-EVO112;BH19-EVO112;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-EVO112_0.jpg;1;;;;
53661;;Couleur:select:0;H=Argent / V= Bleu:9;BH19-EVO114;BH19-EVO114;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-EVO114_0.jpg;1;;;;
53661;;Couleur:select:0;H=Argent / V= Noir:11;BH19-EVO115;BH19-EVO115;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-EVO115_0.jpg;1;;;;
53661;;Couleur:select:0;H=Argent / V= Rouge:12;BH19-EVO117;BH19-EVO117;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-EVO117_0.jpg;1;;;;
53661;;Couleur:select:0;H=Argent / V= Anthrazit:7;BH19-EVO119;BH19-EVO119;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-EVO119_0.jpg;1;;;;
53661;;Couleur:select:0;H=Noir / V=Argent:26;BH19-EVO151;BH19-EVO151;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-EVO151_0.jpg;1;;;;
53661;;Couleur:select:0;H=Noir / V=d'oré:28;BH19-EVO152;BH19-EVO152;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-EVO152_0.jpg;1;;;;
53661;;Couleur:select:0;H=Noir / V=Bleu:27;BH19-EVO154;BH19-EVO154;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-EVO154_0.jpg;1;;;;
53661;;Couleur:select:0;H=Noir / V=Noir:29;BH19-EVO155;BH19-EVO155;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-EVO155_0.jpg;1;;;;
53661;;Couleur:select:0;H=Noir / V=Rouge:30;BH19-EVO157;BH19-EVO157;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-EVO157_0.jpg;1;;;;
53661;;Couleur:select:0;H=Noir / V=Anthrazit:25;BH19-EVO159;BH19-EVO159;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-EVO159_0.jpg;1;;;;
53661;;Couleur:select:0;H=Anthrazit / V= Argent:2;BH19-EVO191;BH19-EVO191;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-EVO191_0.jpg;1;;;;
53661;;Couleur:select:0;H=Anthrazit / V= Bleu:3;BH19-EVO194;BH19-EVO194;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-EVO194_0.jpg;1;;;;
53661;;Couleur:select:0;H=Anthrazit / V= Noir:5;BH19-EVO195;BH19-EVO195;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-EVO195_0.jpg;1;;;;
53661;;Couleur:select:0;H=Anthrazit / V= Rouge:6;BH19-EVO197;BH19-EVO197;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-EVO197_0.jpg;1;;;;
53661;;Couleur:select:0;H=Anthrazit / V= Anthrazit:1;BH19-EVO199;BH19-EVO199;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-EVO199_0.jpg;1;;;;
53662;;Couleur:select:0;H=d'oré / V=Argent:20;BH19-KH121;BH19-KH121;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-KH121_0.jpg;1;;;;
53662;;Couleur:select:0;H=d'oré / V=d'oré:22;BH19-KH122;BH19-KH122;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-KH122_0.jpg;1;;;;
53662;;Couleur:select:0;H=d'oré / V=Bleu:21;BH19-KH124;BH19-KH124;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-KH124_0.jpg;1;;;;
53662;;Couleur:select:0;H=d'oré / V=Noir:23;BH19-KH125;BH19-KH125;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-KH125_0.jpg;1;;;;
53662;;Couleur:select:0;H=d'oré / V=Rouge:24;BH19-KH127;BH19-KH127;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-KH127_0.jpg;1;;;;
53662;;Couleur:select:0;H=d'oré / V=Anthrazit:19;BH19-KH129;BH19-KH129;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-KH129_0.jpg;1;;;;
53662;;Couleur:select:0;H=Bleu / V=Argent:14;BH19-KH141;BH19-KH141;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-KH141_0.jpg;1;;;;
53662;;Couleur:select:0;H=Bleu / V=d'oré:16;BH19-KH142;BH19-KH142;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-KH142_0.jpg;1;;;;
53662;;Couleur:select:0;H=Bleu / V=Bleu:15;BH19-KH144;BH19-KH144;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-KH144_0.jpg;1;;;;
53662;;Couleur:select:0;H=Bleu / V=Noir:17;BH19-KH145;BH19-KH145;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-KH145_0.jpg;1;;;;
53662;;Couleur:select:0;H=Bleu / V=Rouge:18;BH19-KH147;BH19-KH147;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-KH147_0.jpg;1;;;;
53662;;Couleur:select:0;H=Bleu / V=Anthrazit:13;BH19-KH149;BH19-KH149;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-KH149_0.jpg;1;;;;
53662;;Couleur:select:0;H=Noir / V=Argent:26;BH19-KH151;BH19-KH151;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-KH151_0.jpg;1;;;;
53662;;Couleur:select:0;H=Noir / V=d'oré:28;BH19-KH152;BH19-KH152;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-KH152_0.jpg;1;;;;
53662;;Couleur:select:0;H=Noir / V=Bleu:27;BH19-KH154;BH19-KH154;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-KH154_0.jpg;1;;;;
53662;;Couleur:select:0;H=Noir / V=Noir:29;BH19-KH155;BH19-KH155;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-KH155_0.jpg;1;;;;
53662;;Couleur:select:0;H=Noir / V=Rouge:30;BH19-KH157;BH19-KH157;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-KH157_0.jpg;1;;;;
53662;;Couleur:select:0;H=Noir / V=Anthrazit:25;BH19-KH159;BH19-KH159;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-KH159_0.jpg;1;;;;
53662;;Couleur:select:0;H=Rouge / V=Argent:32;BH19-KH171;BH19-KH171;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-KH171_0.jpg;1;;;;
53662;;Couleur:select:0;H=Rouge / V=d'oré:34;BH19-KH172;BH19-KH172;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-KH172_0.jpg;1;;;;
53662;;Couleur:select:0;H=Rouge / V=Bleu:33;BH19-KH174;BH19-KH174;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-KH174_0.jpg;1;;;;
53662;;Couleur:select:0;H=Rouge / V=Noir:35;BH19-KH175;BH19-KH175;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-KH175_0.jpg;1;;;;
53662;;Couleur:select:0;H=Rouge / V=Rouge:36;BH19-KH177;BH19-KH177;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-KH177_0.jpg;1;;;;
53662;;Couleur:select:0;H=Rouge / V=Anthrazit:31;BH19-KH179;BH19-KH179;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-KH179_0.jpg;1;;;;
53663;;Couleur:select:0;H=d'oré / V=Argent:20;BH19-LH121;BH19-LH121;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-LH121_0.jpg;1;;;;
53663;;Couleur:select:0;H=d'oré / V=d'oré:22;BH19-LH122;BH19-LH122;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-LH122_0.jpg;1;;;;
53663;;Couleur:select:0;H=d'oré / V=Bleu:21;BH19-LH124;BH19-LH124;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-LH124_0.jpg;1;;;;
53663;;Couleur:select:0;H=d'oré / V=Noir:23;BH19-LH125;BH19-LH125;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-LH125_0.jpg;1;;;;
53663;;Couleur:select:0;H=d'oré / V=Rouge:24;BH19-LH127;BH19-LH127;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-LH127_0.jpg;1;;;;
53663;;Couleur:select:0;H=d'oré / V=Anthrazit:19;BH19-LH129;BH19-LH129;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-LH129_0.jpg;1;;;;
53663;;Couleur:select:0;H=Bleu / V=Argent:14;BH19-LH141;BH19-LH141;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-LH141_0.jpg;1;;;;
53663;;Couleur:select:0;H=Bleu / V=d'oré:16;BH19-LH142;BH19-LH142;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-LH142_0.jpg;1;;;;
53663;;Couleur:select:0;H=Bleu / V=Bleu:15;BH19-LH144;BH19-LH144;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-LH144_0.jpg;1;;;;
53663;;Couleur:select:0;H=Bleu / V=Noir:17;BH19-LH145;BH19-LH145;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-LH145_0.jpg;1;;;;
53663;;Couleur:select:0;H=Bleu / V=Rouge:18;BH19-LH147;BH19-LH147;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-LH147_0.jpg;1;;;;
53663;;Couleur:select:0;H=Bleu / V=Anthrazit:13;BH19-LH149;BH19-LH149;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-LH149_0.jpg;1;;;;
53663;;Couleur:select:0;H=Noir / V=d'oré:28;BH19-LH152;BH19-LH152;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-LH152_0.jpg;1;;;;
53663;;Couleur:select:0;H=Noir / V=Bleu:27;BH19-LH154;BH19-LH154;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-LH154_0.jpg;1;;;;
53663;;Couleur:select:0;H=Noir / V=Rouge:30;BH19-LH157;BH19-LH157;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-LH157_0.jpg;1;;;;
53663;;Couleur:select:0;H=Noir / V=Anthrazit:25;BH19-LH159;BH19-LH159;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-LH159_0.jpg;1;;;;
53663;;Couleur:select:0;H=Rouge / V=Argent:32;BH19-LH171;BH19-LH171;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-LH171_0.jpg;1;;;;
53663;;Couleur:select:0;H=Rouge / V=d'oré:34;BH19-LH172;BH19-LH172;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-LH172_0.jpg;1;;;;
53663;;Couleur:select:0;H=Rouge / V=Bleu:33;BH19-LH174;BH19-LH174;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-LH174_0.jpg;1;;;;
53663;;Couleur:select:0;H=Rouge / V=Noir:35;BH19-LH175;BH19-LH175;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-LH175_0.jpg;1;;;;
53663;;Couleur:select:0;H=Rouge / V=Rouge:36;BH19-LH177;BH19-LH177;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-LH177_0.jpg;1;;;;
53663;;Couleur:select:0;H=Rouge / V=Anthrazit:31;BH19-LH179;BH19-LH179;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH19-LH179_0.jpg;1;;;;
53666;;Couleur:select:0;H=Argent / V= d'oré:10;BH20-EVO112;BH20-EVO112;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH20-EVO112_0.jpg;1;;;;
53666;;Couleur:select:0;H=Argent / V= Bleu:9;BH20-EVO114;BH20-EVO114;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH20-EVO114_0.jpg;1;;;;
53666;;Couleur:select:0;H=Argent / V= Noir:11;BH20-EVO115;BH20-EVO115;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH20-EVO115_0.jpg;1;;;;
53666;;Couleur:select:0;H=Argent / V= Rouge:12;BH20-EVO117;BH20-EVO117;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH20-EVO117_0.jpg;1;;;;
53666;;Couleur:select:0;H=Argent / V= Anthrazit:7;BH20-EVO119;BH20-EVO119;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH20-EVO119_0.jpg;1;;;;
53666;;Couleur:select:0;H=Noir / V=Argent:26;BH20-EVO151;BH20-EVO151;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH20-EVO151_0.jpg;1;;;;
53666;;Couleur:select:0;H=Noir / V=Bleu:27;BH20-EVO154;BH20-EVO154;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH20-EVO154_0.jpg;1;;;;
53666;;Couleur:select:0;H=Noir / V=Anthrazit:25;BH20-EVO159;BH20-EVO159;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH20-EVO159_0.jpg;1;;;;
53666;;Couleur:select:0;H=Anthrazit / V= Argent:2;BH20-EVO191;BH20-EVO191;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH20-EVO191_0.jpg;1;;;;
53666;;Couleur:select:0;H=Anthrazit / V= Bleu:3;BH20-EVO194;BH20-EVO194;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH20-EVO194_0.jpg;1;;;;
53666;;Couleur:select:0;H=Anthrazit / V= Noir:5;BH20-EVO195;BH20-EVO195;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH20-EVO195_0.jpg;1;;;;
53666;;Couleur:select:0;H=Anthrazit / V= Rouge:6;BH20-EVO197;BH20-EVO197;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH20-EVO197_0.jpg;1;;;;
53666;;Couleur:select:0;H=Anthrazit / V= Anthrazit:1;BH20-EVO199;BH20-EVO199;;;165.74;116.018;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH20-EVO199_0.jpg;1;;;;
53667;;Couleur:select:0;H=d'oré / V=d'oré:22;BH20-KH122;BH20-KH122;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH20-KH122_0.jpg;1;;;;
53667;;Couleur:select:0;H=d'oré / V=Bleu:21;BH20-KH124;BH20-KH124;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH20-KH124_0.jpg;1;;;;
53667;;Couleur:select:0;H=d'oré / V=Noir:23;BH20-KH125;BH20-KH125;;;137.97;96.579;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH20-KH125_0.jpg;1;;;;
53667;;Couleur:select:0;H=d'oré / V=Anthrazit:19;BH20-KH129;BH20-KH129;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH20-KH129_0.jpg;1;;;;
53667;;Couleur:select:0;H=Bleu / V=Argent:14;BH20-KH141;BH20-KH141;;;137.96;96.572;;;0;1;0;0;2015-02-26;1;https://www.motogoodeal.ch/img/import/BH20-KH141_0.jpg;1;;;;
