ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;;;;Weight;Quantity;;;;;;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out_of_stock;Advanced stock management;ID / Name of shop\'c2\'a0\;;;Car type casque;Car couleur;Car Ecran;Car public;Car Coque;Car Etancheite;Car Goretex;Att Taille;Att Couleur;Car HighTech (ou sous cat)
;;Casque Jet Cafe Racer S220;87,99,145;84.25;;;;;;;;;JCR1F19;SIFAM;S-Line;;;;;;;1060;5;;;;;;;"• Coque polycarbonate<br>
• Encombrement minimum<br>
• Boucle rapide à fermeture micrométrique <br>
• Finition carbone<br>";;;;;;;;;;;;../import/Casque_jet_unisexe_Sline_JetCafeRacerS220_JCR1F19_noircarbonne_droite.jpg;;;;;;;;;;;;;;noir carbone;;unisexe;;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir carbone;
;;Casque Jet Double Ecran S702;87,99,145;84.25;;;;;;;;;JETR01;SIFAM;S-Line;;;;;;;1200;5;;;;;;;"• Casque en polycarbonate<br>
• Encombrement minimum<br>
• Double visière fumée solaire<br>
• Boucle rapide à fermeture micrométrique<br>
• Intérieur en tissu aéré et profilé, lavable et démontable<br>";;;;;;;;;;;;;;;;;;;;;;;;;;noir métal;Écran solaire;unisexe;;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir métal;
;;Casque Jet Double Ecran S702;87,99,145;84.25;;;;;;;;;JETR02;SIFAM;S-Line;;;;;;;1200;5;;;;;;;"• Casque en polycarbonate<br>
• Encombrement minimum<br>
• Double visière fumée solaire<br>
• Boucle rapide à fermeture micrométrique<br>
• Intérieur en tissu aéré et profilé, lavable et démontable<br>";;;;;;;;;;;;;;;;;;;;;;;;;;noir mat;Écran solaire;unisexe;;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir mat;
;;Casque Jet Double Ecran S702;87,99,145;84.25;;;;;;;;;JETR17;SIFAM;S-Line;;;;;;;1200;5;;;;;;;"• Casque en polycarbonate<br>
• Encombrement minimum<br>
• Double visière fumée solaire<br>
• Boucle rapide à fermeture micrométrique<br>
• Intérieur en tissu aéré et profilé, lavable et démontable<br>";;;;;;;;;;;;;;;;;;;;;;;;;;blanc;Écran solaire;unisexe;;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);blanc;
;;Casque Demi Jet Crossover S703;87,99,145;120.95;;;;;;;;;JETX01;SIFAM;S-Line;;;;;;;1500;5;;;;;;;"• Casque en polycarbonate<br>
• Double visière fumée solaire<br>
• Entièrement démontable et lavable<br>
• Mousse à double densité pour une meilleure protection antichoc, traité antiallergique<br>
• Machoire amovible<br>";;;;;;;;;;;;../import/Casque_crossjet_unisexe_Sline_jetcrossoverS703_JETX01_noirmetal_droite.jpg;;;;;;;;;;;;;;noir métal;Écran solaire;unisexe;;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir métal;
;;Casque Demi Jet Crossover S703;87,99,145;120.95;;;;;;;;;JETX02;SIFAM;S-Line;;;;;;;1500;5;;;;;;;"• Casque en polycarbonate<br>
• Double visière fumée solaire<br>
• Entièrement démontable et lavable<br>
• Mousse à double densité pour une meilleure protection antichoc, traité antiallergique<br>
• Machoire amovible<br>";;;;;;;;;;;;../import/Casque_crossjet_unisexe_Sline_jetcrossoverS703_JETX02_noirmat_droite.jpg;;;;;;;;;;;;;;noir mat;Écran solaire;unisexe;;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir mat;
;;Casque Demi Jet Crossover S703;87,99,145;120.95;;;;;;;;;JETX17;SIFAM;S-Line;;;;;;;1500;5;;;;;;;"• Casque en polycarbonate<br>
• Double visière fumée solaire<br>
• Entièrement démontable et lavable<br>
• Mousse à double densité pour une meilleure protection antichoc, traité antiallergique<br>
• Machoire amovible<br>";;;;;;;;;;;;../import/Casque_crossjet_unisexe_Sline_jetcrossoverS703_JETX17_blanc_droite2.jpg;;;;;;;;;;;;;;blanc;Écran solaire;unisexe;;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);blanc;
;;Casque Jet S-Line S200;87,99,145;64.8;;;;;;;;;JNT1F10;SIFAM;S-Line;;;;;;;1300;5;;;;;;;"• Coque polycarbonate<br>
• Encombrement minimum<br>
• Intérieur en tissu aéré et profilé, lavable et démontable<br>
• Boucle rapide à fermeture micrométrique<br>";;;;;;;;;;;;../import/Casque_jet_unisexe_Sline_jetSlineS200_JNT1F10_noirmat_gauche.jpg;;;;;;;;;;;;;;noir mat;;unisexe;;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir mat;
;;Casque Jet S-Line S200;87,99,145;64.8;;;;;;;;;JNT1G10;SIFAM;S-Line;;;;;;;1300;6;;;;;;;"• Coque polycarbonate<br>
• Encombrement minimum<br>
• Intérieur en tissu aéré et profilé, lavable et démontable<br>
• Boucle rapide à fermeture micrométrique<br>";;;;;;;;;;;;../import/Casque_jet_unisexe_Sline_jetSlineS200_JNT1G10_noir_gauche.jpg;;;;;;;;;;;;;;noir;;unisexe;;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir;
;;Casque Jet S-Line S200;87,99,145;64.8;;;;;;;;;JNT2G10;SIFAM;S-Line;;;;;;;1300;5;;;;;;;"• Coque polycarbonate<br>
• Encombrement minimum<br>
• Intérieur en tissu aéré et profilé, lavable et démontable<br>
• Boucle rapide à fermeture micrométrique<br>";;;;;;;;;;;;../import/Casque_jet_unisexe_Sline_jetSlineS200_JNT2G10_blanc_gauche.jpg;;;;;;;;;;;;;;blanc;;unisexe;;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);blanc;
;;Casque intégral Mach S400;87,99,145;78.85;;;;;;;;;MAC2F11;SIFAM;S-Line;;;;;;;1340;5;;;;;;;"• Casque en polycarbonate<br>
• Mousse à double densité pour une meilleure protection antichoc, traité antiallergique<br>
• Entièrement démontable et lavable<br>
• Système d'aération : entrée d'air frontale supérieure et inférieure<br>";;;;;;;;;;;;../import/Casque_integral_unisexe_Sline_integralS400_MAC2F11_noirmat_gauche.jpg;;;;;;;;;;;;;;noir mat;;unisexe;;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir mat;
;;Casque intégral Mach S400;87,99,145;78.85;;;;;;;;;MAC2G11;SIFAM;S-Line;;;;;;;1340;5;;;;;;;"• Casque en polycarbonate<br>
• Mousse à double densité pour une meilleure protection antichoc, traité antiallergique<br>
• Entièrement démontable et lavable<br>
• Système d'aération : entrée d'air frontale supérieure et inférieure<br>";;;;;;;;;;;;../import/Casque_integral_unisexe_Sline_integralS400_MAC2G11_noirmetal_droite.jpg;;;;;;;;;;;;;;noir métal;;unisexe;;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir métal;
;;Casque intégral Mach S400;87,99,145;78.85;;;;;;;;;MAC2G17;SIFAM;S-Line;;;;;;;1340;5;;;;;;;"• Casque en polycarbonate<br>
• Mousse à double densité pour une meilleure protection antichoc, traité antiallergique<br>
• Entièrement démontable et lavable<br>
• Système d'aération : entrée d'air frontale supérieure et inférieure<br>";;;;;;;;;;;;../import/Casque_integral_unisexe_Sline_integralS400_MAC2G17_blanc_gauche.jpg;;;;;;;;;;;;;;blanc;;unisexe;;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);blanc;
;;Casque Demi Jet SLJET S700;87,99,145;85.3;;;;;;;;;SLJET22;SIFAM;S-Line;;;;;;;1250;5;;;;;;;"• Coque polycarbonate<br>
• Double visière fumée solaire<br>
• Intérieur en tissu aéré profilé<br>
• Lavable et démontable<br>
• Fermeture par boucle clip<br>";;;;;;;;;;;;../import/Casque_jet_unisexe_Sline_demijetSLJETS700_SLJET22_gris_gauche.jpg;;;;;;;;;;;;;;gris;Écran solaire;femme;;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);gris;
;;Casque Demi Jet SLJET S700;87,99,145;85.3;;;;;;;;;SLJET23;SIFAM;S-Line;;;;;;;1250;5;;;;;;;"• Coque polycarbonate<br>
• Double visière fumée solaire<br>
• Intérieur en tissu aéré profilé<br>
• Lavable et démontable<br>
• Fermeture par boucle clip<br>";;;;;;;;;;;;../import/Casque_jet_unisexe_Sline_demijetSLJETS700_SLJET23_noirmat_droite.jpg;;;;;;;;;;;;;;noir mat;Écran solaire;unisexe;;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir mat;
;;Casque Demi Jet SLJET S700;87,99,145;85.3;;;;;;;;;SLJET27;SIFAM;S-Line;;;;;;;1250;5;;;;;;;"• Coque polycarbonate<br>
• Double visière fumée solaire<br>
• Intérieur en tissu aéré profilé<br>
• Lavable et démontable<br>
• Fermeture par boucle clip<br>";;;;;;;;;;;;../import/Casque_jet_unisexe_Sline_demijetSLJETS700_SLJET27_blanc_droite.jpg;;;;;;;;;;;;;;blanc;Écran solaire;unisexe;;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);blanc;
;;Casque Modulable Summit IV S501;87,99,145;172.8;;;;;;;;;SUMMG50;SIFAM;S-Line;;;;;;;1600;5;;;;;;;"• Casque modulable en  polycarbonate<br>
• Double visière fumée<br>
• Entièrement démontable et lavable<br>
• Système d'aération : entrée d'air frontale supérieure et inférieure<br>
• Mousse à double densité pour une meilleure protection antichoc, traité antiallergique<br>";;;;;;;;;;;;../import/Casque_modulable_unisexe_Sline_summitIVS501_SUMMG52_gris_gauche.jpg;;;;;;;;;;;;;;gris;Écran solaire;unisexe;;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);gris;
;;Casque Modulable Summit IV S501;87,99,145;172.8;;;;;;;;;SUMMG52;SIFAM;S-Line;;;;;;;1600;5;;;;;;;"• Casque modulable en  polycarbonate<br>
• Double visière fumée<br>
• Entièrement démontable et lavable<br>
• Système d'aération : entrée d'air frontale supérieure et inférieure<br>
• Mousse à double densité pour une meilleure protection antichoc, traité antiallergique<br>";;;;;;;;;;;;../import/Casque_modulable_unisexe_Sline_summitIVS501_SUMMG52_noirmat_gauche.jpg;;;;;;;;;;;;;;noir mat;Écran solaire;unisexe;;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir mat;
;;Casque Modulable Summit IV S501;87,99,145;172.8;;;;;;;;;SUMMG54;SIFAM;S-Line;;;;;;;1600;5;;;;;;;"• Casque modulable en  polycarbonate<br>
• Double visière fumée<br>
• Entièrement démontable et lavable<br>
• Système d'aération : entrée d'air frontale supérieure et inférieure<br>
• Mousse à double densité pour une meilleure protection antichoc, traité antiallergique<br>";;;;;;;;;;;;../import/Casque_modulable_unisexe_Sline_summitIVS501_SUMMG54_noirmetal_gauche.jpg;;;;;;;;;;;;;;noir métal;Écran solaire;unisexe;;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir métal;
;;Casque Modulable Summit IV S501;87,99,145;172.8;;;;;;;;;SUMMG54;SIFAM;S-Line;;;;;;;1600;5;;;;;;;"• Casque modulable en  polycarbonate<br>
• Double visière fumée<br>
• Entièrement démontable et lavable<br>
• Système d'aération : entrée d'air frontale supérieure et inférieure<br>
• Mousse à double densité pour une meilleure protection antichoc, traité antiallergique<br>";;;;;;;;;;;;../import/Casque_modulable_unisexe_Sline_summitIVS501_SUMMG50_blanc_gauche.jpg;;;;;;;;;;;;;;blanc;Écran solaire;unisexe;;;;XS (1 fois), S (1 fois), M (1 fois), L (1 fois), XL (1 fois);blanc;
;;Huile Power Synt 4T;119,124;;;;;;;;;;;Motorex;Motorex;;;;;;;;10;;;;;;;"• SAE 10W/50 
• Huile moteur hautes performances entièrement synthétique
• Spécialement développée pour les ATV et Quads
• protection optimale du moteur
• Extrêmement stable aux températures
• Testée catalyseurs
• Idéale pour embrayages à bain d‘huile (homologation JASO MA)
";;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;;;
;;Huile Scooter 2T;119,124;;;;;;;;;;;Motorex;Motorex;;;;;;;;10;;;;;;;"• Huile moteur semi-synthétique pour scooters 2 temps <br>
• également pour les moteurs à injection<br>
• formulation antifumée (Low Smoke)<br>
• réduit les dépôts de combustion<br>
• testée catalyseurs<br>
• performances optimales lors de démarrages à froid<br>
• pour lubrification par mélange ou séparé<br>
";;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;;;
;;Liquide de refroidissement COOLANT M 5.0 Hyprid-Technology ;119,124;;;;;;;;;;;Motorex;Motorex;;;;;;;;10;;;;;;;"• Excellente protection anticorrosion de tous les métaux et alliages du système de refroidissement<br>
• très bonne compatibilité avec les joints, tuyaux, élastomères et matières synthétiques usuelles <br>
• exempt de nitrite, phosphate et amine<br>
• stabilité chimique élevée<br>
• protège contre la surchauffe<br>
• durée d‘utilisation maximale 3 ans<br>
• stockage dans un emballage étanche à l‘air pour une durée jusqu‘à 5 ans<br>
";;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;;;
;;Huile Top Speed 4T;119,124;;;;;;;;;;;Motorex;Motorex;;;;;;;;10;;;;;;;"• SAE 10W/40 <br>
• Huile moteur haute performance synthétique moderne pour motos 4 temps<br>
• Meilleure protection contre l’usure<br>
• Particulièrement résistante aux températures élevées et au cisaillement<br>
• Réduit la consommation d’huile<br>
• Testée catalyseurs<br>
• Idéale pour embrayage à bain d’huile (JASO MA)<br>
";;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;;;
;;Huile de boîtes Gear Oil 10W/30;119,124;;;;;;;;;;;Motorex;Motorex;;;;;;;;10;;;;;;;"• SAE 10W/30<br>
• Excellent passage des vitesses à toutes les températures<br>
• Excellente protection anticorrosion<br>
• Répression prononcée de l‘effet moussant<br>
• Sécurité de lubrification optimale durant toute la durée d‘utilisation<br>
";;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;;;
;;Huile de fourches Racing Fork Oil 10W;119,124;;;;;;;;;;;Motorex;Motorex;;;;;;;;10;;;;;;;"• SAE 10W<br>
• Prévue pour toutes les fourches de motos à sollicitation maximale<br>
• Empêche les mouvements saccadés « stick-slip »<br>
• Réponse rapide de la fourche<br>
• Entretient et préserve les joints<br>
• Amortissement optimal à toutes les températures<br>
• Évite la formation de mousse<br>
";;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;;;
;;Huile de fourches Racing Fork Oil 5W;119,124;;;;;;;;;;;Motorex;Motorex;;;;;;;;10;;;;;;;"• SAE 5W<br>
• Prévue pour toutes les fourches de motos à sollicitation maximale<br>
• Empêche les mouvements saccadés « stick-slip »<br>
• Réponse rapide de la fourche<br>
• Entretient et préserve les joints<br>
• Amortissement optimal à toutes les températures<br>
• Évite la formation de mousse<br>
";;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;;;
;;Nettoyant Quick Cleaner;119,124;;;;;;;;;;;Motorex;Motorex;;;;;;;;10;;;;;;;"• Nettoyant rapide avec effet déperlant<br>
• Nettoie les plastiques, les visières, les déflecteurs d’air, les surfaces peintes et les métaux sans adjonction d’eau<br>
• Élimine les insectes, la saleté, les poussières, etc.<br>
• Nettoyage rapide et simple également en cours de route<br>
";;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;;;
;;Spray de protection et d'entretien Protect & Shine;119,124;;;;;;;;;;;Motorex;Motorex;;;;;;;;10;;;;;;;"• Pour toutes surfaces métalliques, chromées et vernies<br>
• Confère un brillant durable<br>
• Dépose un film lubrifiant<br>
• Excellente protection contre la corrosion<br>
";;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;;;
;;Spray de protection et d'entretien Moto Protect (360°);119,124;;;;;;;;;;;Motorex;Motorex;;;;;;;;10;;;;;;;"• Protection et entretien pour motos<br>
• Idéal lors d'immobilisations prolongées ou avant une utilisation en off road<br>
• Convient pour les vernis, le chrome et tous les métaux<br>
• Protège de la poussière et des salissures<br>
• Très bonne protection contre la corrosion grâce à un film d'huile fin <br>
• Facile à utiliser grâce à la bombe aérosol<br>
";;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;;;
;;Spay graisse à chaînes Chain Lube;119,124;;;;;;;;;;;Motorex;Motorex;;;;;;;;10;;;;;;;"• Lubrifiant blanc pour chaînes développé spécialement pour le quotidien et les grandes randonnées <br>
• Testé X-Ring, O-Ring et Z-Ring<br>
• Réduit l‘usure<br>
• Très bonne adhésion<br> 
• Absolument résistant aux rotations et pressions élevées<br>
• Résiste à l‘eau<br>
• Protège contre la corrosion <br>
";;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;;;
;;Masque cross ;;41.05;;;;;;;;;GOGGLECROS10;SIFAM;S-Line;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;rouge;
;;Masque cross ;;41.05;;;;;;;;;GOGGLECROS08;SIFAM;S-Line;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir-gris;
;;Masque cross ;;41.05;;;;;;;;;GOGGLECROS09;SIFAM;S-Line;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;blanc;
;;Masque cross ;;41.05;;;;;;;;;GOGGLECROS011;SIFAM;S-Line;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;bleu;
;;Masque cross ;;41.05;;;;;;;;;GOGGLECROS012;SIFAM;S-Line;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;orange;
;;Écran anti-buée ;;7.55;;;;;;;;;GOGGLEACC5;SIFAM;S-Line;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;transparent;
;;Roll'Off et écran;;49.7;;;;;;;;;GOGGLEACC9;SIFAM;S-Line;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;transparent;
;;Ensemble Pluie;;50.75;;;;;;;;;VESTRO2;SIFAM;S-Line;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;S (1 fois), M (1 fois), L (1 fois), XL (1 fois), XXL (1 fois);noir;
;;Ensemble 2 pièces Pluie;;37.8;;;;;;;;;VESTRO5;SIFAM;S-Line;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir;
;;Veste Pluie ;;27;;;;;;;;;VESTRO3;SIFAM;S-Line;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir;
;;Pantalon Pluie;;16.2;;;;;;;;;VESTRO4;SIFAM;S-Line;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;S (1 fois), M (1 fois), L (1 fois), XL (1 fois);noir;
;;Cagoule Hublot Coolmax;;14.05;;;;;;;;;CGO200;SIFAM;S-Line;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Cagoule Hublot Coton Noire;;9.7;;;;;;;;;CGO205;SIFAM;S-Line;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Cagoule Tour de cou;;8.65;;;;;;;;;CGO207;SIFAM;S-Line;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Ceinture dorsale;;16.2;;;;;;;;;CED100;SIFAM;S-Line;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;XS/S (1 fois), M/L (1 fois), XL/ XXL (1 fois);noir;
;;Tablier scooter Piaggio MP3 Touring 125/300/400;;142.55;;;;;;;;;COMBIPLUIE2;SIFAM;S-Line;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Tablier scooter Piaggio MP3 Urban 125/300/400;;142.55;;;;;;;;;COMBIEPLUIE3;SIFAM;S-Line;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Housse de selle 80x50cm;;16.2;;;;;;;;;VE401;SIFAM;S-Line;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;S/M (2 fois);noir;
;;Housse de selle 90x55cm;;17.3;;;;;;;;;VE402;SIFAM;S-Line;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;L/XL (2 fois);noir;
;;Housse de selle 120x65cm;;25.9;;;;;;;;;VE403;SIFAM;S-Line;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;XXL (2 fois);noir;
;;Surbottes;;27;;;;;;;;;VE103;SIFAM;S-Line;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;41 (1 fois), 42 (1 fois), 43 (1 fois);noir;
;;Housse Protection Pluie Universelle Scooter;;17.3;;;;;;;;;VE105;SIFAM;S-Line;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;gris;
;;Housse Protection Pluie Universelle Grand Quad;;27;;;;;;;;;VE109;SIFAM;S-Line;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;gris;
;;Housse Protection Pluie Qualité Moto;;83.15;;;;;;;;;VE111;SIFAM;Kyoto;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Tapis environnemental;;91.2;;;;;;;;;VE310;SIFAM;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Tente publicitaire;;214.9;;;;;;;;;VE320;SIFAM;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;"Lève moto ""Eko"" Cross";;48.6;;;;;;;;;LEV103;SIFAM;Kyoto;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Lève moto Universel Avant / Arrière;;62.65;;;;;;;;;LEV110;SIFAM;Kyoto;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Lève moto Universel Avant ;;42.1;;;;;;;;;LEV111;SIFAM;Kyoto;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Support Moto Béquille Centrale;;95.05;;;;;;;;;LEV400;SIFAM;Kyoto;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Béquille latérale amovible Cross et Enduro;;16.2;;;;;;;;;LEV500;SIFAM;Kyoto;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Sangle avec crochets;;25.9;;;;;;;;;SAN63003;SIFAM;SIFAM;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Sangle avec cliquets;;28.1;;;;;;;;;SAN63004;SIFAM;SIFAM;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Sangle avec cliquets;;25.9;;;;;;;;;SAN63005;SIFAM;SIFAM;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Tendeurs avec crochets;;5.4;;;;;;;;;SAN63006;SIFAM;SIFAM;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Filet de transport;;6.8;;;;;;;;;K305;SIFAM;SIFAM;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Coffret complet de sangles;;35.65;;;;;;;;;SAN63008;SIFAM;SIFAM;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Sangle avec crochet;;17.3;;;;;;;;;SAN63009;SIFAM;SIFAM;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Poignées chauffantes série 5000;;46.45;;;;;;;;;POI5000;SIFAM;Kyoto;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Top Case 46 Litres ;;86.4;;;;;;;;;KS46N;SIFAM;S-Line;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir mat;
;;Top Case 27 Litres ;;56.15;;;;;;;;;KS27N;SIFAM;S-Line;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir mat;
;;Filet de bagage;;6.8;;;;;;;;;K305;SIFAM;SIFAM;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
;;Top Case 28 litres;;80.5;;;;;;;;;K28N;SIFAM;Kappa;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir-platine;
;;Top Case 30 litres;;114.55;;;;;;;;;K30B;SIFAM;Kappa;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;blanc laqué-platine;
;;Top Case 35 litres;;111.15;;;;;;;;;K35N;SIFAM;Kappa;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir-platine;
;;Top Case 42 litres;;173.5;;;;;;;;;K42N;SIFAM;Kappa;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir-platine;
;;Top Case 46 Litres ;;229.05;;;;;;;;;K46N;SIFAM;Kappa;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir-platine;
;;Top Case 48 Litres ;;292.55;;;;;;;;;K48N;SIFAM;Kappa;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unisexe;;;;taille unique;noir;
