ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;;;;Weight;Quantity;;;;;;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out_of_stock;Advanced stock management;ID / Name of shop\'c2\'a0\;;;Car type casque;Car couleur;Car Ecran;Car public;Car Coque;Car Etancheite;Car Goretex;Att Taille;Att Couleur;Car HighTech (ou sous cat);;
10236;;Présentoir mural Allemand / Anglais.;;;;;;;;;;;;;;;;;;;;;;;;;;;Thème : GPS et Sécurité;"<b>Présentoir GPS-électrique / Sécurité-Ergonomie</b><br><br>Gamme complète de solutions pour GPS et système de sécurité pour moto. Les deux sujets peuvent être fixés sur un support double face ou sur deux supports en fonction de la disposition de votre showroom.<br><br> Produits de la face 1:<br><br><u>Thème GPS-électrique</u><br><br> <table width=593"" border=""1"" cellpadding=""0"" cellspacing=""0""> <tr bgcolor=""#CCCCCC""><th width=""180""><div align=""center"">Part number </div></th> <th width=""360""><div align=""center"">Description</div></th><th width=""45""><div align=""center"">Qty.</div></th> </tr><tr><td width=""180"">EMA.00.107.20000/B</td> <td width=""360"">Kit de connexion électrique universel</td><td><div align=""center"">1</div></td> </tr> <tr> <td width=""180"">GPS.00.308.30001/B</td><td width=""360"">Kit de support GPS Universel avec pochette Navi Pro S</td><td><div align=""center"">1</div></td> </tr> <tr> <td width=""180"">GPS.00.308.30201/B</td><td width=""360""> Kit de support GPS Universel avec pochette Navi Pro L</td><td><div align=""center"">1</div></td></tr> <tr> <td width=""180"">GPS.00.308.30300/B</td><td width=""360""> Kit de support GPS Universel RAM </td><td><div align=""center"">1</div></td> </tr> <tr> <td width=""180"">CPA.00.424.111</td><td width=""360"">Boule M8</td><td><div align=""center"">1</div></td> </tr> <tr><td width=""180"">GPS.00.646.20500/B</td><td width=""360"">Support pour iPhone 6</td><td><div align=""center"">1</div></td> </tr><tr><td width=""180"">GPS.00.646.20400/B</td><td width=""360"">Support pour Samsung Galaxy S5</td><td><div align=""center"">1</div></td></tr> <tr> <td width=""180"">BC.GPS.00.007.10000</td><td width=""360"">Pochette Navi Pro S</td><td><div align=""center"">1</div></td> </tr> <tr> <td width=""180"">BC.GPS.00.008.10000</td><td width=""360"">Pochette Navi Pro M</td><td><div align=""center"">1 </div></td> </tr><tr><td width=""180"">BC.GPS.00.009.10000</td><td width=""360"">Pochette Navi Pro L</td><td><div align=""center"">1</div></td> </tr> <tr> <td width=""180"">GPS.00.646.20200/B</td><td width=""360"">Support pour iPhone 5 / 5s</td><td><div align=""center"">1</div></td> </tr><tr><td width=""180"">GPS.00.308.10500/B</td><td width=""360"">Clips de fixation GPS</td><td><div align=""center"">1</div></td> </tr><tr><td width=""180"">EMA.00.107.10200</td><td width=""360"">Support prise allume cigare avec câblage</td><td><div align=""center"">1</div></td></tr><tr><td width=""180"">EMA.00.107.11300</td><td width=""360"">Double port USB avec câblage</td><td><div align=""center"">1</div></td> </tr> <tr> <td width=""180"">CPA.00.006.16000/B</td><td width=""360"">Support de prise allume cigare</td><td><div align=""center"">1</div></td></tr><tr><td width=""180"">EMA.00.107.12000</td><td width=""360"">Chargeur allume-cigare double USB<td><div align=""center"">1</div></td> </tr><tr><td width=""180"">EMA.00.107.12100</td><td width=""360"">Adaptateur de prise allume-cigare normalisée DIN</td><td><div align=""center"">1</div></td></tr><tr><td>EMA.00.107.11700</td><td>Prise électrique avec câble 100 cm </td><td><div align=""center"">1</div></td></tr><tr><td>EMA.00.107.10301</td><td>Prise adaptateur pour mini USB</td><td><div align=""center"">1</div></td><tr><td width=""180"">EMA.00.107.11400</td><td width=""360"">Chargeur Micro USB </td><td><div align=""center"">1</div></td></table><br> <br> Produits de la face 2:<br> <br> <u>Thème sécurité et Ergonomie </u><br><br> <table width=""593"" border=""1"" cellpadding=""0"" cellspacing=""0""><tr bgcolor=""#CCCCCC""><th width=""180""><div align=""center"">Part number </div></th> <th width=""360"">Description</th><th width=""45"" align=""center"">Qty.</th></tr><tr><td>NSW.00.004.10100/S</td><td>Feux antibrouillard HAWK Gris</td><td><div align=""center"">1</div></td></tr><tr><td>NSW.00.004.10300/S</td><td>Feux HAWK Gris </td><td><div align=""center"">1</div></td></tr><tr><td>NSW.00.004.10300/B</td><td>Feux HAWK Noir</td><td><div align=""center"">1</div></td></tr><tr><td>NSW.00.004.13000/B</td><td>Fixation pour feux HAWK </td><td><div align=""center"">1</div></td></tr><tr><td>NSW.00.004.10400/B</td><td>Feux HAWK LED Offroad Noir</td><td><div align=""center"">1</div></td></tr><tr><td width=""180"">NSW.00.004.10500/B</td><td width=""360"">Feux antibrouillard HAWK LED Noir </td><td><div align=""center"">1</div></td></tr><tr><td>LEH.00.039.150/30/S</td><td>Réhausse guidon 30mm guidon</td><td align=""center"">1</td></tr><tr><td>LEH.00.039.150/30/B</td><td>Réhausse guidon 30mm Noir </td><td align=""center"">1</td></tr><tr><td>LEH.00.039.152/S</td><td>Réhausse guidon gris</td><td><div align=""center"">1</div></td></tr><tr><td>LEH.00.039.152/B</td><td>Réhausse guidon Noir </td><td><div align=""center"">1</div></td></tr><tr><td width=""180"">AIR.00.495.10000/B</td><td width=""360"">TRAVELLER PRO Coussin </td><td><div align=""center"">1</div></td></tr><tr><td width=""180"">AIR.00.495.10100/B</td><td width=""360"">TRAVELLER ECO Coussin</td><td><div align=""center"">1</div></td></tr><tr><td width=""180"">LEH.00.039.20000/B</td><td width=""360"">Réhausse guidon 28 mm / Noir </td><td><div align=""center"">1</div></td></tr><tr><td width=""180"">LEH.00.039.20000/S</td><td width=""360"">Réhausse guidon 28 mm / gris </td><td><div align=""center"">1</div></td></tr><tr><td width=""180"">LEH.00.039.20300/B</td><td width=""360"">Réhausse guidon 28 mm / Up 30mm Noir </td><td><div align=""center"">1</div></td></tr><tr><td width=""180"">LEH.00.039.20300/S</td><td width=""360"">Réhausse guidon de 28 mm / à 30mm gris </td><td align=""center"">1</td></tr></table><br><br>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10237;;Présentoir mural Allemand / Anglais.;;;;;;;;;;;;;;;;;;;;;;;;;;;Thème : Sacoche de selle et sac à dos;"<b>Présentoir de Sacoche de selles / Sac à dos</b><br><br>Présentoir de la gamme de Sacoche de selles et de Sac à dos. Chaque face de présentoir contient un thème différent.<br><br> Produit de la face 1:<br> <br> <u>Thème Sacoche de selles</u><br><br><table width=566"" border=""1"" cellpadding=""0"" cellspacing=""0""><tr bgcolor=""#CCCCCC""><th width=""180""><div align=""center"">Part number </div></th><th width=""297""><div align=""center"">Description</div></th><th width=""81""><div align=""center"">Qty.</div></th></tr><tr><td width=""180"">BC.HTA.00.302.10000</td><td width=""297"">Sacoche de selle Racepack </td><td width=""81""><div align=""center"">1</div></td></tr><tr><td width=""180"">BC.HTA.00.304.10000</td><td width=""297"">Sacoche de selle Rearbag </td><td width=""81""><div align=""center"">1</div></td></tr><tr><td width=""180"">BC.HTA.00.306.10000</td><td width=""297"">Sacoche de selle Cargobag </td><td width=""81""><div align=""center"">1</div></td></tr><tr><td>BC.HTA.00.307.10000</td><td>Sacoche de selle Slipstream </td><td><div align=""center"">1</div></td></tr><tr><td>BC.HTA.00.350.10000</td><td>Sacoche de selle Tentbag</td><td><div align=""center"">1</div></td></tr><tr><td>BC.LOC.00.001.10000/B</td><td>Cadenas moto</td><td><div align=""center"">1</div></td></tr><tr><td>BC.LOC.00.002.10000/B</td><td>Câble antivol 50 cm </td><td><div align=""center"">1</div></td></tr><tr><td width=""180"">BC.LOC.00.003.10000/B</td><td width=""297"">Câble antivol 100 cm </td><td width=""81""><div align=""center"">1</div></td></tr></table><br><br>Produits de la face 2:<br> <br> <u>Thème Sac à dos</u><br><br><table width=""566"" border=""1"" cellpadding=""0"" cellspacing=""0""><tr bgcolor=""#CCCCCC""><th width=""180""><div align=""center"">Part number </div></th><th width=""297""><div align=""center"">Description</div></th><th width=""81""><div align=""center"">Qty.</div></th></tr><tr><td width=""180"">BC.HTA.00.303.10000</td><td width=""297"">Sac à dos / Sacoche de selle Jetpack </td><td width=""81""><div align=""center"">1</div></td></tr><tr><td width=""180"">BC.WPB.00.003.10001</td><td width=""297"">Sac à dos Baracuda </td><td width=""81""><div align=""center"">1</div></td></tr><tr><td width=""180"">BC.WPB.00.004.10001</td><td width=""297"">Sac à dos Triton</td><td width=""81""><div align=""center"">1</div></td></tr><tr><td>BC.RUC.00.002.10000</td><td>Sac à dos Racer</td><td><div align=""center"">1</div></td></tr><tr><td>BC.RUC.00.001.10000</td><td>Sac à dos Trooper</td><td><div align=""center"">1</div></td></tr></table>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10238;;Présentoir Allemand / Anglais. Mur;;;;;;;;;;;;;;;;;;;;;;;;;;;Thème : sacoche réservoir EVO et ION.;"<b>Présentoir de sacoche réservoir EVO et ION</b><br><br>Présentoir de la gamme des sacoches réservoir EVO et ION. Chaque face de présentoir contient un thème différent <br><br>Produits de la face 1:<br> <br><u>Thème sacoche réservoir QUICK-LOCK EVO </u><br><br><table width=613"" border=1 cellpadding=""0"" cellspacing=""0""><tr bgcolor=""#CCCCCC""><th width=""180""><div align=""center"">Part number</div></th><th width=""380""><div align=""center"">Description</div></th><th width=""45""><div align=""center"">Qty.</div></th><tr><td width=""180"">BC.TRS.00.101.20000</td><td width=""380"">QUICK-LOCK EVO Sport</td><td width=""45""><div align=""center"">1</div></td></tr><tr><td width=""180"">BC.TRS.00.102.20000</td><td width=""380"">QUICK-LOCK EVO Trial </td><td width=""45""><div align=""center"">1</div></td></tr><tr><td width=""180"">BC.TRS.00.103.20000</td><td width=""380"">QUICK-LOCK EVO GS </td><td width=""45""><div align=""center"">1</div></td></tr><tr><td width=""180"">BC.TRS.00.104.20000</td><td width=""380"">QUICK-LOCK EVO City </td><td width=""45""><div align=""center"">1</div></td></tr><tr><td width=""180"">BC.TRS.00.107.20000</td><td width=""380"">QUICK-LOCK EVO Engage</td><td width=""45""><div align=""center"">1</div></td></tr><tr><td width=""180"">BC.TRS.00.108.20000</td><td width=""380"">QUICK-LOCK EVO Daypack </td><td width=""45""><div align=""center"">1</div></td></tr><tr><td width=""180"">BC.TRS.00.110.20000</td><td width=""380"">QUICK-LOCK EVO Micro</td><td width=""45""><div align=""center"">1</div></td></tr><tr><td width=""180"">TRT.00.640.20000/B</td><td width=""380"">Goupille de verrouillage</td><td width=""45""><div align=""center"">1</div></td></tr><tr>     <td>BC.WPB.00.012.20000</td><td>Sacoche r&eacute";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10239;;Présentoir mural - Allemand / Anglais;;;;;;;;;;;;;;;;;;;;;;;;;;;Thème ALU-RACK/QUICK-LOCK EVO et valises.;"<p>Présentoir pour ALU-RACK / BAGAGERIE </p> <p>Solution de bagages Valises et Topcases. <br />Large variété de bagages avec diffèrents matériaux comme l' Aluminium, ABS, le Synthétique ou le Nylon<br /> pour chaque type de besoin. Les deux faces contiennent des produits. <br />Le présentoir s'adapte à l'organisation de votre showroom. <br /><br>Produits de la face 1:<br><br><u>Thème ALU-RACK </u></p> <table width=585"" border=1 cellpadding=""0"" cellspacing=""0""> <tr bgcolor=""#CCCCCC""> <th width=""180""><div align=""center"">Part number</div></th> <th width=""360""><div align=""center"">Description</div></th> <th width=""45""><div align=""center"">Qty</div></th> </tr> <tr> <td width=""180"">ALK.00.165.15000/S</td> <td width=""360"">Valise TraX® EVO ALU Topcase </td> <td width=""45""><div align=""center"">1</div></td> </tr> <tr> <td width=""180"">TCM.00.763.10000/B</td> <td width=""360"">T-RaY Topcase L Noir</td> <td width=""45""><div align=""center"">1</div></td> </tr> <tr> <td width=""180"">BCK.HTA.00.042.10001</td> <td width=""360"">Sacoche de selle Rackpack </td> <td width=""45""><div align=""center"">1</div></td> </tr> </table> <br><br> Produits de la face 2:<br> <br> <u>Thème Bagagerie </u><br> <br><table width=""585"" border=1 cellpadding=""0"" cellspacing=""0""> <tr bgcolor=""#CCCCCC""> <th width=""180""><div align=""center"">Part number</div></th> <th width=""360""><div align=""center"">Description</div></th> <th width=""45""><div align=""center"">Qty</div></th> </tr> <tr> <td width=""180"">BC.HTA.00.740.001R</td> <td width=""360"">Support Sport </td> <td width=""45""><div align=""center"">1</div></td> </tr> <tr> <td width=""180"">ALK.00.165.11000R/B</td> <td width=""360"">Valise TraX® EVO ALU M </td> <td width=""45""><div align=""center"">1</div></td> </tr> <tr> <td width=""180"">BC.HTA.00.675.10000/B</td> <td width=""360"">Valises AERO ABS </td> <td width=""45""><div align=""center"">1</div></td> </tr> </table>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10240;;Présentoir Allemand / Anglais;;;;;;;;;;;;;;;;;;;;;;;;;;;Thème ALU-RACK/QUICK-LOCK EVO et valises.;"<p>Présentoir pour ALU-RACK / BAGAGERIE </p> <p>Solution de bagages Valises et Topcases. <br />Large variété de bagages avec diffèrents matériaux comme l' Aluminium, ABS, le Synthétique ou le Nylon<br /> pour chaque type de besoin. Les deux faces contiennent des produits. <br />Le présentoir s'adapte à l'organisation de votre showroom. <br /><br>Produits de la face 1:<br><br><u>Thème ALU-RACK </u></p> <table width=585"" border=1 cellpadding=""0"" cellspacing=""0""> <tr bgcolor=""#CCCCCC""> <th width=""180""><div align=""center"">Part number</div></th> <th width=""360""><div align=""center"">Description</div></th> <th width=""45""><div align=""center"">Qty</div></th> </tr> <tr> <td width=""180"">ALK.00.165.15000/S</td> <td width=""360"">Valise TraX® EVO ALU Topcase </td> <td width=""45""><div align=""center"">1</div></td> </tr> <tr> <td width=""180"">TCM.00.763.10000/B</td> <td width=""360"">T-RaY Topcase L Noir</td> <td width=""45""><div align=""center"">1</div></td> </tr> <tr> <td width=""180"">BCK.HTA.00.042.10001</td> <td width=""360"">Sacoche de selle Rackpack </td> <td width=""45""><div align=""center"">1</div></td> </tr> </table> <br><br> Produits de la face 2:<br> <br> <u>Thème Bagagerie </u><br> <br><table width=""585"" border=1 cellpadding=""0"" cellspacing=""0""> <tr bgcolor=""#CCCCCC""> <th width=""180""><div align=""center"">Part number</div></th> <th width=""360""><div align=""center"">Description</div></th> <th width=""45""><div align=""center"">Qty</div></th> </tr> <tr> <td width=""180"">BC.HTA.00.740.001R</td> <td width=""360"">Support Sport </td> <td width=""45""><div align=""center"">1</div></td> </tr> <tr> <td width=""180"">ALK.00.165.11000R/B</td> <td width=""360"">Valise TraX® EVO ALU M </td> <td width=""45""><div align=""center"">1</div></td> </tr> <tr> <td width=""180"">BC.HTA.00.675.10000/B</td> <td width=""360"">Valises AERO ABS </td> <td width=""45""><div align=""center"">1</div></td> </tr> </table>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10242;;EGO Handguard Kit;;;;;;;;;;;;;;;;;;;;;;;;;;;Black. Includes mounting hardware for 22 mm bar.;"<span style=font-size:18px""><b>EGO Handguard Kit</b></span><ul><li>Aluminium Backbone with integrated plastic guard (L/R)</li><li>Includes mounting hardware</li><li>For 22mm handlebars</li></ul><u>Available in:</u><br><i><b>Black, Blue, Green, Red, White, Yellow</b></i>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10247;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10248;;Protège-mains EGO avec coques;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Sans kit de fixation.;"<span style=font-Taille :18px""><b>Protège-mains EGO avec Coque de protection</b></span><ul><li>Structure en aluminium avec coque en plastique (G/D)</li><li>Fixation <i><b>non incluse</b></i></li></ul><u>Disponible en : </u><br><i><b>Noir, Bleu, Vert, Orange, Rouge, Blanc, Jaune</b></i>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10249;;Protège-mains EGO avec coques;;;;;;;;;;;;;;;;;;;;;;;;;;;Bleu. Sans kit de fixation.;"<span style=font-Taille :18px""><b>Protège-mains EGO avec Coque de protection</b></span><ul><li>Structure en aluminium avec coque en plastique (G/D)</li><li>Fixation <i><b>non incluse</b></i></li></ul><u>Disponible en : </u><br><i><b>Noir, Bleu, Vert, Orange, Rouge, Blanc, Jaune</b></i>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10250;;Protège-mains EGO avec coques;;;;;;;;;;;;;;;;;;;;;;;;;;;Vert. Sans kit de fixation.;"<span style=font-Taille :18px""><b>Protège-mains EGO avec Coque de protection</b></span><ul><li>Structure en aluminium avec coque en plastique (G/D)</li><li>Fixation <i><b>non incluse</b></i></li></ul><u>Disponible en : </u><br><i><b>Noir, Bleu, Vert, Orange, Rouge, Blanc, Jaune</b></i>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10251;;Protège-mains EGO avec coques;;;;;;;;;;;;;;;;;;;;;;;;;;;Orange. Sans kit de fixation.;"<span style=font-Taille :18px""><b>Protège-mains EGO avec Coque de protection</b></span><ul><li>Structure en aluminium avec coque en plastique (G/D)</li><li>Fixation <i><b>non incluse</b></i></li></ul><u>Disponible en : </u><br><i><b>Noir, Bleu, Vert, Orange, Rouge, Blanc, Jaune</b></i>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10252;;Protège-mains EGO avec coques;;;;;;;;;;;;;;;;;;;;;;;;;;;Rouge. Sans kit de fixation.;"<span style=font-Taille :18px""><b>Protège-mains EGO avec Coque de protection</b></span><ul><li>Structure en aluminium avec coque en plastique (G/D)</li><li>Fixation <i><b>non incluse</b></i></li></ul><u>Disponible en : </u><br><i><b>Noir, Bleu, Vert, Orange, Rouge, Blanc, Jaune</b></i>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10253;;Protège-mains EGO avec coques;;;;;;;;;;;;;;;;;;;;;;;;;;;Blanc. Sans kit de fixation.;"<span style=font-Taille :18px""><b>Protège-mains EGO avec Coque de protection</b></span><ul><li>Structure en aluminium avec coque en plastique (G/D)</li><li>Fixation <i><b>non incluse</b></i></li></ul><u>Disponible en : </u><br><i><b>Noir, Bleu, Vert, Orange, Rouge, Blanc, Jaune</b></i>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10254;;Protège-mains EGO avec coques;;;;;;;;;;;;;;;;;;;;;;;;;;;Jaune. Sans kit de fixation.;"<span style=font-Taille :18px""><b>Protège-mains EGO avec Coque de protection</b></span><ul><li>Structure en aluminium avec coque en plastique (G/D)</li><li>Fixation <i><b>non incluse</b></i></li></ul><u>Disponible en : </u><br><i><b>Noir, Bleu, Vert, Orange, Rouge, Blanc, Jaune</b></i>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10255;;Coques EGO de remplacement;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir.;"<span style=font-Taille :18px""><b>Coque de remplacement EGO </b></span><ul><li>EGO Protège-mains plastique (G/D)</li><li>Matériel de fixation <b>non inclus</b></li></ul><b>Disponible en:</b><ul><li>Noir, Bleu, Vert, Orange, Rouge, Blanc, Jaune</li></ul>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10256;;Coques EGO de remplacement;;;;;;;;;;;;;;;;;;;;;;;;;;;Bleu.;"<span style=font-Taille :18px""><b>Coque de remplacement EGO </b></span><ul><li>EGO Protège-mains plastique (G/D)</li><li>Matériel de fixation<i><b>non inclus</b></i></li></ul><u>Disponible en:</u><br><i><b>Noir, Bleu, Vert, Orange, Rouge, Blanc, Jaune</b></i>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10257;;Coques EGO de remplacement;;;;;;;;;;;;;;;;;;;;;;;;;;;Vert.;"<span style=font-Taille :18px""><b>Coque de remplacement EGO </b></span><ul><li>EGO Protège-mains plastique (G/D)</li><li>Matériel de fixation<i><b>non inclus</b></i></li></ul><u>Disponible en:</u><br><i><b>Noir, Bleu, Vert, Orange, Rouge, Blanc, Jaune</b></i>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10258;;Coques EGO de remplacement;;;;;;;;;;;;;;;;;;;;;;;;;;;Orange.;"<span style=font-Taille :18px""><b>Coque de remplacement EGO </b></span><ul><li>EGO Protège-mains plastique (G/D)</li><li>Matériel de fixation<i><b>non inclus</b></i></li></ul><u>Disponible en:</u><br><i><b>Noir, Bleu, Vert, Orange, Rouge, Blanc, Jaune</b></i>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10259;;Coques EGO de remplacement;;;;;;;;;;;;;;;;;;;;;;;;;;;Rouge.;"<span style=font-Taille :18px""><b>Coque de remplacement EGO </b></span><ul><li>EGO Protège-mains plastique (G/D)</li><li>Matériel de fixation<i><b>non inclus</b></i></li></ul><u>Disponible en:</u><br><i><b>Noir, Bleu, Vert, Orange, Rouge, Blanc, Jaune</b></i>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10260;;Coques EGO de remplacement;;;;;;;;;;;;;;;;;;;;;;;;;;;Blanc.;"<span style=font-Taille :18px""><b>Coque de remplacement EGO </b></span><ul><li>EGO Protège-mains plastique (G/D)</li><li>Matériel de fixation <b>non inclus</b></li></ul><b>Disponible en:</b><ul><li>Noir, Bleu, Vert, Orange, Rouge, Blanc, Jaune</li></ul>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10261;;Coques EGO de remplacement;;;;;;;;;;;;;;;;;;;;;;;;;;;Jaune.;"<span style=font-Taille :18px""><b>Coque de remplacement EGO </b></span><ul><li>EGO Protège-mains plastique (G/D)</li><li>Matériel de fixation<i><b>non inclus</b></i></li></ul><u>Disponible en:</u><br><i><b>Noir, Bleu, Vert, Orange, Rouge, Blanc, Jaune</b></i>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10262;;protège-mains mini EGO avec arceau;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. kit de fixation pour guidon de 22mm inclus;"<span style=font-Taille :18px""><b>Kit Protège-mains Mini EGO</b></span><ul><li>Structure en aluminium avec coques plastique (G/D)</li><li>Avec système de fixation</li><li>Pour guidon de diamètre 22mm </li><li>Pour les Minimoto , 80/85 cc Dirtbike Pitbike</li></ul><b>Disponible en:</b><ul><li>Noir, Bleu, Vert, Orange, Rouge, Blanc, Jaune</li></ul>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10263;;protège-mains mini EGO avec arceau;;;;;;;;;;;;;;;;;;;;;;;;;;;Bleu. kit de fixation pour 22 mm guidon inclue;"<span style=font-Taille :18px""><b>Kit Protège-mains Mini EGO</b></span><ul><li>Structure en aluminium avec coques plastique (G/D)</li><li>Avec système de fixation</li><li>Pour guidon de diamètre 22mm </li><li>Pour les Minimoto , 80/85 cc Dirtbike Pitbike</li></ul><u>Disponible en:</u><br><i><b>Noir, Bleu, Vert, Orange, Rouge, Blanc, Jaune</b></i>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10264;;Protège-mains mini EGO avec arceau;;;;;;;;;;;;;;;;;;;;;;;;;;;Vert. kit de fixation pour 22 mm guidon inclue;"<span style=font-Taille :18px""><b>Kit Protège-mains Mini EGO</b></span><ul><li>Structure en aluminium avec coques plastique (G/D)</li><li>Avec système de fixation</li><li>Pour guidon de diamètre 22mm </li><li>Pour les Minimoto , 80/85 cc Dirtbike Pitbike</li></ul><u>Disponible en:</u><br><i><b>Noir, Bleu, Vert, Orange, Rouge, Blanc, Jaune</b></i>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10265;;protège-mains mini EGO avec arceau;;;;;;;;;;;;;;;;;;;;;;;;;;;Orange. kit de fixation pour 22 mm guidon inclue;"<span style=font-Taille :18px""><b>Kit Protège-mains Mini EGO</b></span><ul><li>Structure en aluminium avec coques plastique (G/D)</li><li>Avec système de fixation</li><li>Pour guidon de diamètre 22mm </li><li>Pour les Minimoto , 80/85 cc Dirtbike Pitbike</li></ul><u>Disponible en:</u><br><i><b>Noir, Bleu, Vert, Orange, Rouge, Blanc, Jaune</b></i>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10266;;protège-mains mini EGO avec arceau;;;;;;;;;;;;;;;;;;;;;;;;;;;Rouge. kit de fixation pour 22 mm guidon inclue;"<span style=font-Taille :18px""><b>Kit Protège-mains Mini EGO</b></span><ul><li>Structure en aluminium avec coques plastique (G/D)</li><li>Avec système de fixation</li><li>Pour guidon de diamètre 22mm </li><li>Pour les Minimoto , 80/85 cc Dirtbike Pitbike</li></ul><u>Disponible en:</u><br><i><b>Noir, Bleu, Vert, Orange, Rouge, Blanc, Jaune</b></i>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
