id;Active (0/1);Name *;Categories;Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);SKU;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;Minimal quantity;Visibility;Additional shipping cost;Unity;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);url strt;url end;image url;Delete existing images (0 = No, 1 = Yes);Filtre 1;Filtre 2;Filtre 3;Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse
100590;0;Arrow Ktm;433;137.96;1;103.47;1;;;;;55059CR;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Sx65 '10/11 Titanium Minithunder Silencer ;<ul><li>Interchangeable With Original Exhaust</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;0;http://prestashop.vs1.details.cognix-systems.net/img/import/0;0;KTM;Offroad / Enduro;Racing;Compatibilité marque:KTM:1,Utilisation:Offroad / Enduro:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100591;1;Arrow Zubehör;433;72.22;1;54.17;1;;;;;59001AR;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Cylinder Aluminium Silencer Diam. 20 Mm;;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;59001AR_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/59001AR_0.jpg;0;Accessoires;Silencieux universel;;Compatibilité marque:Accessoires:1,Utilisation:Silencieux universel:2,Homologation::3;1;new;0;0;0;0;0;0;0;0
100592;1;Arrow Zubehör;433;72.22;1;54.17;1;;;;;59002AR;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Elliptical Aluminium Silencer Diam. 20 Mm;;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;59002AR_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/59002AR_0.jpg;0;Accessoires;Silencieux universel;;Compatibilité marque:Accessoires:1,Utilisation:Silencieux universel:2,Homologation::3;1;new;0;0;0;0;0;0;0;0
100593;1;Arrow Zubehör;433;72.22;1;54.17;1;;;;;59003AR;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Cylinder Aluminium Silencer Diam. 22 Mm;;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;59003AR_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/59003AR_0.jpg;0;Accessoires;Silencieux universel;;Compatibilité marque:Accessoires:1,Utilisation:Silencieux universel:2,Homologation::3;1;new;0;0;0;0;0;0;0;0
100594;1;Arrow Zubehör;433;72.22;1;54.17;1;;;;;59004AR;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Elliptical Aluminium Silencer Diam. 22 Mm;;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;59004AR_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/59004AR_0.jpg;0;Accessoires;Silencieux universel;;Compatibilité marque:Accessoires:1,Utilisation:Silencieux universel:2,Homologation::3;1;new;0;0;0;0;0;0;0;0
100595;1;Arrow Zubehör;433;72.22;1;54.17;1;;;;;59005AR;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Cylinder Aluminium Silencer Diam. 24 Mm;;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;59005AR_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/59005AR_0.jpg;0;Accessoires;Silencieux universel;;Compatibilité marque:Accessoires:1,Utilisation:Silencieux universel:2,Homologation::3;1;new;0;0;0;0;0;0;0;0
100596;1;Arrow Zubehör;433;72.22;1;54.17;1;;;;;59006AR;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Elliptical Aluminium Silencer Diam. 24 Mm;;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;59006AR_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/59006AR_0.jpg;0;Accessoires;Silencieux universel;;Compatibilité marque:Accessoires:1,Utilisation:Silencieux universel:2,Homologation::3;1;new;0;0;0;0;0;0;0;0
100597;1;Arrow Zubehör;433;72.22;1;54.17;1;;;;;59007AR;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Cylinder Aluminium Silencer Diam. 26 Mm;;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;59007AR_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/59007AR_0.jpg;0;Accessoires;Silencieux universel;;Compatibilité marque:Accessoires:1,Utilisation:Silencieux universel:2,Homologation::3;1;new;0;0;0;0;0;0;0;0
100598;1;Arrow Zubehör;433;72.22;1;54.17;1;;;;;59008AR;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Elliptical Aluminium Silencer Diam. 26 Mm;;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;59008AR_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/59008AR_0.jpg;0;Accessoires;Silencieux universel;;Compatibilité marque:Accessoires:1,Utilisation:Silencieux universel:2,Homologation::3;1;new;0;0;0;0;0;0;0;0
100599;1;Arrow Zubehör;433;72.22;1;54.17;1;;;;;59009AR;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Cylinder Shape Aluminium Silencer Diam. 28 Mm;;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;59009AR_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/59009AR_0.jpg;0;Accessoires;Silencieux universel;;Compatibilité marque:Accessoires:1,Utilisation:Silencieux universel:2,Homologation::3;1;new;0;0;0;0;0;0;0;0
100600;1;Arrow Zubehör;433;72.22;1;54.17;1;;;;;59010AR;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Elliptical Aluminium Silencer Diam. 28 Mm;;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;59010AR_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/59010AR_0.jpg;0;Accessoires;Silencieux universel;;Compatibilité marque:Accessoires:1,Utilisation:Silencieux universel:2,Homologation::3;1;new;0;0;0;0;0;0;0;0
100601;1;Arrow Zubehör;433;72.22;1;54.17;1;;;;;59011AR;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Cylinder Aluminium Silencer Diam. 30 Mm;;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;59011AR_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/59011AR_0.jpg;0;Accessoires;Silencieux universel;;Compatibilité marque:Accessoires:1,Utilisation:Silencieux universel:2,Homologation::3;1;new;0;0;0;0;0;0;0;0
100602;1;Arrow Zubehör;433;72.22;1;54.17;1;;;;;59012AR;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Elliptical Aluminium Silencer Diam. 22 Mm;;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;59012AR_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/59012AR_0.jpg;0;Accessoires;Silencieux universel;;Compatibilité marque:Accessoires:1,Utilisation:Silencieux universel:2,Homologation::3;1;new;0;0;0;0;0;0;0;0
100603;1;Arrow Zubehör;433;120.37;1;90.28;1;;;;;59013AR;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Cylindrical Carbon Silencer Diam. 22 Mm;;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;59013AR_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/59013AR_0.jpg;0;Accessoires;Silencieux universel;;Compatibilité marque:Accessoires:1,Utilisation:Silencieux universel:2,Homologation::3;1;new;0;0;0;0;0;0;0;0
100604;1;Arrow Zubehör;433;120.37;1;90.28;1;;;;;59014AR;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Cylindrical Carbon Silencer Diam. 24 Mm;;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;59014AR_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/59014AR_0.jpg;0;Accessoires;Silencieux universel;;Compatibilité marque:Accessoires:1,Utilisation:Silencieux universel:2,Homologation::3;1;new;0;0;0;0;0;0;0;0
100605;1;Arrow Zubehör;433;120.37;1;90.28;1;;;;;59015AR;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Cylindrical Carbon Silencer Diam. 26 Mm;;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;59015AR_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/59015AR_0.jpg;0;Accessoires;Silencieux universel;;Compatibilité marque:Accessoires:1,Utilisation:Silencieux universel:2,Homologation::3;1;new;0;0;0;0;0;0;0;0
100606;1;Arrow Bmw;433;452.78;1;339.59;1;;;;;71001GP;;Freidig;Arrow;;;;;;;;0.00;;both;;;;S1000Rr '09-10 Gp2 Racing Titanium Silencer;;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71001GP_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71001GP_0.jpg;0;BMW;Street;Racing;Compatibilité marque:BMW:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100607;1;Arrow Yamaha;433;452.78;1;339.59;1;;;;;71002GP;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Yzf R6 '08/10 Gp2 Racing Titanium Silencer ;<ul><li>With Steel Mid Pipe</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71002GP_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71002GP_0.jpg;0;Yamaha;Street;Racing;Compatibilité marque:Yamaha:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100608;1;Arrow Honda;433;452.78;1;339.59;1;;;;;71003GP;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Cbr1000Rr '08-10 Titanium Gp2 Silencer;<ul><li>With Steel Mid-Pipe</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71003GP_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71003GP_0.jpg;0;Honda;Street;Racing;Compatibilité marque:Honda:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100609;1;Arrow Kawasaki;433;452.78;1;339.59;1;;;;;71004GP;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Zx-10R '08-10 Titanium Silencer;<ul><li>With Stailess Steel Mid-Pipe</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71004GP_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71004GP_0.jpg;0;Kawasaki;Street;Racing;Compatibilité marque:Kawasaki:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100610;1;Arrow Kawasaki;433;452.78;1;339.59;1;;;;;71005GP;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Zx-6R '09-10 Titanium Silencer;<ul><li>With Stainless Steel Mid-Pipe</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71005GP_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71005GP_0.jpg;0;Kawasaki;Street;Racing;Compatibilité marque:Kawasaki:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100611;1;Arrow Suzuki;433;452.78;1;339.59;1;;;;;71006GP;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Gsx-R600 '11 Titanium Gp2 Silencer ;<ul><li>With Racing Mid-Pipe</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71006GP_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71006GP_0.jpg;0;Suzuki;Street;Racing;Compatibilité marque:Suzuki:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100612;1;Arrow Kawasaki;433;452.78;1;339.59;1;;;;;71007GP;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Zx-10R '11 Titanium Gp2 Silencer;<ul><li>With Mid-Pipe </li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71007GP_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71007GP_0.jpg;0;Kawasaki;Street;Racing;Compatibilité marque:Kawasaki:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100613;1;Arrow Suzuki;433;452.78;1;339.59;1;;;;;71008GP;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Gsx-R1000 '12 Titanium Gp2 Silencer;;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71008GP_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71008GP_0.jpg;0;Suzuki;Street;Racing;Compatibilité marque:Suzuki:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100614;0;Arrow Honda;433;452.78;1;339.59;1;;;;;71010GP;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Cbr1000Rr '14 Gp2 Titanium Silencer;<ul><li>With Steel Link Pipe</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;0;http://prestashop.vs1.details.cognix-systems.net/img/import/0;0;Honda;Street;Racing;Compatibilité marque:Honda:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100615;1;Arrow Bmw;433;452.78;1;339.59;1;;;;;71011GP;;Freidig;Arrow;;;;;;;;0.00;;both;;;;S1000R '14 Gp2 Titanium Silencer;<ul><li>With Steel Link Pipe</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71011GP_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71011GP_0.jpg;0;BMW;Street;Racing;Compatibilité marque:BMW:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100616;1;Arrow Honda / Ktm;433;397.22;1;297.92;1;;;;;71012GP;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Cbr300R '14 / Rc125 '15 / Rc390 '15 Gp2 Titanium Silencer ;<ul><li>With Steel Link Pipe</li><li></li><li>++Accessoire Nécessaire++ </li><li>Cbr300R '14: 71616Mi+11019Kz</li><li>Rc125 '15 / Rc390 '15: 71619Mi+11010Kz</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71012GP_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71012GP_0.jpg;0;Honda;Street;Racing;Compatibilité marque:Honda:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100617;1;Arrow Honda / Ktm;433;295.37;1;221.53;1;;;;;71012GPI;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Cbr300R '14 / Rc125 '15 / Rc390 '15 Gp2 Gp2 Steel Dark Silencer;<ul><li>With Steel Link Pipe</li><li></li><li>++Accessoire Nécessaire++ </li><li>Cbr300R '14: 71616Mi+11019Kz</li><li>Rc125 '15 / Rc390 '15: 71619Mi+11010Kz</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71012GPI_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71012GPI_0.jpg;0;Honda;Street;Racing;Compatibilité marque:Honda:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100618;1;Arrow Bmw;433;452.78;1;339.59;1;;;;;71013GP;;Freidig;Arrow;;;;;;;;0.00;;both;;;;S1000Rr '15 Gp2 Full Titanium Silencer With Link Pipe;;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71013GP_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71013GP_0.jpg;0;BMW;Street;Racing;Compatibilité marque:BMW:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100619;1;Arrow Bmw;433;350.93;1;263.20;1;;;;;71013GPI;;Freidig;Arrow;;;;;;;;0.00;;both;;;;S1000Rr '15 Gp2 Steel Dark Silencer With Link Pipe;;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71013GPI_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71013GPI_0.jpg;0;BMW;Street;Racing;Compatibilité marque:BMW:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100620;1;Arrow Kawasaki;433;452.78;1;339.59;1;;;;;71016GP;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Versys 1000 Abs '15 Gp2 Titanium Silencer;<ul><li>With Stainless Steel Link Pipe</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71016GP_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71016GP_0.jpg;0;Kawasaki;Street;Racing;Compatibilité marque:Kawasaki:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100621;1;Arrow Kawasaki;433;350.93;1;263.20;1;;;;;71016GPI;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Versys 1000 Abs '15 Gp2 Stainless Steel Dark Silencer;<ul><li>With Stainless Steel Link Pipe</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71016GPI_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71016GPI_0.jpg;0;Kawasaki;Street;Racing;Compatibilité marque:Kawasaki:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100622;1;Arrow Honda;433;452.78;1;339.59;1;;;;;71017GP;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Crossrunner 800 '15 Gp2 Titanium Silencer ;<ul><li>With Steel Link Pipe</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71017GP_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71017GP_0.jpg;0;Honda;Street;Racing;Compatibilité marque:Honda:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100623;1;Arrow Honda;433;350.93;1;263.20;1;;;;;71017GPI;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Crossrunner 800 '15 Gp2 Stainless Steel Dark Silencer;<ul><li>With Steel Link Pipe</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71017GPI_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71017GPI_0.jpg;0;Honda;Street;Racing;Compatibilité marque:Honda:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100624;1;Arrow Kawasaki;433;443.52;1;332.64;1;;;;;71018GP;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Z300 '15 / Ninja 300 '13-15 Gp2 Silencer Full Titanium;;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71018GP_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71018GP_0.jpg;0;Kawasaki;Street;Racing;Compatibilité marque:Kawasaki:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100625;1;Arrow Kawasaki;433;341.67;1;256.25;1;;;;;71018GPI;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Z300 '15 / Ninja 300 '13-15 Gp2 Silencer Dark Steel;;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71018GPI_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71018GPI_0.jpg;0;Kawasaki;Street;Racing;Compatibilité marque:Kawasaki:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100626;1;Arrow Ducati;433;471.3;1;353.48;1;;;;;71023GP;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Multistrada 1200 / 1200S '15 Gp2 Titanium Silencer;;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71023GP_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71023GP_0.jpg;0;Ducati;Street;Racing;Compatibilité marque:Ducati:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100627;1;Arrow Ducati;433;365.74;1;274.31;1;;;;;71023GPI;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Multistrada 1200 / 1200S '15 Gp2 Steel Dark Silencer;;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71023GPI_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71023GPI_0.jpg;0;Ducati;Street;Racing;Compatibilité marque:Ducati:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100628;1;Arrow Mv Agusta;433;2198.15;1;1648.61;1;;;;;71036CK;;Freidig;Arrow;;;;;;;;0.00;;both;;;;F4 1000 '04-06 Titanium Full System Competition ;<ul><li>With Carbon End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71036CK_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71036CK_0.jpg;0;MV Agusta;Street;Racing;Compatibilité marque:MV Agusta:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100629;1;Arrow Mv Agusta;433;2360.19;1;1770.14;1;;;;;71036CKZ;;Freidig;Arrow;;;;;;;;0.00;;both;;;;F4 1000 '05/08 Titanium Full System ;<ul><li>With Carbon End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71036CKZ_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71036CKZ_0.jpg;0;MV Agusta;Street;Racing;Compatibilité marque:MV Agusta:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100630;1;Arrow Mv Agusta;433;2267.59;1;1700.69;1;;;;;71036CP;;Freidig;Arrow;;;;;;;;0.00;;both;;;;F4 1000 '04-06 Titanium Full System Competition;;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71036CP_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71036CP_0.jpg;0;MV Agusta;Street;Racing;Compatibilité marque:MV Agusta:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100631;1;Arrow Mv Agusta;433;1693.52;1;1270.14;1;;;;;71051CK;;Freidig;Arrow;;;;;;;;0.00;;both;;;;F4 1000 '04-06 Full System Competition;<ul><li>With Carbon End Cap</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71051CK_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71051CK_0.jpg;0;MV Agusta;Street;Racing;Compatibilité marque:MV Agusta:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100632;1;Arrow Mv Agusta;433;1591.67;1;1193.75;1;;;;;71051CP;;Freidig;Arrow;;;;;;;;0.00;;both;;;;F4 1000 '04-06 Full System Competition;;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71051CP_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71051CP_0.jpg;0;MV Agusta;Street;Racing;Compatibilité marque:MV Agusta:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100633;1;Arrow Suzuki;433;1698.15;1;1273.61;1;;;;;71055CKZ;;Freidig;Arrow;;;;;;;;0.00;;both;;;;Gsx-R1000 '07 Full System Competition;;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71055CKZ_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71055CKZ_0.jpg;0;Suzuki;Street;Racing;Compatibilité marque:Suzuki:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
100634;1;Arrow Ducati;433;2108.33;1;1581.25;1;;;;;71061CP;;Freidig;Arrow;;;;;;;;0.00;;both;;;;1098S '07 Full System Competition;;;;;;;In Stock;Current supply. Ordering availlable;1;2016-02-15;2016-02-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;71061CP_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/71061CP_0.jpg;0;Ducati;Street;Racing;Compatibilité marque:Ducati:1,Utilisation:Street:2,Homologation:Racing:3;1;new;0;0;0;0;0;0;0;0
