Product ID*;Reference Produit;Attribute (Name:Type:Position)*;Value (Value:Position)*;Supplier reference;Reference;EAN13;UPC;Wholesale price;Impact on price;Ecotax;Quantity;Minimal quantity;Impact on weight;Default (0 = No, 1 = Yes);Combination available date;Image position;Image URL;Delete existing images (0 = No, 1 = Yes);ID / Name of shop;Advanced Stock Managment;Depends on stock;Warehouse
87366;;Taille:select:0;XS:1;RPGARCR11090101;RPGARCR11090101;;;;;;;;;;;;;;;;;
87366;;Taille:select:0;S:2;RPGARCR11090102;RPGARCR11090102;;;;;;;;;;;;;;;;;
87366;;Taille:select:0;M:3;RPGARCR11090103;RPGARCR11090103;;;;;;;;;;;;;;;;;
87366;;Taille:select:0;L:4;RPGARCR11090104;RPGARCR11090104;;;;;;;;;;;;;;;;;
87366;;Taille:select:0;XL:5;RPGARCR11090105;RPGARCR11090105;;;;;;;;;;;;;;;;;
87366;;Taille:select:0;XXL:6;RPGARCR11090106;RPGARCR11090106;;;;;;;;;;;;;;;;;
87367;;Taille:select:0;XS:1;RPGARCR11090501;RPGARCR11090501;;;;;;;;;;;;;;;;;
87367;;Taille:select:0;S:2;RPGARCR11090502;RPGARCR11090502;;;;;;;;;;;;;;;;;
87367;;Taille:select:0;M:3;RPGARCR11090503;RPGARCR11090503;;;;;;;;;;;;;;;;;
87367;;Taille:select:0;L:4;RPGARCR11090504;RPGARCR11090504;;;;;;;;;;;;;;;;;
87367;;Taille:select:0;XL:5;RPGARCR11090505;RPGARCR11090505;;;;;;;;;;;;;;;;;
87367;;Taille:select:0;XXL:6;RPGARCR11090506;RPGARCR11090506;;;;;;;;;;;;;;;;;
87368;;Taille:select:0;XS:1;RPGARIN12701001;RPGARIN12701001;;;;;;;;;;;;;;;;;
87368;;Taille:select:0;S:2;RPGARIN12701002;RPGARIN12701002;;;;;;;;;;;;;;;;;
87368;;Taille:select:0;M:3;RPGARIN12701003;RPGARIN12701003;;;;;;;;;;;;;;;;;
87368;;Taille:select:0;L:4;RPGARIN12701004;RPGARIN12701004;;;;;;;;;;;;;;;;;
87368;;Taille:select:0;XL:5;RPGARIN12701005;RPGARIN12701005;;;;;;;;;;;;;;;;;
87369;;Taille:select:0;XS:1;RPGARIN12701401;RPGARIN12701401;;;;;;;;;;;;;;;;;
87369;;Taille:select:0;S:2;RPGARIN12701402;RPGARIN12701402;;;;;;;;;;;;;;;;;
87369;;Taille:select:0;M:3;RPGARIN12701403;RPGARIN12701403;;;;;;;;;;;;;;;;;
87369;;Taille:select:0;L:4;RPGARIN12701404;RPGARIN12701404;;;;;;;;;;;;;;;;;
87369;;Taille:select:0;XL:5;RPGARIN12701405;RPGARIN12701405;;;;;;;;;;;;;;;;;
87370;;Taille:select:0;XS:1;RPGARIN12703301;RPGARIN12703301;;;;;;;;;;;;;;;;;
87370;;Taille:select:0;S:2;RPGARIN12703302;RPGARIN12703302;;;;;;;;;;;;;;;;;
87370;;Taille:select:0;M:3;RPGARIN12703303;RPGARIN12703303;;;;;;;;;;;;;;;;;
87370;;Taille:select:0;L:4;RPGARIN12703304;RPGARIN12703304;;;;;;;;;;;;;;;;;
87370;;Taille:select:0;XL:5;RPGARIN12703305;RPGARIN12703305;;;;;;;;;;;;;;;;;
87371;;Taille:select:0;XS:1;RPGARIN12787201;RPGARIN12787201;;;;;;;;;;;;;;;;;
87371;;Taille:select:0;S:2;RPGARIN12787202;RPGARIN12787202;;;;;;;;;;;;;;;;;
87371;;Taille:select:0;M:3;RPGARIN12787203;RPGARIN12787203;;;;;;;;;;;;;;;;;
87371;;Taille:select:0;L:4;RPGARIN12787204;RPGARIN12787204;;;;;;;;;;;;;;;;;
87371;;Taille:select:0;XL:5;RPGARIN12787205;RPGARIN12787205;;;;;;;;;;;;;;;;;
87371;;Taille:select:0;XXL:6;RPGARIN12787206;RPGARIN12787206;;;;;;;;;;;;;;;;;
87372;;Taille:select:0;XS:1;RPGARIN12788201;RPGARIN12788201;;;;;;;;;;;;;;;;;
87372;;Taille:select:0;S:2;RPGARIN12788202;RPGARIN12788202;;;;;;;;;;;;;;;;;
87372;;Taille:select:0;M:3;RPGARIN12788203;RPGARIN12788203;;;;;;;;;;;;;;;;;
87372;;Taille:select:0;L:4;RPGARIN12788204;RPGARIN12788204;;;;;;;;;;;;;;;;;
