id;Active (0/1);Name *;Categories;Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);SKU;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;Minimal quantity;Visibility;Additional shipping cost;Unity;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);url strt;url end;image url;Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse
61678;0;Filtre è Air Hiflofiltro Hfa4602;331;19.5;1;36.11;1;;;;;HFA4602;;Freidig;Hiflo;;;;;;;;2;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA4602_0.jpg;http://www.motogoodeal.ch/img/import/HFA4602_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
61679;0;Filtre è Air Hiflofiltro Hfa4603;331;16;1;29.63;1;;;;;HFA4603;;Freidig;Hiflo;;;;;;;;4;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA4603_0.jpg;http://www.motogoodeal.ch/img/import/HFA4603_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
61680;0;Filtre è Air Hiflofiltro Hfa4604;331;19;1;35.19;1;;;;;HFA4604;;Freidig;Hiflo;;;;;;;;2;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA4604_0.jpg;http://www.motogoodeal.ch/img/import/HFA4604_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
61681;0;Filtre è Air Hiflofiltro Hfa4605;331;17.5;1;32.41;1;;;;;HFA4605;;Freidig;Hiflo;;;;;;;;2;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA4605_0.jpg;http://www.motogoodeal.ch/img/import/HFA4605_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
61682;0;Filtre è Air Hiflofiltro Hfa4606;331;14.5;1;26.85;1;;;;;HFA4606;;Freidig;Hiflo;;;;;;;;2;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA4606_0.jpg;http://www.motogoodeal.ch/img/import/HFA4606_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
61683;0;Filtre è Air Hiflofiltro Hfa4607;331;15.5;1;28.7;1;;;;;HFA4607;;Freidig;Hiflo;;;;;;;;3;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA4607_0.jpg;http://www.motogoodeal.ch/img/import/HFA4607_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
61684;0;Filtre è Air Hiflofiltro Hfa4608;331;13.5;1;25;1;;;;;HFA4608;;Freidig;Hiflo;;;;;;;;2;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA4608_0.jpg;http://www.motogoodeal.ch/img/import/HFA4608_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
61685;0;Filtre è Air Hiflofiltro Hfa4609;331;11.5;1;21.3;1;;;;;HFA4609;;Freidig;Hiflo;;;;;;;;2;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA4609_0.jpg;http://www.motogoodeal.ch/img/import/HFA4609_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
61686;0;Filtre è Air Hiflofiltro Hfa4610;331;23;1;42.59;1;;;;;HFA4610;;Freidig;Hiflo;;;;;;;;3;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA4610_0.jpg;http://www.motogoodeal.ch/img/import/HFA4610_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
61687;0;Filtre è Air Hiflofiltro Hfa4611;331;23;1;42.59;1;;;;;HFA4611;;Freidig;Hiflo;;;;;;;;2;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA4611_0.jpg;http://www.motogoodeal.ch/img/import/HFA4611_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
61688;0;Filtre è Air Hiflofiltro Hfa4612;331;27.5;1;50.93;1;;;;;HFA4612;;Freidig;Hiflo;;;;;;;;4;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA4612_0.jpg;http://www.motogoodeal.ch/img/import/HFA4612_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
61689;0;Filtre è Air Hiflofiltro Hfa4613;331;13.5;1;25;1;;;;;HFA4613;;Freidig;Hiflo;;;;;;;;3;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA4613_0.jpg;http://www.motogoodeal.ch/img/import/HFA4613_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
61690;0;Filtre è Air Hiflofiltro Hfa4614;331;13;1;24.07;1;;;;;HFA4614;;Freidig;Hiflo;;;;;;;;3;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA4614_0.jpg;http://www.motogoodeal.ch/img/import/HFA4614_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
61691;0;Filtre è Air Hiflofiltro Hfa4615;331;17.5;1;32.41;1;;;;;HFA4615;;Freidig;Hiflo;;;;;;;;2;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA4615_0.jpg;http://www.motogoodeal.ch/img/import/HFA4615_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
61692;0;Filtre è Air Hiflofiltro Hfa4701;331;19;1;35.19;1;;;;;HFA4701;;Freidig;Hiflo;;;;;;;;2;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA4701_0.jpg;http://www.motogoodeal.ch/img/import/HFA4701_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
61693;0;Filtre è Air Hiflofiltro Hfa4702;331;14;1;25.93;1;;;;;HFA4702;;Freidig;Hiflo;;;;;;;;4;;both;;;;;0;;;;;;En Stock;Disponibilité : Délai sur demande;1;2016-02-15;2016-02-15;1;http://www.motogoodeal.ch/img/import/;HFA4702_0.jpg;http://www.motogoodeal.ch/img/import/HFA4702_0.jpg;0;Marque:Hiflo:1,Type de Filtre:Filtre à air:2,;1;new;0;0;0;0;0;0;0;0
