ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;;;;Weight;Quantity;;;;;;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out_of_stock;Advanced stock management;ID / Name of shop\'c2\'a0\;;;Car type casque;Car couleur;Car Ecran;Car public;Car Coque;Car Etancheite;Car Goretex;Att Taille;Att Couleur
;;Jeans EVIL;136;;;249.00;;;20%;2014-02-34;2014-03-17;;511605;Honda;Ixon;;;;;;;;5;;;;;;Le jeans Evil est un produit discret, qui permettra de passer inaperçu tout en résistant aux mieux aux diverses glissades, puisqu’il reçoit de multiples renforts Kevlar à l’intérieur aux niveaux des emplacements les plus exposés aux abrasions.;"• Renforts KEVLAR à l’intérieur, au niveau des hanches, des fesses et des genoux<br>
• Taille ajustable par velcro<br>
• Morpho Concept Technologie (permet d’adapter la taille pour chacun)<br>
• Deux hauteurs pour les protections genoux<br>
• Longueur des jambes réglable sur 3 niveaux par pression<br>
";;;;;;;;;;;;../import/Jeans_Kevlar_homme_Ixon_Evil_511605_noir_devant.jpg;;;;;;;;;;;;;;noir;;Homme;;;;S (1 fois), M (1 fois), L (1 fois), XL (1 fois), XXL (1 fois);noir
;;Jeans OXYD;136;;;249.00;;;20%;2014-02-34;2014-03-17;;512603;Honda;Ixon;;;;;;;;6;;;;;;Le jeans Oxyd est un classique qui s’aura s’adapter à n’importe quelle morphologie, grâce à la Morpho Concept Technology qui autorise différentes longueurs de jambes et une taille réglable par un simple. Plus que jeans, ce pantalon saura vous apporter la sécurité nécessaire en cas de chute grâce à ses renforts en Kevlar. Diverses broderies viennent féminiser le tout, afin de pouvoir rester élégante en toute sécurité.;"• Renforts Kevlar à l’intérieur, au niveau des hanches, fesses et genoux<br>
• Morpho Concept Technology : longueur des jambes réglable sur 3 niveaux par pressions<br>
• Emplacements pour protections genoux homologuées CE, sur 2 hauteurs<br>
• Protections CE SUR genoux, <br>
• Ceinture intégrée permettant un réglage de la taille par Velcro<br>
• Coupe droite avec des broderies féminines<br>
";;;;;;;;;;;;../import/Jeans_Kevlar_femme_Ixon_Oxyd_512603_bleu_devant.jpg;;;;;;;;;;;;;;bleu;;Femme;;;;S (1 fois), M (1 fois), XL (1 fois);bleu
;;Pantalon  PRIMA VX;89,101,149;;;379.00;;;20%;2014-02-34;2014-03-17;;512604;Honda;Ixon;;;;;;;;1;;;;;;Le pantalon Prima VX a un look très sportif et répond intégralement aux exigences de la compétition en offrant à sa propriétaire un excellent confort et une protection maximale même dans les conditions les plus extrêmes. Vous pourrez également raccordez le pantalon à son blouson et en faire ainsi une combinaison Racing hors du commun. Si vous êtes amatrices de sensations fortes, ce pantalon s’avère être votre meilleur allier.;"• Cuir de vachette souple<br>
• Cuir flex au-dessus des genoux<br> 
• Stretch d’aisance à l’entrejambe et derrière les mollets<br>
• Protection CE sur les genoux<br>
• Rehausse dos et ceinture élastiquée<br>
• Chevilles zippées<br>
• Peut se porter en combinaison, zippé avec le blouson Prima VX <br>
";;;;;;;;;;;;../import/Pantalon_cuir_femme_Ixon_PrimaVX_512604_noirblanc_devant.jpg;;;;;;;;;;;;;;noir-blanc;;Femme;;;;XL (1 fois);noir, blanc
;;Pantalon CLIMBER FLY;89,101,149;;;199.00;;;20%;2014-02-34;2014-03-17;;511607;Honda;Ixon;;;;;;;;5;;;;;;Le Clymber Fly C est un pantalon sobre destiné à tout public. Fabriqué avec le nouveau textile ultra résistant Noxiguard, ce pantalon est également très complet : étanche, respirant, chaud et connectable.;"• Etanche et respirant <br>
• Doublure hiver amovible intégrale<br>
• Genoux renforcés en Riplan avec flex au-dessus<br>
• Ceinture élastiquée avec renfort dorsal<br>
• Renforts extérieurs hanches<br>
• Passepoils réfléchissants<br>
";;;;;;;;;;;;../import/Pantalon_textile_homme_Ixon_ClimberFly_511607_noir_devant.jpg;;;;;;;;;;;;;;noir;;Homme;;Waterproof;;M (1 fois), L (2 fois), XL (1 fois), XXL (1 fois);noir
;;Pantalon pluie FOG;89,101,149;;;39.00;;;20%;2014-02-34;2014-03-17;;;Honda;Ixon;;;;;;;;10;;;;;;Le pantalon de pluie Fog est le produit que tout utilisateur de 2 roues doit avoir à porter de main ou sous sa selle. Fabriqué en polyester, il vous assurera une imperméabilité sans faille quelle que soit l'intensité de la pluie. Facile à enfiler par-dessus votre pantalon, ce pantalon Fog vous permettra de continuer à rouler par temps de pluie. ;"• Pantalon de pluie 100% polyester<br>
• Élastique à la taille<br>
• 1 velcro bas de pantalon pour fermeture facile<br>
";;;;;;;;;;;;../import/Pantalonpluie_plastique_unisexe_Ixon_Fog_pasref_noir_devant.jpg;;;;;;;;;;;;;;noir;;Unisexe;;Waterproof;;S (6 fois), M (2 fois), 2XL (1 fois), 3XL (1 fois);noir
;;Veste BEAUBOURG;88,100,135,148;;;159.00;;;20%;2014-02-34;2014-03-17;;;Honda;Ixon;;;;;;;;4;;;;;;Cette veste de pluie citadine et souple saura parfaitement vous protéger des intempéries et vous permettra même le port d’un costume en dessous. Entièrement doublée et munie de plusieurs poches, la Beaubourg deviendra votre meilleur partenaire pour lutter contre le mauvais temps.;"• Imperméable<br>
• Entièrement doublée<br>
• Manches droites<br>
• Serrages modulables col et poignets par velcro<br>
• 2 grandes poches extérieures et 2 grandes poches intérieures<br>
• Logo réflectif au dos<br>
";;;;;;;;;;;;../import/Veste_textile_homme_Ixon_Beaubourg_pasref_noir_devant.jpg;;;;;;;;;;;;;;noir;;Homme;;Waterproof;;M (1 fois), L (2 fois), XL (1 fois);noir
;;Veste BROOKLYN HP;88,100,135,148;;;339.00;;;20%;2014-02-34;2014-03-17;;512426;Honda;Ixon;;;;;;;;5;;;;;;La veste Brooklyn HP est une veste longue qui est à la fois urbaine, sport et chic. Étanche respirante et chaude, ses 4 poches soufflets style baroudeur et ses boucles de serrages finition argent vieilli lui donnent tout son style. ;"• Membrane étanche et respirante<br>
• Doublure hiver amovible <br>
• Col ouatiné amovible<br>
• Col montant avec rehausse néoprène<br>
• Veste longue et droite<br>
• Serrage col, taille et poignets par pression<br>
• Rabat sur zip anti-vent<br>
• Rabat sous zip anti-pluie <br>
• 6 poches extérieures<br>
• 4 poches intérieures dont 2 sur la doublure<br>
";;;;;;;;;;;;../import/Veste_textile_homme_Ixon_BrooklynHP_512426_noir_devant.jpg;;;;;;;;;;;;;;noir;;Homme;;Waterproof;;S (1 fois), M (1 fois), XL (1 fois);noir
;;Veste COLORADO;88,100,135,148;;;249.00;;;20%;2014-02-34;2014-03-17;;511413;Honda;Ixon;;;;;;;;7;;;;;;La veste Colorado est tout d'abord un vêtement chaud, pratique et résistant doté d'un look sobre et coloré. Ajouté à cela, cette veste dispose de matières étanches et respirantes, afin d'offrir un confort amélioré et une sécurité maximale à son propriétaire.;"• Taille élastiquée<br>
• Serrages modulables biceps et taille<br>
• Produit étanche par membrane respirante<br>
• Doublure hiver intégrale amovible<br>
• Protection CE sur les épaules et les coudes<br>
";;;;;;;;;;;;../import/Veste_textile_homme_Ixon_Colorado_511413_noirrouge_devant.jpg;;;;;;;;;;;;;;noir-rouge;;Homme;;Waterproof;;M (2 fois), L (3 fois), XL (2 fois);noir, rouge
;;Veste ELECTRA;88,100,135,148;;;249.00;;;20%;2014-02-34;2014-03-17;;512418;Honda;Ixon;;;;;;;;6;;;;;;Le blouson Electra est un blouson femme roadster convertible 3 en 1. Son insert étanche amovible et sa doublure hiver amovible le rendent en effet extrêmement polyvalent pour rouler en toute saison;"• Blouson 3 en 1 toutes saisons<br>
• Grands panneaux en mesh ajouré devant et au dos <br>
• Insert étanche et amovible <br>
• Doublure hiver amovible par zip<br>
• Protections CE sur les coudes et les épaules<br>
• Bas du dos rallongé et renforcé<br>
";;;;;;;;;;;;../import/Veste_textile_femme_Ixon_Electra_512418_noirblanc_devant.jpg;;;;;;;;;;;;;;noir-blanc;;Femme;;Waterproof;;L (2 fois), XL (2 fois), XXL (2 fois);noir, blanc
;;Veste FLORA;88,100,135,148;;;199.00;;;20%;2014-02-34;2014-03-17;;512414;Honda;Ixon;;;;;;;;10;;;;;;Le blouson Flora est un blouson femme très ventilé pour l'été, avec un insert étanche amovible très pratique, portable en dessous ou par-dessus du blouson.;"• Grands empiècements en mesh ajouré <br>
• Insert étanche amovible portable en blouson pluie<br>
• Col doublé micropeach<br>
• Patte de serrage poignet avec velcro et soufflet d’aisance<br>
• Renfort dorsal par mousse<br>
• Protections CE sur les coudes et les épaules<br>
";;;;;;;;;;;;../import/Veste_textile_femme_Ixon_Flora_512414_brun_devant.jpg;;;;;;;;;;;;;;brun;;Femme;;Waterproof;;XS (2 fois), S (2 fois), L (1 fois), XL (2 fois), XXL (2 fois), 3XL (1 fois);brun
;;Veste HACKER GAME;88,100,135,148;;;169.00;;;20%;2014-02-34;2014-03-17;;511313;Honda;Ixon;;;;;;;;9;;;;;;Le blouson Hacker Game propose un look sobre et sportif et se révèle idéal pour vous déplacements estivaux. Ce blouson vous assurera un grand confort et une aération optimale alliés à un maximum de sécurité.;"• Grands empiècements en textile aéré<br>
• Protection CE sur les épaules et les coudes<br>
• Deux poches main latérales, ouverture zip<br>
• Renfort dorsal en mousse<br>
• Veste légère et sobre<br>
";;;;;;;;;;;;../import/Veste_textile_homme_Ixon_HackerGame_511313_noir_devant.jpg;;;;;;;;;;;;;;noir;;Homme;;;;S (2 fois), XL (3 fois), XXL (3 fois), 3XL (1 fois);noir
;;Veste HAMILTON;88,100,135,148;;;559.00;;;20%;2014-02-34;2014-03-17;;511217;Honda;Ixon;;;;;;;;0;;;;;;Ce blouson cuir à l'aspect vieilli pour un look vintage est très souple et confortable. À la fois chaud et ventilé, il est conçu pour une utilisation toutes saisons.;"• 100% Cuir de vachette extra souple <br>
• Veste étanche et respirante<br>
• Doublure hiver amovible avec Thermo-alu<br>
• Protections CE coudes et épaules<br>
• Renfort dorsal en mousse <br>
• Connexion à un pantalon par fermeture éclair<br>
";;;;;;;;;;;;../import/Veste_cuir_homme_Ixon_Hamilton_511217_noir_devant.jpg;;;;;;;;;;;;;;noir;;Homme;;Waterproof;;;noir
;;Veste IRIS;88,100,135,148;;;199.00;;;20%;2014-02-34;2014-03-17;;512421;Honda;Ixon;;;;;;;;6;;;;;;Ce petit blouson chaud et étanche au look roadster rétro possède une doublure hiver amovible fantaisie pour un look soigné même à l'intérieur. Véritablement conçu pour les utilisatrices de 2 roues qui roulent par toutes saison, le blouson Iris combine élégance, confort et sécurité.;"• Blouson en Spytech (matière résistante à l’abrasion et aux déchirures)<br>
• Etanche et respirant <br>
• Doublure hiver amovible intégrale <br>
• Renfort dorsal en mousse<br>
• Protections CE sur les épaules et les coudes<br>
• Veste courte et cintrée<br>
";;;;;;;;;;;;../import/Veste_textile_femme_Ixon_Iris_512421_blanc_devant.jpg;;;;;;;;;;;;;;blanc;;Femme;;Waterproof;;L (2 fois), XL (2 fois), XXL (2 fois);blanc
;;Veste KALIA SHELL HP;88,100,135,148;;;299.00;;;20%;2014-02-34;2014-03-17;;512312;Honda;Ixon;;;;;;;;5;;;;;;Ixon privilégie la sécurité de la gente féminine en sortant ce nouveau blouson haut de gamme. Cependant, il n’oublie pas sa spécialité, qui est le confort et surtout l’esthétique. En effet, la coupe de cette veste a été spécialement étudiée pour accompagner et surligner les formes de la poitrine. De plus, la matière Noxiguard ainsi que ses diverses protections vous garantissent une haute performance en cas de chute. ;"• Nouvelle matière Noxiguard<br>
• Noxishell sur le devant pour une parfaite barrière anti-vent<br>
• Etanche et respirante<br>
• Doublure hiver amovible intégrale<br>
• Protections CE sur les épaules, les coudes et le dos<br>
• Veste courte et cintrée<br>
• Serrage col et poignets par velcro<br>
";;;;;;;;;;;;../import/Veste_textile_femme_Ixon_KaliaShellHP_512312_noirrose_devant.jpg;;;;;;;;;;;;;;noir-rose;;Femme;;Waterproof;;S (1 fois), XL (1 fois), XXL (1 fois), 3XL (1 fois), 4XL (1 fois);noir, rose
;;Veste KALIA SHELL HP;88,100,135,148;;;299.00;;;20%;2014-02-34;2014-03-17;;512311;Honda;Ixon;;;;;;;;3;;;;;;Ixon privilégie la sécurité de la gente féminine en sortant ce nouveau blouson haut de gamme. Cependant, il n’oublie pas sa spécialité, qui est le confort et surtout l’esthétique. En effet, la coupe de cette veste a été spécialement étudiée pour accompagner et surligner les formes de la poitrine. De plus, la matière Noxiguard ainsi que ses diverses protections vous garantissent une haute performance en cas de chute. ;"• Nouvelle matière Noxiguard<br>
• Noxishell sur le devant pour une parfaite barrière anti-vent<br>
• Etanche et respirante<br>
• Doublure hiver amovible intégrale<br>
• Protections CE sur les épaules, les coudes et le dos<br>
• Veste courte et cintrée<br>
• Serrage col et poignets par velcro<br>
";;;;;;;;;;;;../import/Veste_textile_femme_Ixon_KaliaShellHP_512311_noirblancgris_devant.jpg;;;;;;;;;;;;;;noir-blanc-gris;;Femme;;Waterproof;;XL (1 fois), XXL (1 fois), 3XL (1 fois);noir, blanc, gris
;;Veste MONTANA;88,100,135,148;;;339.00;;;20%;2014-02-34;2014-03-17;;511420;Honda;Ixon;;;;;;;;3;;;;;;La veste Montana HP a été conçue pour les voyages et se démarque grâce à sa polyvalence. Cette veste 3 en 1, dispose de nombreuses ouvertures zippées, afin d’apporter le meilleur confort possible à son porteur que ce soit en configuration hivernale ou estivale. Doté de multiples poches cette veste Touring se révèle également utilitaire. ;"• Doublure hiver amovible<br>
• Grandes ventilations zippées, devant, manches et dos <br>
• 3 en 1: étanche et respirant avec insert amovible <br>
• Col avec rehausse néoprène et mentonnière<br>
• Serrages poignets et bras par velcro<br>
• Serrages avant-bras et bas par pression<br>
• Taille élastiquée au dos avec serrage boucle<br>
• Fermeture frontale zippée étanche<br>
• 1 poche portefeuille étanche<br>
• 2 poches mains et 2 poches poitrines avec rabat velcro<br>
• 4 poches intérieures<br>
";;;;;;;;;;;;../import/Veste_textile_homme_Ixon_Montana_511420_noir_devant.jpg;;;;;;;;;;;;;;noir;;Homme;;Waterproof;;XL (2 fois), XXL (1 fois);noir
;;Veste MONTMARTRE HP;88,100,135,148;;;339.00;;;20%;2014-02-34;2014-03-17;;512425;Honda;Ixon;;;;;;;;11;;;;;;La veste Montmartre est une veste femme courte, très urbaine, stylée et fonctionnelle, avec ceinture et capuche amovibles. Sa matière souple et ses finitions rappellent tout à fait le prêt à porter, et permettent néanmoins à Montmartre HP de répondre au label IXON Protective Technology et d’être homologué CE avec dorsale CE.;"• Etanche et respirante <br>
• Doublure hiver amovible intégrale<br>
• Col ouatiné amovible<br>
• Protections CE sur les épaules et les coudes<br>
• Veste courte, cintrée et flex sur les côtés<br>
• Logo et bande réflective au dos<br>
";;;;;;;;;;;;../import/Veste_textile_femme_Ixon_MontmartreHP_512425_noir_devant.jpg;;;;;;;;;;;;;;noir;;Femme;;Waterproof;;XS (1 fois), S (1 fois), M (2 fois), L (2 fois), XL (2 fois), XXL (2 fois), 3XL (1 fois);noir
;;Veste NEVADA HP;88,100,135,148;;;399.00;;;20%;2014-02-34;2014-03-17;;512424;Honda;Ixon;;;;;;;;5;;;;;;Ixon a lancé avec la veste Nevada HP la première veste 3 en 1 pour femme, équivalent de la Montana HP pour l’homme. Cette veste toute saison est idéale pour faire de longue ballade quel que soit le temps. Elle allie parfaitement sécurité et confort tout en restant féminine. Ajouté à cela, cette veste forme un ensemble avec le pantalon assorti Nevada HP.;"• Grandes ventilations zippées, devant, manches et dos<br>
• 3 en 1 : Etanche et respirante avec insert amovible <br>
• Doublure hiver amovible intégrale<br>
• Renforts en Riplan aux épaules<br>
• Protection CE au niveau des épaules, des coudes et du dos<br>
• Col avec rehausse néoprène et mentonnière<br>
• Serrages poignets et bras par velcro<br>
";;;;;;;;;;;;../import/Veste_textile_femme_Ixon_Nevada_512424_noir_devant.jpg;;;;;;;;;;;;;;noir;;Femme;;Waterproof;;M (1 fois), L (1 fois), XL (1 fois), XXL (1 fois), 3XL (1 fois);noir
;;Veste NICKEL;88,100,135,148;;;189.00;;;20%;2014-02-34;2014-03-17;;511339;Honda;Ixon;;;;;;;;7;;;;;;Le blouson moto Nickel est un blouson chaud et étanche doté d’un design sobre qui offre à son propriétaire un look jeune et sportif. À la fois étanche grâce à sa doublure hiver amovible, ce blouson a également renforcé sa capacité de résistance à l’abrasion, pour vous offrir davantage de sécurité.  ;"• Fermeture par zip et rabat anti-vent<br>
• Serrages modulables poignets par velcro<br>
• Doublure hiver amovible intégrale<br>
• Produit étanche par insert non respirant<br>
• Protection CE sur les épaules et les coudes<br>
";;;;;;;;;;;;../import/Veste_textile_homme_Ixon_Nickel_511339_noir_devant.jpg;;;;;;;;;;;;;;noir;;Homme;;Waterproof;;L (2 fois), XL (4 fois), XXL (1 fois);noir
;;Veste ORCHID;88,100,135,148;;;399.00;;;20%;2014-02-34;2014-03-17;;;Honda;Ixon;;;;;;;;2;;;;;;La veste Ixon ORCHID réunit toutes les caractéristiques techniques d'une veste moto moderne : sécurité, étanchéité, confort et esthétisme. Ajouté à cela, vous aurez même la possibilité d’augmenter sa visibilité sans pour autant amoindrir son style grâce à son dossard et à ses brassards fluos.;"• Système Flap View Concept (empiècement rétractables fluo avec impressions réflectives)<br>
• Insert Drymesh étanche et respirant<br>
• Doublure hiver amovible chaude avec rabat devant<br>
• Renfort Riplan aux épaules<br>
• Protections CE  sur les épaules, les coudes et sur le dos<br>
• Raccord pantalon par zip et pressions<br>
";;;;;;;;;;;;../import/Veste_textile_femme_Ixon_Orchid_pasref_noir_devant.jpg;;;;;;;;;;;;;;noir;;Femme;;Waterproof;;M (1 fois), XL (1 fois);noir
;;Veste pluie FOG;88,100,135,148;;;59.00;;;20%;2014-02-34;2014-03-17;;;Honda;Ixon;;;;;;;;8;;;;;;La veste de pluie FOG est un vêtement en polyester que tout utilisateur de 2 roues doit posséder. Simple et efficace, cette veste vous garantit une étanchéité irréprochable quelle que soit l’intensité de la pluie. Cette veste Fog dispose également d’une doublure dans le dos, ainsi qu’une ouverture de ventilation, pour vous assurer un meilleur confort.;"• Veste pluie 100% polyester<br>
•  Étanche<br>
• Doublure dorsale alvéolée<br>
• Aération dorsale<br>
• Serrage bas de veste<br>
";;;;;;;;;;;;../import/Vestepluie_plastique_unisexe_Ixon_Fog_pasref_noir_devant.jpg;;;;;;;;;;;;;;noir;;Unisexe;;Waterproof;;S (3 fois), M (1 fois), L (3 fois), 3XL (1 fois);noir
;;Veste SISMIC SPORT;88,100,135,148;;;269.00;;;20%;2014-02-34;2014-03-17;;511349;Honda;Ixon;;;;;;;;4;;;;;;Le blouson Sismic Sport est un blouson convertible 3 en 1 qui s'utilise en toute saison. Son insert étanche et respirant amovible et sa doublure hiver amovible le rendent en effet extrêmement polyvalent. ;"• Textile aéré au niveau de la poitrine, du dos et des manches <br>
• Etanche et respirante avec Insert amovible<br>
• Doublure hiver amovible par zip<br>
• Protections  CE aux épaules et aux coudes<br>
• Renfort dorsale en mousse et renfort aux épaules en Riplan <br>
";;;;;;;;;;;;../import/Veste_textile_homme_Ixon_SismicSport_511349_noirblancgris_devant.jpg;;;;;;;;;;;;;;noir-blanc-gris;;Homme;;Waterproof;;S (1 fois), M (1 fois), L (1 fois), XXL (1 fois);noir, blanc, gris
;;Veste TAIGA-C HP;88,100,135,148;;;399.00;;;20%;2014-02-34;2014-03-17;;511427;Honda;Ixon;;;;;;;;2;;;;;;La veste Taiga C HP est une veste au look sportif, utilisable en toutes saisons. Première veste dans la gamme C-sizing, la Taiga-C est couvrante à l’arrière, très chaude et pourvue d’un système de visibilité. Elle correspondra parfaitement aux personnes fortes.;"• Etanche et respirante<br>
• Doublure hiver amovible chaude en Thermo-alu <br>
• Grandes ventilations zippées, devant et dos <br>
• 2 brassards amovibles fluo avec réflectif<br>
• Renforts en Riplan aux épaules et coudes<br>
• Protections CE sur les coudes, les épaules et aux dos.<br>
";;;;;;;;;;;;../import/Veste_textile_homme_Ixon_TaigaHP_511427_noir_devant.jpg;;;;;;;;;;;;;;noir;;Homme;;Waterproof;;XXL (1 fois), 4XL (1 fois);noir
;;Veste TITANIUM VX;88,100,135,148;;;359.00;;;20%;2014-02-34;2014-03-17;;511416;Honda;Ixon;;;;;;;;6;;;;;;Le blouson Titanium VX est le reflet du meilleur de la technologie développée par le fabricant Ixon. Ce blouson est utilisable toutes saisons et allie parfaitement confort et protection tout en disposant de très bonnes aérations.  ;"• Nouvelle matière Noxiguard<br>
• Doublure fixe en Mesh 3D<br>
• Ventilations zippées poitrine et dos <br>
• Etanche, respirante et chaude avec sa doublure<br>
• Renforts Riplan aux épaules <br>
• Protections CE sur les coudes et les épaules<br>
";;;;;;;;;;;;../import/Veste_textile_homme_Ixon_TitaniumVX_511416_noir_devant.jpg;;;;;;;;;;;;;;noir;;Homme;;Waterproof;;S (1 fois), M (1 fois), L (1 fois), XL (1 fois), XXL (1 fois), 3XL (1 fois);noir
;;Veste TOWN;88,100,135,148;;;339.00;;;20%;2014-02-34;2014-03-17;;;Honda;Ixon;;;;;;;;2;;;;;;La veste textile Town a été inventée pour les utilisateurs de deux-roues urbains, en particuliers ceux qui ne veulent pas trancher entre confort hivernal et coupe sobre. Cette veste se distingue aussi bien par son confort que part son textile étanche et respirant. ;"• Etanche et respirante <br>
• Doublure hiver intégrale fixe<br>
• Capuche amovible<br>
• Protections CE au niveau des coudes et des épaules<br>
• Des inserts réfléchissants sont présents pour une meilleure sécurité nocturne<br>
 
";;;;;;;;;;;;../import/Veste_textile_homme_Ixon_Town_pasref_noir_devant.jpg;;;;;;;;;;;;;;noir;;Homme;;Waterproof;;XXL (1 fois), 3XL (1 fois);noir
;;Veste WALLSTREET;88,100,135,148;;;459.00;;;20%;2014-02-34;2014-03-17;;511425;Honda;Ixon;;;;;;;;6;;;;;;Cette veste urbaine haut de gamme se distingue avant tout par sa matière très performante, à la fois résistante, 100% étanche et extrêmement respirante. Elle est également très chaude avec capuche asmovible.;"• Etanche et très respirante <br>
• Doublure hiver amovible intégrale<br> 
• Capuche amovible avec bord fourrure amovible<br>
• Col droit et col ouatiné amovible<br>
• Veste longue avec manches droites<br>
• 7 poches intérieures<br>
";;;;;;;;;;;;../import/Veste_textile_homme_Ixon_Wallstreet_511425_noir_devant.jpg;;;;;;;;;;;;;;noir;;Homme;;Waterproof;;S (1 fois), M (1 fois), L (1 fois), XL (1 fois), XXL (1 fois), 3XL (1 fois);noir
;;Bonnet DOUBLE-UP REVERSIBLE;153;;;49.00;;;20%;2014-02-34;2014-03-17;;917176;Honda Suisse;Alpinestars;;;;;;;;1;;;;;;Depuis plus de 50 ans, Alpinestars a réussi à se bâtir une réputation unique dans le monde. Synonyme de triomphe et d’innovation permanente, la marque italienne est désormais unanime dans le monde du sportswear, grâce notamment à ses bonnets aux multiples coloris et aux designs toujours plus technologiques.;;;;;;;;;;;;;../import/Bonnet_textile_homme_Alpinestars_Doubleupreversible_917176_noirbleu_droit.jpg;;;;;;;;;;;;;;noir-bleu;;Homme;;;;S (1 fois);noir, bleu
;;Bonnet FROST BEANIE;153;;;49.00;;;20%;2014-02-34;2014-03-17;;;Honda Suisse;Alpinestars;;;;;;;;4;;;;;;Depuis plus de 50 ans, Alpinestars a réussi à se bâtir une réputation unique dans le monde. Synonyme de triomphe et d’innovation permanente, la marque italienne est désormais unanime dans le monde du sportswear, grâce notamment à ses bonnets aux multiples coloris et aux designs toujours plus technologiques.;;;;;;;;;;;;;../import/Bonnet_textile_homme_Alpinestars_Frost_pasref_charcoal_devant.jpg;;;;;;;;;;;;;;charcoal;;Homme;;;;S (4 fois);noir
;;Casquette BALLISTIC;142;;;49.00;;;20%;2014-02-34;2014-03-17;;917173;Honda Suisse;Alpinestars;;;;;;;;1;;;;;;Depuis plus de 50 ans, Alpinestars a réussi à se bâtir une réputation unique dans le monde. Synonyme de triomphe et d’innovation permanente, la marque italienne est désormais unanime dans le monde du sportswear, grâce notamment à ses casquettes aux multiples coloris et aux designs toujours plus technologiques.;;;;;;;;;;;;;../import/Casquette_textile_homme_Alpinestars_Ballistic_917173_noir_devant.jpg;;;;;;;;;;;;;;noir;;Homme;;;;L/XL (1 fois);noir
;;Casquette BURNOUT;142;;;49.00;;;20%;2014-02-34;2014-03-17;;917228;Honda Suisse;Alpinestars;;;;;;;;2;;;;;;Depuis plus de 50 ans, Alpinestars a réussi à se bâtir une réputation unique dans le monde. Synonyme de triomphe et d’innovation permanente, la marque italienne est désormais unanime dans le monde du sportswear, grâce notamment à ses casquettes aux multiples coloris et aux designs toujours plus technologiques.;;;;;;;;;;;;;../import/Casquette_textile_homme_Alpinestars_Burnout_917228_blanc_devant.jpg;;;;;;;;;;;;;;blanc;;Homme;;;;S/M (1 fois), L/XL (1 fois);blanc
;;Casquette CORPS SHIFT 2;142;;;49.00;;;20%;2014-02-34;2014-03-17;;917254;Honda Suisse;Alpinestars;;;;;;;;1;;;;;;Depuis plus de 50 ans, Alpinestars a réussi à se bâtir une réputation unique dans le monde. Synonyme de triomphe et d’innovation permanente, la marque italienne est désormais unanime dans le monde du sportswear, grâce notamment à ses casquettes aux multiples coloris et aux designs toujours plus technologiques.;;;;;;;;;;;;;../import/Casquette_textile_homme_Alpinestars_Corpsshift2_917254_noirbleu_devant.jpg;;;;;;;;;;;;;;noir-bleu;;Homme;;;;S/M (1 fois);noir, bleu
;;Casquette EL UNO;142;;;49.00;;;20%;2014-02-34;2014-03-17;;917289;Honda Suisse;Alpinestars;;;;;;;;3;;;;;;Depuis plus de 50 ans, Alpinestars a réussi à se bâtir une réputation unique dans le monde. Synonyme de triomphe et d’innovation permanente, la marque italienne est désormais unanime dans le monde du sportswear, grâce notamment à ses casquettes aux multiples coloris et aux designs toujours plus technologiques.;;;;;;;;;;;;;../import/Casquette_textile_homme_Alpinestars_Eluno_917289_rouge_devant.jpg;;;;;;;;;;;;;;rouge;;Homme;;;;S/M (2 fois), L/XL (1 fois);rouge
;;Casquette PRESTIGE 210;142;;;49.00;;;20%;2014-02-34;2014-03-17;;917290;Honda Suisse;Alpinestars;;;;;;;;3;;;;;;Depuis plus de 50 ans, Alpinestars a réussi à se bâtir une réputation unique dans le monde. Synonyme de triomphe et d’innovation permanente, la marque italienne est désormais unanime dans le monde du sportswear, grâce notamment à ses casquettes aux multiples coloris et aux designs toujours plus technologiques.;;;;;;;;;;;;;../import/Casquette_textile_homme_Alpinestars_Prestige210_917290_noir_devant.jpg;;;;;;;;;;;;;;noir;;Homme;;;;L/XL (3 fois);noir
;;Casquette STITCH HIT;142;;;49.00;;;20%;2014-02-34;2014-03-17;;917170;Honda Suisse;Alpinestars;;;;;;;;1;;;;;;Depuis plus de 50 ans, Alpinestars a réussi à se bâtir une réputation unique dans le monde. Synonyme de triomphe et d’innovation permanente, la marque italienne est désormais unanime dans le monde du sportswear, grâce notamment à ses casquettes aux multiples coloris et aux designs toujours plus technologiques.;;;;;;;;;;;;;../import/Casquette_textile_homme_Alpinestars_Stitchhit_917170_noir_devant.jpg;;;;;;;;;;;;;;noir;;Homme;;;;S/M (1 fois);noir
