ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;;;;Weight;Quantity;;;;;;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out_of_stock;Advanced stock management;ID / Name of shop\'c2\'a0\;;;Car type casque;Car couleur;Car Ecran;Car public;Car Coque;Car Etancheite;Car Goretex;Att Taille;Att Couleur
;;Casquette SUPERCRAZE;142;;;49.00;;;20%;2014-02-34;2014-03-17;;917224;Honda Suisse;Alpinestars;;;;;;;;4;;;;;;Depuis plus de 50 ans, Alpinestars a réussi à se bâtir une réputation unique dans le monde. Synonyme de triomphe et d’innovation permanente, la marque italienne est désormais unanime dans le monde du sportswear, grâce notamment à ses casquettes aux multiples coloris et aux designs toujours plus technologiques.;;;;;;;;;;;;;../import/Casquette_textile_homme_Alpinestars_Supercraze_917224_noir_devant.jpg;;;;;;;;;;;;;;noir;;Homme;;;;S/M (3 fois), L/XL (1 fois);noir
;;Casquette WTF 210;142;;;49.00;;;20%;2014-02-34;2014-03-17;;917172;Honda Suisse;Alpinestars;;;;;;;;4;;;;;;Depuis plus de 50 ans, Alpinestars a réussi à se bâtir une réputation unique dans le monde. Synonyme de triomphe et d’innovation permanente, la marque italienne est désormais unanime dans le monde du sportswear, grâce notamment à ses casquettes aux multiples coloris et aux designs toujours plus technologiques.;;;;;;;;;;;;;../import/Casquette_textile_homme_Alpinestars_WTF210_917172_noir_devant.jpg;;;;;;;;;;;;;;noir;;Homme;;;;S/M (2 fois), L/XL (2 fois);noir
;;Casquette WTF 210;142;;;49.00;;;20%;2014-02-34;2014-03-17;;917225;Honda Suisse;Alpinestars;;;;;;;;1;;;;;;Depuis plus de 50 ans, Alpinestars a réussi à se bâtir une réputation unique dans le monde. Synonyme de triomphe et d’innovation permanente, la marque italienne est désormais unanime dans le monde du sportswear, grâce notamment à ses casquettes aux multiples coloris et aux designs toujours plus technologiques.;;;;;;;;;;;;;../import/Casquette_textile_homme_Alpinestars_WTF210_917225_rouge_devant.jpg;;;;;;;;;;;;;;rouge;;Homme;;;;S/M (1 fois);rouge
;;Ceinture DRIVERS BELT;154;;;39.00;;;20%;2014-02-34;2014-03-17;;917231;Honda Suisse;Alpinestars;;;;;;;;2;;;;;;Depuis plus de 50 ans, Alpinestars a réussi à se bâtir une réputation unique dans le monde. Synonyme de triomphe et d’innovation permanente, la polyvalente marque italienne ne cesse de se développer et propose toujours plus d’accessoires, afin de vous offrir la possibilité de porter la marque aussi bien en ville que sur votre 2 roues;• Fabriqué en tissu;;;;;;;;;;;;../import/Ceinture_plastique_unisexe_Alpinestars_driverbelt_917231_noir_devant.jpg;;;;;;;;;;;;;;noir;;Unisexe;;;;S (2 fois);noir
;;Ceinture GLOSSER BELT;154;;;39.00;;;20%;2014-02-34;2014-03-17;;917180;Honda Suisse;Alpinestars;;;;;;;;3;;;;;;Depuis plus de 50 ans, Alpinestars a réussi à se bâtir une réputation unique dans le monde. Synonyme de triomphe et d’innovation permanente, la polyvalente marque italienne ne cesse de se développer et propose toujours plus d’accessoires, afin de vous offrir la possibilité de porter la marque aussi bien en ville que sur votre 2 roues;• Fabriqué en cuir;;;;;;;;;;;;../import/Ceinture_plastique_unisexe_Alpinestars_glosserbelt_917180_noir_devant.jpg;;;;;;;;;;;;;;noir;;Unisexe;;;;L/XL (3 fois);noir
;;Chaussettes STAR SOCK;131;;;11.00;;;20%;2014-02-34;2014-03-17;;917186;Honda Suisse;Alpinestars;;;;;;;;7;;;;;;Les chaussettes Star Sock ont été spécialement réalisées pour le tourisme durant les mois les plus chauds de l’année. Ces chaussettes ont été conçues afin de réduire l’accumulation de chaleur et ainsi augmenter le confort de conduite ;;;;;;;;;;;;;../import/Chaussettes_textile_unisexe_Alpinestars_starsock_917186_noir_devant.jpg;;;;;;;;;;;;;;noir;;Unisexe;;;;S/M (3 fois), L/XL (4 fois);noir
;;Chaussures AIR PLUS GORETEX;137,91,103;;;259.00;;;20%;2014-02-34;2014-03-17;;911064;Honda Suisse;Alpinestars;;;;;;;;1;;;;;;La botte Air Plus Gore-Tex XCR avec son design innovant est pourvue d’une membrane imperméable et respirante en Gore-Tex sous une structure externe en mesh ventilé, qui permet d’avoir toujours les pieds au sec quelles que soient les conditions climatiques. Coques à double intensité au niveau de la malléole et renforts internes sur les orteils et sur le talon pour garantir sécurité et soutien exceptionnels. ;"• Structure principale en mesh pour une ventilation optimale <br>
• Membrane Gore-Tex, imperméable et respirante <br>
• Soufflet souples dans la zone de flexion pour garantir un confort optimal <br>
• Les protections imprimées et intégrées dans la zone tibia garantissent une excellente protection <br>
• Coques à double densité sur les malléoles<br>
• Renforts internes sur le talon et sur le bout des orteils <br>
• Semelle amovible perforée et anatomique <br>
• Renforts en polyamide de qualité supérieure sur le pied et renforts <br>";;;;;;;;;;;;../import/Chaussures_cuirtextile_homme_Alpinestars_AirPlusGoreTex_911064_noir_gauche.jpg;;;;;;;;;;;;;;noir;;Homme;;Waterproof;GORE-TEX;43 (1 fois);noir
;;Chaussures CREW;137,91,103;;;109.00;;;20%;2014-02-34;2014-03-17;;911054;Honda Suisse;Alpinestars;;;;;;;;4;;;;;;Les chaussures de sport CREW sont agréable à porter, particulièrement pour les journées les plus chaudes.;"• Chaussure en mesh qui est légère et bien aérée<br>
• Cheville maintenue de façon optimale grâce à son col rembourré<br>
• Semelle extérieure garantit un maximum d’amorti et de soutient<br>
• Panneaux en caoutchouc sous la semelle pour maximiser l’adhérence<br>
";;;;;;;;;;;;../import/Chaussures_textile_homme_Alpinestars_Crew_911054_noirgris_gauche.jpg;;;;;;;;;;;;;;noir-gris;;Homme;;;;42 (1 fois) 43 (1 fois), 45 (1 fois), 46 (1 fois);noir, gris
;;Chaussures FASTBACK WP;137,91,103;;;199.00;;;20%;2014-02-34;2014-03-17;;911072;Honda Suisse;Alpinestars;;;;;;;;2;;;;;;"Dans les chaussures Fastback WP, la vitesse est combinée à la polyvalence. Leur ligne élégante dissimule une membrane imperméable et respirante qui permet de les utiliser tout le temps dans n’importe quelles conditions ; de plus, leurs protections externes TPR et leur semelle renforcée offrent un maximum de garantie en termes de protection pour leur utilisation en ville";"• Empeigne mixte peau de daim, tissu et microfibres. <br>
• Membrane imperméable intégrée <br>
• Rembourrage au niveau du cou_de_pied en mesh souple 3D<br>
• Structure externe en TPR pour protéger la cheville des deux côtés<br>
• Protection latérale en TPU pour les orteils<br>
• Protection à double intensité avec revêtement en mousse sur les deux côtés de la cheville<br>
• Renfort placé sous le cuir au niveau des orteils et du talon <br>
• Plaque métallique intégrée dans la semelle <br>
• Semelle anatomique en caoutchouc qui permet un excellent grip<br>
";;;;;;;;;;;;../import/Chaussures_textile_homme_Alpinestars_FastbackWP_911072_noirgrisjaune_droit.jpg,../import/Chaussures_textile_homme_Alpinestars_FastbackWP_911072_noirgrisjaune_gauche.jpg;;;;;;;;;;;;;;noir-gris-jaune;;Homme;;Waterproof;;44 (1 fois), 46 (1 fois);noir ,gris, jaune
;;Chaussures FASTBACK WP;137,91,103;;;199.00;;;20%;2014-02-34;2014-03-17;;911071;Honda Suisse;Alpinestars;;;;;;;;1;;;;;;"Dans les chaussures Fastback WP, la vitesse est combinée à la polyvalence. Leur ligne élégante dissimule une membrane imperméable et respirante qui permet de les utiliser tout le temps dans n’importe quelles conditions ; de plus, leurs protections externes TPR et leur semelle renforcée offrent un maximum de garantie en termes de protection pour leur utilisation en ville";"• Empeigne mixte peau de daim, tissu et microfibres. <br>
• Membrane imperméable intégrée <br>
• Rembourrage au niveau du cou_de_pied en mesh souple 3D<br>
• Structure externe en TPR pour protéger la cheville des deux côtés<br>
• Protection latérale en TPU pour les orteils<br>
• Protection à double intensité avec revêtement en mousse sur les deux côtés de la cheville<br>
• Renfort placé sous le cuir au niveau des orteils et du talon <br>
• Plaque métallique intégrée dans la semelle <br>
• Semelle anatomique en caoutchouc qui permet un excellent grip<br>
";;;;;;;;;;;;../import/Chaussures_textile_homme_Alpinestars_FastbackWP_911071_noircharcoal_gauche.jpg;;;;;;;;;;;;;;noir charcoal;;Homme;;Waterproof;;43 (1 fois);noir
;;Chaussures FASTLANE;137,91,103;;;159.00;;;20%;2014-02-34;2014-03-17;;911076;Honda Suisse;Alpinestars;;;;;;;;2;;;;;;"
Les chaussures Fastlane sont spécialement conçues pour la ville avec leur design ultramoderne. Fabriqué à partir d’un tissu microfibre léger, respirant et résistant à l’abrasion, cette chaussure est dotée de plusieurs formes de protections, afin de pouvoir allier la sécurité au style. De plus, elles disposent de bandes réfléchissantes sur les talons pour vous offrir une meilleure visibilité.
";"• Fabriqué à partir de microfibre légère, durable et résistante à l’abrasion <br>
• Intérieur en mesh, respirant, améliore la ventilation de la chaussure<br>
• Protections externes autour des orteils et des chevilles<br>
• Coques sur les malléoles<br>
• Intérieur en mousse à double intensité pour mieux protéger la cheville<br>
• Renforts stratifiés sur le talon et au niveau des orteils pour une meilleure protection<br>
• Plaque métallique intégrée dans la semelle<br>
• Semelle en caoutchouc très légère qui possède une bande de roulement pour un maximum de grip<br>
• Bandes réfléchissantes au niveau du talon permettent d’augmenter la visibilité<br>
";;;;;;;;;;;;../import/Chaussures_textile_homme_Alpinestars_Fastlane_911076_noir_gauche.jpg;;;;;;;;;;;;;;noir-blanc-jaune;;Homme;;;;44 (1 fois), 45 (1 fois);noir, blanc, jaune
;;Chaussures FASTLANE;137,91,103;;;159.00;;;20%;2014-02-34;2014-03-17;;911017;Honda Suisse;Alpinestars;;;;;;;;3;;;;;;"
Les chaussures Fastlane sont spécialement conçues pour la ville avec leur design ultramoderne. Fabriqué à partir d’un tissu microfibre léger, respirant et résistant à l’abrasion, cette chaussure est dotée de plusieurs formes de protections, afin de pouvoir allier la sécurité au style. De plus, elles disposent de bandes réfléchissantes sur les talons pour vous offrir une meilleure visibilité.
";"• Fabriqué à partir de microfibre légère, durable et résistante à l’abrasion <br>
• Intérieur en mesh, respirant, améliore la ventilation de la chaussure<br>
• Protections externes autour des orteils et des chevilles<br>
• Coques sur les malléoles<br>
• Intérieur en mousse à double intensité pour mieux protéger la cheville<br>
• Renforts stratifiés sur le talon et au niveau des orteils pour une meilleure protection<br>
• Plaque métallique intégrée dans la semelle<br>
• Semelle en caoutchouc très légère qui possède une bande de roulement pour un maximum de grip<br>
• Bandes réfléchissantes au niveau du talon permettent d’augmenter la visibilité<br>
";;;;;;;;;;;;../import/Chaussures_textile_homme_Alpinestars_Fastlane_911017_noir_gauche.jpg;;;;;;;;;;;;;;noir;;Homme;;;;41 (1 fois), 42 (1 fois), 46 (1 fois);noir
;;Chaussures FASTLANE VENTED ;137,91,103;;;149.00;;;20%;2014-02-34;2014-03-17;;;Honda Suisse;Alpinestars;;;;;;;;7;;;;;;"
La chaussures Fastlane Vented est la soeur de la Fastlane. Tout comme la Fastlane, elle est spécialement conçu pour la ville et possède un design ultramoderne. Elle vous garantira la même sécurité que la Fastlane et se distingue par sa ventilation. En effet, la Fastlane Vented est une chaussure qui convient parfaitement à la saison estivale, car elle est moins épaisse et plus respirante que la Fastlane. 
";"• Fabriqué à partir de microfibre légère, durable et résistante à l’abrasion<br>
• Le cou-de-pied et la languette en mesh 3D souple garantissent de hauts niveaux de ventilation <br>
• Protections externes autour des orteils et des chevilles<br>
• Coques sur les malléoles<br>
• Intérieur en mousse à double intensité pour mieux protéger la cheville<br>
• Renforts stratifiés sur le talon et au niveau des orteils pour une meilleure protection<br>
• Plaque métallique intégrée dans la semelle<br>
• Semelle en caoutchouc très légère qui possède une bande de roulement pour un maximum de grip<br>
• Bandes réfléchissantes au niveau du talon permettent d’augmenter la visibilité<br>
";;;;;;;;;;;;../import/Chaussures_textile_homme_Alpinestars_FastlaneVented_pasref_noiranthracite_gauche.jpg;;;;;;;;;;;;;;noir anthracite;;Homme;;;;39 (1 fois), 40 (1 fois), 41 (1 fois), 42 (1 fois), 44 (1 fois), 45 (1 fois), 46 (1 fois);noir
;;Chaussures JOEY WP;137,91,103;;;199.00;;;20%;2014-02-34;2014-03-17;;911073;Honda Suisse;Alpinestars;;;;;;;;1;;;;;;Les chaussures Joey WP sont des chaussures au style urbain très à la mode, dans lesquels on retrouve toute la technologie Alpinestars. Côté protection, cette chaussure vous offre un maintien optimal du pied dans la chaussure et vous protège également dans les endroits les plus sensibles. Ajouté à cela vous pourrez rouler en toute tranquillité par n’importe quel temps grâce à sa membrane étanche.;"• Fabriqué en cuir et en microfibre <br>
• Chaussures « street » idéales pour les déplacements quotidiens<br>
• Doublure technique avec membrane étanche <br>
• Renfort en mousse de polyester sur la languette et la cheville <br>
• Protections des malléoles à double densité<br>
• Œillets en métal sur les lacets pour un ajustement adaptable et résistant. <br>
• Bout et contrefort intérieurs renforcés pour une meilleure résistance aux chocs<br>
•  Semelle amovible et anatomique en mousse extrêmement endurante<br>
";;;;;;;;;;;;../import/Chaussures_textile_homme_Alpinestars_JoeyWP_911073_noir_gauche.jpg;;;;;;;;;;;;;;noir;;Homme;;Waterproof;;42 (1 fois);noir
;;Chaussures JOEY WP;137,91,103;;;199.00;;;20%;2014-02-34;2014-03-17;;911074;Honda Suisse;Alpinestars;;;;;;;;2;;;;;;Les chaussures Joey WP sont des chaussures au style urbain très à la mode, dans lesquels on retrouve toute la technologie Alpinestars. Côté protection, cette chaussure vous offre un maintien optimal du pied dans la chaussure et vous protège également dans les endroits les plus sensibles. Ajouté à cela vous pourrez rouler en toute tranquillité par n’importe quel temps grâce à sa membrane étanche.;"• Fabriqué en cuir et en microfibre <br>
• Chaussures « street » idéales pour les déplacements quotidiens<br>
• Doublure technique avec membrane étanche <br>
• Renfort en mousse de polyester sur la languette et la cheville <br>
• Protections des malléoles à double densité<br>
• Œillets en métal sur les lacets pour un ajustement adaptable et résistant. <br>
• Bout et contrefort intérieurs renforcés pour une meilleure résistance aux chocs<br>
•  Semelle amovible et anatomique en mousse extrêmement endurante<br>
";;;;;;;;;;;;../import/Chaussures_textile_homme_Alpinestars_JoeyWP_911074_noirjaunefluo_gauche.jpg;;;;;;;;;;;;;;noir-jaune fluo;;Homme;;Waterproof;;40 (1 fois), 44 (1 fois);noir, jaune fluo
;;Chaussures RIDGE WP;137,91,103;;;169.00;;;20%;2014-02-34;2014-03-17;;911021;Honda Suisse;Alpinestars;;;;;;;;1;;;;;;Les bottes Ridge sont confortables, résistantes et s’adaptent à toutes les conditions climatiques.  Ces bottes sont caractérisées par la doublure exclusive Drystar Alpinestars et par un sous_pied anatomique rembourré pour maintenir les pieds au sec, au chaud tout en garantissant le confort dans toutes les conditions;"• Empeigne en cuir pleine fleur avec des éléments légers en tissu. <br>
• Protections latérales et centrales à double densité sur les chevilles.<br> 
• Semelle exclusive en caoutchouc avec un design spécial sur les côtés. <br>
• Doublure en Drystar imperméable et respirante <br>
• Semelle intermédiaire se conforme au pied en lui offrant une sensation plus naturelle <br>
• Protections renforcées à l’intérieur de la semelle<br>
• Serrages anti_glissement réglables à double largeur avec fixation Velcro<br>
•  Élément réfléchissant à l’arrière rend le pilote encore plus visible<br>
";;;;;;;;;;;;../import/Chaussures_cuir_homme_Alpinestars_RidgeWP_911021_noir_gauche.jpg;;;;;;;;;;;;;;noir;;Homme;;Waterproof;;43 (1 fois);noir
;;Chaussures ROAM WP;137,91,103;;;199.00;;;20%;2014-02-34;2014-03-17;;911020;Honda Suisse;Alpinestars;;;;;;;;7;;;;;;Les bottes Roam s’adaptent à n’importe quel climat grâce à la caractéristique exclusive de la doublure en Drystar Alpinestars qui maintient le pied au chaud et au sec, même dans les pires conditions.  La combinaison des serrages avec fixation Velcro placés sur la partie supérieure et latérale des bottes avec le soutien intérieur sur le talon, garantissent une bonne liberté de mouvement durant la conduite, tout en assurant le soutien et la protection nécessaires;"• L’empeigne est en synthétique avec des éléments en tissu qui offrent une meilleure résistance <br>
• Protections latérales et centrales antichoc à double densité sur les chevilles<br>
• Doublure en Drystar imperméable et respirante <br>
• Elément réfléchissant arrière améliore la visibilité du pilote. <br>
• La semelle exclusive en caoutchouc qui garantit une excellente stabilité  <br>
• Trois serrages anti_glissement réglables avec fixation Velcro <br>
• Les zones de flexion sur le coup de pied et sur le tendon d’Achille assurent un maximum de confort <br>
";;;;;;;;;;;;../import/Chaussures_cuir_homme_Alpinestars_RoamWP_911020_noir_gauche.jpg;;;;;;;;;;;;;;noir;;Homme;;Waterproof;;42 (2 fois), 43 (2 fois), 44 (1 fois), 45 (2 fois);noir
;;Chaussures S-MX1;137,91,103;;;219.00;;;20%;2014-02-34;2014-03-17;;911070;Honda Suisse;Alpinestars;;;;;;;;1;;;;;;Les chaussures hautes S-MX1 unissent les lignes racing des bottes de piste S-MX avec la commodité et la polyvalence d’une coupe plus basse. L’empeigne ultralégère et durable en microfibre est renforcée par une armature robuste en TPU, tandis que la semelle (avec plaque de renfort) est réalisée avec un mélange spécial de caoutchouc garantissant plus de grip et une durée de vie plus longue. ;"• Empeigne en microfibre, légère et durable<br>
• Panneaux latéraux perforés pour améliorer la ventilation<br>
• Intérieur en tissu mesh 3D pour plus de confort et feeling <br>
• Protection en TPU du côté externe de la malléole<br>
• Protection à double densité avec intérieur en mousse du côté interne de la cheville<br>
• Renfort au niveau des orteils à l’intérieur de l’empeigne en microfibre<br>
• Plaque intégrée dans la semelle pour donner plus de rigidité<br>
• Fermeture combinée zip/Velcro pour un chaussage plus facile <br>
• Semelle anatomique et entièrement amovible <br>
";;;;;;;;;;;;../import/Chaussures_cuir_homme_Alpinestars_SMX1_911070_blanc_gauche.jpg;;;;;;;;;;;;;;blanc;;Homme;;;;47 (1 fois);blanc
;;Chaussures S-MX5;137,91,103;;;259.00;;;20%;2014-02-34;2014-03-17;;911014;Honda Suisse;Alpinestars;;;;;;;;3;;;;;;Les bottes S-MX 5 sont le compromis sport-touring d’Alpinestars. Doté d’une membrane exclusive étanche, elles résistent impeccablement à l’humidité. Niveau protection, cette botte a été fabriquée en tissu microfibre et est dotée de multiples protections aux zones les plus exposées. Alpinestars n’en a pour autant pas négliger le confort en équipant la S-MX 5 de zones flexibles à l’avant et à l’arrière ainsi que d’un système de ventilation qui permet d’évacuer l’humidité en cas de forte chaleur.;"• Empeigne en microfibre résistante et souple<br>
• Protection anti-choc au niveau du tibia, du mollet et du talon.<br>
• Protection interne grâce à un panneau injecté à double densité lié à la protection du talon<br>
• Doublure en polyamide qui permet un séchage rapide<br>
•Système de ventilation performant grâce à ses revêtements de tissu perforé<br>
• Grandes bande extensibles au niveau du coup de pied <br>
• Système d’ouverture facilité par une fermeture éclair fixé sur une pièce élastique<br>
• Semelle en caoutchouc qui permet un excellent grip<br>
";;;;;;;;;;;;../import/Chaussures_cuir_homme_Alpinestars_SMX5_911014_noir_gauche.jpg;;;;;;;;;;;;;;noir;;Homme;;;;41 (1 fois), 42 (1 fois), 43 (1 fois);noir
;;Chaussures SMX PLUS;137,91,103;;;379.00;;;20%;2014-02-34;2014-03-17;;911063;Honda Suisse;Alpinestars;;;;;;;;6;;;;;;Les bottes S-MX Plus sont fabriquées en microfibre légère et extrêmement résistante, afin de garantir à leur propriétaire un maximum de sécurité à tous les niveaux. Ajouté à cette protection sans égal, ces bottes de piste offrent également une liberté de mouvement optimale et un grand confort grâce notamment à divers rembourrages et à un système de ventilation qui favorise la circulation de l’air. ;"• Fabriqué à partir de microfibre légère et résistante<br>
• Canaux hydrodynamiques pour favoriser l’écoulement de l’eau<br>
• Mousse antichoc à l’avant du pied <br>
• Protection du tibia en polymère extrêmement résistante<br>
• Système exclusif Multi Link Control (MLC) qui maintient parfaitement la cheville <br>
• Slider interchangeable au niveau du talon<br>
• Boucle micro-métrique sur le mollet avec languette de sécurité caché<br>
• Zones anatomique en cuir asymétrique et en accordéon pour un maximum de souplesse et de confort<br>
• Doublure synthétique innovante sur l'avant-pied pour une meilleure absorption des chocs<br>
•  Fermeture interne à lacets en Kevlar<br>
• Panneaux latéraux perforés pour améliorer la circulation de l'air<br>";;;;;;;;;;;;../import/Chaussures_cuir_homme_Alpinestars_SMXPLUS_911063_noir_gauche.jpg;;;;;;;;;;;;;;noir;;Homme;;Waterproof;;38 (1 fois), 39 (1 fois), 41 (1 fois), 42 (1 fois), 43 (1 fois), 44 (1 fois);noir
;;Chaussures SMX-2;137,91,103;;;249.00;;;20%;2014-02-34;2014-03-17;;911015;Honda Suisse;Alpinestars;;;;;;;;4;;;;;;Les chaussures Alpinestars S-MX 2 unissent les lignes racing des bottes de piste S-MX avec la commodité et la polyvalence d’une coupe plus basse. Fabriquées en cuir, ces bottes offrent une grande liberté de mouvement tout en garantissant une protection optimale du pied. ;"• Fabriqué en cuir pleine fleur souple et confortable<br>
• Bottes basses optimale pour la conduite sur route<br>
• Fermeture avec boucle aérodynamique pour plus de sécurité<br>
• Surface antidérapante au niveau du talon pour un meilleur contrôle du pied<br>
• Protection maximale au niveau de la cheville et du tendon d’Achille<br>
• Renfort de protection sur le talon et sur la pointe<br>
• Slider de pointe de pied interchangeable<br>
• Semelle en caoutchouc moulée pour plus de rigidité<br>
• Fermeture zippé qui permet de les enfiler facilement<br>
";;;;;;;;;;;;../import/Chaussures_cuir_homme_Alpinestars_SMX2_911015_noir_gauche.jpg;;;;;;;;;;;;;;noir;;Homme;;;;40 (1 fois), 41 (1 fois), 42 (1 fois), 46 (1 fois);noir
;;Chaussures SMX-R;137,91,103;;;399.00;;;20%;2014-02-34;2014-03-17;;911011;Honda Suisse;Alpinestars;;;;;;;;2;;;;;;La botte en cuir SMX R a été très travaillé, afin d’offrir une sécurité irréprochable tout en offrant le meilleur confort possible. Souple, confortable et légère, elles sont faciles à enfiler et les renforts moelleux dispersés à l’intérieur de la chaussure la rendent agréable à porter. Ajouté à cela, tous les points sensibles du pied sont renforcés et cette botte présente une très bonne isolation au froid, ainsi qu’une bonne résistance à la pluie.;;;;;;;;;;;;;../import/Chaussures_cuir_homme_Alpinestars_SMXR_911011_noirrouge_gauche.jpg;;;;;;;;;;;;;;noir-rouge;;Homme;;;;43 (1 fois), 45 (1 fois);noir, rouge
;;Chaussures SOHO;137,91,103;;;329.00;;;20%;2014-02-34;2014-03-17;;911018;Honda Suisse;Alpinestars;;;;;;;;2;;;;;;;;;;;;;;;;;;;../import/Chaussures_cuir_homme_Alpinestars_Soho_911018_noir_gauche.jpg;;;;;;;;;;;;;;noir;;Homme;;Waterproof;GORE-TEX;44 (1 fois), 45 (1 fois);noir
;;Chaussures STELLA CITTA;137,91,103;;;259.00;;;20%;2014-02-34;2014-03-17;;912003;Honda Suisse;Alpinestars;;;;;;;;4;;;;;;"La botte CITTA est la petite sœur de la Stella Torre WP; elle est coupée légèrement plus court et sans la membrane étanche ";"• Fabriqué en cuir très souple et confortable<br>
• Protections au niveau des talons et des orteils<br>
• Languette en cuir sur le tibia permettant un ajustement optimal<br>
• Fermeture par zip sur l’intérieur du pied<br>
• Insert élastique garantissant un meilleur confort<br>
";;;;;;;;;;;;../import/Chaussures_cuir_femme_Alpinestars_stellacitta_912003_noir_devant.jpg;;;;;;;;;;;;;;noir;;Femme;;;;38 (1 fois), 41 (1 fois), 42 (1 fois), 43 (1 fois);noir
;;Chaussures STELLA FASTLANE WP;137,91,103;;;179.00;;;20%;2014-02-34;2014-03-17;;;Honda Suisse;Alpinestars;;;;;;;;1;;;;;;Conçues expressément pour s'adapter à la silhouette du pied féminin, les chaussures Stella Fastlane intègrent des dispositifs de protection excellents pour faire en sorte que leur sécurité et leurs performances par temps humide soient à hauteur de leur style. Au design aérodynamique inspiré de la collection automobile Alpinestars, la construction légère des chaussures Stella Fastlane et leur coupe anatomiquement optimisée assurent un confort d'utilisation maximal pendant toute la journée;"• Fabriquée partir d'une microfibre légère, endurante et résistante à l'abrasion <br>
• Membrane étanche. <br>
• Zone du sélecteur en tissu gaufré pour une meilleure adhérence. <br>
• Protections extérieures stratégiquement placées autour des chevilles et des orteils. <br>
• Coques malléoles doublées de mousse à double densité pour une protection contre les chocs des deux côtés de la cheville. <br>
• Bandes réfléchissantes sur le talon <br>
• Nouvelle semelle intérieure à double densité amovible<br>
• Système de laçage avec sangle Velcro réglable pour une fermeture rapide et facile.<br>
• Doublure de la languette et du col en tissu mesh pour une meilleure ventilation<br>
";;;;;;;;;;;;../import/Chaussures_cuir_femme_Alpinestars_stellafastlanewp_pasref_noirblanc_gauche.jpg;;;;;;;;;;;;;;noir-blanc;;Femme;;Waterproof;;41 (1 fois);noir, blanc
;;Chaussures STELLA FASTLANE WP;137,91,103;;;179.00;;;20%;2014-02-34;2014-03-17;;;Honda Suisse;Alpinestars;;;;;;;;3;;;;;;Conçues expressément pour s'adapter à la silhouette du pied féminin, les chaussures Stella Fastlane intègrent des dispositifs de protection excellents pour faire en sorte que leur sécurité et leurs performances par temps humide soient à hauteur de leur style. Au design aérodynamique inspiré de la collection automobile Alpinestars, la construction légère des chaussures Stella Fastlane et leur coupe anatomiquement optimisée assurent un confort d'utilisation maximal pendant toute la journée;"• Fabriquée partir d'une microfibre légère, endurante et résistante à l'abrasion <br>
• Membrane étanche. <br>
• Zone du sélecteur en tissu gaufré pour une meilleure adhérence. <br>
• Protections extérieures stratégiquement placées autour des chevilles et des orteils. <br>
• Coques malléoles doublées de mousse à double densité pour une protection contre les chocs des deux côtés de la cheville. <br>
• Bandes réfléchissantes sur le talon <br>
• Nouvelle semelle intérieure à double densité amovible<br>
• Système de laçage avec sangle Velcro réglable pour une fermeture rapide et facile.<br>
• Doublure de la languette et du col en tissu mesh pour une meilleure ventilation<br>
";;;;;;;;;;;;../import/Chaussures_cuir_femme_Alpinestars_stellafastlanewp_pasref_noirrose_gauche.jpg;;;;;;;;;;;;;;noir-rose;;Femme;;Waterproof;;41 (1 fois), 43 (1 fois), 44 (1 fois);noir, rose
;;Chaussures STELLA VIKA WP;137,91,103;;;279.00;;;20%;2014-02-34;2014-03-17;;912005;Honda Suisse;Alpinestars;;;;;;;;3;;;;;;Réalisées en cuir et en tissu étanches, les bottes VIKA, avec leur style superbe, sont à la mode tout en offrant des niveaux optimaux de confort, d'imperméabilité et de protection durant la conduite;"• Tige réalisée en cuir et en tissu étanches pour d'excellentes performances <br>
• Membrane 100% étanche et transpirante pour favoriser l'absorption de la transpiration <br>
• Col cambré pour maintenir le confort en position de conduite <br>
• Disques à double densité sur les chevilles pour renforcer la protection<br>
• Renfort de protection en polymère innovant en dessous du cuir <br>
• Zones souples en accordéon pour garantir un confort maximal <br>
• Col et doublure interne en mesh transpirant <br>
• Semelle avec mélange de caoutchouc exclusif <br>
• Conçues pour être assorties au blouson, au pantalon et aux gants de la collection VIKA<br>
";;;;;;;;;;;;../import/Chaussures_cuir_femme_Alpinestars_Stellavikawp_912005_noir_gauche.jpg;;;;;;;;;;;;;;noir;;Femme;;Waterproof;;37 (1 fois), 38 (1 fois), 41 (1 fois);noir
