ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;Minimal quantity;Visibility;Additional shipping cost;Unity;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL-rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse
85261;;Alpinestars Handschuhe GP PRO - Schwarz;;;;;;;;;;RPGASGR13101;;;;;;;;;;;;;;;;;Als der erstklassige sportliche nach jahrelangen Leistungstests auf die MotoGP und WSBK Strecken entwickelte Rennhandschuh bietet der GP Pro überragenden Schutz und fortschrittliche Leistung sowie ein ergonomisches leichtes Design.;<ul><li>Der Aufbau aus Vollnarben- und Multi-Panel-Leder mit einer Handfläche aus Känguruleder und Handtellerverstärkungen aus synthetischem Wildleder ist flexibel und strapazierfähig und verleiht totalen Griffgefühl.</li><li>Alpinestars exklusive Dynamic Friction Shield (DFS) Protektoren zeichnen sich durch eine fortschrittliche Luftführungsanlage und einen doppeldichtigen Polymer-Aufbau für überragende Leistung gegen wiederholte Aufpralle sowie für Abriebfestigkeit aus.</li><li>Die Alpinestars patentierte dritte und vierte Fingerbrücke verhindert die Verdrehung des Leders an den Fingern und hilft dabei, ein mögliches Versagen der Nähte und die Fingertrennung zu verhüten.</li><li>Ein rennerprobter anatomisch vorgeformter Polymer-Handschuhbund wickelt sich um das Handgelenk zur Aufprallschutz.</li><li>Ein 3D Schaumpolsterung am oberen Handbereich sorgt für zusätzlichen Aufprallschutz.</li><li>Hochentwickelte Polyester Fingerschleifer für Aufprallbeständigkeit und Abriebfestigkeit.</li></ul><br><p><strong>Komfortleistung</p></strong><ul><li>Anatomisch geformtes Design für erhöhten Komfort, Griffgefühl und Kontrolle.</li><li>Akkordeon Fingereinsätze aus Leder mit zusätzlichen doppelten Stretcheinsätze am Daumen für verbesserte Beweglichkeit und erhöhten Komfort.</li><li>Perforierte Lederoberfläche und belüftete Seitenwände erhöhen Luftführung an die Hände.</li><li>Verstärkte außenliegende Nähte im Finger und Handfläche-Bereich für enganliegende Passform und überragendes Gefühl.</li><li>Doppelte Laschenverschluss am Handgelenk für zuverlässige und sichere Passform und fehlerfreie Einstellung.</li><li>Material: 91% LEDER - 9%POLYURETHANE</li><li>Futter: 57%POLYESTER - 43%ARAMIDIC FIBER</li></ul>;;Alpinestars Handschuhe GP PRO - Schwarz Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85262;;Alpinestars Handschuhe GP TECH - Schwarz;;;;;;;;;;RPGASGR13104;;;;;;;;;;;;;;;;;Mit Innovationen aus dem MotoGP und WSBK umfasst der GP Tech Handschuh erstklassige Eigenschaften, so wie anpassungsfähige Dual?Compound Knöchel?Protektoren, ein ergonomisches Bündchendesign und strategische Verstärkungen im Handtellerbereich, die er zu einem der technisch fortschrittlichsten Rennhandschuhe auf dem Markt macht.;<ul><li>Evolutionärer Schritt für das Moto GP abgeleitete Handschuhdesign mit Chassis und Handteller aus strapazierfähigem und geschmeidigem Känguruleder.</li><li>Handteller und äußere Handfläche sind mit höchst atmungsaktivem Pittards®?Digital?Leder verstärkt, die einen deutlich besseren Griff und Wasserabfluss bei ungünstigen Witterungsverhältnissen fördern.</li><li>Eingebaute Akkordeon?Stretcheinsätze aus Leder an Fingern und am Daumen, sowie ein innovativer Seiteneinsatz für einen deutlich besseren Bewegungsumfang überall im Handrücken.</li></ul><br><p><strong>Sicherheitsschutz</p></strong><ul><li></li><li>Das Alpinestars fortschrittliche Knöchel?Schutzsystem zeichnet sich durch einen anpassungsfähigen Dual?Compound TPU Protektor mit Luft?Einlassöffnungen und ?Auslassöffnungen für Kühlungsleistung aus. Der Protektor ist fensterartig auf einem Polyschaum? Komfortpolsterung für die Stromlinie? und Abrieb?Leistung und Aufpralldämpfung eingebaut.</li><li>Die Alpinestars patentierte Fingerbrücke verhindert die Lederverdrehung um den Fingern sowie geplatzte Nähte und Abtrennung der Fingern.</li><li>Ergonomisch geschnittenes TPU Bündchen, das sich um dem Handgelenk herumwickelt, den Längsschnitt des Hand zur Schutz des Handgelenks und der Handwurzelknochen vor Aufprall beim Unfall verstärkt, und gleichzeitig eine ausgezeichnete Flexibilität bietet.</li><li>Die TPU Handteller?, Daumen? und Finger?Schleifer sind auf Polyschaum montiert und für eine überragende Aufprall? und Abriebfestigkeit strategisch positioniert.</li><li>Integrierter Kevlar®: Inneres KEVLAR® Handrücken? und Daumenfutter und inneres K?Tech KEVLAR® kleinen Finger?Futter für überragende Aufprall? und Abriebfestigkeit.</li></ul><br><p><strong>Tragekomfort</p></strong><ul><li></li><li>Einlagiges Leder?Handflächedesign für Griff?Sensibilität, geringste Material?Struktur und reduzierte Nähte.</li><li>Perforierter Lederoberteil, Bündchen und belüftete Finger?Seitenwände bieten eine hervorragende übergreifende Atmungsaktivität.</li><li>Luftauslassöffnung am Handrücken zeichnet sich durch ein TPR verstärkten Rücken für zusätzliche Abriebfestigkeit.</li><li>Die vorgeformte Fingeranfertigung verringert Ermüdungserscheinungen, während die vom Finger bis zur Handteller durchgehenden Außennähte für eine enganliegende Passform und überragenden Griffgefühl sorgen.</li><li>Der Verschluss an der langen Stulpe ist durch einen Komfort?Polyschaum mit einer erweiterten Bündchenlasche zur Unterstützung für einfaches Anziehen verstärkt.</li><li>Material: 92%LEDER, 8%POLYURETHANE</li><li>Lining: 44%ARAMIDIC FIBER, 32%POLYESTER, 24% BAUMWOLLE</li></ul>;;Alpinestars Handschuhe GP TECH - Schwarz Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85263;;Alpinestars Handschuhe STELLA GP PLUS - Schwarz;;;;;;;;;;RPGASGR13105;;;;;;;;;;;;;;;;; Alpinestars ist ein italienischer Hersteller, spezialisiert in Protektorenausstattung für Motorrad, Autorennen sowie mehreren Extremsportarten: M.T.B., BMX, Surfen, Wakeboard und sogar snow mobile.;<p><strong>Material:</p></strong><ul><li>88% LEDER</li><li>8%POLYURETHANE</li><li>4%CARBON FIBER</li></ul><br><p><strong>Futter:</strong></p><ul><li>60%POLYESTER</li><li>40%ARAMIDIC FIBER</li></ul>;;Alpinestars Handschuhe STELLA GP PLUS - Schwarz Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85264;;Alpinestars Handschuhe STELLA SP-8 - Schwarz;;;;;;;;;;RPGASGR13106;;;;;;;;;;;;;;;;;Der aus höchst abriebfestem Vollnarbenleder speziell für Fahrerinnen entwickelte Stella SP-8 zeichnet sich durch die Alpinestars patentierte Fingerbrücke und die Handteller-Verstärkung aus synthetischem Wildleder für Griffigkeit und langlebigen Komfort aus. Ein Handschuhbund mit Klettverschluss und ein ausdehnbares Handgelenk bieten eine feste und höchst individuelle sportliche Passform;<ul><li>Die hochwertige Vollleder-Anfertigung ist strapazierfähig und bietet außerordentliche Abriebfestigkeit.  </li><li>Alpinestars patentierte dritte und vierte Fingerbrücke verhindert geplatzte Nähte und Fingertrennung beim Rutschen.</li><li>Ergonomisch positionierte synthetisch gemusterte Handteller-Verstärkung aus Wildleder für Griffigkeit und Steuerungskomfort.  </li><li>Der fortschrittliche überspritzte Polymer-Knöchelprotektor bietet eine ausgezeichnete Leistung beim wiederholten Aufprallen.</li><li>Verstärkungen aus EVA Schaumpolsterung am Daumen, Handgelenk, Handrücken, Handteller und an den Fingern für Komfort und Abriebleistung.</li><li>Perforierte Leder-Bündchen, sowie perforierte Finger-Seitenwände für eine hervorragende Atmungsaktivität.</li><li>Bündchen mit Klettverschluss und ausdehnbarer Handgelenk-Schnitt für eine feste und individuelle Passform.</li><li>Vorgeformter Fingerschnitt und Innennähte für Komfort und außergewöhnliche Haptik.</li><li>Druck- und Sticklogos im Handgelenk- und Finger-Bereich, sowie hitzegeprägte Logos an Knöcheln.</li><li><strong>Material:</strong> 74% LEDER, 16%POLYURETHANE, 10% syntetisches Velours</li><li><strong>Lining:</strong> 100%POLYESTER</li></ul>;;Alpinestars Handschuhe STELLA SP-8 - Schwarz Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85265;;Alpinestars Handschuhe GP PRO - Schwarz/Weiss;;;;;;;;;;RPGASGR13121;;;;;;;;;;;;;;;;;Als der erstklassige sportliche nach jahrelangen Leistungstests auf die MotoGP und WSBK Strecken entwickelte Rennhandschuh bietet der GP Pro überragenden Schutz und fortschrittliche Leistung sowie ein ergonomisches leichtes Design.;<ul><li>Der Aufbau aus Vollnarben- und Multi-Panel-Leder mit einer Handfläche aus Känguruleder und Handtellerverstärkungen aus synthetischem Wildleder ist flexibel und strapazierfähig und verleiht totalen Griffgefühl.</li><li>Alpinestars exklusive Dynamic Friction Shield (DFS) Protektoren zeichnen sich durch eine fortschrittliche Luftführungsanlage und einen doppeldichtigen Polymer-Aufbau für überragende Leistung gegen wiederholte Aufpralle sowie für Abriebfestigkeit aus.</li><li>Die Alpinestars patentierte dritte und vierte Fingerbrücke verhindert die Verdrehung des Leders an den Fingern und hilft dabei, ein mögliches Versagen der Nähte und die Fingertrennung zu verhüten.</li><li>Ein rennerprobter anatomisch vorgeformter Polymer-Handschuhbund wickelt sich um das Handgelenk zur Aufprallschutz.</li><li>Ein 3D Schaumpolsterung am oberen Handbereich sorgt für zusätzlichen Aufprallschutz.</li><li>Hochentwickelte Polyester Fingerschleifer für Aufprallbeständigkeit und Abriebfestigkeit.</li></ul><br><p><strong>Komfortleistung</p></strong><ul><li>Anatomisch geformtes Design für erhöhten Komfort, Griffgefühl und Kontrolle.</li><li>Akkordeon Fingereinsätze aus Leder mit zusätzlichen doppelten Stretcheinsätze am Daumen für verbesserte Beweglichkeit und erhöhten Komfort.</li><li>Perforierte Lederoberfläche und belüftete Seitenwände erhöhen Luftführung an die Hände.</li><li>Verstärkte außenliegende Nähte im Finger und Handfläche-Bereich für enganliegende Passform und überragendes Gefühl.</li><li>Doppelte Laschenverschluss am Handgelenk für zuverlässige und sichere Passform und fehlerfreie Einstellung.</li><li>Material: 91% LEDER - 9%POLYURETHANE</li><li>Futter: 57%POLYESTER - 43%ARAMIDIC FIBER</li></ul>;;Alpinestars Handschuhe GP PRO - Schwarz/Weiss Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85266;;Alpinestars Handschuhe GP PLUS - Schwarz/Weiss;;;;;;;;;;RPGASGR13122;;;;;;;;;;;;;;;;;Mit ergonomischer Passform und hochwertigem Schutz bietet der GP Plus den anspruchsvollsten Sport-Fahrer Schutz, Gefühl, Flexibilität und Tragekomfort. Die innovative Leder und Multi-Material-Konstruktion bietet sichere und genaue Passform und zeichnet sich durch die Alpinestars patentierte Finger-Brücke aus, die eine Fingerabtrennung und Verdrehung verhindert.;<ul><li>Innovative Multi-Panel-Konstruktion aus Leder und Textil.</li><li>Alpinestars exklusive Dynamic Friction Shield (DFS) Protektoren zeichnen sich durch eine fortschrittliche Luftführungsanlage und einen doppeldichtigen Polymer-Formaufbau für überragende Leistung gegen wiederholte Aufpralle sowie für Abriebfestigkeit aus.</li><li>Die Alpinestars patentierte dritte und vierte Fingerbrücke verhindert die Verdrehung des Leders an den Fingern und hilft dabei, ein mögliches Aufspringen der Nähte und die Fingertrennung zu verhüten.</li><li>Der anatomisch optimierte Handteller mit Clarino® Daumen- und Finger-Verstärkung erteilt ausgezeichneten Griff und Gefühl für die Motorradsteuerung.</li><li>Innere SCHOELLER® KEPROTEC® Verstärkungen und KEVLAR® Futter für Komfort und Leistung.</li><li>Verstärkungen aus spritzgegossenem Polyesterschaum in kritischen Handfläche- und Finger-Aufprallbereiche.</li><li>Hochentwickelte Polyester Fingerschleifer für Aufprallbeständigkeit und Abriebfestigkeit.</li></ul><br><p><strong>Komfortleistung</p></strong><ul><li>Akkordeon Fingereinsätze aus Leder mit zusätzlichen doppelten Stretcheinsätze am Daumen für erhöhte Beweglichkeit und Komfort.</li><li>Konturierte Bündchenverschluss bietet ergonomische Polymer-Konstruktion und Lasche am Handgelenk für gute Einstellung und Sicherheit.</li><li>Doppelte externe Fingernähte gewährleisten Passform und Feinfühligkeit.</li><li>Perforierte Leder-Oberteil und belüftete Finger-Seitenwände halten die Hände frisch.</li><li>Doppelte Laschenverschluss am Handgelenk für zuverlässige und sichere Passform und fehlerfreie Einstellung.</li><li>Material: 88% LEDER, 12%POLYURETHANE</li><li>Lining: 60%POLYESTER, 40%ARAMIDIC FIBER</li></ul>;;Alpinestars Handschuhe GP PLUS - Schwarz/Weiss Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85267;;Alpinestars Handschuhe GP PRO - Schwarz/Weiss/Rot;;;;;;;;;;RPGASGR131231;;;;;;;;;;;;;;;;;Als der erstklassige sportliche nach jahrelangen Leistungstests auf die MotoGP und WSBK Strecken entwickelte Rennhandschuh bietet der GP Pro überragenden Schutz und fortschrittliche Leistung sowie ein ergonomisches leichtes Design.;<ul><li>Der Aufbau aus Vollnarben- und Multi-Panel-Leder mit einer Handfläche aus Känguruleder und Handtellerverstärkungen aus synthetischem Wildleder ist flexibel und strapazierfähig und verleiht totalen Griffgefühl.</li><li>Alpinestars exklusive Dynamic Friction Shield (DFS) Protektoren zeichnen sich durch eine fortschrittliche Luftführungsanlage und einen doppeldichtigen Polymer-Aufbau für überragende Leistung gegen wiederholte Aufpralle sowie für Abriebfestigkeit aus.</li><li>Die Alpinestars patentierte dritte und vierte Fingerbrücke verhindert die Verdrehung des Leders an den Fingern und hilft dabei, ein mögliches Versagen der Nähte und die Fingertrennung zu verhüten.</li><li>Ein rennerprobter anatomisch vorgeformter Polymer-Handschuhbund wickelt sich um das Handgelenk zur Aufprallschutz.</li><li>Ein 3D Schaumpolsterung am oberen Handbereich sorgt für zusätzlichen Aufprallschutz.</li><li>Hochentwickelte Polyester Fingerschleifer für Aufprallbeständigkeit und Abriebfestigkeit.</li></ul><br><p><strong>Komfortleistung</p></strong><ul><li>Anatomisch geformtes Design für erhöhten Komfort, Griffgefühl und Kontrolle.</li><li>Akkordeon Fingereinsätze aus Leder mit zusätzlichen doppelten Stretcheinsätze am Daumen für verbesserte Beweglichkeit und erhöhten Komfort.</li><li>Perforierte Lederoberfläche und belüftete Seitenwände erhöhen Luftführung an die Hände.</li><li>Verstärkte außenliegende Nähte im Finger und Handfläche-Bereich für enganliegende Passform und überragendes Gefühl.</li><li>Doppelte Laschenverschluss am Handgelenk für zuverlässige und sichere Passform und fehlerfreie Einstellung.</li><li>Material: 91% LEDER - 9%POLYURETHANE</li><li>Futter: 57%POLYESTER - 43%ARAMIDIC FIBER</li></ul>;;Alpinestars Handschuhe GP PRO - Schwarz/Weiss/Rot Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85268;;Alpinestars Handschuhe STELLA SP-8 - Schwarz/Weiss;;;;;;;;;;RPGASGR13124;;;;;;;;;;;;;;;;;Der aus höchst abriebfestem Vollnarbenleder speziell für Fahrerinnen entwickelte Stella SP-8 zeichnet sich durch die Alpinestars patentierte Fingerbrücke und die Handteller-Verstärkung aus synthetischem Wildleder für Griffigkeit und langlebigen Komfort aus. Ein Handschuhbund mit Klettverschluss und ein ausdehnbares Handgelenk bieten eine feste und höchst individuelle sportliche Passform;<ul><li>Die hochwertige Vollleder-Anfertigung ist strapazierfähig und bietet außerordentliche Abriebfestigkeit.  </li><li>Alpinestars patentierte dritte und vierte Fingerbrücke verhindert geplatzte Nähte und Fingertrennung beim Rutschen.</li><li>Ergonomisch positionierte synthetisch gemusterte Handteller-Verstärkung aus Wildleder für Griffigkeit und Steuerungskomfort.  </li><li>Der fortschrittliche überspritzte Polymer-Knöchelprotektor bietet eine ausgezeichnete Leistung beim wiederholten Aufprallen.</li><li>Verstärkungen aus EVA Schaumpolsterung am Daumen, Handgelenk, Handrücken, Handteller und an den Fingern für Komfort und Abriebleistung.</li><li>Perforierte Leder-Bündchen, sowie perforierte Finger-Seitenwände für eine hervorragende Atmungsaktivität.</li><li>Bündchen mit Klettverschluss und ausdehnbarer Handgelenk-Schnitt für eine feste und individuelle Passform.</li><li>Vorgeformter Fingerschnitt und Innennähte für Komfort und außergewöhnliche Haptik.</li><li>Druck- und Sticklogos im Handgelenk- und Finger-Bereich, sowie hitzegeprägte Logos an Knöcheln.</li><li><strong>Material:</strong> 74% LEDER, 16%POLYURETHANE, 10% syntetisches Velours</li><li><strong>Lining:</strong> 100%POLYESTER</li></ul>;;Alpinestars Handschuhe STELLA SP-8 - Schwarz/Weiss Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85269;;Alpinestars Handschuhe GP TECH - Schwarz/Rot/Neongelb;;;;;;;;;;RPGASGR131361;;;;;;;;;;;;;;;;;Mit Innovationen aus dem MotoGP und WSBK umfasst der GP Tech Handschuh erstklassige Eigenschaften, so wie anpassungsfähige Dual?Compound Knöchel?Protektoren, ein ergonomisches Bündchendesign und strategische Verstärkungen im Handtellerbereich, die er zu einem der technisch fortschrittlichsten Rennhandschuhe auf dem Markt macht.;<ul><li>Evolutionärer Schritt für das Moto GP abgeleitete Handschuhdesign mit Chassis und Handteller aus strapazierfähigem und geschmeidigem Känguruleder.</li><li>Handteller und äußere Handfläche sind mit höchst atmungsaktivem Pittards®?Digital?Leder verstärkt, die einen deutlich besseren Griff und Wasserabfluss bei ungünstigen Witterungsverhältnissen fördern.</li><li>Eingebaute Akkordeon?Stretcheinsätze aus Leder an Fingern und am Daumen, sowie ein innovativer Seiteneinsatz für einen deutlich besseren Bewegungsumfang überall im Handrücken.</li></ul><br><p><strong>Sicherheitsschutz</p></strong><ul><li></li><li>Das Alpinestars fortschrittliche Knöchel?Schutzsystem zeichnet sich durch einen anpassungsfähigen Dual?Compound TPU Protektor mit Luft?Einlassöffnungen und ?Auslassöffnungen für Kühlungsleistung aus. Der Protektor ist fensterartig auf einem Polyschaum? Komfortpolsterung für die Stromlinie? und Abrieb?Leistung und Aufpralldämpfung eingebaut.</li><li>Die Alpinestars patentierte Fingerbrücke verhindert die Lederverdrehung um den Fingern sowie geplatzte Nähte und Abtrennung der Fingern.</li><li>Ergonomisch geschnittenes TPU Bündchen, das sich um dem Handgelenk herumwickelt, den Längsschnitt des Hand zur Schutz des Handgelenks und der Handwurzelknochen vor Aufprall beim Unfall verstärkt, und gleichzeitig eine ausgezeichnete Flexibilität bietet.</li><li>Die TPU Handteller?, Daumen? und Finger?Schleifer sind auf Polyschaum montiert und für eine überragende Aufprall? und Abriebfestigkeit strategisch positioniert.</li><li>Integrierter Kevlar®: Inneres KEVLAR® Handrücken? und Daumenfutter und inneres K?Tech KEVLAR® kleinen Finger?Futter für überragende Aufprall? und Abriebfestigkeit.</li></ul><br><p><strong>Tragekomfort</p></strong><ul><li></li><li>Einlagiges Leder?Handflächedesign für Griff?Sensibilität, geringste Material?Struktur und reduzierte Nähte.</li><li>Perforierter Lederoberteil, Bündchen und belüftete Finger?Seitenwände bieten eine hervorragende übergreifende Atmungsaktivität.</li><li>Luftauslassöffnung am Handrücken zeichnet sich durch ein TPR verstärkten Rücken für zusätzliche Abriebfestigkeit.</li><li>Die vorgeformte Fingeranfertigung verringert Ermüdungserscheinungen, während die vom Finger bis zur Handteller durchgehenden Außennähte für eine enganliegende Passform und überragenden Griffgefühl sorgen.</li><li>Der Verschluss an der langen Stulpe ist durch einen Komfort?Polyschaum mit einer erweiterten Bündchenlasche zur Unterstützung für einfaches Anziehen verstärkt.</li><li>Material: 92%LEDER, 8%POLYURETHANE</li><li>Lining: 44%ARAMIDIC FIBER, 32%POLYESTER, 24% BAUMWOLLE</li></ul>;;Alpinestars Handschuhe GP TECH - Schwarz/Rot/Neongelb Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85270;;Alpinestars Handschuhe GP PLUS - Weiss/Schwarz/Rot;;;;;;;;;;RPGASGR132131;;;;;;;;;;;;;;;;;Mit ergonomischer Passform und hochwertigem Schutz bietet der GP Plus den anspruchsvollsten Sport-Fahrer Schutz, Gefühl, Flexibilität und Tragekomfort. Die innovative Leder und Multi-Material-Konstruktion bietet sichere und genaue Passform und zeichnet sich durch die Alpinestars patentierte Finger-Brücke aus, die eine Fingerabtrennung und Verdrehung verhindert.;<ul><li>Innovative Multi-Panel-Konstruktion aus Leder und Textil.</li><li>Alpinestars exklusive Dynamic Friction Shield (DFS) Protektoren zeichnen sich durch eine fortschrittliche Luftführungsanlage und einen doppeldichtigen Polymer-Formaufbau für überragende Leistung gegen wiederholte Aufpralle sowie für Abriebfestigkeit aus.</li><li>Die Alpinestars patentierte dritte und vierte Fingerbrücke verhindert die Verdrehung des Leders an den Fingern und hilft dabei, ein mögliches Aufspringen der Nähte und die Fingertrennung zu verhüten.</li><li>Der anatomisch optimierte Handteller mit Clarino® Daumen- und Finger-Verstärkung erteilt ausgezeichneten Griff und Gefühl für die Motorradsteuerung.</li><li>Innere SCHOELLER® KEPROTEC® Verstärkungen und KEVLAR® Futter für Komfort und Leistung.</li><li>Verstärkungen aus spritzgegossenem Polyesterschaum in kritischen Handfläche- und Finger-Aufprallbereiche.</li><li>Hochentwickelte Polyester Fingerschleifer für Aufprallbeständigkeit und Abriebfestigkeit.</li></ul><br><p><strong>Komfortleistung</p></strong><ul><li>Akkordeon Fingereinsätze aus Leder mit zusätzlichen doppelten Stretcheinsätze am Daumen für erhöhte Beweglichkeit und Komfort.</li><li>Konturierte Bündchenverschluss bietet ergonomische Polymer-Konstruktion und Lasche am Handgelenk für gute Einstellung und Sicherheit.</li><li>Doppelte externe Fingernähte gewährleisten Passform und Feinfühligkeit.</li><li>Perforierte Leder-Oberteil und belüftete Finger-Seitenwände halten die Hände frisch.</li><li>Doppelte Laschenverschluss am Handgelenk für zuverlässige und sichere Passform und fehlerfreie Einstellung.</li><li>Material: 88% LEDER, 12%POLYURETHANE</li><li>Lining: 60%POLYESTER, 40%ARAMIDIC FIBER</li></ul>;;Alpinestars Handschuhe GP PLUS - Weiss/Schwarz/Rot Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
85271;;Alpinestars Handschuhe WR-V GTX - Schwarz;;;;;;;;;;RPGASGT10101;;;;;;;;;;;;;;;;;Alljährlicher Komfort ist mit dem Handschuh WR-V dank der GORE-TEX® Membran und Primaloft® Wärmedämmung, die Regen und Kälte abhält, sowie erstklassige Sicherheitseigenschaften wie z.B. die Alpinestars patentgeschützte Fingerbrücke und EVA Schaum-Verstärkungen gesichert.;<ul><li>Strapazierfähiger Oberteil aus 450 Denier Poly-Textil mit Innenhandfläche aus Leder für optimale Niveaus an Abriebfestigkeit und Komfort.</li><li>Futter aus GORE-TEX® Membran ist atmungsaktiv und wasserfest und hält die Hände trocken und komfortabel bei jedem Wetter.</li><li>Eingebauter Primaloft® Wärmeschutz. 60Gr an der Oberseite von der Hand für Wetterschutz.</li><li>Daumen- und Handteller-Verstärkung bietet extra Griffigkeit am Motorrad-Hebeln und leistet zugleich ausgezeichnete Nahtverstärkung und Strapazierfähigkeit.</li><li>EVA Polsterungsverstärkungen auf Knöcheln, äußerer Handfläche und Handteller gewährleisten strategische Abriebfestigkeit und verbesserte Passform.</li><li>Alpinestars rennerprobte patentgeschützte dritte und vierte Fingerbrücke verhindert das Verdrehen und die Trennung der Finger beim Aufprall.</li><li>Touchscreen kompatible Zeigefingerspitze für die Anwendung von Smartphones/Tablets/GPS-Systeme.</li><li>Vorgekrümmte Handschuhstruktur verbessert Komfort und vorbeugt Muskelermüdung der Hand auf langen Fahrten.</li><li>Manschette mit breitem Klettverschluss für einfaches Anziehen und erweiterte Abdeckung. Bündchen schließt sich über die Ärmel zum hermetischen Verschluss der Wetterelemente. Verschluss ist mit einer Handgelenkbefestigung versehen, die den Handschuh in Position sicher und fest hält.</li><li>Reflexdetails verbessern Fahrersichtbarkeit bei schlechten Lichtverhältnissen.</li></ul>;;Alpinestars Handschuhe WR-V GTX - Schwarz Motogoodeal - Motorradspezialist;;Alpinestars Schlussverkauf - Die besten Preise der Saison!;;Auf Lager;Ausverkauft;;;;;;;;;;;;;;;;;
