id;Active (0/1);Name *;Categories;Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);SKU;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;Minimal quantity;Visibility;Additional shipping cost;Unity;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);image url;Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse
60048;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;41X51X6;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60049;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;36X48X8/9,5;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60050;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;41X54X11;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60051;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;30X40,5X10,5/12;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60052;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;35X48X8/9,5;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60053;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;37X49X8/10;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60054;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;35X47X9.5/10.5;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60055;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;26X37X10,5;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60056;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;43X54X11                118;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
60057;;Gabelsimmerset ;;;;;;;;;;;;;;;;;;;;;;;;;;;36X50X7/9;;;;;;;Auf Lager;Verfügbarkeit: Auf Anfrage;;;;;;;;;;;;;;;;;
