Active (0/1);Name *;Categories;Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);SKU;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;Minimal quantity;Visibility;Additional shipping cost;Unity;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);url strt;url end;image url;Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse
1;Skid Plates Mx Style Yamaha;430;82.41;1;;1;;;;;0013873.090;;Freidig;Acerbis;;;;;;;;;;;;;;Black;<ul><li>YZF 250 10-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T906-090-2XL_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T906-090-2XL_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Skid Plates Mx Style Honda ;430;82.41;1;;1;;;;;0013922.090;;Freidig;Acerbis;;;;;;;;;;;;;;;<ul><li>CRF 250 10- </li><li>CRF 450 09-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T904-090-XL_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T904-090-XL_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Skid Plates Mx Style Ktm;430;82.41;1;;1;;;;;0013975.090;;Freidig;Acerbis;;;;;;;;;;;;;;Noir;<ul><li>SX-F 450 07-10</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T904-090-S_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T904-090-S_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Skid Plates Mx Style Ktm ;430;82.41;1;;1;;;;;0013976.090;;Freidig;Acerbis;;;;;;;;;;;;;;Noir;<ul><li>SXF 250  07-10</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T904-090-M_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T904-090-M_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Full Kit Ktm ;430;156.48;1;;1;;;;;0013977.010;;Freidig;Acerbis;;;;;;;;;;;;;;Orange;<ul><li>SX-F 07-10</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T904-090-L_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T904-090-L_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Full Kit Ktm ;430;156.48;1;;1;;;;;0013977.030;;Freidig;Acerbis;;;;;;;;;;;;;;Blanc;<ul><li>SX-F 07-10</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T904-090-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T904-090-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Full Kit Ktm ;430;156.48;1;;1;;;;;0013977.090;;Freidig;Acerbis;;;;;;;;;;;;;;Noir;<ul><li>SX-F 07-10</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T904-090-2XL_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T904-090-2XL_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Full Kit Ktm ;430;156.48;1;;1;;;;;0013977.553;;Freidig;Acerbis;;;;;;;;;;;;;;Original;<ul><li>SX-F 07-10</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T831-090-XS_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T831-090-XS_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Plastic Full Kit Kawasaki;430;156.48;1;;1;;;;;0013978.030;;Freidig;Acerbis;;;;;;;;;;;;;;White;<ul><li>KX 250F 09-12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T831-090-XL_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T831-090-XL_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Plastic Full Kit Kawasaki;430;156.48;1;;1;;;;;0013978.090;;Freidig;Acerbis;;;;;;;;;;;;;;Black;<ul><li>KX 250F 09-12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T831-090-S_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T831-090-S_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Plastic Full Kit ;430;156.48;1;;1;;;;;0013979.030;;Freidig;Acerbis;;;;;;;;;;;;;;Blanc;<ul><li>CRF 250 10 </li><li>CRF 450 09-10</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T831-090-M_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T831-090-M_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Plastic Full Kit Noir;430;156.48;1;;1;;;;;0013979.090;;Freidig;Acerbis;;;;;;;;;;;;;;Noir;<ul><li>CRF 250 10 </li><li>CRF 450 09-10</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T831-090-L_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T831-090-L_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Plastic Full Kit ;430;156.48;1;;1;;;;;0013979.110;;Freidig;Acerbis;;;;;;;;;;;;;;Rouge;<ul><li>CRF 250 10  </li><li>CRF 450 09-10</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T831-090-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T831-090-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Plastic Full Kit Original;430;156.48;1;;1;;;;;0013979.553;;Freidig;Acerbis;;;;;;;;;;;;;;Original;<ul><li>CRF 250 10 </li><li>CRF 450 09-10</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T831-090-3XL_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T831-090-3XL_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Plastic Full Kit Kawasaki;430;156.48;1;;1;;;;;0013981.030;;Freidig;Acerbis;;;;;;;;;;;;;;Blanc;<ul><li>KX 450F 09-11 </li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T831-090-2XL_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T831-090-2XL_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Plastic Full Kit Kawasaki;430;156.48;1;;1;;;;;0013981.090;;Freidig;Acerbis;;;;;;;;;;;;;;Noir;<ul><li>KX 450F 09-11 </li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T809-090-S_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T809-090-S_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Skid Plates Mx Style Yamaha;430;82.41;1;;1;;;;;0013985.090;;Freidig;Acerbis;;;;;;;;;;;;;;Black;<ul><li>YZF 450 10-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T809-090-L_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T809-090-L_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Full Kit Ktm ;430;156.48;1;;1;;;;;0014219.010;;Freidig;Acerbis;;;;;;;;;;;;;;Orange;<ul><li>EXC-F 08-11</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T809-090-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T809-090-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Full Kit Ktm ;430;156.48;1;;1;;;;;0014219.030;;Freidig;Acerbis;;;;;;;;;;;;;;Blanc;<ul><li>EXC-F 08-11</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-111-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-111-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Full Kit Ktm ;430;156.48;1;;1;;;;;0014219.090;;Freidig;Acerbis;;;;;;;;;;;;;;Noir;<ul><li>EXC-F 08-11</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-111-46_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-111-46_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
0;Fuel Tanks 9,1 Lt. Yamaha;430;323.15;1;;0;;;;;0015619.;;Freidig;Acerbis;;;;;;;;;;;;;;;<ul><li>YZF 450 10'-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-111-44_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-111-44_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Led Einheiten (2 Pce);432;33.33;1;;1;;;;;0015620.;;Freidig;Acerbis;;;;;;;;;;;;;;;0;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-111-42_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-111-42_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Screen;432;45.37;1;;1;;;;;0015621;;Freidig;Acerbis;;;;;;;;;;;;;;For Led Vision Headlight;0;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-111-40_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-111-40_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
0;Lens;432;41.67;1;;0;;;;;0015622.;;Freidig;Acerbis;;;;;;;;;;;;;;For Led Vision;0;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-111-38_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-111-38_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Supermoto Replacement Bars;431;58.33;1;;1;;;;;0015642.;;Freidig;Acerbis;;;;;;;;;;;;;;;0;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-090-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-090-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Rear Fender Yamaha;430;54.63;1;;1;;;;;0015655.030;;Freidig;Acerbis;;;;;;;;;;;;;;Blanc;<ul><li>YZ450 F 10-13</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-090-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-090-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Rear Fender Yamaha;430;54.63;1;;1;;;;;0015655.040;;Freidig;Acerbis;;;;;;;;;;;;;;Bleu 98;<ul><li>YZ450 F 10-13</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-090-46_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-090-46_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Rear Fender Yamaha;430;54.63;1;;1;;;;;0015655.090;;Freidig;Acerbis;;;;;;;;;;;;;;Noir;<ul><li>YZ450 F 10-13</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-090-46_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-090-46_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;;430;54.63;1;;1;;;;;0015691;;Freidig;Acerbis;;;;;;;;;;;;;;;0;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-090-44_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-090-44_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Rear Fender Ktm;430;54.63;1;;1;;;;;0015691.010;;Freidig;Acerbis;;;;;;;;;;;;;;Orange;<ul><li>SX 125 11-</li><li>SX 150 11-</li><li>SX 250 11-</li><li>SX-F 250-11</li><li>SX-F 350 11-</li><li>SX-F 450 11-</li><li>XC 250 11-</li><li>XC 300 11-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-090-44_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-090-44_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Rear Fender Ktm;430;54.63;1;;1;;;;;0015691.030;;Freidig;Acerbis;;;;;;;;;;;;;;Blanc;<ul><li>SX 125 11-</li><li>SX 150 11-</li><li>SX 250 11-</li><li>SX-F 250-11</li><li>SX-F 350 11-</li><li>SX-F 450 11-</li><li>XC 250 11-</li><li>XC 300 11-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-090-42_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-090-42_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Rear Fender Ktm;430;54.63;1;;1;;;;;0015691.090;;Freidig;Acerbis;;;;;;;;;;;;;;Noir;<ul><li>SX 125 11-</li><li>SX 150 11-</li><li>SX 250 11-</li><li>SX-F 250-11</li><li>SX-F 350 11-</li><li>SX-F 450 11-</li><li>XC 250 11-</li><li>XC 300 11-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-090-42_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-090-42_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Side Air Box Panels Ktm;430;65.74;1;;1;;;;;0015692.010;;Freidig;Acerbis;;;;;;;;;;;;;;Orange;<ul><li>SX/SX-F 11-12</li><li>EXC/EXC-F 12/13</li><li>XC 250/350 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-090-40_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-090-40_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Side Air Box Panels Ktm;430;65.74;1;;1;;;;;0015692.030;;Freidig;Acerbis;;;;;;;;;;;;;;Blanc;<ul><li>SX/SX-F 11-12</li><li>EXC/EXC-F 12/13</li><li>XC 250/350 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-090-40_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-090-40_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Side Air Box Panels Ktm;430;65.74;1;;1;;;;;0015692.090;;Freidig;Acerbis;;;;;;;;;;;;;;Noir;<ul><li>SX/SX-F 11-12</li><li>EXC/EXC-F 12/13</li><li>XC 250/350 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-090-38_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-090-38_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Radiator Scoops Ktm;430;54.63;1;;1;;;;;0015693.010;;Freidig;Acerbis;;;;;;;;;;;;;;Orange;<ul><li>EXC 125 12/13</li><li>EXC 200 12/13</li><li>EXC 250 2T 12/13</li><li>EXC 300 12/13</li><li>EXC 450 12/13</li><li>EXC 500 12/13</li><li>EXC-F 250 12/13</li><li>EXC-F 350 12/13</li><li>SX 125 11/12</li><li>SX 150 11/12</li><li>SX 250 11/12</li><li>SX-F 250 4T 11/12</li><li>SX-F 350 11/12</li><li>SX-F 450 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-090-38_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-090-38_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Radiator Scoops Ktm;430;54.63;1;;1;;;;;0015693.030;;Freidig;Acerbis;;;;;;;;;;;;;;Blanc;<ul><li>EXC 125 12/13</li><li>EXC 200 12/13</li><li>EXC 250 2T 12/13</li><li>EXC 300 12/13</li><li>EXC 450 12/13</li><li>EXC 500 12/13</li><li>EXC-F 250 12/13</li><li>EXC-F 350 12/13</li><li>SX 125 11/12</li><li>SX 150 11/12</li><li>SX 250 11/12</li><li>SX-F 250 4T 11/12</li><li>SX-F 350 11/12</li><li>SX-F 450 11/12</li><li>XC 250 11/12</li><li>XC 300 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-060-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-060-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Radiator Scoops Ktm;430;54.63;1;;1;;;;;0015693.090;;Freidig;Acerbis;;;;;;;;;;;;;;Black;<ul><li>EXC 125 12/13</li><li>EXC 200 12/13</li><li>EXC 250 2T 12/13</li><li>EXC 300 12/13</li><li>EXC 450 12/13</li><li>EXC 500 12/13</li><li>EXC-F 250 12/13</li><li>EXC-F 350 12/13</li><li>SX 125 11/12</li><li>SX 150 11/12</li><li>SX 250 11/12</li><li>SX-F 250 4T 11/12</li><li>SX-F 350 11/12</li><li>SX-F 450 11/12</li><li>XC 250 11/12</li><li>XC 300 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-060-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-060-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Air Box Covers Ktm ;430;43.52;1;;1;;;;;0015699.010;;Freidig;Acerbis;;;;;;;;;;;;;;Orange;<ul><li>SX 125/150/250 12</li><li>SX-F 250/350/450 11-12</li><li>XC 250/300 12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-060-46_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-060-46_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Air Box Covers Ktm ;430;43.52;1;;1;;;;;0015699.030;;Freidig;Acerbis;;;;;;;;;;;;;;Blanc;<ul><li>SX 125/150/250 12</li><li>SX-F 250/350/450 11-12</li><li>XC 250/300 12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-060-46_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-060-46_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Air Box Covers Ktm ;430;43.52;1;;1;;;;;0015699.090;;Freidig;Acerbis;;;;;;;;;;;;;;Black;<ul><li>SX 125/150/250 12</li><li>SX-F 250/350/450 11-12</li><li>XC 250/300 12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-060-44_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-060-44_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Air Box Covers Ktm ;430;43.52;1;;1;;;;;0015700.010;;Freidig;Acerbis;;;;;;;;;;;;;;Orange;<ul><li>SX 125/150/250 11</li><li>XC 250/300 11</li><li>EXC 125/200/250/300 12-13</li><li>EXC-F 250/350/450/500 12-13</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-060-44_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-060-44_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Air Box Covers Ktm ;430;43.52;1;;1;;;;;0015700.030;;Freidig;Acerbis;;;;;;;;;;;;;;Blanc;<ul><li>SX 125/150/250 11</li><li>XC 250/300 11</li><li>EXC 125/200/250/300 12-13</li><li>EXC-F 250/350/450/500 12-13</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-060-42_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-060-42_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Air Box Covers Ktm ;430;43.52;1;;1;;;;;0015700.090;;Freidig;Acerbis;;;;;;;;;;;;;;Black;<ul><li>SX 125/150/250 11</li><li>XC 250/300 11</li><li>EXC 125/200/250/300 12-13</li><li>EXC-F 250/350/450/500 12-13</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-060-42_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-060-42_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Full Kit Ktm ;430;175;1;;1;;;;;0015701.010;;Freidig;Acerbis;;;;;;;;;;;;;;Orange;<ul><li>SX 11-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-060-40_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-060-40_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Full Kit Ktm ;430;175;1;;1;;;;;0015701.030;;Freidig;Acerbis;;;;;;;;;;;;;;Blanc;<ul><li>SX 11-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-060-40_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-060-40_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Full Kit Ktm ;430;175;1;;1;;;;;0015701.090;;Freidig;Acerbis;;;;;;;;;;;;;;Noir;<ul><li>SX 11-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-060-38_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-060-38_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Full Kit Ktm ;430;175;1;;1;;;;;0015702.010;;Freidig;Acerbis;;;;;;;;;;;;;;Orange;<ul><li>SX-F 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-060-38_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-060-38_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Full Kit Ktm ;430;175;1;;1;;;;;0015702.030;;Freidig;Acerbis;;;;;;;;;;;;;;Blanc;<ul><li>SX-F 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-022-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-022-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Full Kit Ktm ;430;175;1;;1;;;;;0015702.090;;Freidig;Acerbis;;;;;;;;;;;;;;Noir;<ul><li>SX-F 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-022-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-022-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Plastic Kit Ktm;430;125;1;;1;;;;;0015705.010;;Freidig;Acerbis;;;;;;;;;;;;;;Orange;<ul><li>SX 125 11/12</li><li>SX 150 11/12</li><li>SX 250 11/12</li><li>SX-F 250 4 T 11/12</li><li>SX-F 350 11/12</li><li>SX-F 450 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-022-46_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-022-46_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Plastic Kit Ktm;430;125;1;;1;;;;;0015705.030;;Freidig;Acerbis;;;;;;;;;;;;;;Blanc;<ul><li>SX 125 11/12</li><li>SX 150 11/12</li><li>SX 250 11/12</li><li>SX-F 250 4 T 11/12</li><li>SX-F 350 11/12</li><li>SX-F 450 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-022-46_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-022-46_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
1;Plastic Kit Ktm;430;125;1;;1;;;;;0015705.090;;Freidig;Acerbis;;;;;;;;;;;;;;Noir;<ul><li>SX 125 11/12</li><li>SX 150 11/12</li><li>SX 250 11/12</li><li>SX-F 250 4 T 11/12</li><li>SX-F 350 11/12</li><li>SX-F 450 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;15/03/16;15/03/16;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-022-44_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-022-44_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
