id;Active (0/1);Name *;Categories;Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);SKU;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;Minimal quantity;Visibility;Additional shipping cost;Unity;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);url strt;url end;image url;Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse
58234;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Integra / Nc700S-X Aluminium White Race-Tech Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>71463Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58235;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Integra / Nc700S-X Aluminium Dark Race-Tech Silencer ;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>71463Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58236;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Integra / Nc700S-X Aluminium Race-Tech Silencer;With Steel End Cap</li><li>++Notwendiges Zubehör++</li><li>71463Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58237;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Integra / Nc700S-X Aluminium White Race-Tech Silencer;With Steel End Cap</li><li>++Notwendiges Zubehör++</li><li>71463Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58238;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Integra / Nc700S-X Aluminium Dark Race-Tech Silencer;With Steel End Cap</li><li>++Notwendiges Zubehör++</li><li>71463Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58239;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Integra / Nc700S-X Carbon Race-Tech Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>71463Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58240;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Integra / Nc700S-X Titanium Race-Tech Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>71463Mi</li><li>;;;;;;;;;;;;;;;;;;;;;;;;;;
58241;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Integra 750S / X / Dct / Nc 750 X / X Dct '14 Nichrom Pro Racing Silencer;;;;;;;;;;;;;;;;;;;;;;;;;;;
58242;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Crosstourer 1200 '12 Aluminium Race-Tech Silencer ;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>71468Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58243;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Crosstourer 1200 '12 Aluminium Dark Race-Tech Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>71468Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58244;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Crosstourer 1200 '12 Aluminium Race-Tech Silencer;With Steel End Cap</li><li>++Notwendiges Zubehör++</li><li>71468Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58245;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Crosstourer 1200 '12 Aluminium Dark Race-Tech Silencer;With Steel End Cap</li><li>++Notwendiges Zubehör++</li><li>71468Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58246;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Crosstourer 1200 '12 Carbon Race-Tech Silencer ;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>71468Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58247;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Crosstourer 1200 '12 Titanium Race-Tech Silencer ;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>71468Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58248;;Arrow Ktm;;;;;;;;;;;;;;;;;;;;;;;;;;;Duke 690 '08/11 Aluminium Race-Tech Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>11010Kz + 71470Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58249;;Arrow Ktm;;;;;;;;;;;;;;;;;;;;;;;;;;;Duke 690 '08/11 Aluminium White Race-Tech Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>11010Kz + 71470Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58250;;Arrow Ktm;;;;;;;;;;;;;;;;;;;;;;;;;;;Duke 690 '08/11 Aluminium Dark Race-Tech Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++ </li><li>11010Kz + 71470Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58251;;Arrow Ktm;;;;;;;;;;;;;;;;;;;;;;;;;;;Duke 690 '08/11 Aluminium Race-Tech Silencer;With Steel End Cap</li><li>++Notwendiges Zubehör++</li><li>11010Kz + 71470Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58252;;Arrow Ktm;;;;;;;;;;;;;;;;;;;;;;;;;;;Duke 690 '08/11 Aluminium White Race-Tech Silencer;With Steel End Cap</li><li>++Notwendiges Zubehör++</li><li>11010Kz + 71470Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58253;;Arrow Ktm;;;;;;;;;;;;;;;;;;;;;;;;;;;Duke 690 '08/11 Aluminium Dark Race-Tech Silencer;With Steel End Cap</li><li>++Notwendiges Zubehör++</li><li>11010Kz + 71470Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58254;;Arrow Ktm;;;;;;;;;;;;;;;;;;;;;;;;;;;Duke 690 '08/11 Titanium Race-Tech Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++ </li><li>11010Kz + 71470Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58255;;Arrow Mv Agusta;;;;;;;;;;;;;;;;;;;;;;;;;;;F3 '12-13 Aluminium Dark Race-Tech Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++ </li><li>71471Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58256;;Arrow Mv Agusta;;;;;;;;;;;;;;;;;;;;;;;;;;;F3 '12-13 Aluminium Dark Race-Tech Silencer;With Steel End Cap</li><li>++Notwendiges Zubehör++ </li><li>71471Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58257;;Arrow Mv Agusta;;;;;;;;;;;;;;;;;;;;;;;;;;;F3 '12-13 Titanium Race-Tech Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>71471Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58258;;Arrow Kawasaki;;;;;;;;;;;;;;;;;;;;;;;;;;;Z300 '15 / Ninja 300 '13-15 Aluminium Thunder Silencer;With Carbon End Cap</li><li>;;;;;;;;;;;;;;;;;;;;;;;;;;
58259;;Arrow Kawasaki;;;;;;;;;;;;;;;;;;;;;;;;;;;Z300 '15 / Ninja 300 '13-15 Aluminium Dark Thunder Silencer;With Carbon End Cap;;;;;;;;;;;;;;;;;;;;;;;;;;
58260;;Arrow Kawasaki;;;;;;;;;;;;;;;;;;;;;;;;;;;Z300 '15 / Ninja 300 '13-15 Titanium Thunder Silencer;With Carbon End Cap</li><li>;;;;;;;;;;;;;;;;;;;;;;;;;;
58261;;Arrow Kawasaki;;;;;;;;;;;;;;;;;;;;;;;;;;;Z300 '15 / Ninja 300 '13-15 Nichrom X-Kone Silencer;With Carbon End Cap</li><li>;;;;;;;;;;;;;;;;;;;;;;;;;;
58262;;Arrow Bmw;;;;;;;;;;;;;;;;;;;;;;;;;;;S1000Rr '12-13 / S1000R '14-15 Aluminium Race-Tech Silencer ;With Carbon End Cap ;;;;;;;;;;;;;;;;;;;;;;;;;;
58263;;Arrow Bmw;;;;;;;;;;;;;;;;;;;;;;;;;;;S1000Rr '12-13 / S1000R '14-15 Aluminium Dark Race-Tech Silencer ;With Carbon End Cap;;;;;;;;;;;;;;;;;;;;;;;;;;
58264;;Arrow Bmw;;;;;;;;;;;;;;;;;;;;;;;;;;;S1000Rr '12-13 / S1000R '14-15 Titanium Race-Tech Silencer ;With Carbon End Cap ;;;;;;;;;;;;;;;;;;;;;;;;;;
58265;;Arrow Bmw;;;;;;;;;;;;;;;;;;;;;;;;;;;S1000R '14-15 Nichrom X-Kone Silencer;With Steel Link Pipe </li><li>With Carbon End Cap;;;;;;;;;;;;;;;;;;;;;;;;;;
58266;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Cb500F / Cbr500 '13 Aluminium Race-Tech Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++ </li><li>71480Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58267;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Cb500F / Cbr500 '13 Aluminium White Race-Tech Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++ </li><li>71480Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58268;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Cb500F / Cbr500 '13 Aluminium Dark Race-Tech Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++ </li><li>71480Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58269;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Cb500F / Cbr500 '13 Aluminium Race-Tech Silencer;With Steel End Cap</li><li>++Notwendiges Zubehör++ </li><li>71480Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58270;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Cb500F / Cbr500 '13 Aluminium White Race-Tech Silencer;With Steel End Cap</li><li>++Notwendiges Zubehör++ </li><li>71480Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58271;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Cb500F / Cbr500 '13 Aluminium Dark Race-Tech Silencer;With Steel End Cap</li><li>++Notwendiges Zubehör++ </li><li>71480Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58272;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Cb500F / Cbr500 '13 Carbon Race-Tech Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++ </li><li>71480Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58273;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Cb500F / Cbr500 '13 Carbon Race-Tech Silencer;With Steel End Cap</li><li>++Notwendiges Zubehör++ </li><li>71480Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58274;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Cb500F / Cbr500 '13 Titanium Race-Tech Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++ </li><li>71480Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58275;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Cb500F / Cbr500 '13 Titanium Race-Tech Silencer;With Steel End Cap</li><li>++Notwendiges Zubehör++ </li><li>71480Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58276;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Cb500F / Cbr500 '13 Nichrome X-Kone Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++ </li><li>71480Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58277;;Arrow Bmw;;;;;;;;;;;;;;;;;;;;;;;;;;;R1200Gs '13 Aluminium Maxi Race-Tech Silencer ;With Carbon End Cap;;;;;;;;;;;;;;;;;;;;;;;;;;
58278;;Arrow Bmw;;;;;;;;;;;;;;;;;;;;;;;;;;;R1200Gs '13 Aluminium Dark Maxi Race-Tech Silencer;With Carbon End Cap;;;;;;;;;;;;;;;;;;;;;;;;;;
58279;;Arrow Bmw;;;;;;;;;;;;;;;;;;;;;;;;;;;R1200Gs '13 Titanium Maxi Race-Tech Silencer ;With Carbon End Cap;;;;;;;;;;;;;;;;;;;;;;;;;;
58280;;Arrow Ducati;;;;;;;;;;;;;;;;;;;;;;;;;;;Hypermotard - Hyperstrada '13 Aluminium Race-Tech Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>11008Kz + 71490Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58281;;Arrow Ducati;;;;;;;;;;;;;;;;;;;;;;;;;;;Hypermotard - Hyperstrada '13 Aluminium Dark Race-Tech Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++ </li><li>11008Kz + 71490Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58282;;Arrow Ducati;;;;;;;;;;;;;;;;;;;;;;;;;;;Hypermotard - Hyperstrada '13 Carbon Race-Tech Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>11008Kz + 71490Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58283;;Arrow Ducati;;;;;;;;;;;;;;;;;;;;;;;;;;;Hypermotard - Hyperstrada '13 Titanium Race-Tech Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>11008Kz + 71490Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58284;;Arrow Ducati;;;;;;;;;;;;;;;;;;;;;;;;;;;Hypermotard - Hyperstrada '13 Nichrom X-Kone Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++ </li><li>11008Kz + 71490Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58285;;Arrow Ktm;;;;;;;;;;;;;;;;;;;;;;;;;;;1050 Adventure '15 / 1190 Adventure R '13-15 / 1290 Super Adventure '15;Aluminium Maxi Race-Tech Silencer</li><li>With Carbon End Cap;;;;;;;;;;;;;;;;;;;;;;;;;;
58286;;Arrow Ktm;;;;;;;;;;;;;;;;;;;;;;;;;;;1050 Adventure '15 / 1190 Adventure R '13-15 / 1290 Super Adventure '15;Aluminium Dark Maxi Race-Tech Silencer</li><li>With Carbon End Cap;;;;;;;;;;;;;;;;;;;;;;;;;;
58287;;Arrow Ktm;;;;;;;;;;;;;;;;;;;;;;;;;;;1050 Adventure '15 / 1190 Adventure R '13-15 / 1290 Super Adventure '15;Titanium Maxi Race-Tech Silencer</li><li>With Carbon End Cap ;;;;;;;;;;;;;;;;;;;;;;;;;;
58288;;Arrow Bmw;;;;;;;;;;;;;;;;;;;;;;;;;;;F800Gt '12 Aluminium Maxi Race-Tech Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>11010Kz;;;;;;;;;;;;;;;;;;;;;;;;;;
58289;;Arrow Bmw;;;;;;;;;;;;;;;;;;;;;;;;;;;F800Gt '12 Aluminium Dark Maxi Race-Tech Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>11010Kz;;;;;;;;;;;;;;;;;;;;;;;;;;
58290;;Arrow Bmw;;;;;;;;;;;;;;;;;;;;;;;;;;;F800Gt '12 Titanium Maxi Race-Tech Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>11010Kz;;;;;;;;;;;;;;;;;;;;;;;;;;
58291;;Arrow Bmw;;;;;;;;;;;;;;;;;;;;;;;;;;;R1200R '11-13 Aluminium Maxi Race-Tech Silencer ;With Carbon End Cap</li><li>;;;;;;;;;;;;;;;;;;;;;;;;;;
58292;;Arrow Bmw;;;;;;;;;;;;;;;;;;;;;;;;;;;R1200R '11-13 Aluminium Dark Maxi Race-Tech Silencer ;With Carbon End Cap</li><li>;;;;;;;;;;;;;;;;;;;;;;;;;;
58293;;Arrow Bmw;;;;;;;;;;;;;;;;;;;;;;;;;;;R1200R '11-13 Titanium Maxi Race-Tech Silencer ;With Carbon End Cap</li><li>;;;;;;;;;;;;;;;;;;;;;;;;;;
58294;;Arrow Yamaha;;;;;;;;;;;;;;;;;;;;;;;;;;;Mt-09 '13 / Mt-09 Tracer '15 Aluminium Thunder Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>71620Mi+11010Kz  ;;;;;;;;;;;;;;;;;;;;;;;;;;
58295;;Arrow Yamaha;;;;;;;;;;;;;;;;;;;;;;;;;;;Mt-09 '13 / Mt-09 Tracer '15 Aluminium White Thunder Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>71620Mi+11010Kz  ;;;;;;;;;;;;;;;;;;;;;;;;;;
58296;;Arrow Yamaha;;;;;;;;;;;;;;;;;;;;;;;;;;;Mt-09 '13 / Mt-09 Tracer '15 Aluminium Dark Thunder Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>71620Mi+11010Kz  ;;;;;;;;;;;;;;;;;;;;;;;;;;
58297;;Arrow Yamaha;;;;;;;;;;;;;;;;;;;;;;;;;;;Mt-09 '13 / Mt-09 Tracer '15 Aluminium Thunder Silencer;With Steel End Cap</li><li>++Notwendiges Zubehör++</li><li>71620Mi+11010Kz  ;;;;;;;;;;;;;;;;;;;;;;;;;;
58298;;Arrow Yamaha;;;;;;;;;;;;;;;;;;;;;;;;;;;Mt-09 '13 / Mt-09 Tracer '15 Aluminium White Thunder Silencer;With Steel End Cap</li><li>++Notwendiges Zubehör++</li><li>71620Mi+11010Kz  ;;;;;;;;;;;;;;;;;;;;;;;;;;
58299;;Arrow Yamaha;;;;;;;;;;;;;;;;;;;;;;;;;;;Mt-09 '13 / Mt-09 Tracer '15 Aluminium Dark Thunder Silencer;With Steel End Cap</li><li>++Notwendiges Zubehör++</li><li>71620Mi+11010Kz  ;;;;;;;;;;;;;;;;;;;;;;;;;;
58300;;Arrow Yamaha;;;;;;;;;;;;;;;;;;;;;;;;;;;Mt-09 '13 / Mt-09 Tracer '15 Carbon Thunder Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>71620Mi+11010Kz  ;;;;;;;;;;;;;;;;;;;;;;;;;;
58301;;Arrow Yamaha;;;;;;;;;;;;;;;;;;;;;;;;;;;Mt-09 '13 / Mt-09 Tracer '15 Titanium Thunder Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>71620Mi+11010Kz  ;;;;;;;;;;;;;;;;;;;;;;;;;;
58302;;Arrow Yamaha;;;;;;;;;;;;;;;;;;;;;;;;;;;Mt-09 '13 / Mt-09 Tracer '15 Nichrom X-Kone Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>71620Mi+11010Kz  ;;;;;;;;;;;;;;;;;;;;;;;;;;
58303;;Arrow Ktm;;;;;;;;;;;;;;;;;;;;;;;;;;;Rc125 '15 / Rc390 '15 / Duke 390 '13 Aluminium Thunder  Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++ </li><li>Duke 390 '13: 11010Kz+71600Mi</li><li>Rc125 '15 / Rc390 '15: 11010Kz+71619Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58304;;Arrow Ktm;;;;;;;;;;;;;;;;;;;;;;;;;;;Rc125 '15 / Rc390 '15 / Duke 390 '13 Aluminium Dark Thunder  Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>Duke 390 '13: 11010Kz+71600Mi</li><li>Rc125 '15 / Rc390 '15: 11010Kz+71619Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58305;;Arrow Ktm;;;;;;;;;;;;;;;;;;;;;;;;;;;Rc125 '15 / Rc390 '15 / Duke 390 '13 Aluminium Thunder Silencer;With Steel End Cap</li><li>++Notwendiges Zubehör++</li><li>Duke 390 '13: 11010Kz+71600Mi</li><li>Rc125 '15 / Rc390 '15: 11010Kz+71619Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58306;;Arrow Ktm;;;;;;;;;;;;;;;;;;;;;;;;;;;Rc125 '15 / Rc390 '15 / Duke 390 '13 Aluminium Dark Thunder Silencer;With Steel End Cap</li><li>++Notwendiges Zubehör++ </li><li>Duke 390 '13: 11010Kz+71600Mi</li><li>Rc125 '15 / Rc390 '15: 11010Kz+71619Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58307;;Arrow Ktm;;;;;;;;;;;;;;;;;;;;;;;;;;;Rc125 '15 / Rc390 '15 / Duke 390 '13 Titanium Thunder Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++ </li><li>Duke 390 '13: 11010Kz+71600Mi</li><li>Rc125 '15 / Rc390 '15: 11010Kz+71619Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58308;;Arrow Ktm;;;;;;;;;;;;;;;;;;;;;;;;;;;Rc125 '15 / Rc390 '15 / Duke 390 '13 Nichrom X-Kone Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>Duke 390 '13: 11010Kz+71600Mi</li><li>Rc125 '15 / Rc390 '15: 11010Kz+71619Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58309;;Arrow Suzuki;;;;;;;;;;;;;;;;;;;;;;;;;;;Dl1000 V-Storm '14 Aluminium Maxi Race-Tech Silencer;With Carbon End Cap;;;;;;;;;;;;;;;;;;;;;;;;;;
58310;;Arrow Suzuki;;;;;;;;;;;;;;;;;;;;;;;;;;;Dl1000 V-Storm '14 Aluminium Dark Maxi Race-Tech Silencer;With Carbon End Cap;;;;;;;;;;;;;;;;;;;;;;;;;;
58311;;Arrow Suzuki;;;;;;;;;;;;;;;;;;;;;;;;;;;Dl1000 V-Storm '14 Titanium Maxi Race-Tech Silencer;With Carbon End Cap;;;;;;;;;;;;;;;;;;;;;;;;;;
58312;;Arrow Yamaha;;;;;;;;;;;;;;;;;;;;;;;;;;;Mt-07 '14 Aluminium Thunder Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>11010Kz / 71605Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58313;;Arrow Yamaha;;;;;;;;;;;;;;;;;;;;;;;;;;;Mt-07 '14 Aluminium White Thunder Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>11010Kz / 71605Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58314;;Arrow Yamaha;;;;;;;;;;;;;;;;;;;;;;;;;;;Mt-07 '14 Aluminium Dark Thunder Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>11010Kz / 71605Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58315;;Arrow Yamaha;;;;;;;;;;;;;;;;;;;;;;;;;;;Mt-07 '14 Aluminium Thunder Silencer;With Steel End Cap</li><li>++Notwendiges Zubehör++</li><li>11010Kz / 71605Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58316;;Arrow Yamaha;;;;;;;;;;;;;;;;;;;;;;;;;;;Mt-07 '14 Aluminium White Thunder Silencer;With Steel End Cap</li><li>++Notwendiges Zubehör++</li><li>11010Kz / 71605Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58317;;Arrow Yamaha;;;;;;;;;;;;;;;;;;;;;;;;;;;Mt-07 '14 Aluminium Dark Thunder Silencer;With Steel End Cap</li><li>++Notwendiges Zubehör++</li><li>11010Kz / 71605Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58318;;Arrow Yamaha;;;;;;;;;;;;;;;;;;;;;;;;;;;Mt-07 '14 Carbon Thunder Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>11010Kz / 71605Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58319;;Arrow Yamaha;;;;;;;;;;;;;;;;;;;;;;;;;;;Mt-07 ‘14 Titanium Thunder Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>11010Kz / 71605Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58320;;Arrow Yamaha;;;;;;;;;;;;;;;;;;;;;;;;;;;Mt-07 '14 Nichrom X-Kone Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>11010Kz / 71605Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58321;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Cbr1000Rr '14 Aluminium White Indy Race Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>71606Mi;;;;;;;;;;;;;;;;;;;;;;;;;;
58322;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Vfr800 '14 Aluminium Race-Tech Silencer;With Carbon End Cap ;;;;;;;;;;;;;;;;;;;;;;;;;;
58323;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Vfr800 '14 Aluminium Dark Race-Tech Silencer;With Carbon End Cap ;;;;;;;;;;;;;;;;;;;;;;;;;;
58324;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Vfr800 '14 Aluminium Race-Tech Silencer;With Steel End Cap ;;;;;;;;;;;;;;;;;;;;;;;;;;
58325;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Vfr800 '14 Aluminium Dark Race-Tech Silencer;With Steel End Cap;;;;;;;;;;;;;;;;;;;;;;;;;;
58326;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Vfr800 '14 Carbon Race-Tech Silencer;With Carbon End Cap ;;;;;;;;;;;;;;;;;;;;;;;;;;
58327;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Vfr800 '14 Titanium Race-Tech Silencer;With Carbon End Cap ;;;;;;;;;;;;;;;;;;;;;;;;;;
58328;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Vfr800 '14 Nichrom Pro Racing Silencer;With Steel End Cap ;;;;;;;;;;;;;;;;;;;;;;;;;;
58329;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Vfr800 '14 Nichrom Pro Racing Silencer;With Carbon End Cap ;;;;;;;;;;;;;;;;;;;;;;;;;;
58330;;Arrow Ktm;;;;;;;;;;;;;;;;;;;;;;;;;;;1290 Super Duke R '14 Aluminium Race-Tech Silencer;With Carbon End Cap</li><li>Montage Mit Kleinem Und Leichtem Arrow-Kat Oder Mit Original Kat Möglich</li><li>Arrow Kat: 71613Kz;;;;;;;;;;;;;;;;;;;;;;;;;;
58331;;Arrow Ktm;;;;;;;;;;;;;;;;;;;;;;;;;;;1290 Super Duke R '14 Titanium Race-Tech Silencer;With Carbon End Cap </li><li>Montage Mit Kleinem Und Leichtem Arrow-Kat Oder Mit Original Kat Möglich</li><li>Arrow Kat: 71613Kz;;;;;;;;;;;;;;;;;;;;;;;;;;
58332;;Arrow Ktm;;;;;;;;;;;;;;;;;;;;;;;;;;;1290 Super Duke R '14 Nichrom X-Kone Silencer;With Carbon End Cap </li><li>Montage Mit Kleinem Und Leichtem Arrow-Kat Oder Mit Original Kat Möglich</li><li>Arrow Kat: 71613Kz;;;;;;;;;;;;;;;;;;;;;;;;;;
58333;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Cb650F '14 / Cbr650F '14 Aluminium Thunder Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>71614Mi + 11010Kz;;;;;;;;;;;;;;;;;;;;;;;;;;
58334;;Arrow Honda;;;;;;;;;;;;;;;;;;;;;;;;;;;Cb650F '14 / Cbr650F '14 Aluminium White Thunder Silencer;With Carbon End Cap</li><li>++Notwendiges Zubehör++</li><li>71614Mi + 11010Kz;;;;;;;;;;;;;;;;;;;;;;;;;;
