ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;;;;Weight;Quantity;;;;;Short description;;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out_of_stock;Advanced stock management;ID / Name of shop\'c2\'a0\;;;Car type casque;Car couleur;Car Ecran;Car public;Car Coque;Car Etancheite;Car Goretex;Att Taille;Att Couleur;Car HighTech (ou sous cat)
12046;;Tucano Urbano Couverture thermo Scooty Z5801-078-03;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 82 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12047;;Tucano Urbano Couverture thermo Scooty Z5801-079-03;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 62 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12048;;Tucano Urbano Couverture thermo Scooty Z5801-086-03;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 72 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12049;;Tucano Urbano Couverture thermo Scooty Z5801-088-03;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 82 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12050;;Tucano Urbano Couverture thermo Scooty Z5801-151-03;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 62 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12051;;Tucano Urbano Couverture thermo Scooty Z5801-152-03;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 72 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12052;;Tucano Urbano Couverture thermo Scooty Z5801-153-03;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 62 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12053;;"Tucano Urbano Couverture thermo Scooty Z5801-154-03
Z5801-R154EV";;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 82 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12054;;Tucano Urbano Couverture thermo Scooty Z5801-155-03;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 72 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12055;;Tucano Urbano Couverture thermo Scooty Z5801-156-03;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 62 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12056;;Tucano Urbano Couverture thermo Scooty Z5801-157-03;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 62 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12057;;Tucano Urbano Couverture thermo Scooty Z5801-158-03;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 82 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12058;;Tucano Urbano Couverture thermo Scooty Z5801-159-03;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 82 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12059;;Tucano Urbano Couverture thermo Scooty Z5801-160-03;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 62 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12060;;Tucano Urbano Couverture thermo Scooty Z5801-161-03;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 72 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12061;;Tucano Urbano Couverture thermo Scooty Z5801-R062C;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 72 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12062;;Tucano Urbano Couverture thermo Scooty Z5801-R080;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 82 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12063;;Tucano Urbano Couverture thermo Scooty Z5801-R081;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 72 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12064;;Tucano Urbano Couverture thermo Scooty Z5801-R082;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 82 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12065;;Tucano Urbano Couverture thermo Scooty Z5801-R083-03;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 72 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12066;;"Tucano Urbano Couverture thermo Scooty Z5801-R084  
Z5801-R084EV";;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 62 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12067;;"Tucano Urbano Couverture thermo Scooty Z5801-R085-03
Z5801-R085EV";;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 72 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12068;;Tucano Urbano Couverture thermo Scooty Z5801-R087;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 82 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12069;;"Tucano Urbano Couverture thermo Scooty Z5801-R089
Z5801-R089EV ";;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 82 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12070;;Tucano Urbano Couverture thermo Scooty Z5801-R090;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 72 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12071;;Tucano Urbano Couverture thermo Scooty Z5801-R094;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 72 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12072;;Tucano Urbano Couverture thermo Scooty Z5801-R095;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 82 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12073;;Tucano Urbano Couverture thermo Scooty Z5801-R096;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 72 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12074;;Tucano Urbano Couverture thermo Scooty Z5801-R097;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 82 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12075;;Tucano Urbano Couverture thermo Scooty Z5801-R098;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 72 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12076;;Tucano Urbano Couverture thermo Scooty Z5801-R099;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 72 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12077;;Tucano Urbano Couverture thermo Scooty Z5801-R162;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 82 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12078;;Tucano Urbano Couverture thermo Scooty Z5801-R163;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 82 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12079;;Tucano Urbano Couverture thermo Scooty Z5801-R164;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 72 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12080;;"Tucano Urbano Couverture thermo Scooty Z5801-R165  
Z5801-R165EV";;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 82 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12081;;Tucano Urbano Couverture thermo Scooty Z5801-R166;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 82 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12082;;"Tucano Urbano Couverture thermo Scooty Z5801-R167  
Z5801-R167EV";;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 82 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12083;;Tucano Urbano Couverture thermo Scooty Z5801-R168;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 72 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12084;;Tucano Urbano Couverture thermo Scooty Z5801-R169;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 72 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12085;;Tucano Urbano Couverture thermo Scooty Z5801-R170;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 72 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12086;;Tucano Urbano Couverture thermo Scooty Z5801-R171;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12087;;Tucano Urbano Couverture thermo Scooty Z5801-R172;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 62 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12088;;Tucano Urbano Couverture thermo Scooty Z5801-R173EV;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12089;;Tucano Urbano Couverture thermo Scooty Z5801-R174;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 72 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12090;;"Tucano Urbano Couverture thermo Scooty Z5801-R176
Z5801-R176EV";;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 72 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12091;;Tucano Urbano Couverture thermo Scooty Z5801-R177;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12092;;Tucano Urbano Couverture thermo Scooty Z5801-R178;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12093;;Tucano Urbano Couverture thermo Scooty Z5801-R179;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 62 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12094;;Tucano Urbano Couverture thermo Scooty Z5801-R180;;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 72 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12095;;"Tucano Urbano Couverture thermo Scooty Z5801-R195  
Z5801-R195EV";;;;;;;;;;;;;;;;;;;;;;;;;;<b>Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante. </b>Montage simple par sangle et Velcro.<br><ul><li>Compartiments extérieurs</li><li>Bandes réfléchissantes</li><li>S.G.A.S. (système breveté anti-flottement pour des vitesses supérieures)</li></ul>;;Longueur tuyau 72 cm;;;;Nylon enduit, imperméable à l’eau, doublure en matière synthétique isolante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
