Product ID*;REF PROD;Attribute (Name:Type:Position)*;Value (Value:Position)*;Supplier reference;Reference;EAN13;UPC;Wholesale price;Impact on price;Ecotax;Quantity;Minimal quantity;Impact on weight;Default (0 = No, 1 = Yes);Combination available date;Image position;Image URL;Delete existing images (0 = No, 1 = Yes);ID / Name of shop;Advanced Stock Managment;Depends on stock;Warehouse
80236;;Taille:select:0;XS:3;4844-XS;4844-XS;;;;;;0;;;;;;;;;;;
80237;;Taille:select:0;L:6;4845-L;4845-L;;;;;;3;;;;;;;;;;;
80237;;Taille:select:0;M:5;4845-M;4845-M;;;;;;1;;;;;;;;;;;
80237;;Taille:select:0;S:4;4845-S;4845-S;;;;;;2;;;;;;;;;;;
80237;;Taille:select:0;XL:7;4845-XL;4845-XL;;;;;;1;;;;;;;;;;;
80238;;Taille:select:0;L:6;4846-L;4846-L;;;;;;0;;;;;;;;;;;
80238;;Taille:select:0;M:5;4846-M;4846-M;;;;;;0;;;;;;;;;;;
80238;;Taille:select:0;S:4;4846-S;4846-S;;;;;;0;;;;;;;;;;;
80238;;Taille:select:0;XL:7;4846-XL;4846-XL;;;;;;0;;;;;;;;;;;
80238;;Taille:select:0;XS:3;4846-XS;4846-XS;;;;;;0;;;;;;;;;;;
80239;;Taille:select:0;L:6;4847-L;4847-L;;;;;;0;;;;;;;;;;;
80239;;Taille:select:0;M:5;4847-M;4847-M;;;;;;2;;;;;;;;;;;
80239;;Taille:select:0;S:4;4847-S;4847-S;;;;;;2;;;;;;;;;;;
80239;;Taille:select:0;XL:7;4847-XL;4847-XL;;;;;;0;;;;;;;;;;;
80239;;Taille:select:0;XS:3;4847-XS;4847-XS;;;;;;1;;;;;;;;;;;
80337;;Taille:select:0;XXL:8;5209 990 2XL;5209 990 2XL;;;;;;1;;;;;;;;;;;
80337;;Taille:select:0;L:6;5209 990 L;5209 990 L;;;;;;1;;;;;;;;;;;
80337;;Taille:select:0;M:5;5209 990 M;5209 990 M;;;;;;3;;;;;;;;;;;
80337;;Taille:select:0;S:4;5209 990 S;5209 990 S;;;;;;2;;;;;;;;;;;
80337;;Taille:select:0;XL:7;5209 990 XL;5209 990 XL;;;;;;2;;;;;;;;;;;
80253;;Taille:select:0;L:6;5242-L;5242-L;;;;;;1;;;;;;;;;;;
80253;;Taille:select:0;M:5;5242-M;5242-M;;;;;;1;;;;;;;;;;;
80253;;Taille:select:0;S:4;5242-S;5242-S;;;;;;1;;;;;;;;;;;
80253;;Taille:select:0;XL:7;5242-XL;5242-XL;;;;;;0;;;;;;;;;;;
80253;;Taille:select:0;XS:3;5242-XS;5242-XS;;;;;;1;;;;;;;;;;;
80254;;Taille:select:0;L:6;5244-L;5244-L;;;;;;1;;;;;;;;;;;
80254;;Taille:select:0;M:5;5244-M;5244-M;;;;;;0;;;;;;;;;;;
80254;;Taille:select:0;S:4;5244-S;5244-S;;;;;;1;;;;;;;;;;;
80254;;Taille:select:0;XL:7;5244-XL;5244-XL;;;;;;1;;;;;;;;;;;
80254;;Taille:select:0;XS:3;5244-XS;5244-XS;;;;;;1;;;;;;;;;;;
80255;;Taille:select:0;XXL:8;5246-2XL;5246-2XL;;;;;;0;;;;;;;;;;;
80255;;Taille:select:0;L:6;5246-L;5246-L;;;;;;2;;;;;;;;;;;
80255;;Taille:select:0;M:5;5246-M;5246-M;;;;;;0;;;;;;;;;;;
80255;;Taille:select:0;S:4;5246-S;5246-S;;;;;;1;;;;;;;;;;;
80255;;Taille:select:0;XL:7;5246-XL;5246-XL;;;;;;1;;;;;;;;;;;
80255;;Taille:select:0;XS:3;5246-XS;5246-XS;;;;;;1;;;;;;;;;;;
80256;;Taille:select:0;L:6;5247-L;5247-L;;;;;;0;;;;;;;;;;;
80256;;Taille:select:0;M:5;5247-M;5247-M;;;;;;0;;;;;;;;;;;
80256;;Taille:select:0;S:4;5247-S;5247-S;;;;;;0;;;;;;;;;;;
80256;;Taille:select:0;XL:7;5247-XL;5247-XL;;;;;;0;;;;;;;;;;;
80256;;Taille:select:0;XS:3;5247-XS;5247-XS;;;;;;0;;;;;;;;;;;
80257;;Taille:select:0;L:6;5299-L;5299-L;;;;;;1;;;;;;;;;;;
80257;;Taille:select:0;M:5;5299-M;5299-M;;;;;;1;;;;;;;;;;;
80257;;Taille:select:0;S:4;5299-S;5299-S;;;;;;2;;;;;;;;;;;
80257;;Taille:select:0;XL:7;5299-XL;5299-XL;;;;;;0;;;;;;;;;;;
80257;;Taille:select:0;XS:3;5299-XS;5299-XS;;;;;;0;;;;;;;;;;;
80313;;Taille:select:0;L:6;55200-L;55200-L;;;;;;0;;;;;;;;;;;
80313;;Taille:select:0;M:5;55200-M;55200-M;;;;;;0;;;;;;;;;;;
80313;;Taille:select:0;S:4;55200-S;55200-S;;;;;;0;;;;;;;;;;;
80313;;Taille:select:0;XL:7;55200-XL;55200-XL;;;;;;0;;;;;;;;;;;
80313;;Taille:select:0;XS:3;55200-XS;55200-XS;;;;;;0;;;;;;;;;;;
80314;;Taille:select:0;L:6;55210-L;55210-L;;;;;;0;;;;;;;;;;;
80314;;Taille:select:0;M:5;55210-M;55210-M;;;;;;0;;;;;;;;;;;
80314;;Taille:select:0;S:4;55210-S;55210-S;;;;;;0;;;;;;;;;;;
80314;;Taille:select:0;XL:7;55210-XL;55210-XL;;;;;;0;;;;;;;;;;;
80314;;Taille:select:0;XS:3;55210-XS;55210-XS;;;;;;0;;;;;;;;;;;
80315;;Taille:select:0;L:6;55220-L;55220-L;;;;;;0;;;;;;;;;;;
80315;;Taille:select:0;M:5;55220-M;55220-M;;;;;;0;;;;;;;;;;;
80315;;Taille:select:0;S:4;55220-S;55220-S;;;;;;0;;;;;;;;;;;
80315;;Taille:select:0;XL:7;55220-XL;55220-XL;;;;;;0;;;;;;;;;;;
80315;;Taille:select:0;XS:3;55220-XS;55220-XS;;;;;;0;;;;;;;;;;;
80316;;Taille:select:0;L:6;55230-L;55230-L;;;;;;0;;;;;;;;;;;
80316;;Taille:select:0;M:5;55230-M;55230-M;;;;;;0;;;;;;;;;;;
80316;;Taille:select:0;S:4;55230-S;55230-S;;;;;;0;;;;;;;;;;;
80316;;Taille:select:0;XL:7;55230-XL;55230-XL;;;;;;0;;;;;;;;;;;
80316;;Taille:select:0;XS:3;55230-XS;55230-XS;;;;;;0;;;;;;;;;;;
80317;;Taille:select:0;L:6;55240-L;55240-L;;;;;;0;;;;;;;;;;;
80317;;Taille:select:0;M:5;55240-M;55240-M;;;;;;0;;;;;;;;;;;
80317;;Taille:select:0;S:4;55240-S;55240-S;;;;;;0;;;;;;;;;;;
80317;;Taille:select:0;XL:7;55240-XL;55240-XL;;;;;;0;;;;;;;;;;;
80317;;Taille:select:0;XS:3;55240-XS;55240-XS;;;;;;0;;;;;;;;;;;
80318;;Taille:select:0;L:6;55250-L;55250-L;;;;;;0;;;;;;;;;;;
80318;;Taille:select:0;M:5;55250-M;55250-M;;;;;;0;;;;;;;;;;;
80318;;Taille:select:0;S:4;55250-S;55250-S;;;;;;1;;;;;;;;;;;
80318;;Taille:select:0;XL:7;55250-XL;55250-XL;;;;;;0;;;;;;;;;;;
80318;;Taille:select:0;XS:3;55250-XS;55250-XS;;;;;;0;;;;;;;;;;;
80319;;Taille:select:0;L:6;55260-L;55260-L;;;;;;0;;;;;;;;;;;
80319;;Taille:select:0;M:5;55260-M;55260-M;;;;;;0;;;;;;;;;;;
80319;;Taille:select:0;S:4;55260-S;55260-S;;;;;;0;;;;;;;;;;;
80319;;Taille:select:0;XL:7;55260-XL;55260-XL;;;;;;0;;;;;;;;;;;
80319;;Taille:select:0;XS:3;55260-XS;55260-XS;;;;;;0;;;;;;;;;;;
80320;;Taille:select:0;L:6;55300-L;55300-L;;;;;;0;;;;;;;;;;;
80320;;Taille:select:0;M:5;55300-M;55300-M;;;;;;0;;;;;;;;;;;
80320;;Taille:select:0;S:4;55300-S;55300-S;;;;;;0;;;;;;;;;;;
80320;;Taille:select:0;XL:7;55300-XL;55300-XL;;;;;;0;;;;;;;;;;;
80320;;Taille:select:0;XS:3;55300-XS;55300-XS;;;;;;0;;;;;;;;;;;
80320;;Taille:select:0;XXL:8;55300-XXL;55300-XXL;;;;;;0;;;;;;;;;;;
80321;;Taille:select:0;L:6;55310-L;55310-L;;;;;;0;;;;;;;;;;;
80321;;Taille:select:0;M:5;55310-M;55310-M;;;;;;0;;;;;;;;;;;
80321;;Taille:select:0;S:4;55310-S;55310-S;;;;;;0;;;;;;;;;;;
80321;;Taille:select:0;XL:7;55310-XL;55310-XL;;;;;;0;;;;;;;;;;;
80321;;Taille:select:0;XS:3;55310-XS;55310-XS;;;;;;0;;;;;;;;;;;
80321;;Taille:select:0;XXL:8;55310-XXL;55310-XXL;;;;;;0;;;;;;;;;;;
80261;;Taille:select:0;M:5;5533-M;5533-M;;;;;;1;;;;;;;;;;;
80261;;Taille:select:0;S:4;5533-S;5533-S;;;;;;1;;;;;;;;;;;
80322;;Taille:select:0;L:6;55350-L;55350-L;;;;;;0;;;;;;;;;;;
80322;;Taille:select:0;M:5;55350-M;55350-M;;;;;;0;;;;;;;;;;;
80322;;Taille:select:0;S:4;55350-S;55350-S;;;;;;0;;;;;;;;;;;
80322;;Taille:select:0;XL:7;55350-XL;55350-XL;;;;;;0;;;;;;;;;;;
80322;;Taille:select:0;XS:3;55350-XS;55350-XS;;;;;;0;;;;;;;;;;;
80322;;Taille:select:0;XXL:8;55350-XXL;55350-XXL;;;;;;0;;;;;;;;;;;
80262;;Taille:select:0;M:5;5536-M;5536-M;;;;;;0;;;;;;;;;;;
80262;;Taille:select:0;S:4;5536-S;5536-S;;;;;;0;;;;;;;;;;;
80262;;Taille:select:0;XS:3;5536-XS;5536-XS;;;;;;0;;;;;;;;;;;
80323;;Taille:select:0;L:6;55500-L;55500-L;;;;;;0;;;;;;;;;;;
80323;;Taille:select:0;M:5;55500-M;55500-M;;;;;;0;;;;;;;;;;;
80323;;Taille:select:0;S:4;55500-S;55500-S;;;;;;1;;;;;;;;;;;
80323;;Taille:select:0;XL:7;55500-XL;55500-XL;;;;;;0;;;;;;;;;;;
80323;;Taille:select:0;XS:3;55500-XS;55500-XS;;;;;;0;;;;;;;;;;;
80324;;Taille:select:0;L:6;55510-L;55510-L;;;;;;0;;;;;;;;;;;
80324;;Taille:select:0;M:5;55510-M;55510-M;;;;;;0;;;;;;;;;;;
80324;;Taille:select:0;S:4;55510-S;55510-S;;;;;;0;;;;;;;;;;;
80324;;Taille:select:0;XL:7;55510-XL;55510-XL;;;;;;0;;;;;;;;;;;
80324;;Taille:select:0;XS:3;55510-XS;55510-XS;;;;;;0;;;;;;;;;;;
80325;;Taille:select:0;L:6;55520-L;55520-L;;;;;;0;;;;;;;;;;;
80325;;Taille:select:0;M:5;55520-M;55520-M;;;;;;0;;;;;;;;;;;
80325;;Taille:select:0;S:4;55520-S;55520-S;;;;;;0;;;;;;;;;;;
80325;;Taille:select:0;XL:7;55520-XL;55520-XL;;;;;;0;;;;;;;;;;;
80325;;Taille:select:0;XS:3;55520-XS;55520-XS;;;;;;0;;;;;;;;;;;
80326;;Taille:select:0;L:6;55530-L;55530-L;;;;;;0;;;;;;;;;;;
80326;;Taille:select:0;M:5;55530-M;55530-M;;;;;;0;;;;;;;;;;;
80326;;Taille:select:0;S:4;55530-S;55530-S;;;;;;0;;;;;;;;;;;
80326;;Taille:select:0;XL:7;55530-XL;55530-XL;;;;;;0;;;;;;;;;;;
80326;;Taille:select:0;XS:3;55530-XS;55530-XS;;;;;;0;;;;;;;;;;;
80327;;Taille:select:0;L:6;55540-L;55540-L;;;;;;0;;;;;;;;;;;
80327;;Taille:select:0;M:5;55540-M;55540-M;;;;;;0;;;;;;;;;;;
80327;;Taille:select:0;S:4;55540-S;55540-S;;;;;;0;;;;;;;;;;;
80327;;Taille:select:0;XL:7;55540-XL;55540-XL;;;;;;0;;;;;;;;;;;
80327;;Taille:select:0;XS:3;55540-XS;55540-XS;;;;;;0;;;;;;;;;;;
80328;;Taille:select:0;L:6;55550-L;55550-L;;;;;;0;;;;;;;;;;;
80328;;Taille:select:0;M:5;55550-M;55550-M;;;;;;0;;;;;;;;;;;
80328;;Taille:select:0;S:4;55550-S;55550-S;;;;;;0;;;;;;;;;;;
80328;;Taille:select:0;XL:7;55550-XL;55550-XL;;;;;;0;;;;;;;;;;;
80328;;Taille:select:0;XS:3;55550-XS;55550-XS;;;;;;0;;;;;;;;;;;
80329;;Taille:select:0;L:6;55560-L;55560-L;;;;;;1;;;;;;;;;;;
80329;;Taille:select:0;M:5;55560-M;55560-M;;;;;;0;;;;;;;;;;;
80329;;Taille:select:0;S:4;55560-S;55560-S;;;;;;0;;;;;;;;;;;
80329;;Taille:select:0;XL:7;55560-XL;55560-XL;;;;;;0;;;;;;;;;;;
80329;;Taille:select:0;XS:3;55560-XS;55560-XS;;;;;;0;;;;;;;;;;;
80330;;Taille:select:0;L:6;55600-L;55600-L;;;;;;0;;;;;;;;;;;
80330;;Taille:select:0;M:5;55600-M;55600-M;;;;;;0;;;;;;;;;;;
80330;;Taille:select:0;S:4;55600-S;55600-S;;;;;;0;;;;;;;;;;;
80330;;Taille:select:0;XL:7;55600-XL;55600-XL;;;;;;0;;;;;;;;;;;
80330;;Taille:select:0;XS:3;55600-XS;55600-XS;;;;;;0;;;;;;;;;;;
80331;;Taille:select:0;L:6;55610-L;55610-L;;;;;;0;;;;;;;;;;;
80331;;Taille:select:0;M:5;55610-M;55610-M;;;;;;0;;;;;;;;;;;
80331;;Taille:select:0;S:4;55610-S;55610-S;;;;;;0;;;;;;;;;;;
80331;;Taille:select:0;XL:7;55610-XL;55610-XL;;;;;;0;;;;;;;;;;;
80331;;Taille:select:0;XS:3;55610-XS;55610-XS;;;;;;0;;;;;;;;;;;
80332;;Taille:select:0;L:6;55620-L;55620-L;;;;;;0;;;;;;;;;;;
80332;;Taille:select:0;M:5;55620-M;55620-M;;;;;;0;;;;;;;;;;;
80332;;Taille:select:0;S:4;55620-S;55620-S;;;;;;0;;;;;;;;;;;
80332;;Taille:select:0;XL:7;55620-XL;55620-XL;;;;;;0;;;;;;;;;;;
80332;;Taille:select:0;XS:3;55620-XS;55620-XS;;;;;;0;;;;;;;;;;;
80333;;Taille:select:0;L:6;55630-L;55630-L;;;;;;0;;;;;;;;;;;
80333;;Taille:select:0;M:5;55630-M;55630-M;;;;;;0;;;;;;;;;;;
80333;;Taille:select:0;S:4;55630-S;55630-S;;;;;;0;;;;;;;;;;;
80333;;Taille:select:0;XL:7;55630-XL;55630-XL;;;;;;0;;;;;;;;;;;
80333;;Taille:select:0;XS:3;55630-XS;55630-XS;;;;;;0;;;;;;;;;;;
80334;;Taille:select:0;L:6;55640-L;55640-L;;;;;;0;;;;;;;;;;;
80334;;Taille:select:0;M:5;55640-M;55640-M;;;;;;0;;;;;;;;;;;
80334;;Taille:select:0;S:4;55640-S;55640-S;;;;;;0;;;;;;;;;;;
80334;;Taille:select:0;XL:7;55640-XL;55640-XL;;;;;;0;;;;;;;;;;;
80334;;Taille:select:0;XS:3;55640-XS;55640-XS;;;;;;0;;;;;;;;;;;
80335;;Taille:select:0;L:6;55650-L;55650-L;;;;;;0;;;;;;;;;;;
80335;;Taille:select:0;M:5;55650-M;55650-M;;;;;;0;;;;;;;;;;;
80335;;Taille:select:0;S:4;55650-S;55650-S;;;;;;0;;;;;;;;;;;
80335;;Taille:select:0;XL:7;55650-XL;55650-XL;;;;;;0;;;;;;;;;;;
80335;;Taille:select:0;XS:3;55650-XS;55650-XS;;;;;;0;;;;;;;;;;;
80344;;Taille:select:0;L:6;9300 MS L;9300 MS L;;;;;;3;;;;;;;;;;;
80344;;Taille:select:0;M:5;9300 MS M;9300 MS M;;;;;;3;;;;;;;;;;;
80344;;Taille:select:0;S:4;9300 MS S;9300 MS S;;;;;;1;;;;;;;;;;;
80344;;Taille:select:0;XL:7;9300 MS XL;9300 MS XL;;;;;;4;;;;;;;;;;;
80344;;Taille:select:0;XS:3;9300 MS XS;9300 MS XS;;;;;;2;;;;;;;;;;;
80345;;Taille:select:0;S:4;9300 S;9300 S;;;;;;0;;;;;;;;;;;
80345;;Taille:select:0;XXL:8;9300 S 2XL;9300 S 2XL;;;;;;2;;;;;;;;;;;
80345;;Taille:select:0;L:6;9300 S L;9300 S L;;;;;;0;;;;;;;;;;;
80345;;Taille:select:0;M:5;9300 S M;9300 S M;;;;;;0;;;;;;;;;;;
80345;;Taille:select:0;S:4;9300 S S;9300 S S;;;;;;0;;;;;;;;;;;
80345;;Taille:select:0;XL:7;9300 S XL;9300 S XL;;;;;;4;;;;;;;;;;;
80345;;Taille:select:0;XS:3;9300 S XS;9300 S XS;;;;;;3;;;;;;;;;;;
80352;;Taille:select:0;XXL:8;9440 MA 2XL;9440 MA 2XL;;;;;;2;;;;;;;;;;;
80352;;Taille:select:0;L:6;9440 MA L;9440 MA L;;;;;;3;;;;;;;;;;;
80352;;Taille:select:0;M:5;9440 MA M;9440 MA M;;;;;;4;;;;;;;;;;;
80352;;Taille:select:0;S:4;9440 MA S;9440 MA S;;;;;;1;;;;;;;;;;;
80352;;Taille:select:0;XL:7;9440 MA XL;9440 MA XL;;;;;;2;;;;;;;;;;;
80352;;Taille:select:0;XS:3;9440 MA XS;9440 MA XS;;;;;;2;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
