"ProductNo";"Brand";"Model";"CCM";"From_"
"LEH.00.039.160/B";"Suzuki";"GSX 1400";"1400";"2003"
"LEH.00.039.160/B";"Suzuki";"GSX 1400";"1400";"2004"
"LEH.00.039.160/B";"Suzuki";"GSX 1400";"1400";"2005"
"LEH.00.039.160/B";"Suzuki";"GSX 1400";"1400";"2006"
"LEH.00.039.160/S";"Suzuki";"GSX 1400";"1400";"2001"
"LEH.00.039.160/S";"Suzuki";"GSX 1400";"1400";"2002"
"LEH.00.039.160/S";"Suzuki";"GSX 1400";"1400";"2003"
"LEH.00.039.160/S";"Suzuki";"GSX 1400";"1400";"2004"
"LEH.00.039.160/S";"Suzuki";"GSX 1400";"1400";"2005"
"LEH.00.039.160/S";"Suzuki";"GSX 1400";"1400";"2006"
"STM-001-00-BK";"Suzuki";"GSX 1400";"1400";"2001"
"STM-001-00-BK";"Suzuki";"GSX 1400";"1400";"2002"
"STM-001-00-BK";"Suzuki";"GSX 1400";"1400";"2003"
"STM-001-00-BK";"Suzuki";"GSX 1400";"1400";"2004"
"STM-001-00-BK";"Suzuki";"GSX 1400";"1400";"2005"
"STM-001-00-BK";"Suzuki";"GSX 1400";"1400";"2006"
"SVL.00.505.101";"Suzuki";"GSX 1400";"1400";"2001"
"SVL.00.505.101";"Suzuki";"GSX 1400";"1400";"2002"
"SVL.00.505.101";"Suzuki";"GSX 1400";"1400";"2003"
"SVL.00.505.101";"Suzuki";"GSX 1400";"1400";"2004"
"SVL.00.505.101";"Suzuki";"GSX 1400";"1400";"2005"
"SVL.00.505.101";"Suzuki";"GSX 1400";"1400";"2006"
"TRT.00.475.11500/B";"Suzuki";"GSX 1400";"1400";"2001"
"TRT.00.475.11500/B";"Suzuki";"GSX 1400";"1400";"2002"
"TRT.00.475.11500/B";"Suzuki";"GSX 1400";"1400";"2003"
"TRT.00.475.11500/B";"Suzuki";"GSX 1400";"1400";"2004"
"TRT.00.475.11500/B";"Suzuki";"GSX 1400";"1400";"2005"
"TRT.00.475.11500/B";"Suzuki";"GSX 1400";"1400";"2006"
"TRT.00.640.11500/B";"Suzuki";"GSX 1400";"1400";"2001"
"TRT.00.640.11500/B";"Suzuki";"GSX 1400";"1400";"2002"
"TRT.00.640.11500/B";"Suzuki";"GSX 1400";"1400";"2003"
"TRT.00.640.11500/B";"Suzuki";"GSX 1400";"1400";"2004"
"TRT.00.640.11500/B";"Suzuki";"GSX 1400";"1400";"2005"
"TRT.00.640.11500/B";"Suzuki";"GSX 1400";"1400";"2006"
"BC.HTA.00.404.10000";"Suzuki";"VS 1400 Intruder";"1400";"1997"
"BC.HTA.00.405.10000";"Suzuki";"VS 1400 Intruder";"1400";"1997"
"BC.TRS.00.401.10000";"Suzuki";"VS 1400 Intruder";"1400";"1997"
"BBZ-001-00-BK";"Suzuki";"DR 200 SE";"200";"2008"
"BC.HTA.00.301.10000";"Suzuki";"DR 200 SE";"200";"2008"
"BC.HTA.00.304.10000";"Suzuki";"DR 200 SE";"200";"2008"
"BC.HTA.00.306.10000";"Suzuki";"DR 200 SE";"200";"2008"
"BC.HTA.00.307.10000";"Suzuki";"DR 200 SE";"200";"2008"
"BC.WPB.00.001.10001";"Suzuki";"DR 200 SE";"200";"2008"
"BC.WPB.00.001.10001/Y";"Suzuki";"DR 200 SE";"200";"2008"
"BC.WPB.00.006.10000";"Suzuki";"DR 200 SE";"200";"2008"
"BC.WPB.00.008.10000";"Suzuki";"DR 200 SE";"200";"2008"
"BC.WPB.00.009.10000";"Suzuki";"DR 200 SE";"200";"2008"
"BC.WPB.00.010.10001";"Suzuki";"DR 200 SE";"200";"2008"
"BC.WPB.00.018.10000";"Suzuki";"DR 200 SE";"200";"2008"
"EGO-001-00-BK";"Suzuki";"DR 200 SE";"200";"2008"
"HPR.00.666.20500/BK";"Suzuki";"DR 200 SE";"200";"2008"
"LEH.00.039.150/20/B";"Suzuki";"DR 200 SE";"200";"2008"
"LEH.00.039.150/20/S";"Suzuki";"DR 200 SE";"200";"2008"
"LEH.00.039.150/25/B";"Suzuki";"DR 200 SE";"200";"2008"
"LEH.00.039.150/25/S";"Suzuki";"DR 200 SE";"200";"2008"
"LEH.00.039.150/30/B";"Suzuki";"DR 200 SE";"200";"2008"
"LEH.00.039.150/30/S";"Suzuki";"DR 200 SE";"200";"2008"
"LEH.00.039.152/B";"Suzuki";"DR 200 SE";"200";"2008"
"LEH.00.039.152/S";"Suzuki";"DR 200 SE";"200";"2008"
"LEH.00.039.160/B";"Suzuki";"DR 200 SE";"200";"2008"
"LEH.00.039.160/S";"Suzuki";"DR 200 SE";"200";"2008"
"SVL.00.505.101";"Suzuki";"DR 200 SE";"200";"2008"
"BC.HTA.00.307.10000";"Suzuki";"Burgman UH 200";"200";"2003"
"BBZ-001-00-BK";"Suzuki";"GW 250 Inazuma";"250";
"HPR.00.220.15200/B";"Suzuki";"GW 250 Inazuma";"250";
"STM-005-01-BK";"Suzuki";"GW 250 Inazuma";"250";
"HPR.00.220.25200/B";"Suzuki";"GW 250 Inazuma";"250";
"BC.HTA.00.301.10000";"Suzuki";"GZ 250";"250";"2008"
"BC.HTA.00.302.10000";"Suzuki";"GZ 250";"250";"2008"
"BC.HTA.00.304.10000";"Suzuki";"GZ 250";"250";"2008"
"BC.HTA.00.306.10000";"Suzuki";"GZ 250";"250";"2008"
"BC.HTA.00.307.10000";"Suzuki";"GZ 250";"250";"2008"
"BC.WPB.00.001.10001";"Suzuki";"GZ 250";"250";"2008"
"BC.WPB.00.001.10001/Y";"Suzuki";"GZ 250";"250";"2008"
"BC.WPB.00.006.10000";"Suzuki";"GZ 250";"250";"2008"
"BC.WPB.00.008.10000";"Suzuki";"GZ 250";"250";"2008"
"BC.WPB.00.009.10000";"Suzuki";"GZ 250";"250";"2008"
"BC.WPB.00.010.10001";"Suzuki";"GZ 250";"250";"2008"
"BC.WPB.00.018.10000";"Suzuki";"GZ 250";"250";"2008"
"SVL.00.505.101";"Suzuki";"GZ 250";"250";"1998"
"SVL.00.505.101";"Suzuki";"GZ 250";"250";"1999"
"SVL.00.505.101";"Suzuki";"GZ 250";"250";"2000"
"SVL.00.505.101";"Suzuki";"GZ 250";"250";"2001"
"SVL.00.505.101";"Suzuki";"GZ 250";"250";"2002"
"EGO-001-00-BK";"Suzuki";"RM 250";"250";
"HPR.00.666.20500/BK";"Suzuki";"RM 250";"250";
"EGO-001-00-BK";"Suzuki";"RMZ 250";"250";
"EGO-005-02-BK";"Suzuki";"RMZ 250";"250";
"HPR.00.220.20400/B";"Suzuki";"RMZ 250";"250";
"HPR.00.666.20500/BK";"Suzuki";"RMZ 250";"250";
"BBZ-001-00-BK";"Suzuki";"VL 250 Intruder";"250";
"HPR.00.220.15000/B";"Suzuki";"VL 250 Intruder";"250";
"HPR.00.220.25000/B";"Suzuki";"VL 250 Intruder";"250";
"STM-001-00-BK";"Suzuki";"VL 250 Intruder";"250";
"BC.HTA.00.307.10000";"Suzuki";"Burgman AN 400";"400";"2007"
"HPR.00.220.15200/B";"Suzuki";"Burgman AN 400";"400";"2007"
"HPR.00.220.25200/B";"Suzuki";"Burgman AN 400";"400";"2007"
"STM-005-01-BK";"Suzuki";"Burgman AN 400";"400";"2007"
"BBZ-001-00-BK";"Suzuki";"DRZ 400 S/E";"400";"1999"
"BBZ-001-00-BK";"Suzuki";"DRZ 400 S/E";"400";"2000"
"BBZ-001-00-BK";"Suzuki";"DRZ 400 S/E";"400";"2001"
"BBZ-001-00-BK";"Suzuki";"DRZ 400 S/E";"400";"2002"
"BBZ-001-00-BK";"Suzuki";"DRZ 400 S/E";"400";"2003"
"BBZ-001-00-BK";"Suzuki";"DRZ 400 S/E";"400";"2004"
"BBZ-001-00-BK";"Suzuki";"DRZ 400 S/E";"400";"2005"
"BBZ-001-00-BK";"Suzuki";"DRZ 400 S/E";"400";"2006"
"BBZ-001-00-BK";"Suzuki";"DRZ 400 S/E";"400";"2007"
"BC.HTA.00.301.10000";"Suzuki";"DRZ 400 S/E";"400";"1999"
"BC.HTA.00.301.10000";"Suzuki";"DRZ 400 S/E";"400";"2000"
"BC.HTA.00.301.10000";"Suzuki";"DRZ 400 S/E";"400";"2001"
"BC.HTA.00.301.10000";"Suzuki";"DRZ 400 S/E";"400";"2002"
"BC.HTA.00.301.10000";"Suzuki";"DRZ 400 S/E";"400";"2003"
"BC.HTA.00.301.10000";"Suzuki";"DRZ 400 S/E";"400";"2004"
"BC.HTA.00.301.10000";"Suzuki";"DRZ 400 S/E";"400";"2005"
"BC.HTA.00.301.10000";"Suzuki";"DRZ 400 S/E";"400";"2006"
"BC.HTA.00.301.10000";"Suzuki";"DRZ 400 S/E";"400";"2007"
"BC.HTA.00.302.10000";"Suzuki";"DRZ 400 S/E";"400";"1999"
"BC.HTA.00.302.10000";"Suzuki";"DRZ 400 S/E";"400";"2000"
"BC.HTA.00.302.10000";"Suzuki";"DRZ 400 S/E";"400";"2001"
"BC.HTA.00.302.10000";"Suzuki";"DRZ 400 S/E";"400";"2002"
"BC.HTA.00.302.10000";"Suzuki";"DRZ 400 S/E";"400";"2003"
"BC.HTA.00.302.10000";"Suzuki";"DRZ 400 S/E";"400";"2004"
"BC.HTA.00.302.10000";"Suzuki";"DRZ 400 S/E";"400";"2005"
"BC.HTA.00.302.10000";"Suzuki";"DRZ 400 S/E";"400";"2006"
"BC.HTA.00.302.10000";"Suzuki";"DRZ 400 S/E";"400";"2007"
"BC.HTA.00.304.10000";"Suzuki";"DRZ 400 S/E";"400";"1999"
"BC.HTA.00.304.10000";"Suzuki";"DRZ 400 S/E";"400";"2000"
"BC.HTA.00.304.10000";"Suzuki";"DRZ 400 S/E";"400";"2001"
"BC.HTA.00.304.10000";"Suzuki";"DRZ 400 S/E";"400";"2002"
"BC.HTA.00.304.10000";"Suzuki";"DRZ 400 S/E";"400";"2003"
"BC.HTA.00.304.10000";"Suzuki";"DRZ 400 S/E";"400";"2004"
"BC.HTA.00.304.10000";"Suzuki";"DRZ 400 S/E";"400";"2005"
"BC.HTA.00.304.10000";"Suzuki";"DRZ 400 S/E";"400";"2006"
"BC.HTA.00.304.10000";"Suzuki";"DRZ 400 S/E";"400";"2007"
"BC.HTA.00.306.10000";"Suzuki";"DRZ 400 S/E";"400";"1999"
"BC.HTA.00.306.10000";"Suzuki";"DRZ 400 S/E";"400";"2000"
"BC.HTA.00.306.10000";"Suzuki";"DRZ 400 S/E";"400";"2001"
"BC.HTA.00.306.10000";"Suzuki";"DRZ 400 S/E";"400";"2002"
"BC.HTA.00.306.10000";"Suzuki";"DRZ 400 S/E";"400";"2003"
"BC.HTA.00.306.10000";"Suzuki";"DRZ 400 S/E";"400";"2004"
"BC.HTA.00.306.10000";"Suzuki";"DRZ 400 S/E";"400";"2005"
"BC.HTA.00.306.10000";"Suzuki";"DRZ 400 S/E";"400";"2006"
"BC.HTA.00.306.10000";"Suzuki";"DRZ 400 S/E";"400";"2007"
"BC.HTA.00.307.10000";"Suzuki";"DRZ 400 S/E";"400";"1999"
"BC.HTA.00.307.10000";"Suzuki";"DRZ 400 S/E";"400";"2000"
"BC.HTA.00.307.10000";"Suzuki";"DRZ 400 S/E";"400";"2001"
"BC.HTA.00.307.10000";"Suzuki";"DRZ 400 S/E";"400";"2002"
"BC.HTA.00.307.10000";"Suzuki";"DRZ 400 S/E";"400";"2003"
"BC.HTA.00.307.10000";"Suzuki";"DRZ 400 S/E";"400";"2004"
"BC.HTA.00.307.10000";"Suzuki";"DRZ 400 S/E";"400";"2005"
"BC.HTA.00.307.10000";"Suzuki";"DRZ 400 S/E";"400";"2006"
"BC.HTA.00.307.10000";"Suzuki";"DRZ 400 S/E";"400";"2007"
"BC.TRS.00.130.10000";"Suzuki";"DRZ 400 S/E";"400";"1999"
"BC.TRS.00.130.10000";"Suzuki";"DRZ 400 S/E";"400";"2000"
"BC.TRS.00.130.10000";"Suzuki";"DRZ 400 S/E";"400";"2001"
"BC.TRS.00.130.10000";"Suzuki";"DRZ 400 S/E";"400";"2002"
"BC.TRS.00.130.10000";"Suzuki";"DRZ 400 S/E";"400";"2003"
"BC.TRS.00.130.10000";"Suzuki";"DRZ 400 S/E";"400";"2004"
"BC.TRS.00.130.10000";"Suzuki";"DRZ 400 S/E";"400";"2005"
"BC.TRS.00.130.10000";"Suzuki";"DRZ 400 S/E";"400";"2006"
"BC.TRS.00.130.10000";"Suzuki";"DRZ 400 S/E";"400";"2007"
"BC.TRS.00.131.10000";"Suzuki";"DRZ 400 S/E";"400";"1999"
"BC.TRS.00.131.10000";"Suzuki";"DRZ 400 S/E";"400";"2000"
"BC.TRS.00.131.10000";"Suzuki";"DRZ 400 S/E";"400";"2001"
"BC.TRS.00.131.10000";"Suzuki";"DRZ 400 S/E";"400";"2002"
"BC.TRS.00.131.10000";"Suzuki";"DRZ 400 S/E";"400";"2003"
"BC.TRS.00.131.10000";"Suzuki";"DRZ 400 S/E";"400";"2004"
"BC.TRS.00.131.10000";"Suzuki";"DRZ 400 S/E";"400";"2005"
"BC.TRS.00.131.10000";"Suzuki";"DRZ 400 S/E";"400";"2006"
"BC.TRS.00.131.10000";"Suzuki";"DRZ 400 S/E";"400";"2007"
"BC.TRS.00.204.10000";"Suzuki";"DRZ 400 S/E";"400";"1999"
"BC.TRS.00.204.10000";"Suzuki";"DRZ 400 S/E";"400";"2000"
"BC.TRS.00.204.10000";"Suzuki";"DRZ 400 S/E";"400";"2001"
"BC.TRS.00.204.10000";"Suzuki";"DRZ 400 S/E";"400";"2002"
"BC.TRS.00.204.10000";"Suzuki";"DRZ 400 S/E";"400";"2003"
"BC.TRS.00.204.10000";"Suzuki";"DRZ 400 S/E";"400";"2004"
"BC.TRS.00.204.10000";"Suzuki";"DRZ 400 S/E";"400";"2005"
"BC.TRS.00.204.10000";"Suzuki";"DRZ 400 S/E";"400";"2006"
"BC.TRS.00.204.10000";"Suzuki";"DRZ 400 S/E";"400";"2007"
"BC.WPB.00.001.10001";"Suzuki";"DRZ 400 S/E";"400";"1999"
"BC.WPB.00.001.10001";"Suzuki";"DRZ 400 S/E";"400";"2000"
"BC.WPB.00.001.10001";"Suzuki";"DRZ 400 S/E";"400";"2001"
"BC.WPB.00.001.10001";"Suzuki";"DRZ 400 S/E";"400";"2002"
"BC.WPB.00.001.10001";"Suzuki";"DRZ 400 S/E";"400";"2003"
"BC.WPB.00.001.10001";"Suzuki";"DRZ 400 S/E";"400";"2004"
"BC.WPB.00.001.10001";"Suzuki";"DRZ 400 S/E";"400";"2005"
"BC.WPB.00.001.10001";"Suzuki";"DRZ 400 S/E";"400";"2006"
"BC.WPB.00.001.10001";"Suzuki";"DRZ 400 S/E";"400";"2007"
"BC.WPB.00.001.10001/Y";"Suzuki";"DRZ 400 S/E";"400";"1999"
"BC.WPB.00.001.10001/Y";"Suzuki";"DRZ 400 S/E";"400";"2000"
"BC.WPB.00.001.10001/Y";"Suzuki";"DRZ 400 S/E";"400";"2001"
"BC.WPB.00.001.10001/Y";"Suzuki";"DRZ 400 S/E";"400";"2002"
"BC.WPB.00.001.10001/Y";"Suzuki";"DRZ 400 S/E";"400";"2003"
"BC.WPB.00.001.10001/Y";"Suzuki";"DRZ 400 S/E";"400";"2004"
"BC.WPB.00.001.10001/Y";"Suzuki";"DRZ 400 S/E";"400";"2005"
"BC.WPB.00.001.10001/Y";"Suzuki";"DRZ 400 S/E";"400";"2006"
"BC.WPB.00.001.10001/Y";"Suzuki";"DRZ 400 S/E";"400";"2007"
"BC.WPB.00.006.10000";"Suzuki";"DRZ 400 S/E";"400";"1999"
"BC.WPB.00.006.10000";"Suzuki";"DRZ 400 S/E";"400";"2000"
"BC.WPB.00.006.10000";"Suzuki";"DRZ 400 S/E";"400";"2001"
"BC.WPB.00.006.10000";"Suzuki";"DRZ 400 S/E";"400";"2002"
"BC.WPB.00.006.10000";"Suzuki";"DRZ 400 S/E";"400";"2003"
"BC.WPB.00.006.10000";"Suzuki";"DRZ 400 S/E";"400";"2004"
"BC.WPB.00.006.10000";"Suzuki";"DRZ 400 S/E";"400";"2005"
"BC.WPB.00.006.10000";"Suzuki";"DRZ 400 S/E";"400";"2006"
"BC.WPB.00.006.10000";"Suzuki";"DRZ 400 S/E";"400";"2007"
"BC.WPB.00.007.10000";"Suzuki";"DRZ 400 S/E";"400";"1999"
"BC.WPB.00.007.10000";"Suzuki";"DRZ 400 S/E";"400";"2000"
"BC.WPB.00.007.10000";"Suzuki";"DRZ 400 S/E";"400";"2001"
"BC.WPB.00.007.10000";"Suzuki";"DRZ 400 S/E";"400";"2002"
"BC.WPB.00.007.10000";"Suzuki";"DRZ 400 S/E";"400";"2003"
"BC.WPB.00.007.10000";"Suzuki";"DRZ 400 S/E";"400";"2004"
"BC.WPB.00.007.10000";"Suzuki";"DRZ 400 S/E";"400";"2005"
"BC.WPB.00.007.10000";"Suzuki";"DRZ 400 S/E";"400";"2006"
"BC.WPB.00.007.10000";"Suzuki";"DRZ 400 S/E";"400";"2007"
"BC.WPB.00.008.10000";"Suzuki";"DRZ 400 S/E";"400";"1999"
"BC.WPB.00.008.10000";"Suzuki";"DRZ 400 S/E";"400";"2000"
"BC.WPB.00.008.10000";"Suzuki";"DRZ 400 S/E";"400";"2001"
"BC.WPB.00.008.10000";"Suzuki";"DRZ 400 S/E";"400";"2002"
"BC.WPB.00.008.10000";"Suzuki";"DRZ 400 S/E";"400";"2003"
"BC.WPB.00.008.10000";"Suzuki";"DRZ 400 S/E";"400";"2004"
"BC.WPB.00.008.10000";"Suzuki";"DRZ 400 S/E";"400";"2005"
"BC.WPB.00.008.10000";"Suzuki";"DRZ 400 S/E";"400";"2006"
"BC.WPB.00.008.10000";"Suzuki";"DRZ 400 S/E";"400";"2007"
"BC.WPB.00.009.10000";"Suzuki";"DRZ 400 S/E";"400";"1999"
"BC.WPB.00.009.10000";"Suzuki";"DRZ 400 S/E";"400";"2000"
"BC.WPB.00.009.10000";"Suzuki";"DRZ 400 S/E";"400";"2001"
"BC.WPB.00.009.10000";"Suzuki";"DRZ 400 S/E";"400";"2002"
"BC.WPB.00.009.10000";"Suzuki";"DRZ 400 S/E";"400";"2003"
"BC.WPB.00.009.10000";"Suzuki";"DRZ 400 S/E";"400";"2004"
"BC.WPB.00.009.10000";"Suzuki";"DRZ 400 S/E";"400";"2005"
"BC.WPB.00.009.10000";"Suzuki";"DRZ 400 S/E";"400";"2006"
"BC.WPB.00.009.10000";"Suzuki";"DRZ 400 S/E";"400";"2007"
"BC.WPB.00.010.10001";"Suzuki";"DRZ 400 S/E";"400";"1999"
"BC.WPB.00.010.10001";"Suzuki";"DRZ 400 S/E";"400";"2000"
"BC.WPB.00.010.10001";"Suzuki";"DRZ 400 S/E";"400";"2001"
"BC.WPB.00.010.10001";"Suzuki";"DRZ 400 S/E";"400";"2002"
"BC.WPB.00.010.10001";"Suzuki";"DRZ 400 S/E";"400";"2003"
"BC.WPB.00.010.10001";"Suzuki";"DRZ 400 S/E";"400";"2004"
"BC.WPB.00.010.10001";"Suzuki";"DRZ 400 S/E";"400";"2005"
"BC.WPB.00.010.10001";"Suzuki";"DRZ 400 S/E";"400";"2006"
"BC.WPB.00.010.10001";"Suzuki";"DRZ 400 S/E";"400";"2007"
"BC.WPB.00.018.10000";"Suzuki";"DRZ 400 S/E";"400";"1999"
"BC.WPB.00.018.10000";"Suzuki";"DRZ 400 S/E";"400";"2000"
"BC.WPB.00.018.10000";"Suzuki";"DRZ 400 S/E";"400";"2001"
"BC.WPB.00.018.10000";"Suzuki";"DRZ 400 S/E";"400";"2002"
"BC.WPB.00.018.10000";"Suzuki";"DRZ 400 S/E";"400";"2003"
"BC.WPB.00.018.10000";"Suzuki";"DRZ 400 S/E";"400";"2004"
"BC.WPB.00.018.10000";"Suzuki";"DRZ 400 S/E";"400";"2005"
"BC.WPB.00.018.10000";"Suzuki";"DRZ 400 S/E";"400";"2006"
"BC.WPB.00.018.10000";"Suzuki";"DRZ 400 S/E";"400";"2007"
"EGO-001-00-BK";"Suzuki";"DRZ 400 S/E";"400";"1999"
"EGO-001-00-BK";"Suzuki";"DRZ 400 S/E";"400";"2000"
"EGO-001-00-BK";"Suzuki";"DRZ 400 S/E";"400";"2001"
"EGO-001-00-BK";"Suzuki";"DRZ 400 S/E";"400";"2002"
"EGO-001-00-BK";"Suzuki";"DRZ 400 S/E";"400";"2003"
"EGO-001-00-BK";"Suzuki";"DRZ 400 S/E";"400";"2004"
"EGO-001-00-BK";"Suzuki";"DRZ 400 S/E";"400";"2005"
"EGO-001-00-BK";"Suzuki";"DRZ 400 S/E";"400";"2006"
"EGO-001-00-BK";"Suzuki";"DRZ 400 S/E";"400";"2007"
"HPR.00.666.20500/BK";"Suzuki";"DRZ 400 S/E";"400";"1999"
"HPR.00.666.20500/BK";"Suzuki";"DRZ 400 S/E";"400";"2000"
"HPR.00.666.20500/BK";"Suzuki";"DRZ 400 S/E";"400";"2001"
"HPR.00.666.20500/BK";"Suzuki";"DRZ 400 S/E";"400";"2002"
"HPR.00.666.20500/BK";"Suzuki";"DRZ 400 S/E";"400";"2003"
"HPR.00.666.20500/BK";"Suzuki";"DRZ 400 S/E";"400";"2004"
"HPR.00.666.20500/BK";"Suzuki";"DRZ 400 S/E";"400";"2005"
"HPR.00.666.20500/BK";"Suzuki";"DRZ 400 S/E";"400";"2006"
"HPR.00.666.20500/BK";"Suzuki";"DRZ 400 S/E";"400";"2007"
"LEH.00.039.150/20/B";"Suzuki";"DRZ 400 S/E";"400";"1999"
"LEH.00.039.150/20/B";"Suzuki";"DRZ 400 S/E";"400";"2000"
"LEH.00.039.150/20/B";"Suzuki";"DRZ 400 S/E";"400";"2001"
"LEH.00.039.150/20/B";"Suzuki";"DRZ 400 S/E";"400";"2002"
"LEH.00.039.150/20/B";"Suzuki";"DRZ 400 S/E";"400";"2003"
"LEH.00.039.150/20/B";"Suzuki";"DRZ 400 S/E";"400";"2004"
"LEH.00.039.150/20/B";"Suzuki";"DRZ 400 S/E";"400";"2005"
"LEH.00.039.150/20/B";"Suzuki";"DRZ 400 S/E";"400";"2006"
"LEH.00.039.150/20/B";"Suzuki";"DRZ 400 S/E";"400";"2007"
"LEH.00.039.150/20/S";"Suzuki";"DRZ 400 S/E";"400";"1999"
"LEH.00.039.150/20/S";"Suzuki";"DRZ 400 S/E";"400";"2000"
"LEH.00.039.150/20/S";"Suzuki";"DRZ 400 S/E";"400";"2001"
"LEH.00.039.150/20/S";"Suzuki";"DRZ 400 S/E";"400";"2002"
"LEH.00.039.150/20/S";"Suzuki";"DRZ 400 S/E";"400";"2003"
"LEH.00.039.150/20/S";"Suzuki";"DRZ 400 S/E";"400";"2004"
"LEH.00.039.150/20/S";"Suzuki";"DRZ 400 S/E";"400";"2005"
"LEH.00.039.150/20/S";"Suzuki";"DRZ 400 S/E";"400";"2006"
"LEH.00.039.150/20/S";"Suzuki";"DRZ 400 S/E";"400";"2007"
"LEH.00.039.150/25/B";"Suzuki";"DRZ 400 S/E";"400";"1999"
"LEH.00.039.150/25/B";"Suzuki";"DRZ 400 S/E";"400";"2000"
"LEH.00.039.150/25/B";"Suzuki";"DRZ 400 S/E";"400";"2001"
"LEH.00.039.150/25/B";"Suzuki";"DRZ 400 S/E";"400";"2002"
"LEH.00.039.150/25/B";"Suzuki";"DRZ 400 S/E";"400";"2003"
"LEH.00.039.150/25/B";"Suzuki";"DRZ 400 S/E";"400";"2004"
"LEH.00.039.150/25/B";"Suzuki";"DRZ 400 S/E";"400";"2005"
"LEH.00.039.150/25/B";"Suzuki";"DRZ 400 S/E";"400";"2006"
"LEH.00.039.150/25/B";"Suzuki";"DRZ 400 S/E";"400";"2007"
"LEH.00.039.150/25/S";"Suzuki";"DRZ 400 S/E";"400";"1999"
"LEH.00.039.150/25/S";"Suzuki";"DRZ 400 S/E";"400";"2000"
"LEH.00.039.150/25/S";"Suzuki";"DRZ 400 S/E";"400";"2001"
"LEH.00.039.150/25/S";"Suzuki";"DRZ 400 S/E";"400";"2002"
"LEH.00.039.150/25/S";"Suzuki";"DRZ 400 S/E";"400";"2003"
"LEH.00.039.150/25/S";"Suzuki";"DRZ 400 S/E";"400";"2004"
"LEH.00.039.150/25/S";"Suzuki";"DRZ 400 S/E";"400";"2005"
"LEH.00.039.150/25/S";"Suzuki";"DRZ 400 S/E";"400";"2006"
"LEH.00.039.150/25/S";"Suzuki";"DRZ 400 S/E";"400";"2007"
"LEH.00.039.150/30/B";"Suzuki";"DRZ 400 S/E";"400";"1999"
"LEH.00.039.150/30/B";"Suzuki";"DRZ 400 S/E";"400";"2000"
"LEH.00.039.150/30/B";"Suzuki";"DRZ 400 S/E";"400";"2001"
"LEH.00.039.150/30/B";"Suzuki";"DRZ 400 S/E";"400";"2002"
"LEH.00.039.150/30/B";"Suzuki";"DRZ 400 S/E";"400";"2003"
"LEH.00.039.150/30/B";"Suzuki";"DRZ 400 S/E";"400";"2004"
"LEH.00.039.150/30/B";"Suzuki";"DRZ 400 S/E";"400";"2005"
"LEH.00.039.150/30/B";"Suzuki";"DRZ 400 S/E";"400";"2006"
"LEH.00.039.150/30/B";"Suzuki";"DRZ 400 S/E";"400";"2007"
"LEH.00.039.150/30/S";"Suzuki";"DRZ 400 S/E";"400";"1999"
"LEH.00.039.150/30/S";"Suzuki";"DRZ 400 S/E";"400";"2000"
"LEH.00.039.150/30/S";"Suzuki";"DRZ 400 S/E";"400";"2001"
"LEH.00.039.150/30/S";"Suzuki";"DRZ 400 S/E";"400";"2002"
"LEH.00.039.150/30/S";"Suzuki";"DRZ 400 S/E";"400";"2003"
"LEH.00.039.150/30/S";"Suzuki";"DRZ 400 S/E";"400";"2004"
"LEH.00.039.150/30/S";"Suzuki";"DRZ 400 S/E";"400";"2005"
"LEH.00.039.150/30/S";"Suzuki";"DRZ 400 S/E";"400";"2006"
"LEH.00.039.150/30/S";"Suzuki";"DRZ 400 S/E";"400";"2007"
"LEH.00.039.152/B";"Suzuki";"DRZ 400 S/E";"400";"1999"
"LEH.00.039.152/B";"Suzuki";"DRZ 400 S/E";"400";"2000"
"LEH.00.039.152/B";"Suzuki";"DRZ 400 S/E";"400";"2001"
"LEH.00.039.152/B";"Suzuki";"DRZ 400 S/E";"400";"2002"
"LEH.00.039.152/B";"Suzuki";"DRZ 400 S/E";"400";"2003"
"LEH.00.039.152/B";"Suzuki";"DRZ 400 S/E";"400";"2004"
"LEH.00.039.152/B";"Suzuki";"DRZ 400 S/E";"400";"2005"
"LEH.00.039.152/B";"Suzuki";"DRZ 400 S/E";"400";"2006"
"LEH.00.039.152/B";"Suzuki";"DRZ 400 S/E";"400";"2007"
"LEH.00.039.152/S";"Suzuki";"DRZ 400 S/E";"400";"1999"
"LEH.00.039.152/S";"Suzuki";"DRZ 400 S/E";"400";"2000"
"LEH.00.039.152/S";"Suzuki";"DRZ 400 S/E";"400";"2001"
"LEH.00.039.152/S";"Suzuki";"DRZ 400 S/E";"400";"2002"
"LEH.00.039.152/S";"Suzuki";"DRZ 400 S/E";"400";"2003"
"LEH.00.039.152/S";"Suzuki";"DRZ 400 S/E";"400";"2004"
"LEH.00.039.152/S";"Suzuki";"DRZ 400 S/E";"400";"2005"
"LEH.00.039.152/S";"Suzuki";"DRZ 400 S/E";"400";"2006"
"LEH.00.039.152/S";"Suzuki";"DRZ 400 S/E";"400";"2007"
"LEH.00.039.160/B";"Suzuki";"DRZ 400 S/E";"400";"1999"
"LEH.00.039.160/B";"Suzuki";"DRZ 400 S/E";"400";"2000"
"LEH.00.039.160/B";"Suzuki";"DRZ 400 S/E";"400";"2001"
"LEH.00.039.160/B";"Suzuki";"DRZ 400 S/E";"400";"2002"
"LEH.00.039.160/B";"Suzuki";"DRZ 400 S/E";"400";"2003"
