ID;Active (0/1);Name *;Parent category;Root category (0/1)Â ;Description;Meta title;Meta keywords;Meta description;URL rewritten;Image URL
40;1;Outillage;Pièces d'entretien;0;;;;;;
41;1;Chargeur Batterie;Pièces d'entretien;0;;;;;;
42;1;Batterie;Pièces d'entretien;0;;;;;;
43;1;Huile et Sprays;Pièces d'entretien;0;;;;;;
44;1;Kitchaine;Pièces d'entretien;0;;;;;;
45;1;Plaquettes;Pièces d'entretien;0;;;;;;
46;1;Pneus;Pièces d'entretien;0;;;;;;
47;1;Filtre à huile;Pièces d'entretien;0;;;;;;
