ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;;;;Weight;Quantity;;;;;Short description;;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out_of_stock;Advanced stock management;ID / Name of shop\'c2\'a0\;;;Car type casque;Car couleur;Car Ecran;Car public;Car Coque;Car Etancheite;Car Goretex;Att Taille;Att Couleur;Car HighTech (ou sous cat);;
10064;;Schrauben Kit;288;3.00;;;;;;;;D9397-B-065;D9397-B-065;SW-MOTECH;SW-MOTECH;722301240267;;;;;;0,3500;1;;;;;4 Schrauben. Für EGO / VPS / JET Schalen.;;"<span style=font-size:18px""><b>Schrauben-Kit</b></span><ul><li>Zur Befestigung von Handprotektor Schalen am Backbone</li><li>Für EGO / VPS / JET Schalen.</li><li>Lieferung: 4 Stück</li></ul>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/b_065_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10065;;Lenker End-Gewicht;288;51.00;;;;;;;;D9397-B-066;D9397-B-066;SW-MOTECH;SW-MOTECH;722301240274;;;;;;0,5200;1;;;;;Schwarz.;;"<span style=font-size:18px""><b>Lenker End-Gewicht</b></span><ul><li>Schwarz</li><li>Reduziert Lenker-Vibrationen</li></ul>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/b_066_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10066;;Schrauben-Kit (4 Stück);288;4.00;;;;;;;;D9397-B-070;D9397-B-070;SW-MOTECH;SW-MOTECH;722301242339;;;;;;0,0000;1;;;;;Für Wind Reflektoren / VPS-MX / Storm Sättel.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10067;;Sticker Set EGO;288;8.00;;;;;;;;D9397-B-071;D9397-B-071;SW-MOTECH;SW-MOTECH;722301242346;;;;;;0,0000;1;;;;;2 Stück.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10068;;Sticker Set BARKBUSTERS;288;8.00;;;;;;;;D9397-B-073;D9397-B-073;SW-MOTECH;SW-MOTECH;722301242353;;;;;;0,0000;1;;;;;2 Stück.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10069;;Adapterkit für 1 Zoll hohle Lenker;288;19.00;;;;;;;;D9397-B-074;D9397-B-074;SW-MOTECH;SW-MOTECH;722301242582;;;;;;0,0000;1;;;;;Verwendung mit STM-005-01.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10070;;Verlängerung für VPS Handprotektor Schalen;288;19.00;;;;;;;;D9397-B-076-BK;D9397-B-076-BK;SW-MOTECH;SW-MOTECH;722301240489;;;;;;0,0800;1;;;;;Schwarz.;;"<span style=font-size:18px""><b>Verlängerung für VPS Handprotektor Schalen</b></span><ul><li>Nur für VPS Schalen</li><li>Für zusätzliche Wind-Abweisung</li><li>Einstellbar in zwei Höhen (variabel)</li><li>Lieferung als Satz (L/R)<li>Erhältlich in: <i><b>Schwarz, Weiß</b></i></li></ul>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10071;;Verlängerung für VPS Handprotektor Schalen;288;19.00;;;;;;;;D9397-B-076-WH;D9397-B-076-WH;SW-MOTECH;SW-MOTECH;722301240496;;;;;;0,0800;1;;;;;Weiß.;;"<span style=font-size:18px""><b>Verlängerung für VPS Handprotektor Schalen</b></span><ul><li>Nur für VPS Schalen</li><li>Für zusätzliche Wind-Abweisung</li><li>Einstellbar in zwei Höhen (variabel)</li><li>Lieferung als Satz (L/R)<li>Erhältlich in: <i><b>Schwarz, Weiß</b></i></li></ul>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10072;;VPS Aluminium Backbone Set;288;42.00;;;;;;;;D9397-B-077;D9397-B-077;SW-MOTECH;SW-MOTECH;722301240502;;;;;;0,5200;1;;;;;Links / Rechts. Ohne Backbone.;;"<span style=font-size:18px""><b>VPS Aluminium Backbone Set</b></span><ul><li>Backbone ohne Anbaumaterial</li><li>Lieferung als Satz (L/R)</li></ul>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10073;;Distanzbuchse und Schraube;288;6.00;;;;;;;;D9397-B-078;D9397-B-078;SW-MOTECH;SW-MOTECH;722301240823;;;;;;0,0230;1;;;;;10 mm.;;"<span style=font-size:18px""><b>Distanzbuchse und Schraube</b></span><br><br><ul><li>Distanz: 10mm</li><li>Für zusätzlichen Abstand zwischen Handprotektor und Instrumenten</li></ul>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/b_078_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10074;;Distanzbuchse und Schraube;288;6.00;;;;;;;;D9397-B-079;D9397-B-079;SW-MOTECH;SW-MOTECH;722301240830;;;;;;0,0300;1;;;;;20 mm.;;"<span style=font-size:18px""><b>Distanzbuchse und Schraube</b></span><br><br><ul><li>Distanz: 20mm</li><li>Für zusätzlichen Abstand zwischen Handprotektor und Instrumenten</li></ul>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/b_079_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10075;;Distanzbuchse und Schraube;288;7.00;;;;;;;;D9397-B-080;D9397-B-080;SW-MOTECH;SW-MOTECH;722301240847;;;;;;0,0000;1;;;;;30 mm.;;"<span style=font-size:18px""><b>Distanzbuchse und Schraube</b></span><br><br><ul><li>Distanz: 30mm</li><li>Für zusätzlichen Abstand zwischen Handprotektor und Instrumenten</li></ul>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/b_080_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10076;;EGO Aluminium Protektor;288;38.00;;;;;;;;D9397-B-081;D9397-B-081;SW-MOTECH;SW-MOTECH;722301241417;;;;;;0,0000;1;;;;;Als Paar.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10077;;STORM S1 Ersatz-Plastik Links;288;12.00;;;;;;;;D9397-B-082-L;D9397-B-082-L;SW-MOTECH;SW-MOTECH;722301241660;;;;;;0,0800;1;;;;;Schwarz. L-Halter.;;;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/b_082_l_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10078;;STORM S1 Ersatz-Plastik Rechts;288;12.00;;;;;;;;D9397-B-082-R;D9397-B-082-R;SW-MOTECH;SW-MOTECH;722301241677;;;;;;0,0800;1;;;;;Schwarz. L-Halter.;;;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/b_082_r_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10079;;Handprotektoren-Kit BBZ;288;113.00;;;;;;;;D9397-BBZ00100BK;D9397-BBZ00100BK;SW-MOTECH;SW-MOTECH;722301242247;;;;;;0,9000;1;;;;;Stoffgewebe. Schwarz / Grau.;;"<span style=font-size:18px""><b>BBZ Handprotektor</b></span><br><i><b>Konstruiert für starke und stürmische Windverhältnisse</b></i><ul><li>Maximaler Schutz</li><li>Farbe: Schwarz / Grau</li><li>Aus flexiblem Stoffgewebe</li><li>Passend für nahezu alle Motorräder</li><li>Konstruktion bleibt bei starkem Wind selbsttragend</li><li>Kein Flattern im Wind</li><li>Bedienung des Motorrades nicht beeinträchtigt</li><li>Beugt sich flexibel um Windschild und Verkleidung bei vollem Lenkeinschlag</li><li>Bewährte Barkbusters Qualität</li></ul><u>Anbaumöglichkeiten</u><ul><li>An Lenker mit Lenker-End-Gewicht</li><li>Für hohle Lenker</li><li>An bestehenden Aluminium Backbone</li><li><b><i>Alle Anbauteile enthalten</i></b></li></ul>""";;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bbz_001_00_bk_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bbz_001_00_bk_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10080;;TRAX GEAR+ Innentasche Seitenkoffer;288;47.00;;;;;;;;D9393-034-03;D9393-034-03;SW-MOTECH;SW-MOTECH;4052572026953;;;;;;0,6690;1;;;;;600D Poly. Schwarz. Für ALU-BOX Seitenkoffer.;;<p>Die gepolsterte TRAX GEAR+-Innentasche ergänzt das Zubehör-Angebot für die TRAX ADVENTURE und TraX EVO Motorrad-Tourenkoffer. Die aus reißfestem und lichtbeständigen 600D-Polyester gefertigte Tasche lässt sich in allen ALU-BOX Seitenkoffern verwenden und schützt auch empfindliches Gepäck vor Vibrationen und Abrieb. Lange Griffbänder erleichtern die bequeme Entnahme aus dem Koffer und den Einsatz als Tragetasche. Ein Deckeldach mit Reißverschluss bietet zusätzlichen Stauraum etwa für Portemonnaie, Smartphone oder Fahrzeugpapiere. Im Koffer und beim Abstellen auf dem Boden schützt eine rutschfeste Standfläche die Tasche vor dem Weggleiten.</p><p>Die Innentasche lässt sich per Reißverschluss-Volumenregulierung an die Dimensionen der 37- und 45-Liter-Versionen der TRAX ADVENTURE und TraX EVO-Seitenkoffer anpassen. Das Gepäckstück kann aber auch in anderne Koffern mit Abmessungen von 48x20x33 Zentimetern bis 48x25x33 Zentimetern (Länge/Breite/Höhe) verwendet werden.</p> <b>Besonderheiten:</b><!--BB--><ul><li>Gepolsterte Innentasche</li>  <li>Für alle ALU-BOX Motorrad-Seitenkoffer (TRAX ADVENTURE/TraX EVO)</li><li>Auch in anderen Aluminium-Seitenkoffern verwendbar </li>  <li>Aus reißfestem und UV-beständigem 600D-Polyester</li>  <li>Rutschfeste Standfläche</li> <li>Volumenregulierung</li>  <li>Zusätzliches Deckelfach</li><li>Große Tragegriffe </li></ul><!--EB--><b>Lieferumfang:</b><!--BL--><ul><li>TRAX GEAR+ Seitenkoffer-Innentasche</li> </ul><!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_alk_00_732_10000_b_1_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10081;;TRAX GEAR+ Deckeltasche Innen;288;35.00;;;;;;;;D9393-060-03;D9393-060-03;SW-MOTECH;SW-MOTECH;4052572026960;;;;;;0,3400;1;;;;;Schwarz. Für TRAX ADV Seitenkoffer.;;<p>Die gepolsterte TRAX GEAR+ Deckel-Innentasche besteht aus reißfestem und lichtbeständigem 600D-Polyester. Befestigt wird die Tasche mit den beiliegenden Gurten an Haltepunkten im Deckel der TRAX ADVENTURE Seitenkoffer. Das durchdachte Reißverschluss-System gibt auch im eingespannten Zustand Zugriff auf den Tascheninhalt, eine Tragelasche erlaubt die einfache Entnahme. Als Zusatz-Stauraum bringt die hochwertige Tasche ein Deckelfach mit Reißverschluss mit.</p><b>Besonderheiten</b> <!--BB--> <ul> <li>Deckel-Innentasche für alle TRAX ADVENTURE Motorrad-Seitenkoffer</li>  <li>Aus reißfestem und UV-beständigen 600D-Polyester</li>  <li>Schnelle Befestigung an Haltepunkten im Deckel</li><li>Einfaches Öffnen auch im Kofferdeckel </li><li>Reißverschluss-Zusatzfach</li> <li> Handgriff für schnelle Entnahme</li>  </ul>  <!--EB--> <b>Lieferumfang</b> <!--BL--> <ul><li>TRAX GEAR+ Seitenkoffer-Innentasche</li> <li>Befestigungsriemen</li></ul> <!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_alk_00_732_10100_b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_alk_00_732_10100_b_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_alk_00_732_10100_b_3_xl.jpg,,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_alk_00_732_10100_b_5_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10082;;TRAX GEAR+ Innentasche Topcase;288;47.00;;;;;;;;D9393-061-03;D9393-061-03;SW-MOTECH;SW-MOTECH;4052572026946;;;;;;0,5500;1;;;;;600D Polyester. Schwarz. Für ALU-BOX Topcases.;;<p>Die gepolsterten TRAX GEAR+ Innentaschen bieten einfach Handhabung und schützen auch empfindliches Gepäck vor Vibrationen während der Fahrt. Lange Griffbänder erleichtern Einladen und Entnahme sowie den Einsatz als Tragetasche, eine rutschfeste Standfläche bewahrt die Tasche vor dem Weggleiten. Die Motorrad-Topcase-Tasche aus dem ALU-BOX-Zubehörprogramm passt in TRAX ADVENTURE und TraX EVO Motorrad-Topcases, die Verwendung in andren Koffern mit Abmessungen von 41x34x33 Zentimetern ist ebenfalls möglich.</p><b>Besonderheiten:</b><!--BB--> <ul><li> Gepolsterte Innentasche</li><li> Für alle ALU-BOX Motorrad-Seitenkoffer (TRAX  ADVENTURE/TraX EVO)</li><li>Passt auch in andere Koffer mit Abmessungen von 41 x 34 x 33 cm</li><li> Rutschfeste Standfläche</li><li>Große Tragegriffe</li><li> Material: Reißfestes und farbechtes 600D-Polyester</li></ul>  <!--EB--><b>Lieferumfang:</b> <!--BL--> <ul><li>TRAX GEAR+ Topcase-Innentasche</li></ul> <!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_alk_00_732_10300_b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_alk_00_732_10300_b_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10083;;TRAX GEAR+ Deckelnetz Seitenkoffer;288;12.00;;;;;;;;D9393-063-03;D9393-063-03;SW-MOTECH;SW-MOTECH;4052572029343;;;;;;0,0580;1;;;;;Schwarz. Für TRAX ADV Seitenkoffer 37 l.;;<p>Gepäck schnell zur Hand: Das Deckelnetz für unser TRAX ADVENTURE Aluminium-System sorgt für mehr Ordnung im Tourenkoffer. Das hochflexible Netz lässt sich im Nu in Befestigungspunkte im Kofferdeckel einhängen, damit beim Aufklappen Papiere, Laufschuhe, Regenjacke oder Faltrucksack gleich griffbereit sind. Das praktische Deckelnetz steht in drei Größen, passend zu den unterschiedlichen Ausführungen der Motorrad-Tourenkoffer, zur Verfügung.</p> <b>Besonderheiten:</b> <!--BB--> <ul><li> Deckelnetz für TRAX ADVENTURE Motorrad-Tourenkoffer</li> <li> Schnelle Befestigung an Haltepunkten im Deckel</li> <li> Material: Hochflexibles, umflochtenes Elastik-Band</li> <li> Maße Deckelnetz für 37-Liter-Seitenkoffer M: 12 x 28 cm</li> <li> Maße Deckelnetz für 45-Liter-Seitenkoffer L: 20 x 28 cm</li> <li> Maße Deckelnetz für 38-Liter-Topcase: 20 x 24 cm</li></ul> <!--EB--> <b>Lieferumfang</b> <!--BL--> <ul><li>TRAX GEAR+ Deckelnetz für Seitenkoffer M</li></ul> <!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_alk_00_732_10400_b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_alk_00_732_10400_b_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10084;;TRAX GEAR+ Deckelnetz Seitenkoffer;288;12.00;;;;;;;;D9393-064-03;D9393-064-03;SW-MOTECH;SW-MOTECH;4052572029350;;;;;;0,0580;1;;;;;Schwarz. Für TRAX ADV Seitenkoffer 45 l.;;<p>Gepäck schnell zur Hand: Das Deckelnetz für unser TRAX ADVENTURE Aluminium-System sorgt für mehr Ordnung im Tourenkoffer. Das hochflexible Netz lässt sich im Nu in Befestigungspunkte im Kofferdeckel einhängen, damit beim Aufklappen Papiere, Laufschuhe, Regenjacke oder Faltrucksack gleich griffbereit sind. Das praktische Deckelnetz steht in drei Größen, passend zu den unterschiedlichen Ausführungen der Motorrad-Tourenkoffer, zur Verfügung.</p> <b>Besonderheiten:</b> <!--BB--> <ul><li> Deckelnetz für TRAX ADVENTURE Motorrad-Tourenkoffer</li> <li> Schnelle Befestigung an Haltepunkten im Deckel</li> <li> Material: Hochflexibles, umflochtenes Elastik-Band</li> <li> Maße Deckelnetz für 37-Liter-Seitenkoffer M: 12 x 28 cm</li> <li> Maße Deckelnetz für 45-Liter-Seitenkoffer L: 20 x 28 cm</li> <li> Maße Deckelnetz für 38-Liter-Topcase: 20 x 24 cm</li></ul> <!--EB--> <b>Lieferumfang</b> <!--BL--> <ul><li>TRAX GEAR+ Deckelnetz für Seitenkoffer L</li></ul> <!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_alk_00_732_10500_b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_alk_00_732_10500_b_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10085;;TRAX GEAR+ Deckelnetz Topcase;288;12.00;;;;;;;;D9393-065-03;D9393-065-03;SW-MOTECH;SW-MOTECH;4052572029367;;;;;;0,0580;1;;;;;Schwarz. Für TRAX ADV Topcase.;;<p>Gepäck schnell zur Hand: Das Deckelnetz für unser TRAX ADVENTURE Aluminium-System sorgt für mehr Ordnung im Tourenkoffer. Das hochflexible Netz lässt sich im Nu in Befestigungspunkte im Kofferdeckel einhängen, damit beim Aufklappen Papiere, Laufschuhe, Regenjacke oder Faltrucksack gleich griffbereit sind. Das praktische Deckelnetz steht in drei Größen, passend zu den unterschiedlichen Ausführungen der Motorrad-Tourenkoffer, zur Verfügung.</p> <b>Besonderheiten:</b> <!--BB--> <ul><li> Deckelnetz für TRAX ADVENTURE Motorrad-Tourenkoffer</li> <li> Schnelle Befestigung an Haltepunkten im Deckel</li> <li> Material: Hochflexibles, umflochtenes Elastik-Band</li> <li> Maße Deckelnetz für 37-Liter-Seitenkoffer M: 12 x 28 cm</li> <li> Maße Deckelnetz für 45-Liter-Seitenkoffer L: 20 x 28 cm</li> <li> Maße Deckelnetz für 38-Liter-Topcase: 20 x 24 cm</li></ul> <!--EB--> <b>Lieferumfang:</b> <!--BL--> <ul><li>TRAX GEAR+ Deckelnetz für Topcase</li></ul> <!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_alk_00_732_10600_b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_alk_00_732_10600_b_2_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10086;;Navi Case Pro S;288;19.00;;;;;;;;D9390-920-S;D9390-920-S;SW-MOTECH;SW-MOTECH;4052572029916;;;;;;0,2100;1;;;;;EVA. Schwarz.;;<p>Wettersafe für Smartphone und Navigationsgerät: Die transparente Deckel-Membran der wasserabweisenden Navi Case Pro Tasche gestattet die Bedienung von Touch-Oberflächen, der umlaufende, abgedichtete Reißverschluss beugt dem Eindringen von Wasser vor. Vorder- und Rückseite der gepolsterten Allwetter-Gerätehülle für Motorradreisende bestehen aus formstabilem EVA-Material, Innenpolster und Klettbänder geben der Hardware sicheren Halt.</p> <b>Besonderheiten</b> <!--BB--> <ul><li> Allwetter-Tasche für Navi und Smartphone</li> <li> Touch-sensitive Deckelmembran</li> <li> Integrierte Sonnenblende</li> <li> Gepolsterte Innentasche mit Kletthalterung</li> <li> Wasserabweisender Reißverschluss</li> <li> Reißverschluss-Garage</li> <li> Kabeldurchführung für Kopfhörer oder Stromversorgung</li> <li> Vorder- und Rückseite aus formbeständigem EVA-Material</li> <li> Basisplatte kompatibel zu SW-MOTECH Haltern und Richterplatte</li> <li> Außenmaße: 150 x 88 x 45 mm</li> <li> Sichtfenstergröße: 130 x 68 mm</li></ul> <!--EB--> <b>Lieferumfang</b> <!--BL--> <ul><li>Wasserfeste Gerätetasche Navi Case Pro S</li> <li>Hinweis: GPS-Halter für Montage erforderlich</li></ul> <!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_gps_00_007_10000_b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_gps_00_007_10000_b_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_gps_00_007_10000_b_3_xl.jpg,,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_gps_00_007_10000_b_5_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10087;;Navi Case Pro M;288;21.00;;;;;;;;D9390-920-M;D9390-920-M;SW-MOTECH;SW-MOTECH;4052572029923;;;;;;0,2340;1;;;;;EVA. Schwarz.;;<p>Wettersafe für Smartphone und Navigationsgerät: Die transparente Deckel-Membran der wasserabweisenden Navi Case Pro Tasche gestattet die Bedienung von Touch-Oberflächen, der umlaufende, abgedichtete Reißverschluss beugt dem Eindringen von Wasser vor. Vorder- und Rückseite der gepolsterten Allwetter-Gerätehülle für Motorradreisende bestehen aus formstabilem EVA-Material, Innenpolster und Klettbänder geben der Hardware sicheren Halt.</p> <b>Besonderheiten</b> <!--BB--> <ul><li> Allwetter-Tasche für Navi und Smartphone</li> <li> Touch-sensitive Deckelmembran</li> <li> Integrierte Sonnenblende</li> <li> Gepolsterte Innentasche mit Kletthalterung</li> <li> Wasserabweisender Reißverschluss</li> <li> Reißverschluss-Garage</li> <li> Kabeldurchführung für Kopfhörer oder Stromversorgung</li> <li> Vorder- und Rückseite aus formbeständigem EVA-Material</li> <li> Basisplatte kompatibel zu SW-MOTECH Haltern und Richterplatte</li> <li> Außenmaße: 135 x 100 x 45 mm</li> <li> Sichfenstergröße: 115 x 80 mm</li></ul> <!--EB--> <b>Lieferumfang</b> <!--BL--> <ul><li>Wasserfeste Gerätetasche Navi Case Pro M</li> <li>Hinweis: GPS-Halter für Montage erforderlich</li></ul> <!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_gps_00_008_10000_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_gps_00_008_10000_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_gps_00_008_10000_3_xl.jpg,,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_gps_00_008_10000_5_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10088;;Navi Case Pro L;288;24.00;;;;;;;;D9390-920-L;D9390-920-L;SW-MOTECH;SW-MOTECH;4052572029930;;;;;;0,2410;1;;;;;EVA. Schwarz.;;<p>Wettersafe für Smartphone und Navigationsgerät: Die transparente Deckel-Membran der wasserabweisenden Navi Case Pro Tasche gestattet die Bedienung von Touch-Oberflächen, der umlaufende, abgedichtete Reißverschluss beugt dem Eindringen von Wasser vor. Vorder- und Rückseite der gepolsterten Allwetter-Gerätehülle für Motorradreisende bestehen aus formstabilem EVA-Material, Innenpolster und Klettbänder geben der Hardware sicheren Halt. </p> <b>Besonderheiten</b> <!--BB--> <ul><li>Allwetter-Tasche für Navi und Smartphone</li> <li> Touch-sensitive Deckelmembran</li> <li> Integrierte Sonnenblende</li> <li> Gepolsterte Innentasche mit Kletthalterung</li> <li> Wasserabweisender Reißverschluss</li> <li> Reißverschluss-Garage</li> <li> Kabeldurchführung für Kopfhörer oder Stromversorgung</li> <li> Vorder- und Rückseite aus formbeständigem EVA-Material</li> <li> Basisplatte kompatibel zu SW-MOTECH Haltern und Richterplatte</li> <li> Außenmaße: 160 x 115 x 45 mm</li> <li> Sichtfenstergröße: 140 x 95 mm</li></ul> <!--EB--> <b>Lieferumfang</b> <!--BL--> <ul><li>Wasserfeste Gerätetasche Navi Case Pro L</li> <li>Hinweis: GPS-Halter für Montage erforderlich</li></ul> <!--EL-->;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_gps_00_009_10000_b_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_gps_00_009_10000_b_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_gps_00_009_10000_b_3_xl.jpg,,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bc_gps_00_009_10000_b_5_xl.jpg;;;;;;;;;;;;;;;;;;;;;;;;
10089;;Hecktasche Speedpack®;288;350.00;;;;;;;;D9390-300-03;D9390-300-03;SW-MOTECH;SW-MOTECH;4052572000359;;;;;;5,5000;1;;;;;1680 Ballistic Nylon. Schwarz. 75 l - 90 l.;;<b>BAGS-CONNECTION Hecktasche Speedpack®</b><ul><li>Für verschiedene Motorräder je nach Heckaufbau</li> <li>Volumen: 75 l - 90 l</li> <li>Zuverlässige 4-Punkt-Spanngurtbefestigung</li> <li>Stauraum für Helm</li> <li>Reflektierende Details</li> <li>Selbsttragende Konstruktion</li> <li>Zahlreiche Außentaschen</li><li>Maße: L=75cm, B=32cm, H=60cm</li></ul><b>Lieferumfang:</b><!--BL--><ul> <li>3-teilige Hecktasche</li> <li>Wasserdichte Innentaschen (<b>BC.ZUB.00.015.30000</b>)</li> <li>4 Spanngurte (<b>BC.ZUB.00.001.30000</b>)</li> <li>2 Kompressionsriemen (<b>BC.ZUB.00.003.30000</b>)</li> <li>2 Zurrschlaufen zur Heckmontage am Kennzeichenhalter (<b>BC.ZUB.00.004.30000</b>)</li> <li>Schultergurt (<b>BC.ZUB.00.041.30000</b>)</li> <li>Lackschutzfolie (<b>BCK.LSF</b>)</li></ul><!--EL--><b>Optionales Zubehör:</b><ul><li>Tentbag (Artikelnummer <b>BC.HTA.00.350.10000</b>)</li></ul>;;;;;;;;;;;;http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bchta0030110000_1_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bchta0030110000_2_xl.jpg,http://shop.sw-motech.com/cosmoshop/downloads/produktbilder/bchta0030110000_3_xl.jpg,;;;;;;;;;;;;;;;;;;;;;;;;
